ASV_ID,edge_type
ASV_00002,pos
ASV_00003,pos
ASV_00004,pos
ASV_00005,pos
ASV_00006,pos
ASV_00008,pos
ASV_00009,pos
ASV_00010,pos
ASV_00011,pos
ASV_00014,pos
ASV_00015,pos
ASV_00021,pos
ASV_00022,pos
ASV_00023,pos
ASV_00026,pos
ASV_00030,pos
ASV_00032,pos
ASV_00033,pos
ASV_00036,pos
ASV_00056,pos
ASV_00062,pos
ASV_00067,pos
ASV_00239,pos
ASV_00541,pos
ASV_00770,pos
ASV_01017,pos
ASV_01051,pos
ASV_01384,pos
ASV_01727,pos
ASV_01817,pos
ASV_01878,pos
ASV_02350,pos
ASV_00002,neg
ASV_00003,neg
ASV_00004,neg
ASV_00005,neg
ASV_00006,neg
ASV_00008,neg
ASV_00009,neg
ASV_00010,neg
ASV_00011,neg
ASV_00014,neg
ASV_00015,neg
ASV_00021,neg
ASV_00022,neg
ASV_00023,neg
ASV_00026,neg
ASV_00030,neg
ASV_00032,neg
ASV_00033,neg
ASV_00036,neg
ASV_00040,neg
ASV_00048,neg
ASV_00049,neg
ASV_00052,neg
ASV_00056,neg
ASV_00057,neg
ASV_00062,neg
ASV_00067,neg
ASV_00071,neg
ASV_00073,neg
ASV_00081,neg
ASV_00110,neg
ASV_00119,neg
ASV_00120,neg
ASV_00140,neg
ASV_00142,neg
ASV_00149,neg
ASV_00150,neg
ASV_00165,neg
ASV_00218,neg
ASV_00233,neg
ASV_00254,neg
ASV_00262,neg
ASV_00275,neg
ASV_00283,neg
ASV_00293,neg
ASV_00304,neg
ASV_00315,neg
ASV_00316,neg
ASV_00323,neg
ASV_00333,neg
ASV_00339,neg
ASV_00369,neg
ASV_00373,neg
ASV_00379,neg
ASV_00382,neg
ASV_00392,neg
ASV_00407,neg
ASV_00413,neg
ASV_00417,neg
ASV_00424,neg
ASV_00426,neg
ASV_00428,neg
ASV_00430,neg
ASV_00434,neg
ASV_00436,neg
ASV_00439,neg
ASV_00444,neg
ASV_00449,neg
ASV_00469,neg
ASV_00470,neg
ASV_00471,neg
ASV_00490,neg
ASV_00492,neg
ASV_00495,neg
ASV_00505,neg
ASV_00508,neg
ASV_00517,neg
ASV_00519,neg
ASV_00520,neg
ASV_00524,neg
ASV_00541,neg
ASV_00552,neg
ASV_00554,neg
ASV_00555,neg
ASV_00572,neg
ASV_00575,neg
ASV_00590,neg
ASV_00610,neg
ASV_00618,neg
ASV_00629,neg
ASV_00630,neg
ASV_00633,neg
ASV_00634,neg
ASV_00644,neg
ASV_00645,neg
ASV_00659,neg
ASV_00663,neg
ASV_00670,neg
ASV_00676,neg
ASV_00682,neg
ASV_00700,neg
ASV_00702,neg
ASV_00709,neg
ASV_00712,neg
ASV_00717,neg
ASV_00719,neg
ASV_00721,neg
ASV_00723,neg
ASV_00731,neg
ASV_00735,neg
ASV_00746,neg
ASV_00772,neg
ASV_00788,neg
ASV_00792,neg
ASV_00807,neg
ASV_00812,neg
ASV_00831,neg
ASV_00832,neg
ASV_00841,neg
ASV_00852,neg
ASV_00860,neg
ASV_00864,neg
ASV_00868,neg
ASV_00874,neg
ASV_00890,neg
ASV_00891,neg
ASV_00897,neg
ASV_00907,neg
ASV_00919,neg
ASV_00924,neg
ASV_00958,neg
ASV_00980,neg
ASV_00981,neg
ASV_00983,neg
ASV_01005,neg
ASV_01009,neg
ASV_01024,neg
ASV_01029,neg
ASV_01037,neg
ASV_01040,neg
ASV_01048,neg
ASV_01049,neg
ASV_01074,neg
ASV_01106,neg
ASV_01141,neg
ASV_01155,neg
ASV_01157,neg
ASV_01167,neg
ASV_01190,neg
ASV_01220,neg
ASV_01229,neg
ASV_01235,neg
ASV_01236,neg
ASV_01237,neg
ASV_01244,neg
ASV_01257,neg
ASV_01277,neg
ASV_01301,neg
ASV_01319,neg
ASV_01321,neg
ASV_01329,neg
ASV_01337,neg
ASV_01340,neg
ASV_01365,neg
ASV_01371,neg
ASV_01409,neg
ASV_01445,neg
ASV_01458,neg
ASV_01463,neg
ASV_01481,neg
ASV_01483,neg
ASV_01485,neg
ASV_01487,neg
ASV_01546,neg
ASV_01557,neg
ASV_01586,neg
ASV_01621,neg
ASV_01622,neg
ASV_01650,neg
ASV_01692,neg
ASV_01693,neg
ASV_01703,neg
ASV_01727,neg
ASV_01730,neg
ASV_01774,neg
ASV_01775,neg
ASV_01819,neg
ASV_01828,neg
ASV_01856,neg
ASV_01864,neg
ASV_01889,neg
ASV_01903,neg
ASV_01914,neg
ASV_01940,neg
ASV_01986,neg
ASV_02007,neg
ASV_02012,neg
ASV_02034,neg
ASV_02053,neg
ASV_02083,neg
ASV_02144,neg
ASV_02155,neg
ASV_02232,neg
ASV_02272,neg
ASV_02281,neg
ASV_02364,neg
ASV_02464,neg
ASV_02465,neg
ASV_02470,neg
ASV_02620,neg
ASV_02621,neg
ASV_02680,neg
ASV_02743,neg
ASV_02928,neg
ASV_03058,neg
ASV_03198,neg
ASV_03311,neg
ASV_03403,neg
ASV_03639,neg
