from,PF_U,PF_U_sd,num_layers,unifrec_type,run
ASV_00001,0.2735784666943323,0.07172257606670536,5,d_1,305
ASV_00001,0.5868179207772286,0.08441697426789839,5,d_UW,305
ASV_00001,0.4325091878307126,0.07117501886095955,5,d_VAW,305
ASV_00001,0.699179585530667,0.08401056871044378,5,d_0,305
ASV_00001,0.4577502000717173,0.07656881152203475,5,d_0.5,305
ASV_00002,0.26916900827044593,0.06400021943096222,7,d_1,305
ASV_00002,0.5713039058572927,0.05496754509757415,7,d_UW,305
ASV_00002,0.4386475956306203,0.0556979581615567,7,d_VAW,305
ASV_00002,0.6905937646191566,0.062486319976991944,7,d_0,305
ASV_00002,0.45916069245333757,0.056534428380461604,7,d_0.5,305
ASV_00003,0.2676322322766856,0.08384330165191736,7,d_1,305
ASV_00003,0.5693553290147254,0.06362083397597956,7,d_UW,305
ASV_00003,0.43366938871735244,0.07833166631169915,7,d_VAW,305
ASV_00003,0.6846598633281527,0.07745430396344825,7,d_0,305
ASV_00003,0.45457400661869324,0.08075629810392593,7,d_0.5,305
ASV_00004,0.24151091732522967,0.0658813245142847,7,d_1,305
ASV_00004,0.6079337822146857,0.1198159170382347,7,d_UW,305
ASV_00004,0.42863924967736194,0.0751615174828289,7,d_VAW,305
ASV_00004,0.7011496296559607,0.09841910775192259,7,d_0,305
ASV_00004,0.45577256408735006,0.08586967177653111,7,d_0.5,305
ASV_00005,0.38510269235577493,0.19672148885470336,7,d_1,305
ASV_00005,0.6417758780815394,0.15506543600150108,7,d_UW,305
ASV_00005,0.52928439944037875,0.16550959840862203,7,d_VAW,305
ASV_00005,0.7413143518401358,0.13185726300871015,7,d_0,305
ASV_00005,0.5603636146113613,0.18266761936270054,7,d_0.5,305
ASV_00006,0.3091792680786416,0.12741716957813984,7,d_1,305
ASV_00006,0.6402857453135703,0.09719635513622692,7,d_UW,305
ASV_00006,0.48760702930387667,0.11077683523652704,7,d_VAW,305
ASV_00006,0.7442760791927744,0.09014927018290282,7,d_0,305
ASV_00006,0.5165407433653209,0.11908529747589362,7,d_0.5,305
ASV_00007,0.42155151664456325,0.20028062907120964,7,d_1,305
ASV_00007,0.7030048166520342,0.13837135156483235,7,d_UW,305
ASV_00007,0.5752979240428391,0.16538322944808106,7,d_VAW,305
ASV_00007,0.792512684319281,0.1146797279208668,7,d_0,305
ASV_00007,0.6039028777038311,0.17570905737567802,7,d_0.5,305
ASV_00008,0.24106534602381482,0.044802021591064924,7,d_1,305
ASV_00008,0.6013811861312082,0.07663808212242319,7,d_UW,305
ASV_00008,0.42178340701723954,0.0581712376891084,7,d_VAW,305
ASV_00008,0.6990993014611087,0.08171190558497252,7,d_0,305
ASV_00008,0.4501491743344985,0.06309499141404348,7,d_0.5,305
ASV_00009,0.27436010231335184,0.07523817344175088,7,d_1,305
ASV_00009,0.6035436053274181,0.059496076099043484,7,d_UW,305
ASV_00009,0.44860444268706784,0.06947220027095313,7,d_VAW,305
ASV_00009,0.7089085271224097,0.06328143382995878,7,d_0,305
ASV_00009,0.47226488873163786,0.06846669044136255,7,d_0.5,305
ASV_00010,0.26871015043842306,0.07364372442071278,7,d_1,305
ASV_00010,0.6341927111748358,0.11598977108626826,7,d_UW,305
ASV_00010,0.45854019200646445,0.07950284285039359,7,d_VAW,305
ASV_00010,0.7338420362753378,0.09608778773899328,7,d_0,305
ASV_00010,0.48708734484015903,0.08773176361666639,7,d_0.5,305
ASV_00011,0.32529064442130035,0.13260137354212292,7,d_1,305
ASV_00011,0.615563241056433,0.10674720164924402,7,d_UW,305
ASV_00011,0.48741289736645627,0.12985940744207905,7,d_VAW,305
ASV_00011,0.7236666138354405,0.10340991898075261,7,d_0,305
ASV_00011,0.5076668929625779,0.13109153461771653,7,d_0.5,305
ASV_00012,0.2179936705309772,0.04707782992905219,6,d_1,305
ASV_00012,0.5878086309768875,0.06989293740430921,6,d_UW,305
ASV_00012,0.40475085153986085,0.05569666197295621,6,d_VAW,305
ASV_00012,0.683425267485925,0.06335540685612845,6,d_0,305
ASV_00012,0.4307064866160162,0.06055948361717594,6,d_0.5,305
ASV_00013,0.2823717048373016,0.0804327575555724,7,d_1,305
ASV_00013,0.6399679708899113,0.09975706694413823,7,d_UW,305
ASV_00013,0.4700994951631731,0.0742980425216973,7,d_VAW,305
ASV_00013,0.7379222773455142,0.08438406287704735,7,d_0,305
ASV_00013,0.49741308294758574,0.084518852625354135,7,d_0.5,305
ASV_00014,0.35189782259444935,0.2044587098413332,7,d_1,305
ASV_00014,0.6252684788075795,0.1326484273870428,7,d_UW,305
ASV_00014,0.5033684363319639,0.17315024007711116,7,d_VAW,305
ASV_00014,0.7245046731295405,0.13543489310110696,7,d_0,305
ASV_00014,0.5294673317818318,0.18202969114957937,7,d_0.5,305
ASV_00015,0.2910284531686061,0.14247263878032465,7,d_1,305
ASV_00015,0.6317779323381998,0.13813053331452896,7,d_UW,305
ASV_00015,0.45717693898054407,0.1294011979077295,7,d_VAW,305
ASV_00015,0.7261338710604813,0.12328370006681896,7,d_0,305
ASV_00015,0.48900236383388906,0.14344184745692054,7,d_0.5,305
ASV_00016,0.2763792375023097,0.0859247776655678,6,d_1,305
ASV_00016,0.6322132166266656,0.11644313240920681,6,d_UW,305
ASV_00016,0.47171151006128753,0.10076921423247585,6,d_VAW,305
ASV_00016,0.7296072207844174,0.09934815165111995,6,d_0,305
ASV_00016,0.49078878513067226,0.10224520906744536,6,d_0.5,305
ASV_00017,0.28625248300627787,0.08028104945338276,5,d_1,305
ASV_00017,0.5891051757633239,0.06424861249797525,5,d_UW,305
ASV_00017,0.4526785593371556,0.06160105964894744,5,d_VAW,305
ASV_00017,0.7062469406753861,0.06009753074424333,5,d_0,305
ASV_00017,0.4776475550519371,0.06353541754427025,5,d_0.5,305
ASV_00018,0.251656538571644,0.11028368614789226,7,d_1,305
ASV_00018,0.5764443405344343,0.08429684073465088,7,d_UW,305
ASV_00018,0.41818443904087244,0.10520567979374663,7,d_VAW,305
ASV_00018,0.682696430390688,0.09494829693130674,7,d_0,305
ASV_00018,0.44012720375001324,0.10713005352738682,7,d_0.5,305
ASV_00019,0.3416667139649189,0.2298717894854685,7,d_1,305
ASV_00019,0.6350331323457004,0.17897234938298467,7,d_UW,305
ASV_00019,0.4942766252306203,0.20231936933419437,7,d_VAW,305
ASV_00019,0.7221372795506459,0.15171061340133193,7,d_0,305
ASV_00019,0.5208860785328525,0.2150067128638076,7,d_0.5,305
ASV_00020,0.279547958568679,0.10797936537457828,7,d_1,305
ASV_00020,0.6184252345981657,0.11712283152831893,7,d_UW,305
ASV_00020,0.4491165194568046,0.10258514075829074,7,d_VAW,305
ASV_00020,0.7191308583383623,0.10527137502640778,7,d_0,305
ASV_00020,0.4782743060747494,0.11268502890353951,7,d_0.5,305
ASV_00021,0.32422470297478906,0.12402761824872408,6,d_1,305
ASV_00021,0.5958469364234334,0.0789456248619696,6,d_UW,305
ASV_00021,0.48597427341331983,0.10842674315097696,6,d_VAW,305
ASV_00021,0.7276155326200598,0.08850972508305834,6,d_0,305
ASV_00021,0.5068014487004854,0.10807149007113617,6,d_0.5,305
ASV_00022,0.283514865715577,0.1011082493492066,7,d_1,305
ASV_00022,0.6373568697160348,0.09252266849486421,7,d_UW,305
ASV_00022,0.47023961601217384,0.09354526904589144,7,d_VAW,305
ASV_00022,0.7373575215502058,0.08688722783843661,7,d_0,305
ASV_00022,0.49554259308700627,0.09574838799225327,7,d_0.5,305
ASV_00023,0.270284968374688,0.07211897753438568,7,d_1,305
ASV_00023,0.6069773595316066,0.07503723211505224,7,d_UW,305
ASV_00023,0.4462884024800888,0.0650195587206618,7,d_VAW,305
ASV_00023,0.7164504716079704,0.07247711489152589,7,d_0,305
ASV_00023,0.4731414466892215,0.07184863611258765,7,d_0.5,305
ASV_00024,0.25289089468026127,0.07412805771592894,7,d_1,305
ASV_00024,0.6071489562936464,0.10057830740520855,7,d_UW,305
ASV_00024,0.4386991795402333,0.08446005213315987,7,d_VAW,305
ASV_00024,0.706687904499322,0.08790292408482013,7,d_0,305
ASV_00024,0.46394975175259584,0.09063994556192255,7,d_0.5,305
ASV_00025,0.3264065203738809,0.120099058021101,4,d_1,305
ASV_00025,0.6038321351840917,0.0882640537665639,4,d_UW,305
ASV_00025,0.5003813980793237,0.1267409071035108,4,d_VAW,305
ASV_00025,0.7338701583235853,0.10624501801797141,4,d_0,305
ASV_00025,0.513708481210722,0.12037026555078797,4,d_0.5,305
ASV_00026,0.3036251574191657,0.10394220707364239,7,d_1,305
ASV_00026,0.5768640078782125,0.07647853381997555,7,d_UW,305
ASV_00026,0.46765911601622395,0.1072707670105447,7,d_VAW,305
ASV_00026,0.7008553474690733,0.08529021387630836,7,d_0,305
ASV_00026,0.481428354737294,0.09501651177985061,7,d_0.5,305
ASV_00028,0.27506752631636905,0.12143868419631317,7,d_1,305
ASV_00028,0.6329095226310902,0.11962719959534303,7,d_UW,305
ASV_00028,0.46097954620303433,0.12141660323416338,7,d_VAW,305
ASV_00028,0.7262642652933984,0.1162067563924783,7,d_0,305
ASV_00028,0.48694683305785713,0.1274245049447581,7,d_0.5,305
ASV_00029,0.3508745294715018,0.13253721418170009,7,d_1,305
ASV_00029,0.6565307069032653,0.11617789871126134,7,d_UW,305
