node_id,level1,level2,leaf_id,layer_id,flow,node_name,layer_name
13,3,329,NA,7,2.24879e-4,ASV_00013,SE1
14,6,85,NA,1,2.76009e-4,ASV_00014,IT1
14,2,455,NA,2,2.59288e-4,ASV_00014,IT2
14,7,1,15,3,5.92468e-5,ASV_00014,IT3
14,5,147,NA,4,3.33111e-4,ASV_00014,FI1
14,1,287,NA,5,6.86197e-4,ASV_00014,UK1
14,4,383,NA,6,1.48675e-4,ASV_00014,UK2
14,3,193,NA,7,3.19042e-4,ASV_00014,SE1
15,6,155,NA,1,2.32655e-4,ASV_00015,IT1
15,2,135,NA,2,4.67623e-4,ASV_00015,IT2
15,7,7,1,3,6.65221e-5,ASV_00015,IT3
15,5,310,NA,4,1.29981e-4,ASV_00015,FI1
15,1,79,NA,5,8.98546e-4,ASV_00015,UK1
15,4,47,NA,6,2.58242e-4,ASV_00015,UK2
15,3,40,NA,7,4.72087e-4,ASV_00015,SE1
16,2,130,NA,2,4.7358e-4,ASV_00016,IT2
16,5,331,NA,3,3.42204e-6,ASV_00016,IT3
16,5,47,NA,4,4.47733e-4,ASV_00016,FI1
16,1,128,NA,5,8.5606e-4,ASV_00016,UK1
16,4,564,NA,6,1.0036e-4,ASV_00016,UK2
16,3,97,NA,7,3.88099e-4,ASV_00016,SE1
17,6,245,NA,1,1.76605e-4,ASV_00017,IT1
17,2,63,NA,2,5.65001e-4,ASV_00017,IT2
17,7,7,6,3,3.73884e-5,ASV_00017,IT3
17,1,217,NA,5,7.61337e-4,ASV_00017,UK1
17,4,420,NA,6,1.38006e-4,ASV_00017,UK2
18,6,51,NA,1,3.03895e-4,ASV_00018,IT1
18,2,536,NA,2,1.85811e-4,ASV_00018,IT2
18,7,3,1,3,6.08357e-5,ASV_00018,IT3
18,5,243,NA,4,2.30999e-4,ASV_00018,FI1
18,1,301,NA,5,6.75795e-4,ASV_00018,UK1
18,4,333,NA,6,1.60847e-4,ASV_00018,UK2
18,3,107,NA,7,3.76498e-4,ASV_00018,SE1
19,6,239,NA,1,1.78875e-4,ASV_00019,IT1
19,2,314,NA,2,3.48551e-4,ASV_00019,IT2
19,7,2,6,3,5.96878e-5,ASV_00019,IT3
19,5,113,NA,4,3.65381e-4,ASV_00019,FI1
19,1,229,NA,5,7.50284e-4,ASV_00019,UK1
19,4,50,NA,6,2.57646e-4,ASV_00019,UK2
19,3,397,NA,7,1.67481e-4,ASV_00019,SE1
20,6,261,NA,1,1.62752e-4,ASV_00020,IT1
20,2,265,NA,2,3.73872e-4,ASV_00020,IT2
20,7,10,1,3,5.25528e-5,ASV_00020,IT3
20,5,64,NA,4,4.2324e-4,ASV_00020,FI1
20,1,144,NA,5,8.41713e-4,ASV_00020,UK1
20,4,298,NA,6,1.69212e-4,ASV_00020,UK2
20,3,420,NA,7,1.51311e-4,ASV_00020,SE1
21,2,145,NA,2,4.59464e-4,ASV_00021,IT2
21,7,11,12,3,3.26183e-6,ASV_00021,IT3
21,5,42,NA,4,4.54649e-4,ASV_00021,FI1
21,1,38,NA,5,9.61774e-4,ASV_00021,UK1
21,4,614,NA,6,6.91443e-5,ASV_00021,UK2
21,3,415,NA,7,1.56956e-4,ASV_00021,SE1
22,6,235,NA,1,1.82192e-4,ASV_00022,IT1
22,2,522,NA,2,1.99504e-4,ASV_00022,IT2
22,7,2,26,3,3.2859e-5,ASV_00022,IT3
22,5,251,NA,4,2.22158e-4,ASV_00022,FI1
22,1,309,NA,5,6.6824e-4,ASV_00022,UK1
22,4,332,NA,6,1.61172e-4,ASV_00022,UK2
22,3,334,NA,7,2.21494e-4,ASV_00022,SE1
23,6,168,NA,1,2.27809e-4,ASV_00023,IT1
23,2,227,NA,2,3.95088e-4,ASV_00023,IT2
23,7,2,18,3,4.00245e-5,ASV_00023,IT3
23,5,41,NA,4,4.55723e-4,ASV_00023,FI1
23,1,173,NA,5,8.09075e-4,ASV_00023,UK1
23,4,566,NA,6,9.9753e-5,ASV_00023,UK2
23,3,432,NA,7,1.34794e-4,ASV_00023,SE1
24,6,206,NA,1,2.00757e-4,ASV_00024,IT1
24,2,166,NA,2,4.4478e-4,ASV_00024,IT2
24,7,11,11,3,9.82023e-6,ASV_00024,IT3
24,5,13,NA,4,5.41867e-4,ASV_00024,FI1
24,1,215,NA,5,7.63266e-4,ASV_00024,UK1
24,4,198,NA,6,1.95325e-4,ASV_00024,UK2
24,3,123,NA,7,3.64938e-4,ASV_00024,SE1
25,6,131,NA,1,2.45738e-4,ASV_00025,IT1
25,2,400,NA,2,2.98273e-4,ASV_00025,IT2
25,7,1,39,3,1.91793e-5,ASV_00025,IT3
25,1,237,NA,5,7.399e-4,ASV_00025,UK1
26,6,280,NA,1,1.48498e-4,ASV_00026,IT1
26,2,430,NA,2,2.79954e-4,ASV_00026,IT2
26,7,5,10,3,2.22425e-5,ASV_00026,IT3
26,5,327,NA,4,8.76508e-5,ASV_00026,FI1
26,1,225,NA,5,7.53388e-4,ASV_00026,UK1
26,4,300,NA,6,1.68943e-4,ASV_00026,UK2
26,3,250,NA,7,2.81373e-4,ASV_00026,SE1
27,3,94,NA,7,3.92039e-4,ASV_00027,SE1
28,6,54,NA,1,3.0005e-4,ASV_00028,IT1
28,2,274,NA,2,3.67007e-4,ASV_00028,IT2
28,7,2,2,3,7.4532e-5,ASV_00028,IT3
28,5,279,NA,4,1.82508e-4,ASV_00028,FI1
28,1,367,NA,5,6.00335e-4,ASV_00028,UK1
28,4,580,NA,6,9.13934e-5,ASV_00028,UK2
28,3,411,NA,7,1.61109e-4,ASV_00028,SE1
29,6,138,NA,1,2.4343e-4,ASV_00029,IT1
29,2,163,NA,2,4.50211e-4,ASV_00029,IT2
29,7,10,7,3,2.59664e-5,ASV_00029,IT3
29,5,140,NA,4,3.40171e-4,ASV_00029,FI1
29,1,81,NA,5,8.97366e-4,ASV_00029,UK1
29,4,472,NA,6,1.25683e-4,ASV_00029,UK2
29,3,424,NA,7,1.45883e-4,ASV_00029,SE1
30,6,90,NA,1,2.74031e-4,ASV_00030,IT1
30,2,346,NA,2,3.29193e-4,ASV_00030,IT2
30,7,3,12,3,3.20033e-5,ASV_00030,IT3
30,5,105,NA,4,3.73793e-4,ASV_00030,FI1
30,1,458,NA,5,4.60981e-4,ASV_00030,UK1
30,4,306,NA,6,1.67234e-4,ASV_00030,UK2
30,3,185,NA,7,3.2414e-4,ASV_00030,SE1
31,6,110,NA,1,2.6132e-4,ASV_00031,IT1
31,2,473,NA,2,2.49649e-4,ASV_00031,IT2
31,7,2,27,3,3.23705e-5,ASV_00031,IT3
31,5,303,NA,4,1.48315e-4,ASV_00031,FI1
31,1,488,NA,5,2.57196e-4,ASV_00031,UK1
31,4,174,NA,6,2.02857e-4,ASV_00031,UK2
31,3,34,NA,7,4.80273e-4,ASV_00031,SE1
32,6,20,NA,1,3.37408e-4,ASV_00032,IT1
32,2,406,NA,2,2.96314e-4,ASV_00032,IT2
32,7,1,13,3,6.00964e-5,ASV_00032,IT3
32,5,232,NA,4,2.39571e-4,ASV_00032,FI1
32,1,297,NA,5,6.77821e-4,ASV_00032,UK1
32,4,94,NA,6,2.31253e-4,ASV_00032,UK2
32,3,214,NA,7,3.06757e-4,ASV_00032,SE1
33,6,48,NA,1,3.07541e-4,ASV_00033,IT1
33,2,557,NA,2,1.36041e-4,ASV_00033,IT2
33,7,8,1,3,6.90658e-5,ASV_00033,IT3
33,5,48,NA,4,4.47219e-4,ASV_00033,FI1
33,1,78,NA,5,8.99382e-4,ASV_00033,UK1
33,4,120,NA,6,2.19936e-4,ASV_00033,UK2
33,3,234,NA,7,2.94948e-4,ASV_00033,SE1
34,6,136,NA,1,2.43799e-4,ASV_00034,IT1
34,2,107,NA,2,4.94199e-4,ASV_00034,IT2
34,7,1,41,3,1.77334e-5,ASV_00034,IT3
34,5,235,NA,4,2.38051e-4,ASV_00034,FI1
34,1,59,NA,5,9.18507e-4,ASV_00034,UK1
34,4,79,NA,6,2.37114e-4,ASV_00034,UK2
34,3,407,NA,7,1.62532e-4,ASV_00034,SE1
35,6,69,NA,1,2.83325e-4,ASV_00035,IT1
35,2,206,NA,2,4.12628e-4,ASV_00035,IT2
35,7,2,1,3,9.1667e-5,ASV_00035,IT3
35,5,240,NA,4,2.32593e-4,ASV_00035,FI1
35,1,338,NA,5,6.38881e-4,ASV_00035,UK1
35,4,60,NA,6,2.483e-4,ASV_00035,UK2
35,3,426,NA,7,1.4151e-4,ASV_00035,SE1
36,6,171,NA,1,2.25296e-4,ASV_00036,IT1
36,2,552,NA,2,1.56862e-4,ASV_00036,IT2
36,7,5,6,3,4.30739e-5,ASV_00036,IT3
36,5,329,NA,4,5.52254e-5,ASV_00036,FI1
36,1,42,NA,5,9.57736e-4,ASV_00036,UK1
36,4,583,NA,6,9.07105e-5,ASV_00036,UK2
36,3,246,NA,7,2.83183e-4,ASV_00036,SE1
37,6,52,NA,1,3.02673e-4,ASV_00037,IT1
37,2,358,NA,2,3.23243e-4,ASV_00037,IT2
37,7,2,9,3,5.1228e-5,ASV_00037,IT3
37,1,333,NA,5,6.44762e-4,ASV_00037,UK1
37,4,510,NA,6,1.15298e-4,ASV_00037,UK2
37,3,269,NA,7,2.66375e-4,ASV_00037,SE1
38,6,232,NA,1,1.86036e-4,ASV_00038,IT1
38,2,478,NA,2,2.47444e-4,ASV_00038,IT2
38,7,2,16,3,4.23159e-5,ASV_00038,IT3
38,1,148,NA,5,8.38884e-4,ASV_00038,UK1
38,4,387,NA,6,1.48024e-4,ASV_00038,UK2
39,2,254,NA,2,3.77736e-4,ASV_00039,IT2
39,5,171,NA,4,3.00065e-4,ASV_00039,FI1
39,1,479,NA,5,3.75113e-4,ASV_00039,UK1
39,4,321,NA,6,1.62807e-4,ASV_00039,UK2
39,3,126,NA,7,3.62332e-4,ASV_00039,SE1
40,6,263,NA,1,1.61793e-4,ASV_00040,IT1
40,2,304,NA,2,3.51745e-4,ASV_00040,IT2
40,7,5,8,3,3.3976e-5,ASV_00040,IT3
40,5,33,NA,4,4.74795e-4,ASV_00040,FI1
40,1,308,NA,5,6.70563e-4,ASV_00040,UK1
40,4,605,NA,6,7.8802e-5,ASV_00040,UK2
40,3,417,NA,7,1.53844e-4,ASV_00040,SE1
41,6,241,NA,1,1.78141e-4,ASV_00041,IT1
41,2,498,NA,2,2.33562e-4,ASV_00041,IT2
41,7,2,36,3,2.15128e-5,ASV_00041,IT3
41,1,129,NA,5,8.55315e-4,ASV_00041,UK1
41,4,304,NA,6,1.67814e-4,ASV_00041,UK2
41,3,381,NA,7,1.86562e-4,ASV_00041,SE1
42,6,47,NA,1,3.07601e-4,ASV_00042,IT1
42,2,25,NA,2,6.59537e-4,ASV_00042,IT2
42,7,12,8,3,9.97095e-6,ASV_00042,IT3
42,5,224,NA,4,2.47138e-4,ASV_00042,FI1
42,1,364,NA,5,6.03471e-4,ASV_00042,UK1
42,4,543,NA,6,1.0527e-4,ASV_00042,UK2
42,3,159,NA,7,3.42097e-4,ASV_00042,SE1
43,6,291,NA,1,1.31023e-4,ASV_00043,IT1
43,2,447,NA,2,2.66787e-4,ASV_00043,IT2
43,7,7,12,3,1.94712e-5,ASV_00043,IT3
43,1,441,NA,5,4.94608e-4,ASV_00043,UK1
43,4,629,NA,6,4.55056e-5,ASV_00043,UK2
44,6,108,NA,1,2.62049e-4,ASV_00044,IT1
44,2,423,NA,2,2.83664e-4,ASV_00044,IT2
44,7,4,15,3,5.78363e-6,ASV_00044,IT3
44,5,312,NA,4,1.28462e-4,ASV_00044,FI1
44,1,368,NA,5,5.97496e-4,ASV_00044,UK1
44,4,418,NA,6,1.38888e-4,ASV_00044,UK2
44,3,311,NA,7,2.36576e-4,ASV_00044,SE1
45,6,204,NA,1,2.02854e-4,ASV_00045,IT1
45,2,371,NA,2,3.16556e-4,ASV_00045,IT2
45,5,328,NA,4,8.50734e-5,ASV_00045,FI1
45,1,481,NA,5,3.66052e-4,ASV_00045,UK1
45,4,483,NA,6,1.21209e-4,ASV_00045,UK2
45,3,261,NA,7,2.73844e-4,ASV_00045,SE1
46,6,203,NA,1,2.04059e-4,ASV_00046,IT1
46,2,333,NA,2,3.35606e-4,ASV_00046,IT2
46,7,3,11,3,3.21601e-5,ASV_00046,IT3
46,5,263,NA,4,2.02951e-4,ASV_00046,FI1
46,1,359,NA,5,6.10345e-4,ASV_00046,UK1
46,4,537,NA,6,1.05827e-4,ASV_00046,UK2
46,3,87,NA,7,4.01102e-4,ASV_00046,SE1
47,6,143,NA,1,2.37537e-4,ASV_00047,IT1
47,2,294,NA,2,3.57494e-4,ASV_00047,IT2
47,7,3,13,3,2.96055e-5,ASV_00047,IT3
47,1,358,NA,5,6.13785e-4,ASV_00047,UK1
48,6,264,NA,1,1.61765e-4,ASV_00048,IT1
48,2,5,NA,2,7.89218e-4,ASV_00048,IT2
48,7,1,26,3,4.30723e-5,ASV_00048,IT3
48,5,318,NA,4,1.21098e-4,ASV_00048,FI1
48,1,377,NA,5,5.83098e-4,ASV_00048,UK1
48,4,226,NA,6,1.88309e-4,ASV_00048,UK2
48,3,43,NA,7,4.57012e-4,ASV_00048,SE1
49,6,45,NA,1,3.09531e-4,ASV_00049,IT1
49,2,428,NA,2,2.80412e-4,ASV_00049,IT2
49,7,2,25,3,3.34095e-5,ASV_00049,IT3
49,1,361,NA,5,6.05124e-4,ASV_00049,UK1
49,4,309,NA,6,1.66946e-4,ASV_00049,UK2
49,3,149,NA,7,3.4772e-4,ASV_00049,SE1
50,2,285,NA,2,3.61657e-4,ASV_00050,IT2
50,7,2,4,3,6.73728e-5,ASV_00050,IT3
50,5,225,NA,4,2.44121e-4,ASV_00050,FI1
50,1,438,NA,5,4.98126e-4,ASV_00050,UK1
50,4,48,NA,6,2.57989e-4,ASV_00050,UK2
50,3,266,NA,7,2.70404e-4,ASV_00050,SE1
51,6,93,NA,1,2.73581e-4,ASV_00051,IT1
51,2,349,NA,2,3.28672e-4,ASV_00051,IT2
51,7,3,14,3,2.78765e-5,ASV_00051,IT3
51,5,230,NA,4,2.40637e-4,ASV_00051,FI1
51,1,219,NA,5,7.58105e-4,ASV_00051,UK1
51,4,474,NA,6,1.24215e-4,ASV_00051,UK2
51,3,346,NA,7,2.07679e-4,ASV_00051,SE1
52,2,485,NA,2,2.44369e-4,ASV_00052,IT2
52,7,1,17,3,5.55582e-5,ASV_00052,IT3
52,5,192,NA,4,2.79828e-4,ASV_00052,FI1
52,1,273,NA,5,6.99595e-4,ASV_00052,UK1
52,4,97,NA,6,2.29311e-4,ASV_00052,UK2
52,3,221,NA,7,3.02802e-4,ASV_00052,SE1
53,6,70,NA,1,2.83244e-4,ASV_00053,IT1
53,2,566,NA,2,1.03342e-4,ASV_00053,IT2
53,7,9,10,3,2.51179e-5,ASV_00053,IT3
53,5,238,NA,4,2.35382e-4,ASV_00053,FI1
53,1,174,NA,5,8.08558e-4,ASV_00053,UK1
53,4,194,NA,6,1.96497e-4,ASV_00053,UK2
53,3,312,NA,7,2.35366e-4,ASV_00053,SE1
54,6,294,NA,1,1.24159e-4,ASV_00054,IT1
54,2,231,NA,2,3.92824e-4,ASV_00054,IT2
54,7,5,4,3,4.8312e-5,ASV_00054,IT3
54,5,271,NA,4,1.89439e-4,ASV_00054,FI1
54,1,45,NA,5,9.50774e-4,ASV_00054,UK1
54,4,347,NA,6,1.56659e-4,ASV_00054,UK2
54,3,318,NA,7,2.31091e-4,ASV_00054,SE1
55,6,77,NA,1,2.8004e-4,ASV_00055,IT1
55,2,54,NA,2,5.90171e-4,ASV_00055,IT2
55,7,11,4,3,2.48331e-5,ASV_00055,IT3
55,5,164,NA,4,3.12517e-4,ASV_00055,FI1
55,1,416,NA,5,5.30128e-4,ASV_00055,UK1
55,4,413,NA,6,1.4109e-4,ASV_00055,UK2
55,3,26,NA,7,5.04099e-4,ASV_00055,SE1
56,6,41,NA,1,3.12841e-4,ASV_00056,IT1
56,2,397,NA,2,3.01009e-4,ASV_00056,IT2
56,7,8,8,3,2.46225e-5,ASV_00056,IT3
56,5,106,NA,4,3.73305e-4,ASV_00056,FI1
56,1,72,NA,5,9.04333e-4,ASV_00056,UK1
56,4,573,NA,6,9.48739e-5,ASV_00056,UK2
56,3,260,NA,7,2.73912e-4,ASV_00056,SE1
57,6,244,NA,1,1.76862e-4,ASV_00057,IT1
57,2,204,NA,2,4.14626e-4,ASV_00057,IT2
57,7,4,12,3,2.59246e-5,ASV_00057,IT3
57,5,84,NA,4,4.04197e-4,ASV_00057,FI1
57,1,47,NA,5,9.45506e-4,ASV_00057,UK1
57,4,312,NA,6,1.65911e-4,ASV_00057,UK2
57,3,398,NA,7,1.67464e-4,ASV_00057,SE1
58,6,253,NA,1,1.7247e-4,ASV_00058,IT1
58,2,124,NA,2,4.80004e-4,ASV_00058,IT2
58,7,6,7,3,3.64328e-5,ASV_00058,IT3
58,5,55,NA,4,4.35143e-4,ASV_00058,FI1
58,1,246,NA,5,7.28467e-4,ASV_00058,UK1
58,4,318,NA,6,1.63962e-4,ASV_00058,UK2
58,3,147,NA,7,3.48279e-4,ASV_00058,SE1
59,6,42,NA,1,3.12106e-4,ASV_00059,IT1
59,2,77,NA,2,5.38777e-4,ASV_00059,IT2
59,7,11,8,3,1.39699e-5,ASV_00059,IT3
59,5,81,NA,4,4.08032e-4,ASV_00059,FI1
59,1,39,NA,5,9.61392e-4,ASV_00059,UK1
59,4,116,NA,6,2.21184e-4,ASV_00059,UK2
59,3,384,NA,7,1.82596e-4,ASV_00059,SE1
60,2,237,NA,2,3.8953e-4,ASV_00060,IT2
60,5,275,NA,4,1.86439e-4,ASV_00060,FI1
60,1,82,NA,5,8.95292e-4,ASV_00060,UK1
60,4,170,NA,6,2.04512e-4,ASV_00060,UK2
60,3,190,NA,7,3.20812e-4,ASV_00060,SE1
61,2,501,NA,2,2.29541e-4,ASV_00061,IT2
61,5,197,NA,4,2.76511e-4,ASV_00061,FI1
61,1,472,NA,5,4.06952e-4,ASV_00061,UK1
61,4,396,NA,6,1.46077e-4,ASV_00061,UK2
61,3,276,NA,7,2.64552e-4,ASV_00061,SE1
62,6,250,NA,1,1.73645e-4,ASV_00062,IT1
62,2,520,NA,2,2.00557e-4,ASV_00062,IT2
62,7,2,7,3,5.83409e-5,ASV_00062,IT3
62,5,273,NA,4,1.88144e-4,ASV_00062,FI1
62,1,321,NA,5,6.59516e-4,ASV_00062,UK1
62,4,542,NA,6,1.05286e-4,ASV_00062,UK2
62,3,292,NA,7,2.56353e-4,ASV_00062,SE1
63,6,214,NA,1,1.9777e-4,ASV_00063,IT1
63,2,504,NA,2,2.22839e-4,ASV_00063,IT2
63,7,6,1,3,6.31667e-5,ASV_00063,IT3
63,5,257,NA,4,2.09332e-4,ASV_00063,FI1
63,1,290,NA,5,6.81502e-4,ASV_00063,UK1
63,4,63,NA,6,2.45996e-4,ASV_00063,UK2
63,3,102,NA,7,3.84048e-4,ASV_00063,SE1
64,6,160,NA,1,2.31216e-4,ASV_00064,IT1
64,2,393,NA,2,3.01841e-4,ASV_00064,IT2
64,7,1,3,3,8.22713e-5,ASV_00064,IT3
64,5,118,NA,4,3.60038e-4,ASV_00064,FI1
64,1,397,NA,5,5.5516e-4,ASV_00064,UK1
64,4,70,NA,6,2.40702e-4,ASV_00064,UK2
64,3,230,NA,7,2.96458e-4,ASV_00064,SE1
65,6,218,NA,1,1.95595e-4,ASV_00065,IT1
65,2,458,NA,2,2.5703e-4,ASV_00065,IT2
65,7,11,2,3,3.1181e-5,ASV_00065,IT3
65,1,431,NA,5,5.08418e-4,ASV_00065,UK1
66,2,57,NA,2,5.75915e-4,ASV_00066,IT2
66,5,96,NA,4,3.8768e-4,ASV_00066,FI1
66,1,145,NA,5,8.41253e-4,ASV_00066,UK1
66,4,260,NA,6,1.78834e-4,ASV_00066,UK2
66,3,86,NA,7,4.03306e-4,ASV_00066,SE1
67,6,289,NA,1,1.33864e-4,ASV_00067,IT1
67,2,524,NA,2,1.98782e-4,ASV_00067,IT2
67,7,6,5,3,4.78718e-5,ASV_00067,IT3
67,5,87,NA,4,3.9733e-4,ASV_00067,FI1
67,1,430,NA,5,5.09625e-4,ASV_00067,UK1
67,4,98,NA,6,2.26933e-4,ASV_00067,UK2
67,3,210,NA,7,3.08055e-4,ASV_00067,SE1
68,6,260,NA,1,1.64448e-4,ASV_00068,IT1
68,2,513,NA,2,2.13093e-4,ASV_00068,IT2
68,7,1,32,3,3.10531e-5,ASV_00068,IT3
68,1,175,NA,5,8.08224e-4,ASV_00068,UK1
68,4,577,NA,6,9.39351e-5,ASV_00068,UK2
69,2,413,NA,2,2.92155e-4,ASV_00069,IT2
69,7,9,4,3,4.12965e-5,ASV_00069,IT3
69,5,166,NA,4,3.08517e-4,ASV_00069,FI1
69,1,374,NA,5,5.87276e-4,ASV_00069,UK1
69,4,384,NA,6,1.48627e-4,ASV_00069,UK2
69,3,457,NA,7,8.84072e-5,ASV_00069,SE1
70,6,15,NA,1,3.45681e-4,ASV_00070,IT1
70,2,182,NA,2,4.30116e-4,ASV_00070,IT2
70,7,12,6,3,1.84076e-5,ASV_00070,IT3
70,5,304,NA,4,1.45775e-4,ASV_00070,FI1
70,1,409,NA,5,5.37507e-4,ASV_00070,UK1
70,4,164,NA,6,2.05668e-4,ASV_00070,UK2
70,3,238,NA,7,2.88467e-4,ASV_00070,SE1
71,6,276,NA,1,1.49823e-4,ASV_00071,IT1
71,2,344,NA,2,3.29522e-4,ASV_00071,IT2
71,7,2,33,3,2.41947e-5,ASV_00071,IT3
71,5,313,NA,4,1.27491e-4,ASV_00071,FI1
71,1,322,NA,5,6.58572e-4,ASV_00071,UK1
71,4,228,NA,6,1.87751e-4,ASV_00071,UK2
71,3,140,NA,7,3.53962e-4,ASV_00071,SE1
72,2,297,NA,2,3.55275e-4,ASV_00072,IT2
72,1,272,NA,5,6.99747e-4,ASV_00072,UK1
72,4,355,NA,6,1.54546e-4,ASV_00072,UK2
73,6,115,NA,1,2.58629e-4,ASV_00073,IT1
73,2,205,NA,2,4.12791e-4,ASV_00073,IT2
73,7,9,6,3,3.12388e-5,ASV_00073,IT3
73,1,226,NA,5,7.52915e-4,ASV_00073,UK1
73,4,460,NA,6,1.2797e-4,ASV_00073,UK2
74,2,396,NA,2,3.01103e-4,ASV_00074,IT2
74,1,307,NA,5,6.70812e-4,ASV_00074,UK1
74,4,361,NA,6,1.53596e-4,ASV_00074,UK2
74,3,396,NA,7,1.67716e-4,ASV_00074,SE1
