from,PF_J,PF_J_sd,num_layers
ASV_00107,0.11300407935671687,0.10004840002925373,7
ASV_00108,0.3209425147622708,0.1452048396390431,4
ASV_00109,0.19364206449395127,0.12714422981375467,7
ASV_00110,0.15362881733868194,0.12149015326726283,7
ASV_00111,0.250219924550608,0.1194152524126527,5
ASV_00112,0.10318706558646723,0.07657229482526356,7
ASV_00113,0.16160661196100023,0.14594239775709206,7
ASV_00114,0.25834392746171464,0.11473376330100457,4
ASV_00115,0.15351988116605841,0.10090589008927056,6
ASV_00116,0.26636961029892164,0.11480740970118476,7
ASV_00117,0.19915135496115452,0.11972158331228575,6
ASV_00118,0.15231393332506002,0.12671166084840924,7
ASV_00119,0.11846586024643631,0.09266560949740528,7
ASV_00120,0.19258972271212343,0.08892868089282518,6
ASV_00121,0.09572417096975429,0.040955970917141336,5
ASV_00122,0.2937031447971035,0.09203124754417748,4
ASV_00123,0.211480767347327,0.09097568816911074,7
ASV_00125,0.08288188519562141,0.06707622283524371,7
ASV_00126,0.15101683922472048,0.13940389145178675,6
ASV_00127,0.2595345427545506,0.13728421399500573,5
ASV_00128,0.15018884345011493,0.1335102457837967,7
ASV_00129,0.24401185616980856,0.14991914422449504,5
ASV_00130,0.1235982141279131,0.09846186015095522,7
ASV_00131,0.11653486737780942,0.05974074532506912,7
ASV_00132,0.19315224356267321,0.1456738270369708,4
ASV_00133,0.14547375309650268,0.09663089116798425,7
ASV_00134,0.15519462728848482,0.13217515459257145,5
ASV_00135,0.24489231794660712,0.10233117092620558,7
ASV_00136,0.2215199310901761,0.12102285264504158,7
ASV_00137,0.2173205816852299,0.14320165323389333,5
ASV_00138,0.21618392888630567,0.15840197254865515,7
ASV_00139,0.0869552437466408,0.08362800325104294,7
ASV_00140,0.1657499396049388,0.13606111258662698,7
ASV_00141,0.16735866196811441,0.12855503385473274,7
ASV_00142,0.07384039703866405,0.10433163842334543,7
ASV_00143,0.17959504369424834,0.08788819605235418,5
ASV_00144,0.08115411300085484,0.060641284242415175,7
ASV_00145,0.26806286156764303,0.15301774899415765,5
ASV_00146,0.1757427034731634,0.07947194962078667,7
ASV_00147,0.13714081283111532,0.10720697050346177,5
ASV_00148,0.11281369002577447,0.11326383696785594,7
ASV_00149,0.21986630404220245,0.11181383115303403,4
ASV_00150,0.11638320743741118,0.058460916541391586,6
ASV_00151,0.21914288521356054,0.10780878590615682,7
ASV_00152,0.16763129459485204,0.11962541240931322,7
ASV_00153,0.2374336249062436,0.09383418148483115,5
ASV_00154,0.25870349991685193,0.152317772238778,5
ASV_00155,0.0913491018196389,0.08246844843050374,7
ASV_00156,0.11870710325929874,0.11030288876129601,7
ASV_00157,0.17285658689003788,0.10598850826974958,7
ASV_00158,0.09546479163604638,0.1293334648839203,7
ASV_00159,0.15652684058539929,0.099637920943699207,7
ASV_00160,0.14583825196228037,0.11112140347337728,7
ASV_00161,0.21160873027234486,0.09518068815548657,6
ASV_00162,0.17000673642295697,0.1548163963082096,6
ASV_00163,0.13668353550269774,0.106730880586964,7
ASV_00164,0.2674053541947423,0.08989161272268306,6
ASV_00165,0.13876002071692276,0.11784309608740601,7
ASV_00166,0.16724170088122436,0.12322007473227742,7
ASV_00167,0.31420804024798904,0.029853343218799084,5
ASV_00168,0.045403490141214,0.05785623894281448,7
ASV_00169,0.17005784415765662,0.12310728159296244,5
ASV_00170,0.16957751955489242,0.11129536382973094,7
ASV_00171,0.205508159437013,0.11517770244192126,7
ASV_00172,0.18818369383781167,0.13641722053722827,7
ASV_00173,0.15248666235627678,0.15968878570868653,6
ASV_00174,0.194005473814659,0.09107712775206941,5
ASV_00175,0.00691244239631339,NA,2
ASV_00176,0.21351888655248283,0.1361699016793585,5
ASV_00177,0.16275637635227957,0.13219748518769536,7
ASV_00178,0.29717777841721854,0.11161909066748903,4
ASV_00179,0.13161884460185533,0.09058081075780913,7
ASV_00180,0.21625533944645764,0.15521601728485804,6
ASV_00181,0.1988980580063062,0.1190047499294949,7
ASV_00182,0.17221685732165581,0.12269122836589813,7
ASV_00183,0.1696477962289884,0.14260494694401527,5
ASV_00184,0.15836017629811702,0.1323290424802613,6
ASV_00185,0.17574555471057304,0.11472818413295262,7
ASV_00186,0.1397305058825715,0.1345595786935248,7
ASV_00187,0.15300059742020383,0.14338963340774138,7
ASV_00188,0.13199229703182724,0.13155129970274573,7
ASV_00189,0.16100387882878936,0.15926751842520312,5
ASV_00190,0.19032408338399126,0.1157733949096928,6
ASV_00191,0.030413443030035136,0.03129984434278747,7
ASV_00192,0.222854841025416,0.08182996782303148,3
ASV_00193,0.17701597632539237,0.1259122724538344,6
ASV_00194,0.2805617698235148,0.048326024200733245,3
ASV_00195,0.27246467170086736,0.10012768930929118,4
ASV_00196,0.16849797946778003,0.107258174225347,7
ASV_00197,0.16193443536774252,0.11475262025440865,7
ASV_00198,0.17403097833622896,0.102060004514212,7
ASV_00199,0.3768808249059435,0.04389284313369715,4
ASV_00200,0.17313202667840139,0.10596738184214272,7
ASV_00201,0.24941013582742855,0.08390803299368885,6
ASV_00202,0.07260893407136669,0.0676739830034983,6
ASV_00203,0.16793843146194548,0.14508617604705604,6
ASV_00204,0.23596954985400256,0.02859683577069014,4
ASV_00205,0.14020946536146814,0.12314581353145214,7
ASV_00206,0.20677042297353826,0.09607660396047965,6
ASV_00207,0.042239272613096034,0.09067195606323693,4
ASV_00208,0.24146611932621467,0.1315755838574161,4
ASV_00209,0.12542945033708125,0.14052405037748059,4
ASV_00210,0.14816289209507003,0.07653799014582933,7
ASV_00211,0.1963633251830475,0.08450605871144728,7
ASV_00212,0.20799015427027748,0.13473558548875764,5
ASV_00213,0.23656744222091378,0.14686677142529142,4
ASV_00214,0.18653326692816688,0.1338404542032868,5
ASV_00215,0.13715593534862414,0.10537502574820712,6
ASV_00216,0.2785311394413233,0.13062046154358808,5
ASV_00217,0.16286103258626422,0.05744312601001315,5
ASV_00218,0.23062238640350882,0.14160875997523426,7
ASV_00219,0.2532416462422408,0.112143388002848,6
ASV_00220,0.22992215805352148,0.10458834463820338,5
ASV_00221,0.18732728952006203,0.1451138583299979,6
ASV_00222,0.3243283104939209,0.09015295630783121,4
ASV_00223,0.08973092220717367,0.0764257875865713,7
ASV_00224,0.12256862102661739,0.1415378492472402,6
ASV_00225,0.1658298644302341,0.08439973530402703,5
ASV_00226,0.20511744329114018,0.10936288088475317,7
ASV_00227,0.1962510665133946,0.16272774962002834,5
ASV_00228,0.27048537648959375,0.13784871345143834,4
ASV_00229,0.07651722814054204,0.10636008473964417,7
ASV_00230,0.23357597064633812,0.1290720148584818,5
ASV_00231,0.24442731540551127,0.08750039342469212,6
ASV_00232,0.18015948760287984,0.11654960442217897,7
ASV_00233,0.1276557467782439,0.09559393381323548,7
ASV_00235,0.12752036877437276,0.1079484658881643,6
ASV_00236,0.19690307747237806,0.07192418210510683,5
ASV_00237,0.028745354187224847,0.027095641399033955,5
ASV_00238,0.23580400055909606,0.19399590333068986,5
ASV_00239,0.14265215071163073,0.07967672016176922,5
ASV_00240,0.302799699817848,0.08068923950228488,6
ASV_00241,0.19395786008070087,0.09513226823857662,7
ASV_00242,0.20476806599624334,0.13972061531154822,7
ASV_00243,0.11898895222238634,0.08537773131397136,7
ASV_00244,0.21380057434742555,0.13530636612650057,5
ASV_00245,0.19009779876295535,0.0892868490009192,5
ASV_00246,0.1842825549799604,0.12189645187567724,3
ASV_00247,0.10243605998264226,0.09433116141119187,6
ASV_00248,0.20667540133572854,0.09401752206295239,5
ASV_00249,0.12456996533462984,0.12961102907035,7
ASV_00250,0.16991121639812357,0.1203857893688961,7
ASV_00251,0.2556508594982084,0.061454978959522344,6
ASV_00252,0.17889164220474868,0.10753262363504118,7
ASV_00253,0.21046979101544022,0.12333314856775117,5
ASV_00254,0.13975739049500152,0.10336913930906248,7
ASV_00255,0.2445240405384401,0.07527170451480997,5
ASV_00256,0.14759486831653948,0.05360290928025373,4
ASV_00257,0.2084350214034665,0.12305406841752911,6
ASV_00258,0.1214618172995646,0.10860309057410622,6
ASV_00259,0.10176279750486084,0.09761068619656905,7
ASV_00260,0.2305154914283069,0.08993636106879946,5
ASV_00261,0.18619703637049972,0.08313402828553423,6
ASV_00262,0.24626429056557148,0.10116981307876852,7
ASV_00263,0.10491934578458843,0.08991739101289864,7
ASV_00264,0.12982383241682344,0.09853421878826643,7
ASV_00265,0.051871025875449644,0.036946579004703516,6
ASV_00266,0.23909342566816374,0.14787310424510777,5
ASV_00267,0.16599778275303886,0.09695388736891626,7
ASV_00268,0.08377261950144206,0.028263502339325963,4
ASV_00269,0.17055764613535854,0.11923901030841647,7
ASV_00270,0.21436623097979748,0.09925478566935876,7
ASV_00271,0.16870367972889858,0.1696384634999245,4
ASV_00272,0.3476680340947932,0.047520886816380316,4
ASV_00273,0.22660329297686882,0.17473338624415327,5
ASV_00274,0.21422799955680807,0.13878376213459956,7
ASV_00275,0.1777353274678426,0.14617756201120258,7
ASV_00276,0.17011644405725182,0.13937310467287076,7
ASV_00277,0.20651654644880882,0.14442541554433422,6
ASV_00278,0.19801200251625328,0.14136740989671895,5
ASV_00279,0.2701565251200322,0.13251444009564686,5
ASV_00280,0.07739238359261506,0.05473114337744483,7
ASV_00281,0.29814759884392883,0.061356844070404856,5
ASV_00282,0.2285899489508426,0.10772929838054841,4
ASV_00283,0.1819211769580829,0.10413834328876789,6
ASV_00284,0.12564719324477694,0.1305234667585931,6
ASV_00285,0.18515255114311416,0.1683902760014666,5
ASV_00286,0.23708669015670333,0.1507074075375656,5
ASV_00287,0.2114615301896926,0.16817589375311903,5
ASV_00288,0.13536048223877128,0.1036193661215009,7
ASV_00289,0.24383053836826102,0.09507328949868096,5
ASV_00290,0.20032183323094283,0.09841559273068458,7
ASV_00291,0.10013114593077421,0.1005184620118197,4
ASV_00292,0.208458922617403,0.1306520641383785,6
ASV_00293,0.187414455823926,0.08590601936759087,6
ASV_00294,0.12384687034833544,0.11785397280048839,6
ASV_00295,0.20021191139731467,0.11565581259373557,5
ASV_00296,0.1618282620969004,0.12440148694586224,7
ASV_00297,0.1701731780388972,0.09876272214741556,7
ASV_00298,0.1545401902793173,0.0888024028491805,6
ASV_00299,0.16959215005492229,0.10888823018403906,7
ASV_00300,0.19000067068965007,0.10479216612511576,6
ASV_00301,0.15842431742546648,0.12050492112104635,4
ASV_00302,0.2715299455641289,0.07999281575476852,4
ASV_00303,0.14412491552159246,0.09715827745828524,7
ASV_00304,0.13498080781378316,0.1532482425225786,6
ASV_00305,0.19885848880199788,0.10453401805518753,6
ASV_00306,0.18210162200441313,0.03656959964400267,4
ASV_00307,0.2484135386966725,0.08446309362253128,5
ASV_00308,0.24029758500754536,0.09401403673081958,5
ASV_00309,0.20924817875444673,0.1231975570945692,7
ASV_00310,0.1120637830720482,0.12360684778779746,5
ASV_00311,0.15766516159856275,0.13301237799970211,7
ASV_00312,0.12777590837119435,0.12095738317828084,7
ASV_00313,0.13180258809001086,0.0838539164190486,7
ASV_00314,0.14598066964880752,0.08496473458822736,6
ASV_00315,0.15280023685208044,0.1425288100768768,7
ASV_00316,0.09894897891056725,0.05361071309397141,6
ASV_00317,0.19103014943735064,0.10302136427715708,4
ASV_00318,0.15388112821034072,0.11753230013145013,7
ASV_00319,0.1889101263221808,0.056829891979962105,5
ASV_00320,0.1647141719138048,0.1404441622206791,6
ASV_00321,0.18482321277430458,0.14688932562691537,6
ASV_00322,0.028859524641484446,0.024417205396591625,3
ASV_00323,0.16277544243175118,0.12563570131175675,7
ASV_00324,0.1740915443206587,0.09283374175379425,7
ASV_00325,0.12948831208510916,0.1220186427917573,6
ASV_00326,0.26785164880411877,0.11173617297939342,5
ASV_00327,0.11773841648084446,0.08755057358096877,5
ASV_00328,0.17475834295543366,0.14700720536594203,6
ASV_00329,0.2946302145317302,0.04570836491117826,4
ASV_00330,0.272052432299045,0.11453322410066692,5
ASV_00331,0.2007916196455912,0.09386857290377276,7
ASV_00332,0.25934329082584273,0.06952319139079294,5
ASV_00333,0.13642073110368066,0.11787697003381889,7
ASV_00334,0.19672324428452354,0.13678560169714082,7
ASV_00335,0.2428514072911312,0.0956294186781115,7
ASV_00336,0.1945006461779285,0.1423316404580847,5
ASV_00337,0.1680002955517243,0.14808039594948216,5
ASV_00338,0.23294294134423632,0.13320476949869317,5
ASV_00339,0.1304665989228591,0.10441283796913874,6
ASV_00340,0.13233116897878522,0.100346570841654,6
ASV_00341,0.17548893974799173,0.11673028788863421,6
ASV_00342,0.175010296493222,0.13411694640796296,7
ASV_00343,0.22872587457591922,0.09635465397671927,4
ASV_00345,0.1528892540104993,0.12399524261615705,5
ASV_00346,0.2180720155040584,0.10213066311975537,5
ASV_00347,0.14165465137451297,0.09957016318021533,5
ASV_00348,0.23072100543414295,0.034284105434342294,4
ASV_00349,0.2813671531422429,0.0483716736767438,5
ASV_00350,0.278347271649768,0.07237400896082424,6
ASV_00351,0.31678549615667534,0.057590941708321436,6
ASV_00352,0.1765568288463114,0.0659393384263012,5
ASV_00353,0.2238095238095238,NA,2
ASV_00354,0.1808107709469007,0.1567234771996922,5
ASV_00355,0.21840693825233648,0.1721835689527666,5
ASV_00356,0.23344840557230395,0.11605492086311041,7
ASV_00357,0.19497461350909628,0.033047742920990615,3
ASV_00358,0.2416291311231651,0.12494572247673674,4
ASV_00359,0.08431948014082596,0.0686100382133916,6
ASV_00360,0.1834541318931299,0.11863722969308062,6
ASV_00361,0.18406784740770202,0.11071077366272905,7
ASV_00363,0.2880156332269273,0.07042232503471657,4
ASV_00364,0.2869485752522053,0.062291529790961205,4
ASV_00365,0.13227002353654863,0.11385950891822161,7
ASV_00366,0.1310861169185851,0.09614546684398041,5
ASV_00367,0.1385026219610371,0.0920040601491079,7
ASV_00368,0.3247083235798816,0.05470626815366197,4
ASV_00369,0.24878694229402953,0.0873264258629677,5
ASV_00370,0.2120111999569016,0.07957108870926868,5
ASV_00371,0.15726977713475268,0.10631503249228098,7
ASV_00372,0.17951346672718063,0.10554245274350416,7
ASV_00373,0.15968639416997693,0.14425135921468282,7
ASV_00374,0.12230439561877776,0.05374158304463647,5
ASV_00375,0.20899854862119016,NA,2
ASV_00376,0.25517333906743056,0.1107745213271848,7
ASV_00377,0.14333591736370152,0.14728148173642688,7
ASV_00378,0.14582564244909652,0.09320701980926344,7
ASV_00379,0.18263794749708942,0.13275377568196634,6
ASV_00380,0.18084631896385428,0.11705354459615165,6
ASV_00381,0.1914347310233326,0.12572430693755018,5
ASV_00382,0.18233260224766026,0.11495300837472595,7
ASV_00383,0.33006420929305663,0.05217042824958513,3
ASV_00384,0.10924858734251576,0.09906116599232696,7
ASV_00385,0.15008000922411818,0.12176537827718291,7
ASV_00386,0.06138463098665839,0.05007925625730046,6
ASV_00387,0.24097959243050168,0.1388395148825806,7
ASV_00388,0.18707908684217311,0.099337703492855145,4
ASV_00389,0.16715864175576645,0.14915317148012597,5
ASV_00390,0.2278662412560068,0.18586876090657226,5
ASV_00391,0.22627191514195782,0.11904530971693333,5
ASV_00392,0.26469756269609396,0.10749648192323423,6
ASV_00393,0.18103097512245722,0.15676767111968076,5
ASV_00394,0.29643878054926376,0.08401021202136134,4
ASV_00395,0.21170474850989443,0.12084008570384806,7
ASV_00396,0.31022965639937633,0.08930801691605329,4
ASV_00397,0.08535971450169395,0.09956986587419207,7
ASV_00398,0.16638440553064487,0.1284385731619234,5
ASV_00399,0.14986280054278212,0.15594860307399994,5
ASV_00400,0.11702793234982181,0.09407056330315029,7
ASV_00402,0.10203267712612982,0.09016939772119793,6
ASV_00403,0.1649683345315038,0.1806868906482943,4
ASV_00404,0.14487017567499633,0.10586736604098525,7
ASV_00406,0.13075196057973765,0.07648905155188271,6
ASV_00407,0.19963765152940702,0.06722147346683467,6
ASV_00409,0.30942866973535627,0.0827692919342355,4
ASV_00410,0.13469227209942267,0.12785200380087744,6
ASV_00411,0.2535450341222591,0.1415218601154991,5
ASV_00412,0.146262837446551,0.15153664248657286,4
ASV_00413,0.2388865843375285,0.09205059493183038,6
ASV_00415,0.25703591885814764,0.06784252954879426,6
ASV_00416,0.15468313869729972,0.05584223896426969,5
ASV_00417,0.24218461982926928,0.08975746845469494,5
ASV_00418,0.15977320937796183,0.09082118174270501,6
ASV_00419,0.14673115564835268,0.04751979411177555,4
ASV_00420,0.11559902291863623,0.13713622526841304,5
ASV_00421,0.14990152626685743,0.10963615307504651,7
ASV_00422,0.2912683413405183,0.09808882026365878,4
ASV_00423,0.10701542348033588,0.10255196834908999,6
ASV_00424,0.2163310325459123,0.06414055185231499,6
ASV_00425,0.11764277870068035,0.10663721658449496,6
ASV_00426,0.22751080593952774,0.10764966639282166,7
ASV_00427,0.19978368787502446,0.028910699026846093,3
ASV_00428,0.15966856630023213,0.08469381424837939,6
ASV_00429,0.2036621073347062,0.14623802539691264,5
ASV_00430,0.14279875106562134,0.06808283695281228,5
ASV_00431,0.2297877476123711,0.05199767900980323,4
ASV_00432,0.09285714285714286,NA,2
ASV_00434,0.3268746628742667,0.05584742527989223,3
ASV_00435,0.16025366073171518,0.12356360868769348,5
ASV_00436,0.12518509640806053,0.09673381139343823,5
ASV_00437,0.23293876896877685,0.18636725144371988,5
ASV_00438,0.1915904767961834,0.07949095819633596,6
ASV_00439,0.07789727925925369,0.08198218344834783,7
ASV_00440,0.1981511624665334,0.07735873685848918,5
ASV_00441,0.1525368076445406,0.12788959859370186,7
ASV_00442,0.15109517727013774,0.09167095480359827,7
ASV_00443,0.148927390672819,0.14936073108542972,5
ASV_00444,0.29962603518321346,0.07594651346257184,6
ASV_00445,0.3669446200836047,0.09273160191213964,4
ASV_00446,0.1791828247772819,0.12708742673244455,6
ASV_00447,0.1352150382976673,0.09895898171770151,7
ASV_00448,0.3788706739526412,NA,2
ASV_00449,0.0758316112822267,0.06742990218418989,6
ASV_00450,0.3637852938449072,0.056125447844545685,3
ASV_00451,0.16398298999598163,0.09098291872665161,5
ASV_00452,0.14952601102417085,0.09913255435254989,7
ASV_00453,0.2023054357157726,0.10642156185421833,4
ASV_00454,0.15126853631673573,0.12315399356754046,6
ASV_00455,0.21497793592537717,0.16451491209015073,5
ASV_00456,0.21873121908894844,0.06173221489315821,5
ASV_00457,0.3305613305613305,NA,2
ASV_00458,0.2096294714465409,0.16166971239449418,5
ASV_00459,0.2070518048246281,0.11689183263518334,5
ASV_00460,0.21615475244614457,0.1314234302263951,5
ASV_00461,0.15213296978557553,0.08339710487361254,6
ASV_00462,0.1927126649602062,0.049206434217878924,4
ASV_00463,0.1419871144641245,0.12037200755583286,6
ASV_00464,0.17214803318519292,0.1299564160144938,7
ASV_00465,0.3176505355136086,0.025794737146358923,3
ASV_00466,0.20737096327056279,0.11926986647389928,3
ASV_00467,0.20777821050813505,0.10749725964665055,5
ASV_00468,0.14275627734081822,0.07149703558878383,5
ASV_00469,0.13045624990299373,0.07597915689191026,4
ASV_00470,0.1493313897149605,0.0673935521759509,4
ASV_00471,0.18083203508283702,0.14028770350629344,7
ASV_00472,0.10824058986016197,0.045521708827252004,5
ASV_00473,0.14476457504579468,0.1477435920857729,4
ASV_00474,0.139775896230715,0.11365154354140308,7
ASV_00475,0.08278881193385886,0.06447189563077223,7
ASV_00476,0.11292587564554483,0.1205930181340063,4
ASV_00477,0.13018862346871224,0.12049779402462973,5
ASV_00478,0.2121535156776941,0.010141821217768913,3
ASV_00479,0.20147835340560558,0.10092818418548223,5
ASV_00480,0.12989688963017332,0.1164193956174648,5
ASV_00481,0.22339113271044697,0.06284855339425757,4
ASV_00482,0.21909713530062136,0.13689376067258585,5
ASV_00483,0.17926267415007785,0.11760526055644305,7
ASV_00484,0.29139364097683385,0.060760351140742866,5
ASV_00485,0.26014672629502805,0.12443394571547453,4
ASV_00486,0.2569395558551355,0.1005752663418025,6
ASV_00487,0.2695114673291088,0.05780491904058554,5
ASV_00488,0.22047114785519184,0.1334178162266933,5
ASV_00489,0.015444015444015413,NA,2
ASV_00490,0.1650805477045149,0.11685363403327244,7
ASV_00491,0.096083462629395,0.04136912551392923,4
ASV_00492,0.14928686285953682,0.12439004168053681,7
ASV_00493,0.13587595828386226,0.10446690075092346,7
ASV_00494,0.19208346068074605,0.12248724081927792,7
ASV_00495,0.2791064948429347,0.08065147283211957,6
ASV_00496,0.29779442993185207,0.05411799177098683,4
ASV_00497,0.26117344754480765,0.06429016734339367,5
ASV_00498,0.056336612649963216,0.0817837611552349,5
ASV_00499,0.17915776945333448,0.09022533390197808,5
ASV_00501,0.23404568630618888,0.16463826053474162,5
ASV_00502,0.12746412303579813,0.10087203892712102,6
ASV_00503,0.26359523765238824,0.04812200353228321,3
ASV_00504,0.19847655837711506,0.12078915120492698,7
ASV_00505,0.18416818196796578,0.05724448008895966,4
ASV_00506,0.20679009309070095,0.1335126565489425,5
ASV_00507,0.3032902986309412,0.07589835949110925,4
ASV_00508,0.06724940633661468,0.07791425073097566,7
ASV_00509,0.1518885699365698,0.06646992880430258,5
ASV_00510,0.18642961895910226,0.10314728651664892,5
ASV_00511,0.1757985570750987,0.10251130096824865,6
ASV_00512,0.13824733029157016,0.15494771816158148,6
ASV_00513,0.0719434148550334,0.09114206532803584,7
ASV_00514,0.034746244180714515,0.03108207316373897,3
ASV_00515,0.17515278900032583,0.043368668664187475,5
ASV_00516,0.1321172093184183,0.11672356541271557,6
ASV_00517,0.1627588786490603,0.11155443396860316,7
ASV_00519,0.1698339212873543,0.05223196039883754,4
ASV_00520,0.11964953126957444,0.07347958528430966,6
ASV_00521,0.16440823770753493,0.12351873385907877,5
ASV_00522,0.10734237613473105,0.10503656434254345,7
ASV_00523,0.19208534397744745,0.05876189269965157,4
ASV_00524,0.14771372284583278,0.11932071473112775,7
ASV_00525,0.2812982998454405,NA,2
ASV_00526,0.22395833333333337,NA,2
ASV_00527,0.09333846362732254,0.08683880000300097,5
ASV_00528,0.15359206083130905,0.1327966759447273,5
ASV_00529,0.2200274417100141,0.14722710615702406,5
ASV_00530,0.08072845094503495,0.12512607199953416,6
ASV_00531,0.19417071737214353,0.022638087482662952,3
ASV_00532,0.19554030874785588,NA,2
ASV_00533,0.38391224862888484,NA,2
ASV_00534,0.14677644772626314,0.1102915766266592,7
