node_id,level1,leaf_id,layer_id,flow,node_name,layer_name,short_name
355,2,190,4,5.67894e-4,ASV_00361,Fran,IT2
355,5,191,6,1.92489e-4,ASV_00361,Mink,FI1
355,4,159,7,3.2519e-4,ASV_00361,Raab,SE1
356,3,318,2,1.70486e-4,ASV_00362,Park,UK2
357,3,101,2,5.04828e-4,ASV_00363,Park,UK2
357,4,89,7,4.54752e-4,ASV_00363,Raab,SE1
358,3,164,2,3.5582e-4,ASV_00364,Park,UK2
358,4,128,7,3.76077e-4,ASV_00364,Raab,SE1
359,1,66,1,8.07569e-4,ASV_00365,NUDC,UK1
359,6,177,2,1.50342e-4,ASV_00365,Park,UK2
359,1,568,3,2.49306e-4,ASV_00365,Bian,IT1
359,2,166,4,6.03268e-4,ASV_00365,Fran,IT2
359,5,214,6,1.54891e-4,ASV_00365,Mink,FI1
359,4,84,7,4.61529e-4,ASV_00365,Raab,SE1
360,4,208,7,2.72608e-4,ASV_00366,Raab,SE1
361,3,217,2,2.75398e-4,ASV_00367,Park,UK2
361,2,316,4,3.91076e-4,ASV_00367,Fran,IT2
361,4,280,7,1.97388e-4,ASV_00367,Raab,SE1
362,1,456,1,3.15553e-4,ASV_00368,NUDC,UK1
362,6,162,2,1.65212e-4,ASV_00368,Park,UK2
362,1,582,3,2.39307e-4,ASV_00368,Bian,IT1
362,2,465,4,2.37061e-4,ASV_00368,Fran,IT2
363,1,183,1,5.79254e-4,ASV_00369,NUDC,UK1
363,6,23,2,3.76253e-4,ASV_00369,Park,UK2
363,2,16,4,0.00101677,ASV_00369,Fran,IT2
363,4,124,7,3.79806e-4,ASV_00369,Raab,SE1
364,1,302,1,4.21529e-4,ASV_00370,NUDC,UK1
364,3,241,2,2.52581e-4,ASV_00370,Park,UK2
365,1,356,1,3.74364e-4,ASV_00371,NUDC,UK1
365,3,184,2,3.1264e-4,ASV_00371,Park,UK2
365,4,317,7,1.72865e-4,ASV_00371,Raab,SE1
366,3,283,2,2.10546e-4,ASV_00372,Park,UK2
366,2,412,4,2.87713e-4,ASV_00372,Fran,IT2
367,1,205,1,5.44011e-4,ASV_00373,NUDC,UK1
367,3,223,2,2.70786e-4,ASV_00373,Park,UK2
367,1,660,3,1.95568e-4,ASV_00373,Bian,IT1
367,2,83,4,7.72949e-4,ASV_00373,Fran,IT2
367,4,320,7,1.70806e-4,ASV_00373,Raab,SE1
368,1,482,1,2.98392e-4,ASV_00374,NUDC,UK1
368,6,160,2,1.68901e-4,ASV_00374,Park,UK2
368,4,229,7,2.45753e-4,ASV_00374,Raab,SE1
369,3,323,2,1.67902e-4,ASV_00375,Park,UK2
370,1,478,1,2.99608e-4,ASV_00376,NUDC,UK1
370,3,63,2,6.19415e-4,ASV_00376,Park,UK2
370,2,367,4,3.32978e-4,ASV_00376,Fran,IT2
370,5,95,6,2.7028e-4,ASV_00376,Mink,FI1
370,4,18,7,7.40705e-4,ASV_00376,Raab,SE1
371,1,104,1,7.26627e-4,ASV_00377,NUDC,UK1
371,3,78,2,5.844e-4,ASV_00377,Park,UK2
371,2,127,4,6.79928e-4,ASV_00377,Fran,IT2
371,2,670,5,1.59617e-5,ASV_00377,Gand,IT3
371,5,300,6,1.30827e-5,ASV_00377,Mink,FI1
372,1,264,1,4.52361e-4,ASV_00378,NUDC,UK1
372,3,210,2,2.85687e-4,ASV_00378,Park,UK2
372,1,685,3,1.82678e-4,ASV_00378,Bian,IT1
372,2,89,4,7.56239e-4,ASV_00378,Fran,IT2
373,3,144,2,3.94421e-4,ASV_00379,Park,UK2
373,5,22,6,3.98034e-4,ASV_00379,Mink,FI1
373,4,142,7,3.47485e-4,ASV_00379,Raab,SE1
374,1,215,1,5.265e-4,ASV_00380,NUDC,UK1
374,6,151,2,1.78834e-4,ASV_00380,Park,UK2
374,1,666,3,1.93001e-4,ASV_00380,Bian,IT1
374,2,253,4,4.68718e-4,ASV_00380,Fran,IT2
375,1,233,1,4.97382e-4,ASV_00381,NUDC,UK1
375,3,254,2,2.40636e-4,ASV_00381,Park,UK2
375,1,407,3,3.40371e-4,ASV_00381,Bian,IT1
375,2,65,4,8.01618e-4,ASV_00381,Fran,IT2
375,2,590,5,6.19046e-5,ASV_00381,Gand,IT3
376,1,74,1,7.87265e-4,ASV_00382,NUDC,UK1
376,3,133,2,4.17181e-4,ASV_00382,Park,UK2
376,1,542,3,2.67956e-4,ASV_00382,Bian,IT1
376,2,106,4,7.12407e-4,ASV_00382,Fran,IT2
376,4,33,7,6.64573e-4,ASV_00382,Raab,SE1
377,1,765,3,7.34202e-5,ASV_00383,Bian,IT1
378,1,179,1,5.82991e-4,ASV_00384,NUDC,UK1
378,3,299,2,1.97722e-4,ASV_00384,Park,UK2
378,1,411,3,3.38606e-4,ASV_00384,Bian,IT1
378,2,49,4,8.45695e-4,ASV_00384,Fran,IT2
378,2,659,5,2.1915e-5,ASV_00384,Gand,IT3
378,5,227,6,1.44381e-4,ASV_00384,Mink,FI1
378,4,267,7,2.10471e-4,ASV_00384,Raab,SE1
379,1,113,1,7.04631e-4,ASV_00385,NUDC,UK1
379,3,43,2,7.00594e-4,ASV_00385,Park,UK2
379,5,105,6,2.64182e-4,ASV_00385,Mink,FI1
379,4,207,7,2.73106e-4,ASV_00385,Raab,SE1
380,3,266,2,2.26075e-4,ASV_00386,Park,UK2
380,4,321,7,1.68862e-4,ASV_00386,Raab,SE1
381,1,198,1,5.52495e-4,ASV_00387,NUDC,UK1
381,3,45,2,6.98957e-4,ASV_00387,Park,UK2
381,2,126,4,6.80256e-4,ASV_00387,Fran,IT2
381,5,15,6,4.23171e-4,ASV_00387,Mink,FI1
381,4,46,7,5.99501e-4,ASV_00387,Raab,SE1
382,3,116,2,4.78717e-4,ASV_00388,Park,UK2
382,5,263,6,8.31328e-5,ASV_00388,Mink,FI1
383,3,260,2,2.32005e-4,ASV_00389,Park,UK2
383,2,393,4,3.02847e-4,ASV_00389,Fran,IT2
384,1,274,1,4.42253e-4,ASV_00390,NUDC,UK1
384,6,74,2,2.77488e-4,ASV_00390,Park,UK2
384,1,389,3,3.49792e-4,ASV_00390,Bian,IT1
384,2,117,4,6.97646e-4,ASV_00390,Fran,IT2
385,1,372,1,3.5967e-4,ASV_00391,NUDC,UK1
385,6,195,2,1.3318e-4,ASV_00391,Park,UK2
385,1,713,3,1.48222e-4,ASV_00391,Bian,IT1
385,2,299,4,4.12796e-4,ASV_00391,Fran,IT2
386,1,625,1,2.1382e-4,ASV_00392,NUDC,UK1
386,3,49,2,6.73062e-4,ASV_00392,Park,UK2
386,5,129,6,2.39903e-4,ASV_00392,Mink,FI1
386,4,220,7,2.54835e-4,ASV_00392,Raab,SE1
387,1,289,1,4.31719e-4,ASV_00393,NUDC,UK1
387,6,145,2,1.83212e-4,ASV_00393,Park,UK2
387,1,676,3,1.88105e-4,ASV_00393,Bian,IT1
387,2,193,4,5.63848e-4,ASV_00393,Fran,IT2
388,1,123,1,6.77064e-4,ASV_00394,NUDC,UK1
388,6,55,2,3.02726e-4,ASV_00394,Park,UK2
389,3,71,2,6.09128e-4,ASV_00395,Park,UK2
389,2,213,4,5.43433e-4,ASV_00395,Fran,IT2
389,2,582,5,7.55849e-5,ASV_00395,Gand,IT3
389,4,338,7,1.61993e-4,ASV_00395,Raab,SE1
390,1,779,3,6.71229e-5,ASV_00396,Bian,IT1
391,1,262,1,4.54688e-4,ASV_00397,NUDC,UK1
391,2,512,4,1.93118e-4,ASV_00397,Fran,IT2
391,5,304,6,5.57018e-6,ASV_00397,Mink,FI1
392,1,483,1,2.97213e-4,ASV_00398,NUDC,UK1
392,3,179,2,3.19858e-4,ASV_00398,Park,UK2
392,2,329,4,3.65798e-4,ASV_00398,Fran,IT2
393,1,454,1,3.16015e-4,ASV_00399,NUDC,UK1
393,6,210,2,1.11922e-4,ASV_00399,Park,UK2
393,2,201,4,5.52975e-4,ASV_00399,Fran,IT2
393,2,682,5,9.3786e-6,ASV_00399,Gand,IT3
394,6,198,2,1.23471e-4,ASV_00400,Park,UK2
394,2,318,4,3.88682e-4,ASV_00400,Fran,IT2
394,4,399,7,1.14274e-4,ASV_00400,Raab,SE1
395,1,176,1,5.89412e-4,ASV_00402,NUDC,UK1
395,6,51,2,3.08369e-4,ASV_00402,Park,UK2
395,1,785,3,5.99853e-5,ASV_00402,Bian,IT1
395,2,108,4,7.10448e-4,ASV_00402,Fran,IT2
395,1,852,5,2.82585e-6,ASV_00402,Gand,IT3
396,2,322,4,3.79248e-4,ASV_00403,Fran,IT2
397,3,237,2,2.57574e-4,ASV_00404,Park,UK2
397,1,643,3,2.06154e-4,ASV_00404,Bian,IT1
397,2,180,4,5.83921e-4,ASV_00404,Fran,IT2
397,2,613,5,5.22332e-5,ASV_00404,Gand,IT3
398,1,103,1,7.27278e-4,ASV_00406,NUDC,UK1
398,6,208,2,1.13436e-4,ASV_00406,Park,UK2
398,2,336,4,3.59397e-4,ASV_00406,Fran,IT2
398,5,37,6,3.71039e-4,ASV_00406,Mink,FI1
398,4,186,7,2.92326e-4,ASV_00406,Raab,SE1
399,3,209,2,2.86392e-4,ASV_00407,Park,UK2
399,2,285,4,4.3104e-4,ASV_00407,Fran,IT2
400,3,145,2,3.91538e-4,ASV_00409,Park,UK2
400,2,399,4,2.94959e-4,ASV_00409,Fran,IT2
401,1,168,1,6.04695e-4,ASV_00410,NUDC,UK1
401,6,40,2,3.29521e-4,ASV_00410,Park,UK2
401,1,379,3,3.56124e-4,ASV_00410,Bian,IT1
401,2,137,4,6.42026e-4,ASV_00410,Fran,IT2
401,4,312,7,1.7563e-4,ASV_00410,Raab,SE1
402,1,192,1,5.64181e-4,ASV_00411,NUDC,UK1
402,6,97,2,2.48471e-4,ASV_00411,Park,UK2
402,1,587,3,2.35397e-4,ASV_00411,Bian,IT1
402,2,129,4,6.73515e-4,ASV_00411,Fran,IT2
403,2,413,4,2.8759e-4,ASV_00412,Fran,IT2
404,3,138,2,4.06535e-4,ASV_00413,Park,UK2
405,3,146,2,3.90476e-4,ASV_00415,Park,UK2
405,2,452,4,2.49577e-4,ASV_00415,Fran,IT2
405,4,106,7,4.07736e-4,ASV_00415,Raab,SE1
406,1,419,1,3.34422e-4,ASV_00416,NUDC,UK1
406,6,133,2,1.91734e-4,ASV_00416,Park,UK2
406,2,337,4,3.55902e-4,ASV_00416,Fran,IT2
406,4,329,7,1.66708e-4,ASV_00416,Raab,SE1
407,3,178,2,3.19871e-4,ASV_00417,Park,UK2
407,4,241,7,2.34802e-4,ASV_00417,Raab,SE1
408,2,314,4,3.94678e-4,ASV_00418,Fran,IT2
409,3,354,2,1.08443e-4,ASV_00419,Park,UK2
409,4,226,7,2.47856e-4,ASV_00419,Raab,SE1
410,3,215,2,2.80896e-4,ASV_00420,Park,UK2
411,1,49,1,8.4554e-4,ASV_00421,NUDC,UK1
411,6,64,2,2.8828e-4,ASV_00421,Park,UK2
411,1,563,3,2.54308e-4,ASV_00421,Bian,IT1
411,2,125,4,6.8275e-4,ASV_00421,Fran,IT2
411,5,208,6,1.62935e-4,ASV_00421,Mink,FI1
412,1,365,1,3.65113e-4,ASV_00422,NUDC,UK1
412,2,467,4,2.36577e-4,ASV_00422,Fran,IT2
413,2,456,4,2.44214e-4,ASV_00423,Fran,IT2
414,3,208,2,2.86977e-4,ASV_00424,Park,UK2
414,4,164,7,3.21679e-4,ASV_00424,Raab,SE1
415,1,127,1,6.73532e-4,ASV_00425,NUDC,UK1
415,6,78,2,2.69587e-4,ASV_00425,Park,UK2
415,2,142,4,6.36731e-4,ASV_00425,Fran,IT2
415,1,849,5,1.50671e-5,ASV_00425,Gand,IT3
415,5,32,6,3.75574e-4,ASV_00425,Mink,FI1
416,1,229,1,5.03132e-4,ASV_00426,NUDC,UK1
416,3,36,2,7.29558e-4,ASV_00426,Park,UK2
416,2,231,4,4.99794e-4,ASV_00426,Fran,IT2
416,5,63,6,3.27147e-4,ASV_00426,Mink,FI1
416,4,94,7,4.47694e-4,ASV_00426,Raab,SE1
417,1,426,1,3.30815e-4,ASV_00428,NUDC,UK1
417,6,152,2,1.7684e-4,ASV_00428,Park,UK2
417,2,294,4,4.21254e-4,ASV_00428,Fran,IT2
418,1,48,1,8.45951e-4,ASV_00429,NUDC,UK1
418,6,33,2,3.40849e-4,ASV_00429,Park,UK2
418,2,240,4,4.92762e-4,ASV_00429,Fran,IT2
419,1,306,1,4.15192e-4,ASV_00430,NUDC,UK1
420,3,221,2,2.71596e-4,ASV_00431,Park,UK2
420,4,316,7,1.74524e-4,ASV_00431,Raab,SE1
421,3,194,2,3.0637e-4,ASV_00434,Park,UK2
422,3,197,2,3.05226e-4,ASV_00435,Park,UK2
422,5,211,6,1.59808e-4,ASV_00435,Mink,FI1
422,4,445,7,4.07876e-5,ASV_00435,Raab,SE1
423,1,423,1,3.32202e-4,ASV_00436,NUDC,UK1
423,3,277,2,2.15344e-4,ASV_00436,Park,UK2
424,1,207,1,5.42623e-4,ASV_00437,NUDC,UK1
424,6,56,2,3.01304e-4,ASV_00437,Park,UK2
424,1,556,3,2.59178e-4,ASV_00437,Bian,IT1
424,2,98,4,7.41272e-4,ASV_00437,Fran,IT2
425,3,272,2,2.19504e-4,ASV_00438,Park,UK2
425,2,446,4,2.57089e-4,ASV_00438,Fran,IT2
425,2,610,5,5.42947e-5,ASV_00438,Gand,IT3
425,4,174,7,3.09419e-4,ASV_00438,Raab,SE1
426,6,231,2,4.7873e-5,ASV_00439,Park,UK2
427,1,618,3,2.17582e-4,ASV_00440,Bian,IT1
427,2,502,4,2.03544e-4,ASV_00440,Fran,IT2
428,6,144,2,1.83776e-4,ASV_00441,Park,UK2
428,2,85,4,7.68687e-4,ASV_00441,Fran,IT2
428,2,665,5,2.02014e-5,ASV_00441,Gand,IT3
428,4,418,7,7.3548e-5,ASV_00441,Raab,SE1
429,1,213,1,5.29416e-4,ASV_00442,NUDC,UK1
429,3,211,2,2.84136e-4,ASV_00442,Park,UK2
429,2,494,4,2.15276e-4,ASV_00442,Fran,IT2
429,5,246,6,1.19794e-4,ASV_00442,Mink,FI1
429,4,219,7,2.55855e-4,ASV_00442,Raab,SE1
430,1,204,1,5.459e-4,ASV_00443,NUDC,UK1
430,2,112,4,7.05173e-4,ASV_00443,Fran,IT2
431,1,448,1,3.20372e-4,ASV_00444,NUDC,UK1
431,3,113,2,4.81049e-4,ASV_00444,Park,UK2
431,2,369,4,3.32576e-4,ASV_00444,Fran,IT2
431,4,75,7,5.09446e-4,ASV_00444,Raab,SE1
432,1,443,1,3.23012e-4,ASV_00445,NUDC,UK1
432,2,119,4,6.932e-4,ASV_00445,Fran,IT2
433,4,195,7,2.84285e-4,ASV_00446,Raab,SE1
434,1,94,1,7.40122e-4,ASV_00447,NUDC,UK1
434,6,15,2,4.15618e-4,ASV_00447,Park,UK2
434,1,490,3,2.94382e-4,ASV_00447,Bian,IT1
434,2,242,4,4.91502e-4,ASV_00447,Fran,IT2
434,2,654,5,2.61198e-5,ASV_00447,Gand,IT3
434,4,134,7,3.59654e-4,ASV_00447,Raab,SE1
435,6,30,2,3.42991e-4,ASV_00448,Park,UK2
436,1,753,3,9.13997e-5,ASV_00449,Bian,IT1
436,5,199,6,1.76151e-4,ASV_00449,Mink,FI1
436,4,441,7,4.78725e-5,ASV_00449,Raab,SE1
437,3,258,2,2.33747e-4,ASV_00450,Park,UK2
437,2,427,4,2.72073e-4,ASV_00450,Fran,IT2
438,1,694,3,1.69915e-4,ASV_00451,Bian,IT1
438,2,335,4,3.60121e-4,ASV_00451,Fran,IT2
439,1,68,1,8.06443e-4,ASV_00452,NUDC,UK1
439,3,281,2,2.12453e-4,ASV_00452,Park,UK2
439,1,672,3,1.89183e-4,ASV_00452,Bian,IT1
439,2,247,4,4.77869e-4,ASV_00452,Fran,IT2
439,2,620,5,4.49565e-5,ASV_00452,Gand,IT3
439,5,172,6,2.0855e-4,ASV_00452,Mink,FI1
439,4,95,7,4.31896e-4,ASV_00452,Raab,SE1
440,3,192,2,3.08134e-4,ASV_00453,Park,UK2
440,2,263,4,4.5635e-4,ASV_00453,Fran,IT2
441,1,253,1,4.71419e-4,ASV_00454,NUDC,UK1
441,6,150,2,1.78871e-4,ASV_00454,Park,UK2
441,1,739,3,1.17422e-4,ASV_00454,Bian,IT1
441,2,282,4,4.34657e-4,ASV_00454,Fran,IT2
442,1,375,1,3.58732e-4,ASV_00455,NUDC,UK1
442,2,206,4,5.51018e-4,ASV_00455,Fran,IT2
443,3,276,2,2.15818e-4,ASV_00456,Park,UK2
443,4,367,7,1.42051e-4,ASV_00456,Raab,SE1
444,1,218,1,5.20682e-4,ASV_00457,NUDC,UK1
444,6,211,2,1.11267e-4,ASV_00457,Park,UK2
445,1,40,1,8.60445e-4,ASV_00458,NUDC,UK1
445,6,88,2,2.55723e-4,ASV_00458,Park,UK2
445,2,173,4,5.94443e-4,ASV_00458,Fran,IT2
445,2,679,5,1.2829e-5,ASV_00458,Gand,IT3
446,3,150,2,3.82752e-4,ASV_00459,Park,UK2
446,2,473,4,2.26684e-4,ASV_00459,Fran,IT2
447,1,750,3,9.39046e-5,ASV_00460,Bian,IT1
447,2,506,4,1.98453e-4,ASV_00460,Fran,IT2
448,1,87,1,7.53377e-4,ASV_00461,NUDC,UK1
448,3,239,2,2.56926e-4,ASV_00461,Park,UK2
448,5,275,6,6.9143e-5,ASV_00461,Mink,FI1
449,1,222,1,5.1498e-4,ASV_00462,NUDC,UK1
449,3,189,2,3.10569e-4,ASV_00462,Park,UK2
450,1,286,1,4.34719e-4,ASV_00463,NUDC,UK1
450,2,266,4,4.51453e-4,ASV_00463,Fran,IT2
451,1,121,1,6.78959e-4,ASV_00464,NUDC,UK1
451,6,122,2,2.1124e-4,ASV_00464,Park,UK2
451,1,492,3,2.94298e-4,ASV_00464,Bian,IT1
451,2,25,4,9.67849e-4,ASV_00464,Fran,IT2
451,2,578,5,7.98548e-5,ASV_00464,Gand,IT3
451,5,149,6,2.26799e-4,ASV_00464,Mink,FI1
451,4,80,7,4.90324e-4,ASV_00464,Raab,SE1
452,2,497,4,2.10692e-4,ASV_00465,Fran,IT2
453,3,355,2,1.08346e-4,ASV_00466,Park,UK2
454,6,87,2,2.5589e-4,ASV_00467,Park,UK2
454,2,386,4,3.09551e-4,ASV_00467,Fran,IT2
455,1,135,1,6.5985e-4,ASV_00468,NUDC,UK1
455,6,118,2,2.17842e-4,ASV_00468,Park,UK2
455,1,745,3,1.00865e-4,ASV_00468,Bian,IT1
455,2,470,4,2.31363e-4,ASV_00468,Fran,IT2
456,4,397,7,1.18793e-4,ASV_00470,Raab,SE1
457,1,361,1,3.70733e-4,ASV_00471,NUDC,UK1
457,3,40,2,7.23459e-4,ASV_00471,Park,UK2
457,2,172,4,5.94874e-4,ASV_00471,Fran,IT2
457,4,409,7,9.22528e-5,ASV_00471,Raab,SE1
458,5,259,6,9.95129e-5,ASV_00472,Mink,FI1
458,4,193,7,2.86771e-4,ASV_00472,Raab,SE1
459,1,408,1,3.40347e-4,ASV_00474,NUDC,UK1
459,3,269,2,2.24747e-4,ASV_00474,Park,UK2
459,2,435,4,2.65907e-4,ASV_00474,Fran,IT2
459,5,186,6,1.96273e-4,ASV_00474,Mink,FI1
459,4,294,7,1.88111e-4,ASV_00474,Raab,SE1
460,1,193,1,5.61916e-4,ASV_00475,NUDC,UK1
460,6,201,2,1.19782e-4,ASV_00475,Park,UK2
460,5,226,6,1.44886e-4,ASV_00475,Mink,FI1
460,4,269,7,2.0941e-4,ASV_00475,Raab,SE1
461,1,417,1,3.36581e-4,ASV_00476,NUDC,UK1
461,1,616,3,2.17834e-4,ASV_00476,Bian,IT1
461,2,351,4,3.44632e-4,ASV_00476,Fran,IT2
462,1,547,1,2.6507e-4,ASV_00477,NUDC,UK1
462,3,193,2,3.07892e-4,ASV_00477,Park,UK2
462,2,352,4,3.44088e-4,ASV_00477,Fran,IT2
462,5,264,6,8.18513e-5,ASV_00477,Mink,FI1
462,4,446,7,3.95609e-5,ASV_00477,Raab,SE1
463,3,265,2,2.26782e-4,ASV_00478,Park,UK2
463,5,88,6,2.84614e-4,ASV_00478,Mink,FI1
463,4,199,7,2.8046e-4,ASV_00478,Raab,SE1
464,3,263,2,2.27858e-4,ASV_00479,Park,UK2
464,2,419,4,2.7945e-4,ASV_00479,Fran,IT2
465,3,252,2,2.42897e-4,ASV_00481,Park,UK2
465,5,67,6,3.24446e-4,ASV_00481,Mink,FI1
465,4,27,7,6.87421e-4,ASV_00481,Raab,SE1
466,1,715,3,1.47037e-4,ASV_00482,Bian,IT1
466,2,344,4,3.49759e-4,ASV_00482,Fran,IT2
466,1,846,5,1.70145e-5,ASV_00482,Gand,IT3
467,1,475,1,3.03237e-4,ASV_00483,NUDC,UK1
467,3,162,2,3.61159e-4,ASV_00483,Park,UK2
467,2,236,4,4.96646e-4,ASV_00483,Fran,IT2
467,5,93,6,2.71545e-4,ASV_00483,Mink,FI1
467,4,252,7,2.23734e-4,ASV_00483,Raab,SE1
468,3,109,2,4.87492e-4,ASV_00484,Park,UK2
468,4,192,7,2.87812e-4,ASV_00484,Raab,SE1
469,2,527,4,1.54726e-4,ASV_00485,Fran,IT2
470,1,100,1,7.34876e-4,ASV_00486,NUDC,UK1
470,6,11,2,4.30667e-4,ASV_00486,Park,UK2
470,2,131,4,6.70417e-4,ASV_00486,Fran,IT2
470,5,154,6,2.22978e-4,ASV_00486,Mink,FI1
470,4,328,7,1.66782e-4,ASV_00486,Raab,SE1
471,1,451,1,3.17165e-4,ASV_00487,NUDC,UK1
471,3,226,2,2.69326e-4,ASV_00487,Park,UK2
471,5,53,6,3.40906e-4,ASV_00487,Mink,FI1
471,4,113,7,3.95122e-4,ASV_00487,Raab,SE1
472,2,421,4,2.76097e-4,ASV_00488,Fran,IT2
473,1,602,1,2.25855e-4,ASV_00490,NUDC,UK1
473,3,294,2,2.01469e-4,ASV_00490,Park,UK2
473,1,586,3,2.36594e-4,ASV_00490,Bian,IT1
473,2,136,4,6.5006e-4,ASV_00490,Fran,IT2
473,4,127,7,3.76612e-4,ASV_00490,Raab,SE1
474,3,123,2,4.5783e-4,ASV_00492,Park,UK2
475,1,32,1,9.13208e-4,ASV_00493,NUDC,UK1
475,6,134,2,1.91041e-4,ASV_00493,Park,UK2
475,1,664,3,1.94685e-4,ASV_00493,Bian,IT1
475,2,178,4,5.84575e-4,ASV_00493,Fran,IT2
475,5,64,6,3.25862e-4,ASV_00493,Mink,FI1
475,4,92,7,4.52654e-4,ASV_00493,Raab,SE1
476,1,196,1,5.58088e-4,ASV_00494,NUDC,UK1
476,3,70,2,6.10362e-4,ASV_00494,Park,UK2
476,2,104,4,7.23117e-4,ASV_00494,Fran,IT2
476,5,167,6,2.13499e-4,ASV_00494,Mink,FI1
476,4,179,7,3.00632e-4,ASV_00494,Raab,SE1
477,1,175,1,5.90742e-4,ASV_00495,NUDC,UK1
477,3,154,2,3.71906e-4,ASV_00495,Park,UK2
477,2,188,4,5.71093e-4,ASV_00495,Fran,IT2
477,5,61,6,3.30649e-4,ASV_00495,Mink,FI1
477,4,81,7,4.88022e-4,ASV_00495,Raab,SE1
478,6,138,2,1.87751e-4,ASV_00496,Park,UK2
478,2,162,4,6.05884e-4,ASV_00496,Fran,IT2
479,3,125,2,4.50509e-4,ASV_00497,Park,UK2
479,5,58,6,3.339e-4,ASV_00497,Mink,FI1
479,4,161,7,3.24291e-4,ASV_00497,Raab,SE1
480,2,526,4,1.64189e-4,ASV_00498,Fran,IT2
481,1,246,1,4.79172e-4,ASV_00499,NUDC,UK1
481,5,229,6,1.43161e-4,ASV_00499,Mink,FI1
482,1,319,1,4.02202e-4,ASV_00501,NUDC,UK1
482,6,175,2,1.53007e-4,ASV_00501,Park,UK2
482,1,468,3,3.06505e-4,ASV_00501,Bian,IT1
482,2,47,4,8.53891e-4,ASV_00501,Fran,IT2
482,1,833,5,2.61626e-5,ASV_00501,Gand,IT3
483,3,336,2,1.49161e-4,ASV_00502,Park,UK2
483,4,172,7,3.10257e-4,ASV_00502,Raab,SE1
484,2,349,4,3.47286e-4,ASV_00503,Fran,IT2
485,3,91,2,5.4283e-4,ASV_00504,Park,UK2
485,1,580,3,2.39902e-4,ASV_00504,Bian,IT1
485,2,228,4,5.03538e-4,ASV_00504,Fran,IT2
485,2,661,5,2.14563e-5,ASV_00504,Gand,IT3
485,5,52,6,3.42355e-4,ASV_00504,Mink,FI1
485,4,143,7,3.44609e-4,ASV_00504,Raab,SE1
486,5,216,6,1.54218e-4,ASV_00505,Mink,FI1
486,4,284,7,1.93669e-4,ASV_00505,Raab,SE1
487,1,269,1,4.4852e-4,ASV_00506,NUDC,UK1
487,2,226,4,5.07298e-4,ASV_00506,Fran,IT2
488,1,224,1,5.12366e-4,ASV_00507,NUDC,UK1
488,6,165,2,1.63197e-4,ASV_00507,Park,UK2
488,2,292,4,4.26559e-4,ASV_00507,Fran,IT2
489,1,731,1,1.26699e-4,ASV_00508,NUDC,UK1
489,1,784,3,6.07121e-5,ASV_00508,Bian,IT1
489,2,521,4,1.73739e-4,ASV_00508,Fran,IT2
489,4,323,7,1.68653e-4,ASV_00508,Raab,SE1
490,4,234,7,2.43213e-4,ASV_00509,Raab,SE1
491,1,506,1,2.87625e-4,ASV_00510,NUDC,UK1
491,3,196,2,3.05259e-4,ASV_00510,Park,UK2
492,1,427,1,0.00033038400000000003,ASV_00511,NUDC,UK1
492,6,142,2,1.84704e-4,ASV_00511,Park,UK2
492,2,475,4,2.24053e-4,ASV_00511,Fran,IT2
493,1,467,1,3.06586e-4,ASV_00512,NUDC,UK1
493,3,256,2,2.39086e-4,ASV_00512,Park,UK2
493,2,265,4,4.54234e-4,ASV_00512,Fran,IT2
494,1,525,1,2.77891e-4,ASV_00513,NUDC,UK1
494,2,466,4,2.36766e-4,ASV_00513,Fran,IT2
494,5,298,6,2.30051e-5,ASV_00513,Mink,FI1
495,1,689,3,1.79918e-4,ASV_00514,Bian,IT1
495,2,580,4,7.86132e-5,ASV_00514,Fran,IT2
496,4,339,7,1.61538e-4,ASV_00515,Raab,SE1
497,1,95,1,7.39982e-4,ASV_00517,NUDC,UK1
497,6,59,2,2.94792e-4,ASV_00517,Park,UK2
497,2,376,4,3.23913e-4,ASV_00517,Fran,IT2
497,5,146,6,2.30824e-4,ASV_00517,Mink,FI1
497,4,378,7,1.31889e-4,ASV_00517,Raab,SE1
498,2,570,4,9.34866e-5,ASV_00518,Fran,IT2
499,1,148,1,6.45575e-4,ASV_00519,NUDC,UK1
500,3,375,2,5.17902e-5,ASV_00520,Park,UK2
500,2,346,4,3.48884e-4,ASV_00520,Fran,IT2
500,4,411,7,8.89295e-5,ASV_00520,Raab,SE1
501,2,341,4,3.52991e-4,ASV_00521,Fran,IT2
502,1,497,1,2.90433e-4,ASV_00522,NUDC,UK1
502,3,274,2,2.18204e-4,ASV_00522,Park,UK2
503,5,236,6,1.37081e-4,ASV_00523,Mink,FI1
504,1,195,1,5.61545e-4,ASV_00524,NUDC,UK1
504,6,84,2,2.62183e-4,ASV_00524,Park,UK2
504,2,42,4,8.67775e-4,ASV_00524,Fran,IT2
504,4,342,7,1.60942e-4,ASV_00524,Raab,SE1
505,1,285,1,4.35102e-4,ASV_00526,NUDC,UK1
506,1,541,1,2.68155e-4,ASV_00527,NUDC,UK1
506,3,251,2,2.43127e-4,ASV_00527,Park,UK2
506,1,606,3,2.23948e-4,ASV_00527,Bian,IT1
506,1,813,5,3.59135e-5,ASV_00527,Gand,IT3
507,1,529,1,2.75982e-4,ASV_00528,NUDC,UK1
507,2,479,4,2.19569e-4,ASV_00528,Fran,IT2
508,1,38,1,8.64553e-4,ASV_00529,NUDC,UK1
