Row.names,n_nodes,n_edges,density,connectanse,diameter,avg_path,between,mean_cc,mean_degree,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
012_UK2,630,19785,31.404761904761905,0.0998561586796881,1.4411014911014912,1.9228556287379817,285.49999999999994,0.17377777183468673,62.80952380952381,NA,NA,393242,NA,380833,0,369986,78555,0,0,0,0,0,0,0,0
013_FI1,329,18516,56.27963525835866,0.3431685076729187,1.4184031930510805,1.6572021647268145,1,0.48306783856757446,112.55927051671732,NA,NA,416421,NA,414126,0,415472,371468,0,0,0,0,0,0,0,0
013_IT1,307,13114,42.71661237785016,0.27919354495326903,1.058426036590972,1.720806455046731,17,0.36502160329785027,85.43322475570032,NA,NA,264265,NA,251843,0,256757,144309,0,0,0,0,0,0,0,0
013_IT2,566,37208,65.73851590106007,0.23270271115419494,1.4493108330055517,1.767447387347947,25,0.33216545073319215,131.47703180212014,NA,NA,1208139,NA,1216364,0,1250699,600516,0,0,0,0,0,0,0,0
013_IT3,217,1259,5.8018433179723505,0.05372077146270695,2.959155511787091,2.5828639699607443,133,0.1665556016732971,11.603686635944701,NA,NA,4537,NA,5124,0,4723,1074,0,0,0,0,0,0,0,0
013_SE1,461,24576,53.310195227765725,0.2317834575120249,1.3887931350617917,1.7693388663585778,45.916666666666664,0.3621934601716069,106.62039045553145,NA,NA,631902,NA,637417,0,676863,357523,0,0,0,0,0,0,0,0
013_UK1,490,67782,138.33061224489796,0.5657693752347565,0.9301282051282052,1.4342306247652434,51.33333333333333,0.6303743030272515,276.6612244897959,NA,NA,2362963,NA,2471369,0,2484641,4081425,0,0,0,0,0,0,0,0
013_UK2,630,19709,31.284126984126985,0.099472581825523,1.4555454339775422,1.9236682060211472,3,0.1727532487941557,62.56825396825397,NA,NA,383070,NA,375045,0,380405,78368,0,0,0,0,0,0,0,0
014_FI1,329,18368,55.829787234042556,0.3404255319148936,1.4114764874946495,1.6600934094447328,0,0.47171824426027154,111.65957446808511,NA,NA,426408,NA,410813,0,404591,353572,0,0,0,0,0,0,0,0
014_IT1,307,13287,43.28013029315961,0.2828766685827425,1.3439826970558708,1.7171872006131443,216.33333333333334,0.3702539380553498,86.56026058631922,NA,NA,252666,NA,267825,0,267966,152284,0,0,0,0,0,0,0,0
014_IT2,566,37044,65.44876325088339,0.2316770380562244,1.4636571160891574,1.7683855029863347,99.5,0.3307154150610316,130.89752650176678,NA,NA,1200696,NA,1215162,0,1235572,588379,0,0,0,0,0,0,0,0
014_IT3,217,1225,5.645161290322581,0.052270011947431305,2.9127571397308243,2.5781703362348525,79,0.16788725116511885,11.290322580645162,NA,NA,4413,NA,4351,0,4143,804,0,0,0,0,0,0,0,0
014_SE1,461,24603,53.36876355748373,0.23203810242384232,1.361407249466951,1.7685749316231256,7.5,0.3550276944895192,106.73752711496746,NA,NA,641122,NA,640966,0,662090,343453,0,0,0,0,0,0,0,0
014_UK1,490,67405,137.5612244897959,0.5626225950502901,0.9346806305569193,1.43737740494971,0,0.6350722887437759,275.1224489795918,NA,NA,2410365,NA,2349095,0,2434807,4093388,0,0,0,0,0,0,0,0
014_UK2,630,19700,31.26984126984127,0.09942715825068767,1.4387551379917793,1.9262977262977263,100,0.17360156206742416,62.53968253968254,NA,NA,387311,NA,382128,0,377390,80237,0,0,0,0,0,0,0,0
015_FI1,329,18317,55.67477203647417,0.33948031729557415,1.4114619883040938,1.6609088887241457,13.333333333333332,0.4777111455299191,111.34954407294833,NA,NA,402766,NA,422422,0,404364,358979,0,0,0,0,0,0,0,0
015_IT1,307,13363,43.527687296416936,0.2844946882118754,1.3280912735121801,1.715526601520087,0,0.3718712621585468,87.05537459283387,NA,NA,266646,NA,261494,0,268355,154324,0,0,0,0,0,0,0,0
015_IT2,566,37386,66.0530035335689,0.23381594171174833,1.4463988993301715,1.7664154601457207,95.08333333333334,0.33645263323235614,132.1060070671378,NA,NA,1242827,NA,1269257,0,1202278,616106,0,0,0,0,0,0,0,0
015_IT3,216,1207,5.587962962962963,0.05198105081826012,2.5991718657159835,2.5926787252368646,79,0.16491023075988218,11.175925925925926,NA,NA,4396,NA,4223,0,4231,892,0,0,0,0,0,0,0,0
015_SE1,461,25019,54.27114967462039,0.23596152032443649,1.4689462189462192,1.765773837593134,152.66666666666669,0.36869240113237167,108.54229934924078,NA,NA,652355,NA,678277,0,672781,376601,0,0,0,0,0,0,0,0
015_UK1,490,67724,138.21224489795918,0.5652852552063771,0.9322056651899584,1.434714744793623,0,0.6370903646852033,276.42448979591836,NA,NA,2354935,NA,2425573,0,2448547,4137878,0,0,0,0,0,0,0,0
015_UK2,630,19557,31.042857142857144,0.09870542811719282,1.4473684210526319,1.9269437504731621,96,0.17234019376359763,62.08571428571429,NA,NA,374286,NA,368022,0,384024,78370,0,0,0,0,0,0,0,0
016_FI1,329,18420,55.98784194528876,0.3413892801541997,1.3079841276762743,1.6586477870857737,1,0.479175961893792,111.97568389057751,NA,NA,440161,NA,408658,0,391848,363922,0,0,0,0,0,0,0,0
016_IT1,307,13170,42.899022801302934,0.2803857699431564,1.3691658755176719,1.7196993889846928,127.16666666666667,0.3663939753331016,85.79804560260587,NA,NA,255668,NA,253259,0,268538,146897,0,0,0,0,0,0,0,0
016_IT2,566,37181,65.69081272084806,0.23253385033928517,1.47457034372502,1.7676975515181839,133.5,0.3330315002819404,131.38162544169612,NA,NA,1253120,NA,1228445,0,1192894,597798,0,0,0,0,0,0,0,0
016_IT3,215,1270,5.906976744186046,0.05520539013257987,2.668008255933952,2.5620951966963705,38.25,0.17376666586258693,11.813953488372093,NA,NA,4835,NA,5147,0,4852,1094,0,0,0,0,0,0,0,0
016_SE1,461,24932,54.0824295010846,0.2351409978308026,1.4084180760237097,1.766085070263133,0,0.36967751818896877,108.1648590021692,NA,NA,673796,NA,672349,0,647070,373439,0,0,0,0,0,0,0,0
016_UK1,490,67630,138.0204081632653,0.5645006468845207,0.9428916633105116,1.4354993531154794,0,0.6309292247963671,276.0408163265306,NA,NA,2413861,NA,2431480,0,2455778,4065969,0,0,0,0,0,0,0,0
016_UK2,630,19785,31.404761904761905,0.0998561586796881,1.4572477705892637,1.9238801827037122,14,0.17398319381545943,62.80952380952381,NA,NA,382480,NA,383518,0,388137,80095,0,0,0,0,0,0,0,0
017_FI1,329,18320,55.6838905775076,0.33953591815553413,1.368653932728793,1.6605938171843724,30.333333333333332,0.47008350849983693,111.3677811550152,NA,NA,386099,NA,429085,0,421896,350223,0,0,0,0,0,0,0,0
017_IT1,307,13053,42.51791530944625,0.27789487130357027,1.3973699418843304,1.7221902876242787,176.5,0.36464284733128555,85.0358306188925,NA,NA,249532,NA,263699,0,256364,144396,0,0,0,0,0,0,0,0
017_IT2,566,36769,64.96289752650176,0.22995715938584696,1.429554629078155,1.7701178898652241,0,0.32331064197799825,129.92579505300353,NA,NA,1173666,NA,1196221,0,1236340,562473,0,0,0,0,0,0,0,0
017_IT3,217,1177,5.423963133640553,0.05022188086704216,2.7741098241098237,2.6212237583205327,282.5,0.17400212767097983,10.847926267281107,NA,NA,4103,NA,4142,0,3857,792,0,0,0,0,0,0,0,0
017_SE1,461,24803,53.802603036876356,0.2339243610298972,1.3920763140937127,1.7670281995661605,16,0.35475373487218254,107.60520607375271,NA,NA,675913,NA,654967,0,635523,347293,0,0,0,0,0,0,0,0
017_UK1,490,67418,137.58775510204083,0.5627311047118234,0.9360544217687077,1.4372688952881767,0,0.6326369758482313,275.17551020408166,NA,NA,2388864,NA,2403931,0,2451395,4063769,0,0,0,0,0,0,0,0
017_UK2,630,19578,31.076190476190476,0.09881141645847528,1.4451076801418306,1.9212052388522978,55,0.16828300913242644,62.15238095238095,NA,NA,368839,NA,375843,0,372205,74336,0,0,0,0,0,0,0,0
018_FI1,329,18109,55.04255319148936,0.33562532433834974,1.1052794072244518,1.6643746756616502,1920.5833333333335,0.4692668029282445,110.08510638297872,NA,NA,413433,NA,399657,0,403953,341548,0,0,0,0,0,0,0,0
018_IT1,307,13344,43.465798045602604,0.2840901833045922,1.3465552887821794,1.7159949756232569,35.83333333333333,0.36628455608360927,86.93159609120521,NA,NA,261307,NA,264845,0,267065,151070,0,0,0,0,0,0,0,0
018_IT2,566,37255,65.82155477031802,0.2329966540542231,1.4592892401715933,1.767065886988336,111.5,0.33258836044549017,131.64310954063603,NA,NA,1223227,NA,1202692,0,1256253,600204,0,0,0,0,0,0,0,0
018_IT3,215,1225,5.6976744186046515,0.05324929363181917,2.773016437490122,2.55553140621604,370.91666666666663,0.16500746681067047,11.395348837209303,NA,NA,4319,NA,4307,0,4575,814,0,0,0,0,0,0,0,0
018_SE1,461,24614,53.39262472885032,0.23214184664717533,1.4292753623188403,1.7690464962746393,22.833333333333336,0.3670016969508867,106.78524945770064,NA,NA,651604,NA,643924,0,660969,360649,0,0,0,0,0,0,0,0
018_UK1,490,67466,137.68571428571428,0.5631317557697926,0.9219271356102325,1.4368682442302074,0,0.6300873440502485,275.37142857142857,NA,NA,2319268,NA,2409136,0,2541805,4049597,0,0,0,0,0,0,0,0
018_UK2,630,19632,31.16190476190476,0.09908395790748732,1.440020202020202,1.9235925000630882,301,0.1685522789768157,62.32380952380952,NA,NA,366755,NA,372193,0,384908,75217,0,0,0,0,0,0,0,0
019_FI1,329,18260,55.5015197568389,0.3384239009563348,1.3371627066228196,1.661594632663652,47.83333333333333,0.475289190099633,111.0030395136778,NA,NA,433919,NA,406494,0,389312,352777,0,0,0,0,0,0,0,0
019_IT1,307,13266,43.21172638436482,0.2824295842115348,1.3638065445156164,1.717634284984352,0,0.36672853554299245,86.42345276872965,NA,NA,267211,NA,260703,0,260409,148457,0,0,0,0,0,0,0,0
019_IT2,566,37361,66.00883392226149,0.2336595891053504,1.4479905437352247,1.7664905093967918,103.00000000000001,0.3337272334759776,132.01766784452298,NA,NA,1182145,NA,1226487,0,1293800,604219,0,0,0,0,0,0,0,0
019_IT3,217,1223,5.635944700460829,0.05218467315241509,2.6564425770308127,2.5845280764635605,11,0.16331934911363688,11.271889400921658,NA,NA,4257,NA,4716,0,4441,901,0,0,0,0,0,0,0,0
