Row.names,n_nodes,n_edges,density,connectanse,diameter,avg_path,between,mean_cc,mean_degree,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
001_FI1,329,18282,55.56838905775076,0.3388316405960412,1.346100744707556,1.6612239602639187,2573,0.4741297232566008,111.13677811550151,NA,NA,427688,NA,396472,0,404532,352030,0,0,0,0,0,0,0,0
001_IT1,307,13108,42.697068403908794,0.2790658065614954,1.3675851546292277,1.721189670222052,4683,0.3627816774507382,85.39413680781759,NA,NA,265333,NA,256274,0,251692,144861,0,0,0,0,0,0,0,0
001_IT2,566,37110,65.56537102473499,0.23208980893711498,1.4620290449268483,1.768204133962913,39,0.3371738578039107,131.13074204946997,NA,NA,1220915,NA,1220393,0,1230197,610352,0,0,0,0,0,0,0,0
001_IT3,217,1206,5.557603686635945,0.05145929339477726,2.7698809490605156,2.59873698583376,166,0.16404295473296288,11.11520737327189,NA,NA,4459,NA,4613,0,4070,827,0,0,0,0,0,0,0,0
001_SE1,461,24677,53.529284164859,0.23273601810808262,1.385996290408055,1.7683202867113081,84,0.3575986017589245,107.058568329718,NA,NA,641557,NA,641781,0,672026,352171,0,0,0,0,0,0,0,0
001_UK1,490,67482,137.71836734693878,0.563265306122449,0.9273766854412018,1.436734693877551,0,0.6332367339660141,275.43673469387755,NA,NA,2329373,NA,2395898,0,2518727,4076784,0,0,0,0,0,0,0,0
001_UK2,630,19799,31.426984126984127,0.09992681757387639,1.4573074212609098,1.9261109849345144,293.8333333333333,0.17575248596894213,62.853968253968254,NA,NA,385983,NA,386386,0,388140,82733,0,0,0,0,0,0,0,0
002_FI1,329,18556,56.401215805471125,0.3439098524723849,1.4262595929262596,1.6567388242271481,0,0.48584039883333,112.80243161094225,NA,NA,406020,NA,400564,0,439740,378408,0,0,0,0,0,0,0,0
002_IT1,307,13376,43.5700325732899,0.28477145472738497,1.3705454201720393,1.715313704200464,0,0.36885902545808463,87.1400651465798,NA,NA,262694,NA,264311,0,272237,152379,0,0,0,0,0,0,0,0
002_IT2,566,37297,65.89575971731449,0.23325932643297165,1.4945932439185814,1.7671534444479189,0,0.33401307036285394,131.79151943462898,NA,NA,1215233,NA,1233811,0,1243478,603617,0,0,0,0,0,0,0,0
002_IT3,217,1276,5.880184331797235,0.05444615122034477,2.565570125632046,2.5401519030551287,238.75,0.16211223951154458,11.76036866359447,NA,NA,4480,NA,4863,0,4886,922,0,0,0,0,0,0,0,0
002_SE1,461,24846,53.89587852494577,0.234329906630199,1.378144865252037,1.7667263981891916,5,0.36763121865253895,107.79175704989154,NA,NA,695695,NA,642813,0,636301,370968,0,0,0,0,0,0,0,0
002_UK1,490,67611,137.9816326530612,0.5643420558407412,0.9377147766323024,1.4356579441592587,0,0.6275854453090619,275.9632653061224,NA,NA,2454933,NA,2396537,0,2482153,4036822,0,0,0,0,0,0,0,0
002_UK2,630,19508,30.965079365079365,0.09845812198753376,1.469287660210357,1.922678981502511,10,0.16769667249096026,61.93015873015873,NA,NA,368785,NA,376083,0,362615,73313,0,0,0,0,0,0,0,0
003_FI1,329,18332,55.72036474164134,0.339758321595374,1.388744588744589,1.660445548224479,0,0.4722568846027624,111.44072948328268,NA,NA,402513,NA,418377,0,414724,351602,0,0,0,0,0,0,0,0
003_IT1,307,13353,43.495114006514655,0.28428179089225264,1.4021142269857583,1.7159098166954079,0,0.37769401918078166,86.99022801302931,NA,NA,258643,NA,266750,0,269898,157484,0,0,0,0,0,0,0,0
003_IT2,566,36992,65.35689045936395,0.23135182463491666,1.4557141932141935,1.7687544951374339,0,0.3274915803916656,130.7137809187279,NA,NA,1239238,NA,1212805,0,1185021,576406,0,0,0,0,0,0,0,0
003_IT3,217,1174,5.410138248847926,0.050093872674517835,2.6624060150375937,2.6171701655572623,511,0.15441205389498386,10.820276497695852,NA,NA,3850,NA,4215,0,3849,728,0,0,0,0,0,0,0,0
003_SE1,461,24996,54.22125813449024,0.23574460058474017,1.3558515894035863,1.7648778647552579,3,0.3664491551002455,108.44251626898048,NA,NA,679117,NA,665931,0,655378,370017,0,0,0,0,0,0,0,0
003_UK1,490,67596,137.95102040816326,0.5642168523851259,0.924708549222798,1.4357831476148741,0,0.6323570222289259,275.9020408163265,NA,NA,2368716,NA,2410242,0,2483615,4083432,0,0,0,0,0,0,0,0
003_UK2,630,19818,31.457142857142856,0.10002271178741767,1.4397527486446777,1.9249804426275015,52,0.17348078509973236,62.91428571428571,NA,NA,369628,NA,389833,0,393742,80423,0,0,0,0,0,0,0,0
004_FI1,329,18092,54.99088145896656,0.3353102527985766,1.3580676328502417,1.6647453480613834,0,0.4571136429448896,109.98176291793312,NA,NA,409203,NA,400705,0,408638,329107,0,0,0,0,0,0,0,0
004_IT1,307,13270,43.22475570032573,0.28251474313938385,1.2865112590048184,1.7175065465925785,3,0.36885044848508014,86.44951140065146,NA,NA,258349,NA,267106,0,264939,150401,0,0,0,0,0,0,0,0
004_IT2,566,37006,65.38162544169612,0.23143938209449952,1.4302315557686285,1.768598142531036,0,0.3313415563540584,130.76325088339223,NA,NA,1200328,NA,1217962,0,1232344,589080,0,0,0,0,0,0,0,0
004_IT3,217,1209,5.571428571428571,0.051587301587301584,3.3878276773013614,2.6332565284178187,60.75,0.15702843866428864,11.142857142857142,NA,NA,4345,NA,4684,0,4188,832,0,0,0,0,0,0,0,0
004_SE1,461,24962,54.14750542299349,0.23542393662171085,1.428727417113361,1.767113081203433,2,0.3672902461139347,108.29501084598698,NA,NA,651029,NA,671159,0,670865,371366,0,0,0,0,0,0,0,0
004_UK1,490,67781,138.32857142857142,0.5657610283377155,0.9272444158075601,1.4342389716622845,0,0.6335754209438463,276.65714285714284,NA,NA,2432519,NA,2466557,0,2381153,4110993,0,0,0,0,0,0,0,0
004_UK2,630,19785,31.404761904761905,0.0998561586796881,1.4359394703657,1.9208468973174855,53.5,0.17087821065410003,62.80952380952381,NA,NA,384376,NA,376431,0,377782,77573,0,0,0,0,0,0,0,0
005_FI1,329,18508,56.255319148936174,0.34302023871302545,1.4167974353296815,1.6574801690266143,0,0.4802248574477005,112.51063829787235,NA,NA,403111,NA,428859,0,420547,363682,0,0,0,0,0,0,0,0
005_IT1,307,13254,43.17263843648208,0.2821741074279875,1.3295798837680444,1.717932341231824,0,0.369747225712343,86.34527687296416,NA,NA,266018,NA,259666,0,261908,150214,0,0,0,0,0,0,0,0
005_IT2,566,37212,65.74558303886926,0.23272772757121862,1.4775942326124811,1.7676912974139278,0,0.3311003016311174,131.4911660777385,NA,NA,1226820,NA,1218771,0,1232271,594786,0,0,0,0,0,0,0,0
005_IT3,216,1204,5.574074074074074,0.05185185185185185,2.7466130639505253,2.6114556416881998,273.5,0.167531017408465,11.148148148148149,NA,NA,4326,NA,4224,0,4307,827,0,0,0,0,0,0,0,0
005_SE1,461,24826,53.85249457700651,0.2341412807695935,1.3780112594920135,1.767047062152221,7.5,0.3565310757392853,107.70498915401302,NA,NA,645999,NA,642283,0,682186,351716,0,0,0,0,0,0,0,0
005_UK1,490,67601,137.9612244897959,0.5642585868703309,0.9203013481363997,1.435741413129669,0,0.6355716322038646,275.9224489795918,NA,NA,2446597,NA,2385951,0,2411443,4105678,0,0,0,0,0,0,0,0
005_UK2,630,19250,30.555555555555557,0.09715597950892069,1.4256046752229956,1.9252731723319958,173.83333333333331,0.16470944817780567,61.111111111111114,NA,NA,363609,NA,366652,0,348429,70073,0,0,0,0,0,0,0,0
006_FI1,329,18345,55.75987841945289,0.33999925865520053,1.3217065358140805,1.6600934094447328,52.833333333333336,0.467964946990307,111.51975683890578,NA,NA,417307,NA,400623,0,419091,349452,0,0,0,0,0,0,0,0
006_IT1,307,13277,43.24755700325733,0.2826637712631198,1.335800185013876,1.7173788082008048,462.5,0.37344486231400603,86.49511400651465,NA,NA,262621,NA,261635,0,263047,153659,0,0,0,0,0,0,0,0
006_IT2,566,36994,65.36042402826855,0.2313643328434285,1.451561920626669,1.7686982081991307,340,0.32904472026964376,130.7208480565371,NA,NA,1203360,NA,1211908,0,1222338,582121,0,0,0,0,0,0,0,0
006_IT3,215,1260,5.8604651162790695,0.054770702021299716,2.768253968253968,2.5763529667463594,15.5,0.18068052294057088,11.720930232558139,NA,NA,5005,NA,4500,0,5275,1139,0,0,0,0,0,0,0,0
006_SE1,461,24835,53.872017353579174,0.23422616240686597,1.384947434771842,1.7663963029331322,129.91666666666669,0.3609144926608827,107.74403470715835,NA,NA,674239,NA,659326,0,641283,357106,0,0,0,0,0,0,0,0
006_UK1,490,67730,138.22448979591837,0.5653353365886232,0.9473684210526316,1.4346646634113769,3,0.6308001614324661,276.44897959183675,NA,NA,2386377,NA,2414657,0,2508122,4078668,0,0,0,0,0,0,0,0
006_UK2,630,19828,31.47301587301587,0.1000731824261236,1.4481249819292783,1.9230726524844173,3947,0.1700602343597944,62.94603174603174,NA,NA,378657,NA,382486,0,385255,77581,0,0,0,0,0,0,0,0
007_FI1,329,18302,55.62917933130699,0.33920231299577436,1.3362194217939214,1.6608718214841722,401.9166666666666,0.4685612942731092,111.25835866261399,NA,NA,402785,NA,417678,0,415297,346711,0,0,0,0,0,0,0,0
007_IT1,307,13420,43.71335504885994,0.28570820293372506,1.3647589391173627,1.714440825190011,0,0.3763799942116046,87.42671009771988,NA,NA,269491,NA,267812,0,265051,158452,0,0,0,0,0,0,0,0
007_IT2,566,37439,66.14664310954063,0.23414740923731198,1.458733493397359,1.7660527220988773,22,0.33951684782950164,132.29328621908127,NA,NA,1238007,NA,1238362,0,1245564,624293,0,0,0,0,0,0,0,0
007_IT3,217,1190,5.483870967741935,0.05077658303464755,2.6984593837535016,2.6001024065540195,161.66666666666666,0.15579135391382326,10.96774193548387,NA,NA,4247,NA,4457,0,3805,774,0,0,0,0,0,0,0,0
007_SE1,461,24853,53.91106290672451,0.23439592568141093,1.363750862663906,1.7667263981891916,1,0.3632585424710595,107.82212581344902,NA,NA,656438,NA,650204,0,669355,363323,0,0,0,0,0,0,0,0
007_UK1,490,67359,137.4673469387755,0.5622386377864029,0.9452003023431594,1.4377613622135972,33.5,0.6300717386417586,274.934693877551,NA,NA,2514243,NA,2426154,0,2322599,4036470,0,0,0,0,0,0,0,0
007_UK2,630,19342,30.701587301587303,0.09762030938501527,1.4519322369485566,1.9271607742195977,57.5,0.16825589288901202,61.403174603174605,NA,NA,370434,NA,359927,0,365882,72985,0,0,0,0,0,0,0,0
008_FI1,329,18180,55.25835866261398,0.33694121135740235,1.3526261078892658,1.6636147972421973,1,0.4649349788666926,110.51671732522796,NA,NA,432425,NA,387868,0,405090,338808,0,0,0,0,0,0,0,0
008_IT1,307,13177,42.92182410423453,0.28053479806689235,1.3373611463163702,1.7195077813970323,0,0.3629318585615375,85.84364820846906,NA,NA,256907,NA,256713,0,266400,144612,0,0,0,0,0,0,0,0
008_IT2,566,37103,65.5530035335689,0.23204603020732356,1.4446135998131653,1.7680352731480034,50.5,0.3332557219424074,131.1060070671378,NA,NA,1222626,NA,1224133,0,1219982,598422,0,0,0,0,0,0,0,0
008_IT3,217,1198,5.52073732718894,0.05111793821471241,3.3116474642790434,2.611537805086192,439,0.1735176475006903,11.04147465437788,NA,NA,4066,NA,4226,0,4237,819,0,0,0,0,0,0,0,0
008_SE1,461,24860,53.926247288503255,0.23446194473262283,1.375,1.7664717532773744,25.2,0.36122007852162824,107.85249457700651,NA,NA,669311,NA,663378,0,645471,359077,0,0,0,0,0,0,0,0
008_UK1,490,67475,137.70408163265307,0.5632068778431618,0.9327168367346939,1.4367931221568382,0,0.632547443542161,275.40816326530614,NA,NA,2425034,NA,2430389,0,2399571,4068216,0,0,0,0,0,0,0,0
008_UK2,630,19869,31.538095238095238,0.10028011204481793,1.440571920757967,1.9231332172508644,153,0.1737667065717848,63.076190476190476,NA,NA,401086,NA,386758,0,368437,81184,0,0,0,0,0,0,0,0
009_FI1,329,18337,55.735562310030396,0.3398509896953073,1.3402316602316606,1.660297279264586,1,0.4667251092884844,111.47112462006079,NA,NA,412344,NA,415622,0,413003,345954,0,0,0,0,0,0,0,0
009_IT1,307,13205,43.013029315960914,0.28113091056183603,1.363126272406773,1.7189542483660132,228.66666666666666,0.36801620918634115,86.02605863192183,NA,NA,265420,NA,262515,0,253557,148553,0,0,0,0,0,0,0,0
009_IT2,566,36976,65.3286219081272,0.23125175896682199,1.4520751617893293,1.768835798492761,16,0.328018879831,130.6572438162544,NA,NA,1201624,NA,1192933,0,1247164,581582,0,0,0,0,0,0,0,0
009_IT3,217,1202,5.539170506912442,0.051288615804744836,2.643744164332399,2.5998037207714626,8,0.17172481258814679,11.078341013824884,NA,NA,4374,NA,4125,0,4036,805,0,0,0,0,0,0,0,0
009_SE1,461,24990,54.20824295010846,0.23568801282655852,1.3803058183552972,1.7655191926813165,5,0.3675014642709108,108.41648590021693,NA,NA,664681,NA,691263,0,640795,375050,0,0,0,0,0,0,0,0
009_UK1,490,67793,138.3530612244898,0.5658611911022078,0.9280593958013312,1.4341388088977922,0,0.6323539402852683,276.7061224489796,NA,NA,2485250,NA,2399190,0,2421062,4096090,0,0,0,0,0,0,0,0
009_UK2,630,19468,30.901587301587302,0.09825623943271002,1.4442698878182751,1.9250864309687838,25,0.16975527639270788,61.803174603174604,NA,NA,369297,NA,367436,0,372673,75038,0,0,0,0,0,0,0,0
010_FI1,329,18494,56.212765957446805,0.34276076803321226,1.3982905982905982,1.6576840388464675,841.4999999999999,0.4852316461312277,112.42553191489361,NA,NA,399300,NA,415038,0,430093,371089,0,0,0,0,0,0,0,0
010_IT1,307,13206,43.01628664495114,0.2811522002937983,1.3917936368267494,1.7188903791701262,82.5,0.36667524946495317,86.03257328990227,NA,NA,268214,NA,258395,0,255431,148496,0,0,0,0,0,0,0,0
010_IT2,566,36962,65.30388692579506,0.23116420150723913,1.443115241218849,1.7688858313268083,624.6666666666667,0.32629669796491256,130.6077738515901,NA,NA,1216748,NA,1191640,0,1233039,575180,0,0,0,0,0,0,0,0
010_IT3,217,1177,5.423963133640553,0.05022188086704216,2.841930631404316,2.6248506571087216,92,0.16469300623369948,10.847926267281107,NA,NA,3770,NA,4022,0,4146,798,0,0,0,0,0,0,0,0
010_SE1,461,25003,54.23644251626898,0.2358106196359521,1.4279389110496732,1.7668961614637366,2,0.3660621696124562,108.47288503253796,NA,NA,672231,NA,656929,0,671443,370071,0,0,0,0,0,0,0,0
010_UK1,490,67388,137.5265306122449,0.5624806978005926,0.9352263113367176,1.4375193021994073,0,0.6324391229578655,275.0530612244898,NA,NA,2335971,NA,2451846,0,2462985,4055628,0,0,0,0,0,0,0,0
010_UK2,630,19660,31.206349206349206,0.09922527569586394,1.4493696785085142,1.9268074797486563,189.25,0.17279528278469658,62.41269841269841,NA,NA,378859,NA,381860,0,375848,78301,0,0,0,0,0,0,0,0
011_FI1,329,18439,56.045592705167174,0.34174141893394616,1.3761649806425926,1.6584995181258804,0,0.4829555712303008,112.09118541033435,NA,NA,422553,NA,409609,0,406933,369074,0,0,0,0,0,0,0,0
011_IT1,307,13284,43.270358306188925,0.2828127993868557,1.3306989813839132,1.7173149390049178,28,0.37179181179189,86.54071661237785,NA,NA,262174,NA,260149,0,266988,153021,0,0,0,0,0,0,0,0
011_IT2,566,37095,65.53886925795052,0.23199599737327622,1.4214809862996858,1.7681541011288657,0,0.33237801429769004,131.07773851590105,NA,NA,1221276,NA,1213479,0,1228829,597403,0,0,0,0,0,0,0,0
011_IT3,217,1178,5.428571428571429,0.05026455026455026,2.75968100968101,2.627112135176651,254.08333333333334,0.15910022226047693,10.857142857142858,NA,NA,4266,NA,4024,0,3989,811,0,0,0,0,0,0,0,0
011_SE1,461,24794,53.783080260303684,0.23383947939262473,1.3848039215686274,1.7678298594737338,2.333333333333333,0.3587531465212969,107.56616052060737,NA,NA,641028,NA,664243,0,661205,355023,0,0,0,0,0,0,0,0
011_UK1,490,67757,138.27959183673468,0.5655607028087308,0.940252590673575,1.4344392971912692,5,0.6331810898931179,276.55918367346936,NA,NA,2409838,NA,2463787,0,2413666,4101431,0,0,0,0,0,0,0,0
011_UK2,630,19702,31.273015873015872,0.09943725237842885,1.4507060185185185,1.9218613571554748,17.5,0.16992179986640657,62.546031746031744,NA,NA,377162,NA,379701,0,376057,76566,0,0,0,0,0,0,0,0
012_FI1,329,18500,56.23100303951368,0.34287196975313217,1.4106413107525042,1.6574060345466677,0,0.4750571185815384,112.46200607902736,NA,NA,404640,NA,415565,0,425806,362723,0,0,0,0,0,0,0,0
012_IT1,307,13316,43.37459283387622,0.2834940708096485,1.3445189656457264,1.716612377850163,65.33333333333333,0.37510092568957537,86.74918566775244,NA,NA,269058,NA,267957,0,255800,155301,0,0,0,0,0,0,0,0
012_IT2,566,37300,65.90106007067138,0.23327808874573938,1.4451747522170058,1.766834485130867,420.50000000000006,0.34027472624615,131.80212014134275,NA,NA,1270779,NA,1213833,0,1219401,622077,0,0,0,0,0,0,0,0
012_IT3,217,1216,5.6036866359447,0.05188598736985834,3.020992970992971,2.6089776412357057,67,0.17646070606322098,11.2073732718894,NA,NA,4415,NA,4408,0,4219,907,0,0,0,0,0,0,0,0
012_SE1,461,25024,54.28199566160521,0.23600867678958784,1.3832936391717827,1.7648967273413185,65.25,0.3651852999945355,108.56399132321042,NA,NA,676511,NA,667331,0,654885,372576,0,0,0,0,0,0,0,0
012_UK1,490,67426,137.60408163265305,0.5627978798881516,0.9438196396959284,1.4372021201118483,0,0.6324675633890255,275.2081632653061,NA,NA,2439802,NA,2433153,0,2379754,4060681,0,0,0,0,0,0,0,0
