asv_id,membership
UK2_ASV_01208,19
UK2_ASV_01268,22
UK2_ASV_01288,19
UK2_ASV_01328,22
UK2_ASV_01353,19
UK2_ASV_01446,19
UK2_ASV_01458,19
UK2_ASV_01496,19
UK2_ASV_01503,19
UK2_ASV_01559,19
UK2_ASV_01571,22
UK2_ASV_01594,19
UK2_ASV_01611,19
UK2_ASV_01621,22
UK2_ASV_01881,19
IT1_ASV_00001,30
IT1_ASV_00002,4
IT1_ASV_00005,4
IT1_ASV_00007,15
IT1_ASV_00008,4
IT1_ASV_00009,30
IT1_ASV_00010,4
IT1_ASV_00011,4
IT1_ASV_00012,30
IT1_ASV_00013,15
IT1_ASV_00014,4
IT1_ASV_00015,4
IT1_ASV_00017,15
IT1_ASV_00018,4
IT1_ASV_00019,4
IT1_ASV_00022,4
IT1_ASV_00023,4
IT1_ASV_00024,4
IT1_ASV_00025,15
IT1_ASV_00026,4
IT1_ASV_00028,15
IT1_ASV_00029,4
IT1_ASV_00030,4
IT1_ASV_00031,4
IT1_ASV_00032,4
IT1_ASV_00033,4
IT1_ASV_00034,15
IT1_ASV_00035,30
IT1_ASV_00036,4
IT1_ASV_00037,15
IT1_ASV_00038,15
IT1_ASV_00040,4
IT1_ASV_00041,30
IT1_ASV_00042,15
IT1_ASV_00043,15
IT1_ASV_00044,30
IT1_ASV_00045,4
IT1_ASV_00046,15
IT1_ASV_00047,15
IT1_ASV_00048,4
IT1_ASV_00049,4
IT1_ASV_00051,4
IT1_ASV_00053,4
IT1_ASV_00054,4
IT1_ASV_00055,4
IT1_ASV_00056,4
IT1_ASV_00057,4
IT1_ASV_00058,4
IT1_ASV_00059,4
IT1_ASV_00062,15
IT1_ASV_00063,4
IT1_ASV_00064,15
IT1_ASV_00065,15
IT1_ASV_00067,4
IT1_ASV_00068,4
IT1_ASV_00070,4
IT1_ASV_00071,4
IT1_ASV_00073,15
IT1_ASV_00075,15
IT1_ASV_00076,4
IT1_ASV_00077,15
IT1_ASV_00078,4
IT1_ASV_00079,15
IT1_ASV_00081,4
IT1_ASV_00083,4
IT1_ASV_00084,4
IT1_ASV_00086,4
IT1_ASV_00087,4
IT1_ASV_00088,4
IT1_ASV_00089,4
IT1_ASV_00090,4
IT1_ASV_00091,15
IT1_ASV_00092,4
IT1_ASV_00093,4
IT1_ASV_00096,4
IT1_ASV_00097,4
IT1_ASV_00098,15
IT1_ASV_00099,15
IT1_ASV_00101,15
IT1_ASV_00102,15
IT1_ASV_00103,15
IT1_ASV_00105,4
IT1_ASV_00106,4
IT1_ASV_00107,4
IT1_ASV_00110,4
IT1_ASV_00111,15
IT1_ASV_00112,4
IT1_ASV_00113,4
IT1_ASV_00114,15
IT1_ASV_00116,4
IT1_ASV_00117,15
IT1_ASV_00118,4
IT1_ASV_00120,4
IT1_ASV_00122,15
IT1_ASV_00125,15
IT1_ASV_00127,15
IT1_ASV_00128,4
IT1_ASV_00129,15
IT1_ASV_00130,17
IT1_ASV_00131,4
IT1_ASV_00133,17
IT1_ASV_00136,17
IT1_ASV_00137,17
IT1_ASV_00139,17
IT1_ASV_00140,17
IT1_ASV_00141,17
IT1_ASV_00142,15
IT1_ASV_00144,17
IT1_ASV_00145,15
IT1_ASV_00147,17
IT1_ASV_00148,15
IT1_ASV_00150,17
IT1_ASV_00152,17
IT1_ASV_00154,15
IT1_ASV_00155,17
IT1_ASV_00156,15
IT1_ASV_00157,17
IT1_ASV_00159,17
IT1_ASV_00160,17
IT1_ASV_00162,17
IT1_ASV_00163,17
IT1_ASV_00165,15
IT1_ASV_00166,17
IT1_ASV_00168,15
IT1_ASV_00169,17
IT1_ASV_00171,17
IT1_ASV_00176,17
IT1_ASV_00177,17
IT1_ASV_00178,15
IT1_ASV_00179,17
IT1_ASV_00182,15
IT1_ASV_00183,17
IT1_ASV_00184,17
IT1_ASV_00185,17
IT1_ASV_00186,17
IT1_ASV_00187,17
IT1_ASV_00188,17
IT1_ASV_00191,15
IT1_ASV_00192,15
IT1_ASV_00195,15
IT1_ASV_00196,17
IT1_ASV_00197,17
IT1_ASV_00198,17
IT1_ASV_00199,15
IT1_ASV_00200,17
IT1_ASV_00202,30
IT1_ASV_00203,15
IT1_ASV_00205,15
IT1_ASV_00206,17
IT1_ASV_00213,15
IT1_ASV_00216,15
IT1_ASV_00218,17
IT1_ASV_00221,15
IT1_ASV_00222,15
IT1_ASV_00225,15
IT1_ASV_00226,17
IT1_ASV_00227,17
IT1_ASV_00230,15
IT1_ASV_00232,17
IT1_ASV_00233,17
IT1_ASV_00238,17
IT1_ASV_00243,17
IT1_ASV_00244,17
IT1_ASV_00249,17
IT1_ASV_00250,17
IT1_ASV_00254,17
IT1_ASV_00257,17
IT1_ASV_00259,17
IT1_ASV_00263,15
IT1_ASV_00264,17
IT1_ASV_00266,15
IT1_ASV_00269,17
IT1_ASV_00271,17
IT1_ASV_00272,15
IT1_ASV_00273,15
IT1_ASV_00276,17
IT1_ASV_00278,17
IT1_ASV_00279,15
IT1_ASV_00280,15
IT1_ASV_00285,15
IT1_ASV_00287,17
IT1_ASV_00288,17
IT1_ASV_00290,17
IT1_ASV_00293,17
IT1_ASV_00294,17
IT1_ASV_00295,15
IT1_ASV_00296,17
IT1_ASV_00297,17
IT1_ASV_00299,17
IT1_ASV_00307,15
IT1_ASV_00308,15
IT1_ASV_00311,17
IT1_ASV_00312,17
IT1_ASV_00313,41
IT1_ASV_00315,17
IT1_ASV_00317,15
IT1_ASV_00318,17
IT1_ASV_00323,15
IT1_ASV_00324,41
IT1_ASV_00325,41
IT1_ASV_00326,15
IT1_ASV_00327,15
IT1_ASV_00328,41
IT1_ASV_00330,15
IT1_ASV_00331,41
IT1_ASV_00333,41
IT1_ASV_00335,41
IT1_ASV_00336,15
IT1_ASV_00337,41
IT1_ASV_00342,41
IT1_ASV_00343,15
IT1_ASV_00345,41
IT1_ASV_00352,15
IT1_ASV_00353,41
IT1_ASV_00354,15
IT1_ASV_00355,41
IT1_ASV_00356,41
IT1_ASV_00359,41
IT1_ASV_00365,41
IT1_ASV_00368,15
IT1_ASV_00373,41
IT1_ASV_00378,41
IT1_ASV_00380,15
IT1_ASV_00381,41
IT1_ASV_00382,41
IT1_ASV_00383,15
IT1_ASV_00384,41
IT1_ASV_00390,41
IT1_ASV_00391,15
IT1_ASV_00393,41
IT1_ASV_00396,15
IT1_ASV_00402,15
IT1_ASV_00404,41
IT1_ASV_00410,41
IT1_ASV_00411,15
IT1_ASV_00421,41
IT1_ASV_00437,41
IT1_ASV_00440,41
IT1_ASV_00447,41
IT1_ASV_00449,15
IT1_ASV_00451,41
IT1_ASV_00452,41
IT1_ASV_00454,15
IT1_ASV_00460,15
IT1_ASV_00464,41
IT1_ASV_00468,15
IT1_ASV_00476,41
IT1_ASV_00482,41
IT1_ASV_00490,41
IT1_ASV_00493,41
IT1_ASV_00501,41
IT1_ASV_00504,41
IT1_ASV_00508,15
IT1_ASV_00514,41
IT1_ASV_00527,41
IT1_ASV_00529,41
IT1_ASV_00530,41
IT1_ASV_00537,15
IT1_ASV_00542,41
IT1_ASV_00550,41
IT1_ASV_00555,41
IT1_ASV_00556,15
IT1_ASV_00564,15
IT1_ASV_00570,41
IT1_ASV_00571,15
IT1_ASV_00574,41
IT1_ASV_00576,41
IT1_ASV_00594,15
IT1_ASV_00595,41
IT1_ASV_00596,15
IT1_ASV_00613,41
IT1_ASV_00619,15
IT1_ASV_00622,41
IT1_ASV_00635,41
IT1_ASV_00654,41
IT1_ASV_00656,41
IT1_ASV_00671,41
IT1_ASV_00674,15
IT1_ASV_00690,15
IT1_ASV_00697,41
IT1_ASV_00714,41
IT1_ASV_00732,41
IT1_ASV_00757,41
IT1_ASV_00787,15
IT1_ASV_00817,41
IT1_ASV_00822,15
IT1_ASV_00835,41
IT1_ASV_00842,41
IT1_ASV_00849,41
IT1_ASV_00880,41
IT1_ASV_00931,41
IT1_ASV_00959,41
IT1_ASV_00987,41
IT1_ASV_01003,15
IT1_ASV_01048,41
IT1_ASV_01065,41
IT1_ASV_01087,15
IT1_ASV_01164,41
IT1_ASV_01204,41
IT1_ASV_01417,41
IT2_ASV_00002,23
IT2_ASV_00005,23
IT2_ASV_00009,10
IT2_ASV_00010,10
IT2_ASV_00011,10
IT2_ASV_00012,5
IT2_ASV_00013,10
IT2_ASV_00014,5
IT2_ASV_00015,23
IT2_ASV_00016,23
IT2_ASV_00017,9
IT2_ASV_00018,23
IT2_ASV_00019,10
IT2_ASV_00021,23
IT2_ASV_00024,5
IT2_ASV_00025,9
IT2_ASV_00026,39
IT2_ASV_00030,23
IT2_ASV_00031,5
IT2_ASV_00032,39
IT2_ASV_00033,5
IT2_ASV_00034,23
IT2_ASV_00035,5
IT2_ASV_00036,23
IT2_ASV_00037,5
IT2_ASV_00038,9
IT2_ASV_00039,5
IT2_ASV_00040,10
IT2_ASV_00041,9
IT2_ASV_00042,10
IT2_ASV_00043,9
IT2_ASV_00044,5
IT2_ASV_00045,39
IT2_ASV_00047,9
IT2_ASV_00048,23
IT2_ASV_00049,5
IT2_ASV_00050,23
IT2_ASV_00051,10
IT2_ASV_00052,23
IT2_ASV_00053,39
IT2_ASV_00054,5
IT2_ASV_00055,39
IT2_ASV_00056,23
IT2_ASV_00057,23
IT2_ASV_00058,39
IT2_ASV_00059,23
IT2_ASV_00060,23
IT2_ASV_00061,23
IT2_ASV_00062,5
IT2_ASV_00063,23
IT2_ASV_00064,9
IT2_ASV_00065,9
IT2_ASV_00066,23
IT2_ASV_00067,5
IT2_ASV_00068,23
IT2_ASV_00069,23
IT2_ASV_00070,39
IT2_ASV_00071,23
IT2_ASV_00072,23
IT2_ASV_00073,9
IT2_ASV_00074,5
IT2_ASV_00075,9
IT2_ASV_00076,23
IT2_ASV_00077,9
IT2_ASV_00079,9
IT2_ASV_00080,23
IT2_ASV_00081,23
IT2_ASV_00083,23
IT2_ASV_00084,9
IT2_ASV_00085,23
IT2_ASV_00086,39
IT2_ASV_00087,5
IT2_ASV_00088,39
IT2_ASV_00089,39
IT2_ASV_00090,23
IT2_ASV_00091,9
IT2_ASV_00092,23
IT2_ASV_00093,23
IT2_ASV_00094,23
IT2_ASV_00096,23
IT2_ASV_00097,23
IT2_ASV_00098,9
IT2_ASV_00099,9
IT2_ASV_00100,9
IT2_ASV_00101,9
IT2_ASV_00102,9
IT2_ASV_00103,9
IT2_ASV_00104,23
IT2_ASV_00105,39
IT2_ASV_00106,39
IT2_ASV_00107,5
IT2_ASV_00108,39
IT2_ASV_00109,39
IT2_ASV_00110,39
IT2_ASV_00111,9
IT2_ASV_00112,39
IT2_ASV_00113,23
IT2_ASV_00115,36
IT2_ASV_00116,39
IT2_ASV_00117,9
IT2_ASV_00118,23
IT2_ASV_00119,23
IT2_ASV_00120,9
IT2_ASV_00122,9
IT2_ASV_00123,36
IT2_ASV_00125,5
IT2_ASV_00127,9
IT2_ASV_00128,23
IT2_ASV_00129,9
IT2_ASV_00130,5
IT2_ASV_00131,23
IT2_ASV_00132,23
IT2_ASV_00133,9
IT2_ASV_00136,39
IT2_ASV_00137,27
IT2_ASV_00138,39
IT2_ASV_00139,39
IT2_ASV_00140,39
IT2_ASV_00141,39
IT2_ASV_00142,5
IT2_ASV_00144,5
IT2_ASV_00145,9
IT2_ASV_00146,36
IT2_ASV_00147,5
IT2_ASV_00148,27
IT2_ASV_00150,36
IT2_ASV_00151,23
IT2_ASV_00152,27
IT2_ASV_00153,36
IT2_ASV_00154,9
IT2_ASV_00155,39
IT2_ASV_00156,27
IT2_ASV_00157,36
IT2_ASV_00158,9
IT2_ASV_00159,5
IT2_ASV_00160,39
IT2_ASV_00161,36
IT2_ASV_00162,27
IT2_ASV_00163,5
IT2_ASV_00164,33
IT2_ASV_00165,27
IT2_ASV_00166,33
IT2_ASV_00167,36
IT2_ASV_00168,42
IT2_ASV_00169,33
IT2_ASV_00170,33
IT2_ASV_00171,33
IT2_ASV_00172,36
IT2_ASV_00173,27
IT2_ASV_00176,27
IT2_ASV_00177,33
IT2_ASV_00178,42
IT2_ASV_00179,36
IT2_ASV_00181,36
IT2_ASV_00182,27
IT2_ASV_00183,33
IT2_ASV_00184,27
IT2_ASV_00185,36
IT2_ASV_00186,36
IT2_ASV_00187,33
IT2_ASV_00188,27
IT2_ASV_00189,33
IT2_ASV_00191,5
IT2_ASV_00192,42
IT2_ASV_00193,33
IT2_ASV_00194,27
IT2_ASV_00195,42
IT2_ASV_00196,36
IT2_ASV_00197,36
IT2_ASV_00198,33
IT2_ASV_00199,42
IT2_ASV_00200,36
IT2_ASV_00202,5
IT2_ASV_00203,42
IT2_ASV_00205,27
IT2_ASV_00206,36
IT2_ASV_00208,27
IT2_ASV_00210,36
IT2_ASV_00211,36
IT2_ASV_00212,27
IT2_ASV_00213,42
IT2_ASV_00214,42
IT2_ASV_00216,42
IT2_ASV_00218,33
IT2_ASV_00219,33
IT2_ASV_00221,27
IT2_ASV_00226,33
IT2_ASV_00227,42
IT2_ASV_00228,27
IT2_ASV_00229,27
IT2_ASV_00230,42
IT2_ASV_00231,33
IT2_ASV_00232,36
IT2_ASV_00233,36
IT2_ASV_00235,27
IT2_ASV_00237,42
IT2_ASV_00238,27
IT2_ASV_00239,5
IT2_ASV_00240,33
IT2_ASV_00242,36
IT2_ASV_00243,27
IT2_ASV_00244,33
IT2_ASV_00246,27
IT2_ASV_00247,36
IT2_ASV_00249,33
IT2_ASV_00250,33
IT2_ASV_00251,36
IT2_ASV_00252,36
IT2_ASV_00253,27
IT2_ASV_00254,33
IT2_ASV_00257,27
IT2_ASV_00259,42
IT2_ASV_00262,36
IT2_ASV_00263,42
IT2_ASV_00264,27
IT2_ASV_00265,36
IT2_ASV_00266,42
IT2_ASV_00267,33
IT2_ASV_00269,33
IT2_ASV_00270,36
IT2_ASV_00271,27
IT2_ASV_00272,42
IT2_ASV_00273,27
IT2_ASV_00274,36
IT2_ASV_00275,36
IT2_ASV_00276,33
IT2_ASV_00277,36
IT2_ASV_00278,33
IT2_ASV_00279,42
IT2_ASV_00280,36
IT2_ASV_00282,27
IT2_ASV_00283,27
IT2_ASV_00284,36
IT2_ASV_00285,42
IT2_ASV_00286,27
IT2_ASV_00287,27
IT2_ASV_00288,33
IT2_ASV_00290,33
IT2_ASV_00291,36
IT2_ASV_00292,33
IT2_ASV_00293,27
IT2_ASV_00294,33
IT2_ASV_00295,27
IT2_ASV_00296,33
IT2_ASV_00297,36
IT2_ASV_00298,27
IT2_ASV_00299,33
IT2_ASV_00300,27
IT2_ASV_00303,27
IT2_ASV_00304,33
IT2_ASV_00305,36
IT2_ASV_00307,42
IT2_ASV_00308,42
IT2_ASV_00309,33
IT2_ASV_00311,36
IT2_ASV_00312,33
IT2_ASV_00313,42
IT2_ASV_00315,33
IT2_ASV_00317,42
IT2_ASV_00318,36
IT2_ASV_00320,42
IT2_ASV_00321,42
IT2_ASV_00323,42
IT2_ASV_00324,36
IT2_ASV_00325,33
IT2_ASV_00326,42
IT2_ASV_00327,37
IT2_ASV_00328,33
IT2_ASV_00330,42
IT2_ASV_00331,36
IT2_ASV_00332,36
IT2_ASV_00333,33
IT2_ASV_00334,36
IT2_ASV_00335,36
IT2_ASV_00336,37
IT2_ASV_00337,33
IT2_ASV_00339,37
IT2_ASV_00340,42
IT2_ASV_00342,33
IT2_ASV_00343,42
IT2_ASV_00345,37
IT2_ASV_00346,29
IT2_ASV_00347,42
IT2_ASV_00350,29
IT2_ASV_00352,37
IT2_ASV_00353,42
IT2_ASV_00354,37
IT2_ASV_00355,33
IT2_ASV_00356,29
IT2_ASV_00357,37
IT2_ASV_00359,24
IT2_ASV_00361,29
IT2_ASV_00365,29
IT2_ASV_00367,29
IT2_ASV_00368,42
IT2_ASV_00369,37
IT2_ASV_00372,29
IT2_ASV_00373,29
IT2_ASV_00376,29
IT2_ASV_00377,29
IT2_ASV_00378,37
IT2_ASV_00380,42
IT2_ASV_00381,37
IT2_ASV_00382,29
IT2_ASV_00384,37
IT2_ASV_00387,29
IT2_ASV_00389,29
IT2_ASV_00390,37
IT2_ASV_00391,42
IT2_ASV_00393,37
IT2_ASV_00395,29
IT2_ASV_00397,24
IT2_ASV_00398,29
IT2_ASV_00399,29
IT2_ASV_00400,29
IT2_ASV_00402,37
IT2_ASV_00403,37
IT2_ASV_00404,29
IT2_ASV_00406,37
IT2_ASV_00407,37
IT2_ASV_00409,29
IT2_ASV_00410,37
IT2_ASV_00411,37
IT2_ASV_00412,29
IT2_ASV_00415,29
IT2_ASV_00416,37
IT2_ASV_00418,29
IT2_ASV_00421,37
IT2_ASV_00422,42
IT2_ASV_00423,24
IT2_ASV_00425,37
IT2_ASV_00426,29
IT2_ASV_00428,37
IT2_ASV_00429,37
IT2_ASV_00437,37
IT2_ASV_00438,29
IT2_ASV_00440,29
IT2_ASV_00441,29
IT2_ASV_00442,29
IT2_ASV_00443,37
IT2_ASV_00444,29
IT2_ASV_00445,37
IT2_ASV_00447,37
IT2_ASV_00450,29
IT2_ASV_00451,37
IT2_ASV_00452,29
IT2_ASV_00453,29
IT2_ASV_00454,37
IT2_ASV_00455,37
IT2_ASV_00458,37
IT2_ASV_00459,29
IT2_ASV_00460,24
IT2_ASV_00463,37
IT2_ASV_00464,29
IT2_ASV_00465,24
IT2_ASV_00467,29
IT2_ASV_00468,24
IT2_ASV_00471,29
IT2_ASV_00474,29
IT2_ASV_00476,24
IT2_ASV_00477,29
IT2_ASV_00479,29
IT2_ASV_00482,24
IT2_ASV_00483,29
IT2_ASV_00485,24
IT2_ASV_00486,29
IT2_ASV_00488,24
IT2_ASV_00490,29
IT2_ASV_00493,29
IT2_ASV_00494,29
IT2_ASV_00495,29
IT2_ASV_00496,37
IT2_ASV_00498,29
IT2_ASV_00501,37
IT2_ASV_00503,37
IT2_ASV_00504,29
IT2_ASV_00506,29
IT2_ASV_00507,24
IT2_ASV_00508,24
IT2_ASV_00511,24
IT2_ASV_00512,29
IT2_ASV_00513,24
IT2_ASV_00514,24
IT2_ASV_00517,29
IT2_ASV_00518,24
IT2_ASV_00520,14
IT2_ASV_00521,29
IT2_ASV_00524,37
IT2_ASV_00528,29
IT2_ASV_00529,37
IT2_ASV_00530,24
IT2_ASV_00533,24
IT2_ASV_00534,14
IT2_ASV_00536,24
IT2_ASV_00541,29
IT2_ASV_00542,24
IT2_ASV_00543,14
IT2_ASV_00544,37
IT2_ASV_00548,14
IT2_ASV_00550,14
IT2_ASV_00551,14
IT2_ASV_00554,14
IT2_ASV_00555,29
IT2_ASV_00556,24
IT2_ASV_00559,29
IT2_ASV_00561,14
IT2_ASV_00563,29
IT2_ASV_00566,14
IT2_ASV_00568,14
IT2_ASV_00569,24
IT2_ASV_00570,29
IT2_ASV_00571,24
IT2_ASV_00572,14
IT2_ASV_00574,29
IT2_ASV_00576,14
IT2_ASV_00581,14
IT2_ASV_00587,14
IT2_ASV_00592,24
IT2_ASV_00594,24
IT2_ASV_00595,14
IT2_ASV_00596,24
IT2_ASV_00611,24
IT2_ASV_00612,14
IT2_ASV_00613,24
IT2_ASV_00615,24
IT2_ASV_00618,24
IT2_ASV_00620,14
IT2_ASV_00622,37
IT2_ASV_00628,37
IT2_ASV_00630,14
IT2_ASV_00633,14
IT2_ASV_00635,14
IT2_ASV_00636,14
IT2_ASV_00638,14
IT2_ASV_00641,14
IT2_ASV_00643,24
IT2_ASV_00645,14
IT2_ASV_00651,14
IT2_ASV_00654,14
IT2_ASV_00656,24
IT2_ASV_00662,14
IT2_ASV_00665,14
IT2_ASV_00666,14
IT2_ASV_00668,24
IT2_ASV_00671,14
IT2_ASV_00673,14
IT2_ASV_00676,14
IT2_ASV_00679,24
IT2_ASV_00686,14
IT2_ASV_00687,14
IT2_ASV_00697,24
IT2_ASV_00709,14
IT2_ASV_00714,24
IT2_ASV_00718,24
IT2_ASV_00721,14
IT2_ASV_00724,14
IT2_ASV_00726,14
IT2_ASV_00727,14
IT2_ASV_00728,24
IT2_ASV_00732,24
IT2_ASV_00734,24
IT2_ASV_00755,14
IT2_ASV_00757,24
IT2_ASV_00758,14
IT2_ASV_00760,14
IT2_ASV_00769,14
IT2_ASV_00772,14
IT2_ASV_00778,24
IT2_ASV_00781,24
IT2_ASV_00782,24
IT2_ASV_00789,24
IT2_ASV_00793,14
IT2_ASV_00798,24
IT2_ASV_00801,14
IT2_ASV_00802,14
IT2_ASV_00806,24
IT2_ASV_00807,24
IT2_ASV_00808,14
IT2_ASV_00809,24
IT2_ASV_00811,24
IT2_ASV_00815,24
IT2_ASV_00817,24
IT2_ASV_00821,14
IT2_ASV_00822,24
IT2_ASV_00829,14
IT2_ASV_00842,24
IT2_ASV_00843,14
IT2_ASV_00845,24
IT2_ASV_00848,14
IT2_ASV_00865,24
IT2_ASV_00869,24
IT2_ASV_00873,14
IT2_ASV_00875,14
IT2_ASV_00880,24
IT2_ASV_00890,14
IT2_ASV_00891,14
IT2_ASV_00906,14
IT2_ASV_00909,24
IT2_ASV_00912,24
IT2_ASV_00924,14
IT2_ASV_00929,24
IT2_ASV_00931,24
IT2_ASV_00935,24
IT2_ASV_00952,14
IT2_ASV_00958,14
IT2_ASV_00959,14
IT2_ASV_00966,14
IT2_ASV_00984,24
IT2_ASV_00987,24
IT2_ASV_00989,24
IT2_ASV_01018,14
IT2_ASV_01023,14
IT2_ASV_01048,24
IT2_ASV_01065,24
IT2_ASV_01071,24
IT2_ASV_01087,24
IT2_ASV_01090,24
IT2_ASV_01092,24
IT2_ASV_01101,24
IT2_ASV_01119,14
IT2_ASV_01124,14
IT2_ASV_01152,14
IT2_ASV_01153,14
IT2_ASV_01179,24
IT2_ASV_01204,24
IT2_ASV_01223,14
IT2_ASV_01249,14
IT2_ASV_01250,24
IT2_ASV_01253,24
IT2_ASV_01267,14
IT2_ASV_01276,24
IT2_ASV_01288,24
IT2_ASV_01328,14
IT2_ASV_01342,14
IT2_ASV_01349,24
IT2_ASV_01368,24
IT2_ASV_01385,24
IT2_ASV_01417,24
IT2_ASV_01426,14
IT2_ASV_01458,24
IT2_ASV_01459,14
IT2_ASV_01491,14
IT2_ASV_01503,14
IT2_ASV_01512,24
IT2_ASV_01541,14
IT2_ASV_01578,24
IT2_ASV_01840,24
IT2_ASV_01941,24
IT2_ASV_02020,14
IT3_ASV_00001,10
IT3_ASV_00002,10
IT3_ASV_00005,10
IT3_ASV_00007,10
IT3_ASV_00008,10
IT3_ASV_00009,10
IT3_ASV_00013,10
IT3_ASV_00015,10
IT3_ASV_00016,10
IT3_ASV_00017,10
IT3_ASV_00018,10
IT3_ASV_00019,10
IT3_ASV_00020,10
IT3_ASV_00021,10
IT3_ASV_00022,10
IT3_ASV_00023,10
IT3_ASV_00024,10
IT3_ASV_00025,10
IT3_ASV_00026,10
IT3_ASV_00029,10
IT3_ASV_00030,10
IT3_ASV_00031,10
IT3_ASV_00032,10
IT3_ASV_00033,10
IT3_ASV_00034,10
IT3_ASV_00035,10
IT3_ASV_00036,10
IT3_ASV_00037,10
IT3_ASV_00038,10
IT3_ASV_00040,10
IT3_ASV_00041,10
IT3_ASV_00042,10
IT3_ASV_00043,10
IT3_ASV_00044,10
IT3_ASV_00047,10
IT3_ASV_00048,10
IT3_ASV_00049,10
IT3_ASV_00050,10
IT3_ASV_00051,10
IT3_ASV_00052,10
IT3_ASV_00053,10
IT3_ASV_00054,10
IT3_ASV_00055,10
IT3_ASV_00056,10
IT3_ASV_00057,10
IT3_ASV_00058,10
IT3_ASV_00059,10
IT3_ASV_00062,10
IT3_ASV_00063,10
IT3_ASV_00064,10
IT3_ASV_00065,10
IT3_ASV_00068,10
IT3_ASV_00069,10
IT3_ASV_00070,10
IT3_ASV_00071,10
IT3_ASV_00073,10
IT3_ASV_00075,10
IT3_ASV_00076,10
IT3_ASV_00077,10
IT3_ASV_00078,10
IT3_ASV_00079,10
IT3_ASV_00080,10
IT3_ASV_00081,10
IT3_ASV_00083,10
IT3_ASV_00084,10
IT3_ASV_00086,10
IT3_ASV_00087,10
IT3_ASV_00089,10
IT3_ASV_00090,10
IT3_ASV_00091,10
IT3_ASV_00092,10
IT3_ASV_00096,10
IT3_ASV_00097,10
IT3_ASV_00098,10
IT3_ASV_00100,10
IT3_ASV_00102,10
IT3_ASV_00103,10
IT3_ASV_00104,10
IT3_ASV_00105,10
IT3_ASV_00107,10
IT3_ASV_00111,10
IT3_ASV_00112,10
IT3_ASV_00113,10
IT3_ASV_00116,10
IT3_ASV_00117,10
IT3_ASV_00119,10
IT3_ASV_00122,10
IT3_ASV_00127,10
IT3_ASV_00128,10
IT3_ASV_00129,10
IT3_ASV_00130,10
IT3_ASV_00131,10
IT3_ASV_00133,10
IT3_ASV_00135,10
IT3_ASV_00136,10
IT3_ASV_00137,10
IT3_ASV_00140,10
IT3_ASV_00141,10
IT3_ASV_00142,10
IT3_ASV_00144,10
IT3_ASV_00145,10
IT3_ASV_00146,10
IT3_ASV_00147,10
IT3_ASV_00148,10
IT3_ASV_00150,10
IT3_ASV_00151,10
IT3_ASV_00153,10
IT3_ASV_00155,10
IT3_ASV_00157,10
IT3_ASV_00159,10
IT3_ASV_00160,10
IT3_ASV_00162,10
IT3_ASV_00163,10
IT3_ASV_00169,10
IT3_ASV_00170,10
IT3_ASV_00171,10
IT3_ASV_00176,10
IT3_ASV_00177,10
IT3_ASV_00179,10
IT3_ASV_00183,10
IT3_ASV_00184,10
IT3_ASV_00185,10
IT3_ASV_00186,10
IT3_ASV_00187,10
IT3_ASV_00188,10
IT3_ASV_00196,10
IT3_ASV_00197,10
IT3_ASV_00198,10
IT3_ASV_00200,10
IT3_ASV_00202,10
IT3_ASV_00203,10
IT3_ASV_00211,10
IT3_ASV_00214,10
IT3_ASV_00215,10
IT3_ASV_00218,10
IT3_ASV_00221,10
IT3_ASV_00227,10
IT3_ASV_00232,10
IT3_ASV_00233,10
IT3_ASV_00238,10
IT3_ASV_00242,10
IT3_ASV_00244,10
IT3_ASV_00249,10
IT3_ASV_00250,10
IT3_ASV_00254,10
IT3_ASV_00259,10
IT3_ASV_00262,10
IT3_ASV_00264,10
IT3_ASV_00266,10
IT3_ASV_00270,10
IT3_ASV_00273,10
IT3_ASV_00278,10
IT3_ASV_00279,10
IT3_ASV_00286,10
IT3_ASV_00288,10
IT3_ASV_00290,10
IT3_ASV_00294,10
IT3_ASV_00295,10
IT3_ASV_00307,10
IT3_ASV_00308,10
IT3_ASV_00311,10
IT3_ASV_00312,10
IT3_ASV_00313,10
IT3_ASV_00315,10
IT3_ASV_00318,10
IT3_ASV_00324,10
IT3_ASV_00326,10
IT3_ASV_00327,10
IT3_ASV_00331,10
IT3_ASV_00333,10
IT3_ASV_00335,10
IT3_ASV_00336,10
IT3_ASV_00340,10
IT3_ASV_00345,10
IT3_ASV_00352,10
IT3_ASV_00354,10
IT3_ASV_00356,10
IT3_ASV_00377,10
IT3_ASV_00381,10
IT3_ASV_00384,10
IT3_ASV_00395,10
IT3_ASV_00399,10
IT3_ASV_00404,10
IT3_ASV_00425,10
IT3_ASV_00438,10
IT3_ASV_00441,10
IT3_ASV_00447,10
IT3_ASV_00452,10
IT3_ASV_00458,10
IT3_ASV_00464,10
IT3_ASV_00482,10
IT3_ASV_00501,10
IT3_ASV_00550,10
IT3_ASV_00572,10
IT3_ASV_00654,10
IT3_ASV_00732,10
FI1_ASV_00007,30
FI1_ASV_00008,10
FI1_ASV_00012,30
FI1_ASV_00013,6
FI1_ASV_00016,30
FI1_ASV_00018,30
FI1_ASV_00019,30
FI1_ASV_00020,6
FI1_ASV_00024,30
FI1_ASV_00028,30
FI1_ASV_00029,30
FI1_ASV_00031,30
FI1_ASV_00034,6
FI1_ASV_00035,6
FI1_ASV_00039,6
FI1_ASV_00042,6
