node_id,node_name,flow,levels,module_level1,module_level2
143,143,0.00330774,1,1,55
144,144,7.75452e-4,1,1,425
145,145,0.00126761,1,1,309
146,146,0.00206233,1,1,175
147,147,0.00368705,1,1,21
148,148,0.00139166,1,1,285
149,149,5.44215e-4,1,1,511
150,150,0.00213409,1,1,163
151,151,0.0026711,1,1,106
152,152,0.00105605,1,1,348
153,153,7.11851e-4,1,1,449
154,154,0.00197413,1,1,187
155,155,0.00346845,1,1,44
156,156,0.00372038,1,1,19
157,157,0.00151241,1,1,264
158,158,0.00276935,1,1,97
159,159,0.00290324,1,1,81
160,160,0.00142101,1,1,275
161,161,0.00168678,1,1,232
162,162,0.00382416,1,1,13
163,163,0.00219123,1,1,152
164,164,0.00202237,1,1,179
165,165,0.00246415,1,1,127
166,166,0.00126365,1,1,310
167,167,0.00141372,1,1,279
168,168,0.00210225,1,1,169
169,169,0.00173038,1,1,220
170,170,0.00323178,1,1,60
171,171,0.00140598,1,1,282
172,172,0.00202498,1,1,177
173,173,0.00130167,1,1,302
174,174,0.00220216,1,1,150
175,175,0.00330247,1,1,57
176,176,1.73636e-4,1,1,789
177,177,8.55093e-4,1,1,397
178,178,0.001215,1,1,317
179,179,0.00170826,1,1,228
180,180,0.00258995,1,1,114
181,181,0.00210043,1,1,171
182,182,0.00272796,1,1,100
183,183,0.00198631,1,1,185
184,184,0.00220686,1,1,149
185,185,0.00357363,1,1,30
186,186,0.00200536,1,1,183
187,187,0.00137755,1,1,287
188,188,7.68918e-4,1,1,427
189,189,0.00175454,1,1,218
190,190,2.82681e-4,1,1,651
191,191,0.00183675,1,1,204
192,192,4.62951e-4,1,1,539
193,193,2.85216e-4,1,1,647
194,194,0.0029234,1,1,80
195,195,0.00286705,1,1,86
196,196,0.00219385,1,1,151
197,197,8.44618e-4,1,1,402
198,198,0.00313846,1,1,65
199,199,5.67362e-4,1,1,505
200,200,0.00214815,1,1,161
201,201,0.00165765,1,1,238
202,202,4.02201e-4,1,1,559
203,203,0.0021772,1,1,153
204,204,0.00146471,1,1,270
205,205,2.01754e-4,1,1,743
206,206,8.00659e-4,1,1,417
207,207,1.99002e-4,1,1,751
208,208,0.00172298,1,1,222
209,209,7.20465e-4,1,1,442
210,210,0.00169706,1,1,230
211,211,9.71484e-4,1,1,366
212,212,0.00159872,1,1,253
213,213,7.92363e-4,1,1,421
214,214,8.7531e-4,1,1,389
215,215,0.00113502,1,1,337
216,216,0.0028618,1,1,89
217,217,0.00179129,1,1,211
218,218,0.00224141,1,1,146
219,219,1.8724e-4,1,1,769
220,220,8.61805e-4,1,1,393
221,221,8.8919e-4,1,1,386
222,222,3.05888e-4,1,1,622
223,223,0.00123391,1,1,315
224,224,0.00162775,1,1,243
225,225,7.94066e-4,1,1,420
226,226,0.00137937,1,1,286
227,227,0.00126153,1,1,311
228,228,0.00189628,1,1,195
229,229,0.00335966,1,1,54
230,230,0.002553,1,1,118
231,231,0.00183262,1,1,206
232,232,8.41786e-4,1,1,404
233,233,2.3203e-4,1,1,709
234,234,0.00216995,1,1,155
235,235,0.00140099,1,1,284
236,236,0.0018785,1,1,198
237,237,7.17811e-4,1,1,445
238,238,0.00153091,1,1,260
239,239,0.0024082,1,1,130
240,240,0.00258991,1,1,115
241,241,6.87674e-4,1,1,458
242,242,8.59528e-4,1,1,394
243,243,6.40864e-4,1,1,482
244,244,4.10517e-4,1,1,554
245,245,0.00348322,1,1,42
246,246,0.00292602,1,1,79
247,247,0.00116825,1,1,329
248,248,6.39221e-4,1,1,483
249,249,0.0012529,1,1,313
250,250,0.0027249,1,1,101
251,251,5.8948e-4,1,1,497
252,252,9.53465e-4,1,1,371
253,253,0.0028461,1,1,91
254,254,3.8042e-4,1,1,571
255,255,0.00224816,1,1,145
256,256,9.18357e-4,1,1,381
257,257,9.5097e-4,1,1,372
258,258,0.00186465,1,1,200
259,259,0.0019912,1,1,184
260,260,0.0021648,1,1,156
261,261,0.00233158,1,1,137
262,262,0.00118157,1,1,325
263,263,0.00210651,1,1,168
264,264,3.23254e-4,1,1,611
265,265,0.00231115,1,1,138
266,266,0.00126785,1,1,308
267,267,5.44888e-4,1,1,510
268,268,0.00149802,1,1,267
269,269,0.00161783,1,1,246
270,270,8.55905e-4,1,1,396
271,271,0.00159092,1,1,255
272,272,0.00280968,1,1,93
273,273,0.00166201,1,1,237
274,274,0.00209122,1,1,172
275,275,8.58835e-4,1,1,395
276,276,0.00343158,1,1,46
277,277,6.07816e-4,1,1,493
278,278,6.66685e-4,1,1,469
279,279,8.16401e-4,1,1,414
280,280,3.19254e-4,1,1,613
281,281,9.7689e-4,1,1,365
282,282,0.00120619,1,1,318
283,283,0.00159857,1,1,254
284,284,0.00297554,1,1,75
285,285,9.85681e-4,1,1,363
286,286,0.00336578,1,1,52
287,287,2.30129e-4,1,1,711
288,288,0.00214082,1,1,162
289,289,0.00212292,1,1,164
290,290,0.00260629,1,1,112
291,291,0.00183537,1,1,205
292,292,0.00230374,1,1,140
293,293,0.00151938,1,1,261
294,294,0.00182319,1,1,208
295,295,0.00204972,1,1,176
296,296,0.0015774,1,1,258
297,297,5.13959e-4,1,1,523
298,298,2.071e-4,1,1,738
299,299,0.00175608,1,1,217
300,300,0.00189,1,1,196
301,301,8.22797e-4,1,1,410
302,302,9.65147e-4,1,1,367
303,303,8.65587e-4,1,1,392
304,304,0.00172961,1,1,221
305,305,8.46301e-4,1,1,399
306,306,0.00178032,1,1,213
307,307,0.00107653,1,1,347
308,308,0.00255835,1,1,117
309,309,2.9676e-4,1,1,635
310,310,0.0031302,1,1,66
311,311,0.00115486,1,1,332
312,312,3.70182e-4,1,1,584
313,313,0.00207177,1,1,174
314,314,2.41376e-4,1,1,697
315,315,0.00176852,1,1,215
316,316,0.0012848,1,1,304
317,317,1.48113e-4,1,1,815
318,318,0.00150025,1,1,266
319,319,0.00308932,1,1,69
320,320,0.00158482,1,1,256
321,321,0.00134468,1,1,293
322,322,4.9291e-4,1,1,528
323,323,0.00248809,1,1,126
324,324,4.56872e-4,1,1,540
325,325,5.52214e-4,1,1,507
326,326,0.00230717,1,1,139
327,327,6.52804e-4,1,1,474
328,328,0.00261215,1,1,109
329,329,8.41331e-4,1,1,405
330,330,0.00287103,1,1,84
331,331,9.24733e-4,1,1,379
332,332,0.00239061,1,1,133
333,333,8.09332e-4,1,1,416
334,334,9.25228e-4,1,1,378
335,335,0.00120537,1,1,319
336,336,9.85998e-4,1,1,362
337,337,0.00240356,1,1,131
338,338,2.14823e-4,1,1,726
339,339,9.57722e-4,1,1,369
340,340,8.23688e-4,1,1,409
341,341,3.59648e-4,1,1,593
342,342,1.34272e-4,1,1,831
343,343,4.64772e-4,1,1,538
344,344,0.00217023,1,1,154
345,345,6.57378e-4,1,1,472
346,346,0.00155962,1,1,259
347,347,3.63886e-4,1,1,589
348,348,0.00118379,1,1,324
349,349,0.00160168,1,1,251
350,350,0.0030435700000000002,1,1,72
351,351,2.9775e-4,1,1,634
352,352,2.6492e-4,1,1,669
353,353,6.76605e-4,1,1,464
354,354,5.15701e-4,1,1,522
355,355,8.71072e-4,1,1,390
356,356,1.30826e-4,1,1,833
357,357,4.48456e-4,1,1,542
358,358,3.67232e-4,1,1,587
359,359,0.00285344,1,1,90
360,360,6.51656e-5,1,1,867
361,361,0.00101263,1,1,355
362,362,9.60296e-4,1,1,368
363,363,0.00185638,1,1,201
364,364,6.61477e-4,1,1,471
365,365,7.32702e-4,1,1,438
366,366,5.39146e-4,1,1,513
367,367,0.00196865,1,1,188
368,368,8.42677e-4,1,1,403
369,369,1.84547e-4,1,1,777
370,370,0.00133816,1,1,295
371,371,0.00211698,1,1,167
372,372,0.00163514,1,1,241
373,373,5.23087e-4,1,1,518
374,374,0.00136406,1,1,289
375,375,0.00190245,1,1,194
376,376,0.00277313,1,1,96
377,377,4.98989e-5,1,1,909
378,378,0.00296595,1,1,76
379,379,0.0013637,1,1,290
380,380,4.07527e-4,1,1,557
381,381,0.00201592,1,1,180
382,382,3.95409e-4,1,1,563
383,383,4.91544e-4,1,1,529
384,384,0.00157762,1,1,257
385,385,0.0010093,1,1,356
386,386,8.8822e-4,1,1,387
387,387,0.00119874,1,1,320
388,388,8.52677e-4,1,1,398
389,389,0.00110861,1,1,344
390,390,5.40571e-5,1,1,891
391,391,7.11911e-4,1,1,448
392,392,0.00112777,1,1,339
393,393,0.00115181,1,1,334
394,394,7.48305e-4,1,1,434
395,395,0.00194651,1,1,191
396,396,2.99591e-4,1,1,632
397,397,0.00103259,1,1,352
398,398,0.00173636,1,1,219
399,399,6.24845e-4,1,1,487
400,400,6.43201e-4,1,1,478
401,401,0.00211803,1,1,166
402,402,0.00145404,1,1,272
403,403,2.32267e-4,1,1,708
404,404,3.17076e-4,1,1,617
405,405,6.81199e-4,1,1,462
406,406,0.00126874,1,1,307
407,407,3.28719e-4,1,1,608
408,408,2.99948e-4,1,1,630
409,409,2.55752e-4,1,1,680
410,410,1.93853e-4,1,1,759
411,411,0.00227432,1,1,142
412,412,0.00064411100000000005,1,1,477
413,413,2.26763e-4,1,1,715
414,414,3.75707e-4,1,1,580
415,415,0.00188925,1,1,197
416,416,0.00186574,1,1,199
417,417,0.00111496,1,1,343
418,418,0.0017581,1,1,216
419,419,3.32422e-4,1,1,606
420,420,2.61652e-4,1,1,672
421,421,2.18466e-4,1,1,722
422,422,3.88538e-4,1,1,566
423,423,6.0445e-4,1,1,494
424,424,0.00167494,1,1,233
425,425,5.41918e-4,1,1,512
426,426,1.95338e-4,1,1,756
427,427,3.77845e-4,1,1,573
428,428,9.46673e-4,1,1,373
429,429,0.00141673,1,1,277
430,430,0.0010451,1,1,350
431,431,0.00118474,1,1,323
432,432,7.06762e-4,1,1,452
433,433,6.64724e-5,1,1,865
434,434,0.00277351,1,1,95
435,435,3.71588e-4,1,1,583
436,436,5.57204e-5,1,1,883
437,437,4.8596e-4,1,1,531
438,438,3.82043e-4,1,1,570
439,439,0.00238998,1,1,134
440,440,7.62126e-4,1,1,430
441,441,0.00127209,1,1,306
442,442,8.29826e-4,1,1,407
443,443,3.04027e-4,1,1,624
444,444,7.10386e-4,1,1,451
445,445,0.00163884,1,1,240
446,446,7.34603e-4,1,1,437
447,447,2.11001e-4,1,1,731
448,448,0.00112362,1,1,340
449,449,7.36622e-4,1,1,436
450,450,7.67136e-4,1,1,429
451,451,0.0027065,1,1,104
452,452,1.84487e-4,1,1,778
453,453,1.64587e-4,1,1,804
454,454,6.37438e-4,1,1,484
455,455,0.00145049,1,1,273
456,456,5.23344e-5,1,1,899
457,457,0.0016135,1,1,247
458,458,1.10688e-4,1,1,837
459,459,0.00123688,1,1,314
460,460,9.22991e-4,1,1,380
461,461,9.80018e-4,1,1,364
462,462,0.00112314,1,1,341
463,463,4.11606e-4,1,1,553
464,464,5.10889e-4,1,1,525
465,465,4.69386e-4,1,1,536
466,466,3.68579e-4,1,1,586
467,467,0.00160706,1,1,250
468,468,4.15547e-4,1,1,552
469,469,1.46469e-4,1,1,819
470,470,0.00180272,1,1,210
471,471,7.61433e-4,1,1,431
472,472,2.00645e-4,1,1,748
473,473,0.00202443,1,1,178
474,474,3.86578e-4,1,1,568
475,475,0.0030871,1,1,70
476,476,0.00225131,1,1,144
477,477,0.00185238,1,1,203
478,478,6.68922e-4,1,1,467
479,479,5.47046e-4,1,1,509
480,480,1.9421e-4,1,1,758
481,481,3.86578e-4,1,1,567
482,482,0.00133046,1,1,297
483,483,2.73632e-4,1,1,660
484,484,2.86958e-4,1,1,644
485,485,0.00140285,1,1,283
486,486,1.03006e-4,1,1,841
487,487,7.54622e-4,1,1,432
488,488,0.00114922,1,1,335
489,489,6.19202e-4,1,1,492
490,490,6.34825e-5,1,1,871
491,491,5.795e-4,1,1,501
492,492,8.83785e-4,1,1,388
493,493,0.00113453,1,1,338
494,494,6.22726e-4,1,1,489
495,495,4.4412e-4,1,1,545
496,496,5.2176e-5,1,1,900
497,497,0.00171444,1,1,225
498,498,1.48865e-4,1,1,814
499,499,4.73544e-4,1,1,533
500,500,6.74348e-4,1,1,465
501,501,2.77295e-4,1,1,655
502,502,5.11167e-4,1,1,524
503,503,4.86118e-5,1,1,911
504,504,0.00185262,1,1,202
505,505,3.40045e-4,1,1,601
506,506,0.00102693,1,1,353
507,507,5.84055e-4,1,1,498
508,508,0.00181218,1,1,209
509,509,8.18381e-4,1,1,413
510,510,2.4395e-4,1,1,693
511,511,2.86958e-4,1,1,645
512,512,1.95774e-4,1,1,755
513,513,2.87572e-4,1,1,643
514,514,3.41926e-4,1,1,600
515,515,5.9746e-4,1,1,495
516,516,3.59213e-4,1,1,594
517,517,5.24394e-4,1,1,517
518,518,1.92467e-4,1,1,762
519,519,0.001458,1,1,271
520,520,8.45252e-4,1,1,401
521,521,7.20861e-4,1,1,441
522,522,3.43847e-4,1,1,598
523,523,2.27297e-4,1,1,713
524,524,4.47328e-4,1,1,543
525,525,6.87912e-4,1,1,457
526,526,0.00198457,1,1,186
527,527,6.86783e-4,1,1,459
528,528,2.38366e-4,1,1,700
529,529,0.00146503,1,1,269
530,530,9.86414e-4,1,1,360
531,531,8.21767e-4,1,1,412
532,532,3.76321e-4,1,1,579
533,533,2.1704e-4,1,1,723
534,534,9.34396e-4,1,1,375
535,535,3.18323e-4,1,1,614
536,536,3.26105e-4,1,1,609
537,537,8.67013e-4,1,1,391
538,538,3.10324e-4,1,1,619
539,539,3.01789e-4,1,1,627
540,540,0.001161,1,1,330
541,541,0.00109734,1,1,345
542,542,6.49121e-4,1,1,475
543,543,0.00251744,1,1,122
544,544,2.56722e-4,1,1,679
545,545,6.84842e-4,1,1,460
546,546,0.00170395,1,1,229
547,547,4.49407e-4,1,1,541
548,548,0.00150819,1,1,265
549,549,6.90664e-4,1,1,454
550,550,0.00108445,1,1,346
551,551,1.86388e-4,1,1,771
552,552,1.9316e-4,1,1,761
553,553,6.65517e-4,1,1,470
554,554,1.87497e-4,1,1,768
555,555,2.3498e-4,1,1,703
556,556,0.00192758,1,1,193
557,557,6.42646e-4,1,1,479
558,558,4.19982e-5,1,1,931
559,559,8.22658e-4,1,1,411
560,560,2.82681e-4,1,1,650
561,561,3.64539e-4,1,1,588
562,562,3.17274e-4,1,1,616
563,563,0.00164534,1,1,239
564,564,4.30358e-4,1,1,550
565,565,2.25654e-4,1,1,716
566,566,3.50639e-4,1,1,595
567,567,2.7288e-4,1,1,661
568,568,2.01457e-4,1,1,745
569,569,4.77841e-4,1,1,532
570,570,5.16434e-4,1,1,521
571,571,9.00101e-4,1,1,383
572,572,1.6825e-4,1,1,797
573,573,7.11475e-4,1,1,450
574,574,5.81263e-4,1,1,500
575,575,2.82364e-4,1,1,652
576,576,3.81172e-5,1,1,937
577,577,5.49502e-4,1,1,508
578,578,0.00118922,1,1,322
579,579,5.19582e-5,1,1,902
580,580,0.00104851,1,1,349
581,581,2.23476e-4,1,1,718
582,582,0.00115649,1,1,331
583,583,2.61435e-4,1,1,674
584,584,9.958e-4,1,1,359
585,585,0.00131656,1,1,301
586,586,2.64484e-4,1,1,671
587,587,6.77991e-4,1,1,463
588,588,5.31463e-5,1,1,896
589,589,4.33289e-4,1,1,549
590,590,0.00149461,1,1,268
591,591,1.95081e-4,1,1,757
592,592,3.06759e-4,1,1,620
593,593,7.5276e-4,1,1,433
594,594,1.55023e-4,1,1,811
595,595,3.63153e-4,1,1,590
596,596,0.00132511,1,1,298
597,597,0.00167314,1,1,235
598,598,1.47816e-4,1,1,816
599,599,9.33327e-4,1,1,376
600,600,2.83909e-4,1,1,648
601,601,1.14391e-4,1,1,835
602,602,0.00129224,1,1,303
603,603,7.17792e-5,1,1,856
604,604,1.66567e-4,1,1,798
605,605,0.00260934,1,1,111
606,606,0.00216169,1,1,158
607,607,6.29795e-4,1,1,485
608,608,6.15024e-5,1,1,875
609,609,2.02665e-4,1,1,742
610,610,4.36655e-4,1,1,548
611,611,1.47459e-4,1,1,817
612,612,4.70099e-4,1,1,535
613,613,3.91904e-4,1,1,564
614,614,3.47292e-4,1,1,596
615,615,1.49459e-4,1,1,813
616,616,1.70547e-4,1,1,793
617,617,0.00194487,1,1,192
618,618,0.00134446,1,1,294
619,619,5.03543e-5,1,1,907
620,620,4.63743e-5,1,1,916
621,621,6.21221e-4,1,1,490
622,622,5.77203e-4,1,1,503
623,623,3.62361e-4,1,1,591
624,624,1.46271e-4,1,1,820
625,625,9.20555e-5,1,1,847
626,626,6.42191e-4,1,1,480
627,627,2.53296e-4,1,1,683
628,628,3.76321e-4,1,1,578
629,629,3.90419e-4,1,1,565
630,630,2.54603e-4,1,1,681
631,631,3.97429e-4,1,1,562
632,632,1.63815e-4,1,1,805
633,633,1.87537e-4,1,1,767
634,634,0.00072975100000000005,1,1,439
635,635,2.32762e-4,1,1,707
636,636,3.12106e-4,1,1,618
637,637,1.8821e-4,1,1,766
638,638,1.45657e-4,1,1,821
639,639,2.08882e-4,1,1,735
640,640,4.41645e-4,1,1,547
641,641,8.27351e-4,1,1,408
642,642,6.67695e-5,1,1,864
643,643,1.13738e-4,1,1,836
644,644,4.01448e-4,1,1,560
645,645,2.43752e-5,1,1,945
646,646,2.09496e-4,1,1,734
647,647,0.00132266,1,1,299
648,648,7.16999e-5,1,1,857
649,649,4.00716e-4,1,1,561
650,650,2.95829e-4,1,1,636
651,651,7.97194e-4,1,1,419
652,652,0.00135145,1,1,291
653,653,7.74403e-4,1,1,426
654,654,4.01963e-5,1,1,934
655,655,2.9975e-4,1,1,631
656,656,3.77608e-4,1,1,575
657,657,6.88783e-4,1,1,456
658,658,3.2359e-4,1,1,610
659,659,5.37007e-5,1,1,893
660,660,5.76273e-4,1,1,504
661,661,2.91235e-4,1,1,641
662,662,2.74602e-4,1,1,658
663,663,3.76459e-4,1,1,577
664,664,6.19716e-4,1,1,491
665,665,1.88269e-4,1,1,765
666,666,1.96823e-4,1,1,752
667,667,3.00502e-4,1,1,628
668,668,6.89654e-4,1,1,455
669,669,1.86131e-4,1,1,773
670,670,5.14434e-5,1,1,905
671,671,0.00115417,1,1,333
672,672,6.91654e-4,1,1,453
673,673,8.15926e-4,1,1,415
674,674,2.22763e-4,1,1,720
675,675,2.489e-4,1,1,691
676,676,1.86527e-4,1,1,770
677,677,3.77667e-4,1,1,574
678,678,1.3843e-4,1,1,826
679,679,0.00100873,1,1,357
680,680,5.83857e-4,1,1,499
681,681,0.00132113,1,1,300
682,682,1.73953e-4,1,1,787
683,683,1.36727e-4,1,1,828
684,684,6.27241e-4,1,1,486
685,685,2.69276e-4,1,1,666
686,686,6.6817e-4,1,1,468
687,687,3.78459e-4,1,1,572
688,688,1.43499e-4,1,1,823
689,689,5.87104e-5,1,1,878
690,690,6.12251e-5,1,1,876
691,691,7.12663e-4,1,1,447
692,692,1.75141e-4,1,1,785
693,693,8.14619e-5,1,1,852
694,694,7.23059e-4,1,1,440
695,695,6.36805e-5,1,1,870
696,696,3.05076e-4,1,1,623
697,697,1.95814e-4,1,1,754
698,698,2.49415e-4,1,1,690
699,699,1.38153e-4,1,1,827
700,700,7.8662e-4,1,1,422
701,701,2.70721e-4,1,1,664
702,702,4.8394e-5,1,1,912
703,703,3.82776e-4,1,1,569
704,704,6.47893e-5,1,1,868
705,705,0.00111928,1,1,342
706,706,9.30218e-4,1,1,377
707,707,6.532e-4,1,1,473
708,708,5.21305e-4,1,1,519
709,709,2.7187e-4,1,1,663
710,710,2.06031e-4,1,1,739
711,711,4.67505e-4,1,1,537
712,712,3.34323e-4,1,1,604
713,713,7.98006e-4,1,1,418
714,714,6.23974e-4,1,1,488
715,715,9.38158e-4,1,1,374
716,716,2.82721e-4,1,1,649
717,717,0.00117001,1,1,327
718,718,2.5195e-4,1,1,686
719,719,2.35851e-4,1,1,702
720,720,4.59981e-5,1,1,918
721,721,2.68088e-4,1,1,667
722,722,5.78055e-4,1,1,502
723,723,5.0481e-4,1,1,526
724,724,2.64543e-4,1,1,670
725,725,2.27278e-4,1,1,714
726,726,1.36153e-4,1,1,830
727,727,2.38802e-4,1,1,699
728,728,3.4557e-4,1,1,597
729,729,8.95923e-4,1,1,385
730,730,1.64864e-4,1,1,802
731,731,7.18128e-4,1,1,444
732,732,1.00332e-4,1,1,842
733,733,3.77529e-4,1,1,576
734,734,5.18731e-4,1,1,520
735,735,2.59217e-4,1,1,677
736,736,2.07635e-4,1,1,736
737,737,2.16803e-4,1,1,724
738,738,9.13229e-5,1,1,848
739,739,2.88483e-4,1,1,642
740,740,6.72407e-4,1,1,466
741,741,1.5132e-4,1,1,812
742,742,1.63122e-4,1,1,807
743,743,3.72559e-4,1,1,582
744,744,3.06086e-4,1,1,621
745,745,4.07547e-4,1,1,556
746,746,1.76151e-4,1,1,783
747,747,0.00161861,1,1,245
748,748,5.28334e-4,1,1,516
749,749,1.86725e-5,1,1,946
750,750,2.93552e-4,1,1,638
751,751,2.27891e-4,1,1,712
752,752,4.04716e-4,1,1,558
753,753,0.00116938,1,1,328
754,754,7.45157e-4,1,1,435
755,755,3.68955e-4,1,1,585
756,756,1.78626e-4,1,1,782
757,757,1.46548e-4,1,1,818
758,758,4.18735e-4,1,1,551
759,759,1.80072e-4,1,1,781
760,760,2.11615e-4,1,1,729
761,761,1.85458e-4,1,1,774
762,762,0.00102354,1,1,354
763,763,5.5364e-5,1,1,886
764,764,5.15424e-5,1,1,904
765,765,2.48287e-4,1,1,692
766,766,3.38916e-4,1,1,602
767,767,3.3363e-4,1,1,605
768,768,5.91836e-4,1,1,496
769,769,1.42944e-4,1,1,824
770,770,8.98635e-4,1,1,384
771,771,2.23298e-4,1,1,719
772,772,1.56647e-4,1,1,810
773,773,4.47704e-5,1,1,923
774,774,1.63696e-4,1,1,806
775,775,4.09943e-4,1,1,555
776,776,1.75399e-4,1,1,784
777,777,6.45814e-4,1,1,476
778,778,0.0014494,1,1,274
779,779,1.68686e-4,1,1,795
780,780,6.572e-5,1,1,866
781,781,1.69815e-4,1,1,794
782,782,1.70607e-4,1,1,791
783,783,1.40311e-4,1,1,825
784,784,2.93394e-4,1,1,639
785,785,2.3401e-4,1,1,705
786,786,1.80171e-4,1,1,780
787,787,2.41e-4,1,1,698
788,788,5.39581e-5,1,1,892
789,789,1.84764e-4,1,1,776
790,790,0.00140937,1,1,281
791,791,2.33713e-4,1,1,706
792,792,2.37554e-4,1,1,701
793,793,2.34663e-4,1,1,704
794,794,5.44928e-5,1,1,887
795,795,9.09665e-5,1,1,849
796,796,1.73755e-4,1,1,788
797,797,1.36608e-4,1,1,829
798,798,4.02953e-5,1,1,932
799,799,2.92423e-4,1,1,640
800,800,2.75493e-4,1,1,657
801,801,3.35847e-4,1,1,603
802,802,2.00506e-4,1,1,749
803,803,4.35229e-5,1,1,928
804,804,3.20402e-4,1,1,612
805,805,8.76993e-5,1,1,850
806,806,9.53227e-5,1,1,846
807,807,2.79493e-4,1,1,654
808,808,1.64864e-4,1,1,803
809,809,7.02347e-5,1,1,859
810,810,0.00024224700000000001,1,1,696
811,811,5.41363e-5,1,1,890
812,812,6.84526e-5,1,1,863
813,813,4.53248e-5,1,1,920
814,814,1.81794e-4,1,1,779
