"","V1","V2","V3","V4","V5","V6","Farm","Cow_Code","Country"
"476",562,562,0,0,2,-9,"IT1","IT562","IT"
"477",563,563,0,0,2,-9,"IT1","IT563","IT"
"478",564,564,0,0,2,-9,"IT1","IT564","IT"
"479",565,565,0,0,2,-9,"IT1","IT565","IT"
"480",567,567,0,0,2,-9,"IT1","IT567","IT"
"481",568,568,0,0,2,-9,"IT1","IT568","IT"
"482",569,569,0,0,2,-9,"IT1","IT569","IT"
"483",57,57,0,0,2,-9,"UK1","UK57","UK"
"484",570,570,0,0,2,-9,"IT1","IT570","IT"
"485",571,571,0,0,2,-9,"IT1","IT571","IT"
"486",572,572,0,0,2,-9,"IT1","IT572","IT"
"487",573,573,0,0,2,-9,"IT1","IT573","IT"
"488",574,574,0,0,2,-9,"IT1","IT574","IT"
"489",575,575,0,0,2,-9,"IT1","IT575","IT"
"490",576,576,0,0,2,-9,"IT1","IT576","IT"
"491",577,577,0,0,2,-9,"IT1","IT577","IT"
"492",578,578,0,0,2,-9,"IT1","IT578","IT"
"493",579,579,0,0,2,-9,"IT1","IT579","IT"
"494",58,58,0,0,2,-9,"UK1","UK58","UK"
"495",580,580,0,0,2,-9,"IT1","IT580","IT"
"496",581,581,0,0,2,-9,"IT1","IT581","IT"
"497",582,582,0,0,2,-9,"IT1","IT582","IT"
"498",583,583,0,0,2,-9,"IT1","IT583","IT"
"499",584,584,0,0,2,-9,"IT1","IT584","IT"
"500",585,585,0,0,2,-9,"IT1","IT585","IT"
"501",586,586,0,0,2,-9,"IT1","IT586","IT"
"502",587,587,0,0,2,-9,"IT1","IT587","IT"
"503",588,588,0,0,2,-9,"IT1","IT588","IT"
"504",589,589,0,0,2,-9,"IT1","IT589","IT"
"505",59,59,0,0,2,-9,"UK1","UK59","UK"
"506",590,590,0,0,2,-9,"IT1","IT590","IT"
"507",591,591,0,0,2,-9,"IT1","IT591","IT"
"508",592,592,0,0,2,-9,"IT1","IT592","IT"
"509",593,593,0,0,2,-9,"IT1","IT593","IT"
"510",599,599,0,0,2,-9,"IT2","IT599","IT"
"511",6,6,0,0,2,-9,"UK1","UK6","UK"
"512",600,600,0,0,2,-9,"IT2","IT600","IT"
"513",601,601,0,0,2,-9,"IT2","IT601","IT"
"514",602,602,0,0,2,-9,"IT2","IT602","IT"
"515",603,603,0,0,2,-9,"IT2","IT603","IT"
"516",604,604,0,0,2,-9,"IT2","IT604","IT"
"517",605,605,0,0,2,-9,"IT2","IT605","IT"
"518",606,606,0,0,2,-9,"IT2","IT606","IT"
"519",607,607,0,0,2,-9,"IT2","IT607","IT"
"520",608,608,0,0,2,-9,"IT2","IT608","IT"
"521",609,609,0,0,2,-9,"IT2","IT609","IT"
"522",61,61,0,0,2,-9,"UK1","UK61","UK"
"523",610,610,0,0,2,-9,"IT2","IT610","IT"
"524",611,611,0,0,2,-9,"IT2","IT611","IT"
"525",612,612,0,0,2,-9,"IT2","IT612","IT"
"526",613,613,0,0,2,-9,"IT2","IT613","IT"
"527",614,614,0,0,2,-9,"IT2","IT614","IT"
"528",615,615,0,0,2,-9,"IT2","IT615","IT"
"529",616,616,0,0,2,-9,"IT2","IT616","IT"
"530",617,617,0,0,2,-9,"IT2","IT617","IT"
"531",618,618,0,0,2,-9,"IT2","IT618","IT"
"532",619,619,0,0,2,-9,"IT2","IT619","IT"
"533",62,62,0,0,2,-9,"UK1","UK62","UK"
"534",620,620,0,0,2,-9,"IT2","IT620","IT"
"535",621,621,0,0,2,-9,"IT2","IT621","IT"
"536",622,622,0,0,2,-9,"IT2","IT622","IT"
"537",623,623,0,0,2,-9,"IT2","IT623","IT"
"538",624,624,0,0,2,-9,"IT2","IT624","IT"
"539",625,625,0,0,2,-9,"IT2","IT625","IT"
"540",626,626,0,0,2,-9,"IT2","IT626","IT"
"541",627,627,0,0,2,-9,"IT2","IT627","IT"
"542",628,628,0,0,2,-9,"IT2","IT628","IT"
"543",629,629,0,0,2,-9,"IT2","IT629","IT"
"544",63,63,0,0,2,-9,"UK1","UK63","UK"
"545",630,630,0,0,2,-9,"IT2","IT630","IT"
"546",631,631,0,0,2,-9,"IT2","IT631","IT"
"547",632,632,0,0,2,-9,"IT2","IT632","IT"
"548",633,633,0,0,2,-9,"IT2","IT633","IT"
"549",634,634,0,0,2,-9,"IT2","IT634","IT"
"550",635,635,0,0,2,-9,"IT2","IT635","IT"
"551",636,636,0,0,2,-9,"IT2","IT636","IT"
"552",637,637,0,0,2,-9,"IT2","IT637","IT"
"553",638,638,0,0,2,-9,"IT2","IT638","IT"
"554",639,639,0,0,2,-9,"IT2","IT639","IT"
"555",64,64,0,0,2,-9,"UK1","UK64","UK"
"556",640,640,0,0,2,-9,"IT2","IT640","IT"
"557",641,641,0,0,2,-9,"IT2","IT641","IT"
"558",642,642,0,0,2,-9,"IT2","IT642","IT"
"559",644,644,0,0,2,-9,"IT2","IT644","IT"
"560",645,645,0,0,2,-9,"IT2","IT645","IT"
"561",646,646,0,0,2,-9,"IT1","IT646","IT"
"562",647,647,0,0,2,-9,"IT1","IT647","IT"
"563",648,648,0,0,2,-9,"IT1","IT648","IT"
"564",649,649,0,0,2,-9,"IT1","IT649","IT"
"565",65,65,0,0,2,-9,"UK1","UK65","UK"
"566",650,650,0,0,2,-9,"IT1","IT650","IT"
"567",652,652,0,0,2,-9,"IT1","IT652","IT"
"568",653,653,0,0,2,-9,"IT1","IT653","IT"
"569",654,654,0,0,2,-9,"IT1","IT654","IT"
"570",655,655,0,0,2,-9,"IT1","IT655","IT"
"571",656,656,0,0,2,-9,"IT1","IT656","IT"
"572",657,657,0,0,2,-9,"IT1","IT657","IT"
"573",658,658,0,0,2,-9,"IT1","IT658","IT"
"574",659,659,0,0,2,-9,"IT1","IT659","IT"
"575",66,66,0,0,2,-9,"UK1","UK66","UK"
"576",660,660,0,0,2,-9,"IT1","IT660","IT"
"577",661,661,0,0,2,-9,"IT1","IT661","IT"
"578",662,662,0,0,2,-9,"IT1","IT662","IT"
"579",663,663,0,0,2,-9,"IT1","IT663","IT"
"580",664,664,0,0,2,-9,"IT1","IT664","IT"
"581",665,665,0,0,2,-9,"IT1","IT665","IT"
"582",666,666,0,0,2,-9,"IT1","IT666","IT"
"583",667,667,0,0,2,-9,"IT1","IT667","IT"
"584",668,668,0,0,2,-9,"IT1","IT668","IT"
"585",669,669,0,0,2,-9,"IT1","IT669","IT"
"586",67,67,0,0,2,-9,"UK1","UK67","UK"
"587",670,670,0,0,2,-9,"IT1","IT670","IT"
"588",671,671,0,0,2,-9,"IT1","IT671","IT"
"589",672,672,0,0,2,-9,"IT1","IT672","IT"
"590",673,673,0,0,2,-9,"IT1","IT673","IT"
"591",674,674,0,0,2,-9,"IT1","IT674","IT"
"592",675,675,0,0,2,-9,"IT1","IT675","IT"
"593",676,676,0,0,2,-9,"IT1","IT676","IT"
"594",677,677,0,0,2,-9,"IT1","IT677","IT"
"595",678,678,0,0,2,-9,"IT1","IT678","IT"
"596",679,679,0,0,2,-9,"IT1","IT679","IT"
"597",680,680,0,0,2,-9,"IT1","IT680","IT"
"598",681,681,0,0,2,-9,"IT1","IT681","IT"
"599",682,682,0,0,2,-9,"IT1","IT682","IT"
"600",683,683,0,0,2,-9,"IT1","IT683","IT"
"601",684,684,0,0,2,-9,"IT1","IT684","IT"
"602",685,685,0,0,2,-9,"IT1","IT685","IT"
"603",686,686,0,0,2,-9,"IT1","IT686","IT"
"604",687,687,0,0,2,-9,"IT1","IT687","IT"
"605",688,688,0,0,2,-9,"IT1","IT688","IT"
"606",69,69,0,0,2,-9,"UK1","UK69","UK"
"607",690,690,0,0,2,-9,"IT2","IT690","IT"
"608",691,691,0,0,2,-9,"IT2","IT691","IT"
"609",692,692,0,0,2,-9,"IT2","IT692","IT"
"610",693,693,0,0,2,-9,"IT2","IT693","IT"
"611",694,694,0,0,2,-9,"IT2","IT694","IT"
"612",695,695,0,0,2,-9,"IT2","IT695","IT"
"613",696,696,0,0,2,-9,"IT2","IT696","IT"
"614",698,698,0,0,2,-9,"IT2","IT698","IT"
"615",699,699,0,0,2,-9,"IT2","IT699","IT"
"616",7,7,0,0,2,-9,"UK1","UK7","UK"
"617",70,70,0,0,2,-9,"UK1","UK70","UK"
"618",700,700,0,0,2,-9,"IT2","IT700","IT"
"619",701,701,0,0,2,-9,"IT2","IT701","IT"
"620",702,702,0,0,2,-9,"IT2","IT702","IT"
"621",703,703,0,0,2,-9,"IT2","IT703","IT"
"622",704,704,0,0,2,-9,"IT2","IT704","IT"
"623",705,705,0,0,2,-9,"IT2","IT705","IT"
"624",706,706,0,0,2,-9,"IT2","IT706","IT"
"625",707,707,0,0,2,-9,"IT2","IT707","IT"
"626",708,708,0,0,2,-9,"IT2","IT708","IT"
"627",709,709,0,0,2,-9,"IT2","IT709","IT"
"628",71,71,0,0,2,-9,"UK1","UK71","UK"
"629",710,710,0,0,2,-9,"IT2","IT710","IT"
"630",711,711,0,0,2,-9,"IT2","IT711","IT"
"631",712,712,0,0,2,-9,"IT2","IT712","IT"
"632",713,713,0,0,2,-9,"IT2","IT713","IT"
"633",714,714,0,0,2,-9,"IT2","IT714","IT"
"634",715,715,0,0,2,-9,"IT2","IT715","IT"
"635",716,716,0,0,2,-9,"IT2","IT716","IT"
"636",717,717,0,0,2,-9,"IT2","IT717","IT"
"637",718,718,0,0,2,-9,"IT2","IT718","IT"
"638",719,719,0,0,2,-9,"IT2","IT719","IT"
"639",72,72,0,0,2,-9,"UK1","UK72","UK"
"640",720,720,0,0,2,-9,"IT2","IT720","IT"
"641",721,721,0,0,2,-9,"IT2","IT721","IT"
"642",722,722,0,0,2,-9,"IT2","IT722","IT"
"643",723,723,0,0,2,-9,"IT2","IT723","IT"
"644",724,724,0,0,2,-9,"IT2","IT724","IT"
"645",725,725,0,0,2,-9,"IT2","IT725","IT"
"646",726,726,0,0,2,-9,"IT2","IT726","IT"
"647",727,727,0,0,2,-9,"IT2","IT727","IT"
"648",728,728,0,0,2,-9,"IT2","IT728","IT"
"649",729,729,0,0,2,-9,"IT2","IT729","IT"
"650",73,73,0,0,2,-9,"UK1","UK73","UK"
"651",730,730,0,0,2,-9,"IT2","IT730","IT"
"652",731,731,0,0,2,-9,"IT2","IT731","IT"
"653",732,732,0,0,2,-9,"IT2","IT732","IT"
"654",733,733,0,0,2,-9,"IT2","IT733","IT"
"655",734,734,0,0,2,-9,"IT2","IT734","IT"
"656",735,735,0,0,2,-9,"IT2","IT735","IT"
"657",736,736,0,0,2,-9,"IT2","IT736","IT"
"658",738,738,0,0,2,-9,"IT2","IT738","IT"
"659",74,74,0,0,2,-9,"UK1","UK74","UK"
"660",740,740,0,0,2,-9,"IT2","IT740","IT"
"661",741,741,0,0,2,-9,"IT2","IT741","IT"
"662",742,742,0,0,2,-9,"IT2","IT742","IT"
"663",743,743,0,0,2,-9,"IT2","IT743","IT"
"664",744,744,0,0,2,-9,"IT2","IT744","IT"
"665",745,745,0,0,2,-9,"IT2","IT745","IT"
"666",746,746,0,0,2,-9,"IT2","IT746","IT"
"667",747,747,0,0,2,-9,"IT2","IT747","IT"
"668",748,748,0,0,2,-9,"IT2","IT748","IT"
"669",749,749,0,0,2,-9,"IT2","IT749","IT"
"670",75,75,0,0,2,-9,"UK1","UK75","UK"
"671",750,750,0,0,2,-9,"IT2","IT750","IT"
"672",751,751,0,0,2,-9,"IT2","IT751","IT"
"673",752,752,0,0,2,-9,"IT2","IT752","IT"
"674",753,753,0,0,2,-9,"IT2","IT753","IT"
"675",754,754,0,0,2,-9,"IT2","IT754","IT"
"676",755,755,0,0,2,-9,"IT2","IT755","IT"
"677",756,756,0,0,2,-9,"IT2","IT756","IT"
"678",757,757,0,0,2,-9,"IT2","IT757","IT"
"679",758,758,0,0,2,-9,"IT2","IT758","IT"
"680",759,759,0,0,2,-9,"IT2","IT759","IT"
"681",76,76,0,0,2,-9,"UK1","UK76","UK"
"682",760,760,0,0,2,-9,"IT2","IT760","IT"
"683",761,761,0,0,2,-9,"IT2","IT761","IT"
"684",762,762,0,0,2,-9,"IT2","IT762","IT"
"685",763,763,0,0,2,-9,"IT2","IT763","IT"
"686",764,764,0,0,2,-9,"IT2","IT764","IT"
"687",765,765,0,0,2,-9,"IT2","IT765","IT"
"688",766,766,0,0,2,-9,"IT2","IT766","IT"
"689",767,767,0,0,2,-9,"IT2","IT767","IT"
"690",768,768,0,0,2,-9,"IT2","IT768","IT"
"691",769,769,0,0,2,-9,"IT2","IT769","IT"
"692",77,77,0,0,2,-9,"UK1","UK77","UK"
"693",770,770,0,0,2,-9,"IT2","IT770","IT"
"694",771,771,0,0,2,-9,"IT2","IT771","IT"
"695",772,772,0,0,2,-9,"IT2","IT772","IT"
"696",773,773,0,0,2,-9,"IT2","IT773","IT"
"697",774,774,0,0,2,-9,"IT2","IT774","IT"
"698",775,775,0,0,2,-9,"IT2","IT775","IT"
"699",776,776,0,0,2,-9,"IT2","IT776","IT"
"700",777,777,0,0,2,-9,"IT2","IT777","IT"
"701",778,778,0,0,2,-9,"IT2","IT778","IT"
"702",779,779,0,0,2,-9,"IT2","IT779","IT"
"703",78,78,0,0,2,-9,"UK1","UK78","UK"
"704",780,780,0,0,2,-9,"IT2","IT780","IT"
"705",781,781,0,0,2,-9,"IT2","IT781","IT"
"706",782,782,0,0,2,-9,"IT2","IT782","IT"
"707",783,783,0,0,2,-9,"IT2","IT783","IT"
"708",784,784,0,0,2,-9,"IT2","IT784","IT"
"709",785,785,0,0,2,-9,"IT2","IT785","IT"
"710",786,786,0,0,2,-9,"IT2","IT786","IT"
"711",787,787,0,0,2,-9,"IT2","IT787","IT"
"712",788,788,0,0,2,-9,"IT2","IT788","IT"
"713",789,789,0,0,2,-9,"IT2","IT789","IT"
"714",79,79,0,0,2,-9,"UK1","UK79","UK"
"715",790,790,0,0,2,-9,"IT2","IT790","IT"
"716",792,792,0,0,2,-9,"IT2","IT792","IT"
"717",793,793,0,0,2,-9,"IT2","IT793","IT"
"718",794,794,0,0,2,-9,"IT2","IT794","IT"
"719",796,796,0,0,2,-9,"IT2","IT796","IT"
"720",797,797,0,0,2,-9,"IT2","IT797","IT"
"721",798,798,0,0,2,-9,"IT2","IT798","IT"
"722",799,799,0,0,2,-9,"IT2","IT799","IT"
"723",8,8,0,0,2,-9,"UK1","UK8","UK"
"724",80,80,0,0,2,-9,"UK1","UK80","UK"
"725",800,800,0,0,2,-9,"SE1","SE800","SE"
"726",801,801,0,0,2,-9,"SE1","SE801","SE"
"727",802,802,0,0,2,-9,"SE1","SE802","SE"
"728",803,803,0,0,2,-9,"SE1","SE803","SE"
"729",804,804,0,0,2,-9,"SE1","SE804","SE"
"730",805,805,0,0,2,-9,"SE1","SE805","SE"
"731",806,806,0,0,2,-9,"SE1","SE806","SE"
"732",807,807,0,0,2,-9,"SE1","SE807","SE"
"733",808,808,0,0,2,-9,"SE1","SE808","SE"
"734",809,809,0,0,2,-9,"SE1","SE809","SE"
"735",81,81,0,0,2,-9,"UK1","UK81","UK"
"736",810,810,0,0,2,-9,"SE1","SE810","SE"
"737",811,811,0,0,2,-9,"SE1","SE811","SE"
"738",813,813,0,0,2,-9,"SE1","SE813","SE"
"739",814,814,0,0,2,-9,"SE1","SE814","SE"
"740",815,815,0,0,2,-9,"SE1","SE815","SE"
"741",816,816,0,0,2,-9,"SE1","SE816","SE"
"742",817,817,0,0,2,-9,"SE1","SE817","SE"
"743",818,818,0,0,2,-9,"SE1","SE818","SE"
"744",819,819,0,0,2,-9,"SE1","SE819","SE"
"745",82,82,0,0,2,-9,"UK1","UK82","UK"
"746",820,820,0,0,2,-9,"SE1","SE820","SE"
"747",821,821,0,0,2,-9,"SE1","SE821","SE"
"748",822,822,0,0,2,-9,"SE1","SE822","SE"
"749",823,823,0,0,2,-9,"SE1","SE823","SE"
"750",824,824,0,0,2,-9,"SE1","SE824","SE"
"751",825,825,0,0,2,-9,"SE1","SE825","SE"
"752",826,826,0,0,2,-9,"SE1","SE826","SE"
"753",827,827,0,0,2,-9,"SE1","SE827","SE"
"754",828,828,0,0,2,-9,"SE1","SE828","SE"
"755",829,829,0,0,2,-9,"SE1","SE829","SE"
"756",83,83,0,0,2,-9,"UK1","UK83","UK"
"757",830,830,0,0,2,-9,"SE1","SE830","SE"
"758",831,831,0,0,2,-9,"SE1","SE831","SE"
"759",832,832,0,0,2,-9,"SE1","SE832","SE"
"760",833,833,0,0,2,-9,"SE1","SE833","SE"
"761",834,834,0,0,2,-9,"SE1","SE834","SE"
"762",835,835,0,0,2,-9,"SE1","SE835","SE"
"763",836,836,0,0,2,-9,"SE1","SE836","SE"
"764",837,837,0,0,2,-9,"SE1","SE837","SE"
"765",838,838,0,0,2,-9,"SE1","SE838","SE"
"766",839,839,0,0,2,-9,"SE1","SE839","SE"
"767",84,84,0,0,2,-9,"UK1","UK84","UK"
"768",840,840,0,0,2,-9,"SE1","SE840","SE"
"769",841,841,0,0,2,-9,"SE1","SE841","SE"
"770",842,842,0,0,2,-9,"SE1","SE842","SE"
"771",843,843,0,0,2,-9,"SE1","SE843","SE"
"772",844,844,0,0,2,-9,"SE1","SE844","SE"
"773",845,845,0,0,2,-9,"SE1","SE845","SE"
"774",846,846,0,0,2,-9,"SE1","SE846","SE"
"775",847,847,0,0,2,-9,"SE1","SE847","SE"
"776",848,848,0,0,2,-9,"SE1","SE848","SE"
"777",849,849,0,0,2,-9,"SE1","SE849","SE"
"778",85,85,0,0,2,-9,"UK1","UK85","UK"
"779",850,850,0,0,2,-9,"SE1","SE850","SE"
"780",851,851,0,0,2,-9,"SE1","SE851","SE"
"781",852,852,0,0,2,-9,"SE1","SE852","SE"
"782",853,853,0,0,2,-9,"SE1","SE853","SE"
"783",854,854,0,0,2,-9,"SE1","SE854","SE"
"784",855,855,0,0,2,-9,"SE1","SE855","SE"
"785",856,856,0,0,2,-9,"SE1","SE856","SE"
"786",857,857,0,0,2,-9,"SE1","SE857","SE"
"787",858,858,0,0,2,-9,"SE1","SE858","SE"
"788",859,859,0,0,2,-9,"SE1","SE859","SE"
"789",86,86,0,0,2,-9,"UK1","UK86","UK"
"790",860,860,0,0,2,-9,"SE1","SE860","SE"
"791",861,861,0,0,2,-9,"SE1","SE861","SE"
"792",862,862,0,0,2,-9,"SE1","SE862","SE"
"793",863,863,0,0,2,-9,"SE1","SE863","SE"
"794",864,864,0,0,2,-9,"SE1","SE864","SE"
"795",865,865,0,0,2,-9,"SE1","SE865","SE"
"796",866,866,0,0,2,-9,"SE1","SE866","SE"
"797",867,867,0,0,2,-9,"SE1","SE867","SE"
"798",868,868,0,0,2,-9,"SE1","SE868","SE"
"799",869,869,0,0,2,-9,"SE1","SE869","SE"
"800",87,87,0,0,2,-9,"UK1","UK87","UK"
"801",870,870,0,0,2,-9,"SE1","SE870","SE"
"802",871,871,0,0,2,-9,"SE1","SE871","SE"
"803",872,872,0,0,2,-9,"SE1","SE872","SE"
"804",873,873,0,0,2,-9,"SE1","SE873","SE"
"805",874,874,0,0,2,-9,"SE1","SE874","SE"
"806",875,875,0,0,2,-9,"SE1","SE875","SE"
"807",876,876,0,0,2,-9,"SE1","SE876","SE"
"808",877,877,0,0,2,-9,"SE1","SE877","SE"
"809",878,878,0,0,2,-9,"SE1","SE878","SE"
"810",879,879,0,0,2,-9,"SE1","SE879","SE"
"811",88,88,0,0,2,-9,"UK1","UK88","UK"
"812",880,880,0,0,2,-9,"SE1","SE880","SE"
"813",881,881,0,0,2,-9,"SE1","SE881","SE"
"814",882,882,0,0,2,-9,"SE1","SE882","SE"
"815",883,883,0,0,2,-9,"SE1","SE883","SE"
"816",884,884,0,0,2,-9,"SE1","SE884","SE"
"817",885,885,0,0,2,-9,"SE1","SE885","SE"
"818",886,886,0,0,2,-9,"SE1","SE886","SE"
"819",887,887,0,0,2,-9,"SE1","SE887","SE"
"820",888,888,0,0,2,-9,"SE1","SE888","SE"
"821",889,889,0,0,2,-9,"SE1","SE889","SE"
"822",89,89,0,0,2,-9,"UK1","UK89","UK"
"823",890,890,0,0,2,-9,"SE1","SE890","SE"
"824",892,892,0,0,2,-9,"SE1","SE892","SE"
"825",893,893,0,0,2,-9,"SE1","SE893","SE"
"826",894,894,0,0,2,-9,"SE1","SE894","SE"
"827",895,895,0,0,2,-9,"SE1","SE895","SE"
"828",896,896,0,0,2,-9,"SE1","SE896","SE"
"829",897,897,0,0,2,-9,"SE1","SE897","SE"
"830",898,898,0,0,2,-9,"SE1","SE898","SE"
"831",899,899,0,0,2,-9,"SE1","SE899","SE"
"832",9,9,0,0,2,-9,"UK1","UK9","UK"
"833",900,900,0,0,2,-9,"FI1","FI900","FI"
"834",901,901,0,0,2,-9,"FI1","FI901","FI"
"835",902,902,0,0,2,-9,"FI1","FI902","FI"
"836",903,903,0,0,2,-9,"FI1","FI903","FI"
"837",904,904,0,0,2,-9,"FI1","FI904","FI"
"838",905,905,0,0,2,-9,"FI1","FI905","FI"
"839",906,906,0,0,2,-9,"FI1","FI906","FI"
"840",907,907,0,0,2,-9,"FI1","FI907","FI"
"841",908,908,0,0,2,-9,"FI1","FI908","FI"
"842",909,909,0,0,2,-9,"FI1","FI909","FI"
"843",91,91,0,0,2,-9,"UK1","UK91","UK"
"844",910,910,0,0,2,-9,"FI1","FI910","FI"
"845",911,911,0,0,2,-9,"FI1","FI911","FI"
"846",912,912,0,0,2,-9,"FI1","FI912","FI"
"847",913,913,0,0,2,-9,"FI1","FI913","FI"
"848",914,914,0,0,2,-9,"FI1","FI914","FI"
"849",915,915,0,0,2,-9,"FI1","FI915","FI"
"850",916,916,0,0,2,-9,"FI1","FI916","FI"
"851",917,917,0,0,2,-9,"FI1","FI917","FI"
"852",918,918,0,0,2,-9,"FI1","FI918","FI"
"853",919,919,0,0,2,-9,"FI1","FI919","FI"
"854",92,92,0,0,2,-9,"UK1","UK92","UK"
"855",920,920,0,0,2,-9,"FI1","FI920","FI"
"856",921,921,0,0,2,-9,"FI1","FI921","FI"
"857",922,922,0,0,2,-9,"FI1","FI922","FI"
"858",923,923,0,0,2,-9,"FI1","FI923","FI"
"859",924,924,0,0,2,-9,"FI1","FI924","FI"
"860",925,925,0,0,2,-9,"FI1","FI925","FI"
"861",926,926,0,0,2,-9,"FI1","FI926","FI"
"862",927,927,0,0,2,-9,"FI1","FI927","FI"
"863",928,928,0,0,2,-9,"FI1","FI928","FI"
"864",929,929,0,0,2,-9,"FI1","FI929","FI"
"865",93,93,0,0,2,-9,"UK1","UK93","UK"
"866",930,930,0,0,2,-9,"FI1","FI930","FI"
"867",931,931,0,0,2,-9,"FI1","FI931","FI"
"868",932,932,0,0,2,-9,"FI1","FI932","FI"
"869",933,933,0,0,2,-9,"FI1","FI933","FI"
"870",934,934,0,0,2,-9,"FI1","FI934","FI"
"871",935,935,0,0,2,-9,"FI1","FI935","FI"
"872",936,936,0,0,2,-9,"FI1","FI936","FI"
"873",937,937,0,0,2,-9,"FI1","FI937","FI"
"874",938,938,0,0,2,-9,"FI1","FI938","FI"
"875",939,939,0,0,2,-9,"FI1","FI939","FI"
"876",94,94,0,0,2,-9,"UK1","UK94","UK"
"877",940,940,0,0,2,-9,"FI1","FI940","FI"
"878",941,941,0,0,2,-9,"FI1","FI941","FI"
"879",942,942,0,0,2,-9,"FI1","FI942","FI"
"880",943,943,0,0,2,-9,"FI1","FI943","FI"
"881",944,944,0,0,2,-9,"FI1","FI944","FI"
"882",945,945,0,0,2,-9,"FI1","FI945","FI"
"883",946,946,0,0,2,-9,"FI1","FI946","FI"
"884",947,947,0,0,2,-9,"FI1","FI947","FI"
"885",948,948,0,0,2,-9,"FI1","FI948","FI"
"886",949,949,0,0,2,-9,"FI1","FI949","FI"
"887",95,95,0,0,2,-9,"UK1","UK95","UK"
"888",950,950,0,0,2,-9,"FI1","FI950","FI"
"889",951,951,0,0,2,-9,"FI1","FI951","FI"
"890",952,952,0,0,2,-9,"FI1","FI952","FI"
"891",953,953,0,0,2,-9,"FI1","FI953","FI"
"892",954,954,0,0,2,-9,"FI1","FI954","FI"
"893",955,955,0,0,2,-9,"FI1","FI955","FI"
"894",956,956,0,0,2,-9,"FI1","FI956","FI"
"895",957,957,0,0,2,-9,"FI1","FI957","FI"
"896",958,958,0,0,2,-9,"FI1","FI958","FI"
"897",959,959,0,0,2,-9,"FI1","FI959","FI"
"898",96,96,0,0,2,-9,"UK1","UK96","UK"
"899",960,960,0,0,2,-9,"FI1","FI960","FI"
"900",961,961,0,0,2,-9,"FI1","FI961","FI"
"901",962,962,0,0,2,-9,"FI1","FI962","FI"
"902",963,963,0,0,2,-9,"FI1","FI963","FI"
"903",964,964,0,0,2,-9,"FI1","FI964","FI"
"904",965,965,0,0,2,-9,"FI1","FI965","FI"
"905",966,966,0,0,2,-9,"FI1","FI966","FI"
"906",967,967,0,0,2,-9,"FI1","FI967","FI"
"907",968,968,0,0,2,-9,"FI1","FI968","FI"
"908",969,969,0,0,2,-9,"FI1","FI969","FI"
"909",97,97,0,0,2,-9,"UK1","UK97","UK"
"910",970,970,0,0,2,-9,"FI1","FI970","FI"
"911",971,971,0,0,2,-9,"FI1","FI971","FI"
"912",972,972,0,0,2,-9,"FI1","FI972","FI"
"913",973,973,0,0,2,-9,"FI1","FI973","FI"
"914",974,974,0,0,2,-9,"FI1","FI974","FI"
"915",975,975,0,0,2,-9,"FI1","FI975","FI"
"916",976,976,0,0,2,-9,"FI1","FI976","FI"
"917",977,977,0,0,2,-9,"FI1","FI977","FI"
"918",978,978,0,0,2,-9,"FI1","FI978","FI"
"919",979,979,0,0,2,-9,"FI1","FI979","FI"
"920",980,980,0,0,2,-9,"FI1","FI980","FI"
"921",981,981,0,0,2,-9,"FI1","FI981","FI"
"922",982,982,0,0,2,-9,"FI1","FI982","FI"
"923",983,983,0,0,2,-9,"FI1","FI983","FI"
"924",984,984,0,0,2,-9,"FI1","FI984","FI"
"925",985,985,0,0,2,-9,"FI1","FI985","FI"
"926",986,986,0,0,2,-9,"FI1","FI986","FI"
"927",987,987,0,0,2,-9,"FI1","FI987","FI"
"928",988,988,0,0,2,-9,"FI1","FI988","FI"
"929",989,989,0,0,2,-9,"FI1","FI989","FI"
"930",990,990,0,0,2,-9,"FI1","FI990","FI"
"931",991,991,0,0,2,-9,"FI1","FI991","FI"
"932",992,992,0,0,2,-9,"FI1","FI992","FI"
"933",993,993,0,0,2,-9,"FI1","FI993","FI"
"934",994,994,0,0,2,-9,"FI1","FI994","FI"
"935",995,995,0,0,2,-9,"FI1","FI995","FI"
"936",996,996,0,0,2,-9,"FI1","FI996","FI"
"937",997,997,0,0,2,-9,"FI1","FI997","FI"
"938",998,998,0,0,2,-9,"FI1","FI998","FI"
"939",999,999,0,0,2,-9,"FI1","FI999","FI"
