from,PF_J,PF_J_sd,num_layers
ASV_00001,0.03172204584437337,0.057660570572638535,6
ASV_00002,0.21535885110828215,0.15536053700867525,6
ASV_00005,0.17588597460723365,0.1225219448899715,5
ASV_00007,0.042544026718295304,0.04239518323915354,4
ASV_00008,0.036977760005932024,0.061656395479381475,5
ASV_00009,0.0214607271787275,0.04109541479188535,7
ASV_00010,0.08329003163486916,0.06575486911431966,5
ASV_00011,0.08546948609173653,0.10082932439772042,6
ASV_00012,0.047319220583046384,0.03439201827849364,6
ASV_00013,0.04721227719574731,0.06604707546275422,7
ASV_00014,0.21052877688214244,0.13043378023676228,4
ASV_00015,0.22647995084443528,0.11605304773229694,5
ASV_00016,0.18833551688141897,0.14889355816693015,7
ASV_00017,0.2742729281083171,0.1193837025487497,5
ASV_00018,0.13553280719496355,0.1588107474265998,6
ASV_00019,0.03029373215098361,0.026510764947602072,6
ASV_00020,0.051399491876290726,0.09995806954130228,4
ASV_00021,0.19463794628375855,0.17695836248279997,6
ASV_00022,0.043711886477106,0.03872021317122155,3
ASV_00023,0.049665787847287535,0.04004180002739491,4
ASV_00024,0.08008924339730952,0.07356254905773245,7
ASV_00025,0.25597280934382777,0.1172283603269321,5
ASV_00026,0.191346813838454,0.07896621044483947,5
ASV_00027,0.030311345569791943,0.02093882264625389,3
ASV_00028,0.022516281030484975,0.021725047067218842,4
ASV_00029,0.05146535789421271,0.05379378626239123,5
ASV_00030,0.1397711522782231,0.1119953052081219,6
ASV_00031,0.05153221447446236,0.04578120771653706,7
ASV_00032,0.14988619233514786,0.1723841907597384,6
ASV_00033,0.049509770845895446,0.05023296727831631,6
ASV_00034,0.095460153584807,0.07539775246037023,6
ASV_00035,0.04414953134379354,0.04863950944811551,7
ASV_00036,0.2423196847248164,0.08999783004189249,6
ASV_00037,0.11566312995464148,0.08448013013471105,7
ASV_00038,0.2700099239191205,0.09699718670351122,5
ASV_00039,0.12816098956932812,0.09055874163560733,7
ASV_00040,0.031327281851782275,0.0427343003269736,7
ASV_00041,0.09427936394028368,0.10525779235824971,7
ASV_00042,0.05270839066371672,0.06718133988520193,7
ASV_00043,0.2698661491878353,0.13571162279772306,5
ASV_00044,0.04885364686485612,0.0804381373859659,7
ASV_00045,0.15775092655444017,0.12358428894203238,7
ASV_00046,0.07005742631105609,0.04155191613055528,4
ASV_00047,0.28431381841287845,0.10311509054202256,5
ASV_00048,0.1766413277317522,0.15732303564444175,7
ASV_00049,0.096547881541555,0.09301329650403212,7
ASV_00050,0.14973414454274417,0.15309570010374582,7
ASV_00051,0.11109556419670082,0.11689591176095143,7
ASV_00052,0.14789496219364776,0.14958973257644645,7
ASV_00053,0.2059300671489517,0.1363368703980133,6
ASV_00054,0.10355728155600541,0.12139730786026814,7
ASV_00055,0.1422903681175905,0.12387870410870044,7
ASV_00056,0.24066175314253288,0.12866250907673177,6
ASV_00057,0.1282580386910046,0.10968535765211755,7
ASV_00058,0.13779272962624675,0.10115707942614188,7
ASV_00059,0.17925091265036946,0.16079206624325756,7
ASV_00060,0.18297275083454173,0.1412881137869636,7
ASV_00061,0.16466828691708982,0.1167832941432659,7
ASV_00062,0.0397343341629623,0.02849430113240327,6
ASV_00063,0.1730385000492571,0.13518395319637053,7
ASV_00064,0.10192108256771934,0.12542860680593917,7
ASV_00065,0.23781719348308067,0.07057097471163948,5
ASV_00066,0.22604101303264054,0.12416346700151105,7
ASV_00067,0.05347511111987363,0.03151678657624773,4
ASV_00068,0.12348752392213859,0.0931387566062525,6
ASV_00069,0.17777069314423843,0.10449321588463471,7
ASV_00070,0.17363512270954137,0.10704347764912284,7
ASV_00071,0.22243093728777047,0.08517321892977579,7
ASV_00072,0.1621478841520202,0.1502427038914524,6
ASV_00073,0.1847341817355601,0.16174650160337636,6
ASV_00074,0.07209464039204225,0.061106348580555456,7
ASV_00075,0.2771388814352431,0.11922226984177145,5
ASV_00076,0.23649786104215134,0.10736690839545848,7
ASV_00077,0.2748234542192219,0.09633594669251387,5
ASV_00078,0.0959152284977903,0.09872661680984368,6
ASV_00079,0.2581783891040651,0.11995372074933353,5
ASV_00080,0.18512112590113944,0.12891708898684864,7
ASV_00081,0.1614428431402515,0.10674678303897064,7
ASV_00082,0.07536281992332006,0.048087814250000104,5
ASV_00083,0.18184800716440067,0.10509335550627691,7
ASV_00084,0.10759350444658292,0.10923566885277007,7
ASV_00085,0.23105092574617822,0.11811740070481673,7
ASV_00086,0.15849232645476094,0.10516345704673938,7
ASV_00087,0.11011395102034162,0.13539025833466992,7
ASV_00088,0.15726189869320045,0.101964865604893,7
ASV_00089,0.13418562674109952,0.11688904436027772,7
ASV_00090,0.15893302934043085,0.14257467476295974,7
ASV_00091,0.22890605739972944,0.13128786450865396,5
ASV_00092,0.20229274585665236,0.1261323774052809,7
ASV_00093,0.12289280701523056,0.08644661208068204,7
ASV_00094,0.13282210551572546,0.12620304274340802,7
ASV_00095,0.045862219227510936,0.07586688281242461,4
ASV_00096,0.11300937772988637,0.08993313110511333,7
ASV_00097,0.11324462540539043,0.10687167188677246,7
ASV_00098,0.26066471987013473,0.11047639062635524,5
ASV_00099,0.13952262455727202,0.14369649105225818,7
ASV_00100,0.1233364395159238,0.0876762856358592,7
ASV_00101,0.0977741464116622,0.09210109097357419,7
ASV_00102,0.20293564766242972,0.15956101470082656,5
ASV_00103,0.2449860163699018,0.12303200004739889,5
ASV_00104,0.19033154213571055,0.13792240586287338,7
ASV_00105,0.11716958802216837,0.11765479695603544,7
ASV_00106,0.12903817766207154,0.10209531241656472,7
ASV_00107,0.10902543277096238,0.09848863579971849,7
ASV_00108,0.17381585289418366,0.15033812040380584,6
ASV_00109,0.18495323281843484,0.12371388671930832,7
ASV_00110,0.14647885070987327,0.12050520065151764,7
ASV_00111,0.24362139559052137,0.12112934112474558,5
ASV_00112,0.10102906694921074,0.07639813037415287,7
ASV_00113,0.16045377518089293,0.14746434083228532,7
ASV_00114,0.24302775778766442,0.13122144640215677,4
ASV_00115,0.1440493790528811,0.09789428057659129,6
ASV_00116,0.2555409905978487,0.1170742210174457,7
ASV_00117,0.14233269212451025,0.13491484462243147,7
ASV_00118,0.15307120332964436,0.12883905243638674,7
ASV_00119,0.11423073858430337,0.08441814473620296,7
ASV_00120,0.1354281864061384,0.11329250265341023,7
ASV_00121,0.06810970616001882,0.04999757910958891,6
ASV_00122,0.2840042738558968,0.09003823518466529,5
ASV_00123,0.20769740123577982,0.09681989634692724,7
ASV_00125,0.07933342753642506,0.06355065838196777,7
ASV_00126,0.15595597877629175,0.12631546980037656,7
ASV_00127,0.25538251005516266,0.13676190213057174,5
ASV_00128,0.14717083467728723,0.13164691712090756,7
ASV_00129,0.15856298845595382,0.16531923375085192,6
ASV_00130,0.11714920598938754,0.09970717838415198,7
ASV_00131,0.11439672704811717,0.05751803420535974,7
ASV_00132,0.09454308141015069,0.11950252749060754,6
ASV_00133,0.13666181242745876,0.09509250738627399,7
ASV_00134,0.1497526177396846,0.10609868103548488,6
ASV_00135,0.24169491671152157,0.1114510647950164,7
ASV_00136,0.2111727872621138,0.11783519293202416,7
ASV_00137,0.21234359577725204,0.140980409685193,5
ASV_00138,0.21439881345937264,0.1595676639577175,7
ASV_00139,0.08700382895598983,0.0817484690918056,7
ASV_00140,0.16001986540826801,0.1332688099027316,7
ASV_00141,0.16253694868085783,0.1255962786598174,7
ASV_00142,0.07021823081573263,0.09948463185552847,7
ASV_00143,0.126424363778012,0.10287083188607496,7
ASV_00144,0.07580231598848129,0.05942912243418072,7
ASV_00145,0.1835666136324304,0.16890952388673489,6
ASV_00146,0.1669044978518717,0.07893318436138623,7
ASV_00147,0.12781675555587596,0.101782219704628,5
ASV_00148,0.10563419487533979,0.10569557795183064,7
ASV_00149,0.2152988471377467,0.10675043640843519,5
ASV_00150,0.13745602764238907,0.08561969916596442,7
ASV_00151,0.21323719493166401,0.1084361169787938,7
ASV_00152,0.1619720634515917,0.11930793637678885,7
ASV_00153,0.2293957282271611,0.10263109647239964,5
ASV_00154,0.24613447640569114,0.15243322179857915,5
ASV_00155,0.08723003046308582,0.07919728479539559,7
ASV_00156,0.11676183559180493,0.1063833663696137,7
ASV_00157,0.167347157921179,0.10719274655119823,7
ASV_00158,0.091077584438338,0.11822551444067145,7
ASV_00159,0.14871468002511617,0.10015908382037589,7
ASV_00160,0.14063280216235066,0.10739817649709352,7
ASV_00161,0.14553810694355648,0.12151472254457536,7
ASV_00162,0.16267507769441253,0.15407511558407005,6
ASV_00163,0.13378851686866966,0.10581210606799835,7
ASV_00164,0.25848438285127845,0.09436797721544862,6
ASV_00165,0.1311534591357172,0.10902735957543096,7
ASV_00166,0.16289276331750907,0.11940111052137248,7
ASV_00167,0.21296064516071486,0.156499090423474,6
ASV_00168,0.046841944399662626,0.0559364994358039,7
ASV_00169,0.16246847039512766,0.11932183112531257,5
ASV_00170,0.16511993003102718,0.10714287355996992,7
ASV_00171,0.1984553183568756,0.11182950848818403,7
ASV_00172,0.1816203940108567,0.13230247123441077,7
ASV_00173,0.10116372159921685,0.1388479837853084,7
ASV_00174,0.18375127625738452,0.08822549066502396,5
ASV_00175,0.005464480874316946,NA,2
ASV_00176,0.15184784419616365,0.13267468156604978,6
ASV_00177,0.160105698779754,0.14167640016154637,7
ASV_00178,0.18553250967826596,0.1654421986263901,5
ASV_00179,0.12600586690638932,0.08834670854153429,7
ASV_00180,0.20926587477089964,0.13912773829479239,7
ASV_00181,0.19847651377221695,0.12487520860832159,7
ASV_00182,0.16511808101560763,0.11694036868739462,7
ASV_00183,0.12291437542636255,0.1335172504488281,6
ASV_00184,0.1582971634340992,0.12777051165440642,6
ASV_00185,0.1674890253996638,0.1133200992656104,7
ASV_00186,0.13594926767706386,0.13273721331242952,7
ASV_00187,0.1475713221099932,0.140556596697512,7
ASV_00188,0.12766247890268145,0.12504411578929134,7
ASV_00189,0.15392511349695903,0.15216646272976855,5
ASV_00190,0.18147098040667878,0.11986979462508436,6
ASV_00191,0.028500571621026944,0.029574040505769568,7
ASV_00192,0.20896148753136837,0.10033814667363422,3
ASV_00193,0.127648966668336,0.1335887920485191,7
ASV_00194,0.19043094680103279,0.12579450357747152,5
ASV_00195,0.24785019152964283,0.0892959163390325,5
ASV_00196,0.15805290948960912,0.10893714850965294,7
ASV_00197,0.1528946287479103,0.1104881541919987,7
ASV_00198,0.1657869170120513,0.09672952798758205,7
ASV_00199,0.22321206702695917,0.1873190331189658,5
ASV_00200,0.16775425932951255,0.10400845385700475,7
ASV_00201,0.1869850607271777,0.12955201247093756,7
ASV_00202,0.0513528797225049,0.06051801979024012,7
ASV_00203,0.16277692728203272,0.1380985140464915,6
ASV_00204,0.23862470805652816,0.053180879511209554,5
ASV_00205,0.13386144208711934,0.1139069694949861,7
ASV_00206,0.2026055428015788,0.09996922727186282,6
ASV_00207,0.03533790847953998,0.06459288543118406,5
ASV_00208,0.22731357140256706,0.11474166123404984,4
ASV_00209,0.15096015394522155,0.1407379632549242,5
ASV_00210,0.1418949501214794,0.07694585644751091,7
ASV_00211,0.19091156392482192,0.08689966106257122,7
ASV_00212,0.19912624466097967,0.1316953412792827,5
ASV_00213,0.090170134350176,0.13586472230374502,6
ASV_00214,0.17840928989682855,0.13380113712418787,5
ASV_00215,0.14261288231245603,0.09516645111421136,7
ASV_00216,0.2735954114741042,0.13902543496976924,5
