from,PF_U,PF_U_sd,num_layers,UniFrac_type
ASV_00001,0.2116826346110905,0.13013713772656596,5,d_UW
ASV_00002,0.4569143113150318,0.12545562237344654,6,d_UW
ASV_00005,0.4185193403881071,0.1847548258221507,5,d_UW
ASV_00007,0.17592901913312997,0.10127891518693068,4,d_UW
ASV_00008,0.16801653012192053,0.19029685445335834,5,d_UW
ASV_00009,0.16708030907910376,0.13270340153350868,7,d_UW
ASV_00010,0.3453498006319826,0.167683900965191,5,d_UW
ASV_00011,0.24406958213684815,0.23081472626371793,6,d_UW
ASV_00012,0.3592888051331081,0.12007196291850689,6,d_UW
ASV_00013,0.30636923389420045,0.0982001731182046,7,d_UW
ASV_00014,0.4568975057031437,0.14618332035966233,4,d_UW
ASV_00015,0.5039138646106429,0.1282787619670254,5,d_UW
ASV_00016,0.4496406229955291,0.13786325898189794,7,d_UW
ASV_00017,0.5065509376859241,0.11838170718058864,5,d_UW
ASV_00018,0.32105076158257584,0.23406939265796256,6,d_UW
ASV_00019,0.3436965001461265,0.10204017725838486,6,d_UW
ASV_00020,0.2539370294055192,0.2077295776323502,4,d_UW
ASV_00021,0.368548442476596,0.26578008755213234,6,d_UW
ASV_00022,0.1568345426618366,0.12739324822501882,3,d_UW
ASV_00023,0.3922579367580449,0.10793831055141354,4,d_UW
ASV_00024,0.41039325980136976,0.0948708418034222,7,d_UW
ASV_00025,0.5140981139603791,0.12940049869763073,5,d_UW
ASV_00026,0.4934860688901157,0.08578968139397243,5,d_UW
ASV_00027,0.17163586431735378,NA,2,d_UW
ASV_00028,0.28218253921835634,0.13840592907960386,4,d_UW
ASV_00029,0.21625371388383863,0.17820229671582904,5,d_UW
ASV_00030,0.3549943905200714,0.19758673777594607,6,d_UW
ASV_00031,0.32199254201862204,0.11334709221215261,7,d_UW
ASV_00032,0.3541427324717693,0.2176709569884488,6,d_UW
ASV_00033,0.3141542644713591,0.12530100052683604,6,d_UW
ASV_00034,0.3263787113672185,0.14517448360735985,6,d_UW
ASV_00035,0.23347044843581277,0.13933174028118564,7,d_UW
