node_id,module,layer_id,flow,node_name,short_name
1,1,1,3.42941e-5,ASV_00001,UK1
1,1,2,6.62393e-5,ASV_00001,UK2
1,1,3,2.34891e-6,ASV_00001,IT1
1,1,5,1.87913e-6,ASV_00001,IT3
1,1,7,1.38586e-5,ASV_00001,SE1
2,1,1,3.25089e-4,ASV_00002,UK1
2,1,2,3.04419e-4,ASV_00002,UK2
2,1,3,2.7999e-4,ASV_00002,IT1
2,1,4,3.23915e-4,ASV_00002,IT2
2,1,5,6.15415e-5,ASV_00002,IT3
2,1,7,9.04331e-5,ASV_00002,SE1
3,1,7,1.19794e-5,ASV_00003,SE1
4,1,7,2.34891e-6,ASV_00004,SE1
5,1,1,1.60431e-4,ASV_00005,UK1
5,1,2,9.16075e-5,ASV_00005,UK2
5,1,3,1.97074e-4,ASV_00005,IT1
5,1,4,8.38561e-5,ASV_00005,IT2
5,1,5,1.36237e-5,ASV_00005,IT3
6,1,7,2.34891e-6,ASV_00006,SE1
7,1,3,8.92586e-6,ASV_00007,IT1
7,1,5,2.34891e-6,ASV_00007,IT3
7,1,6,2.13751e-5,ASV_00007,FI1
7,1,7,7.91583e-5,ASV_00007,SE1
8,1,1,3.07707e-5,ASV_00008,UK1
8,1,3,1.02178e-4,ASV_00008,IT1
8,1,5,7.04673e-7,ASV_00008,IT3
8,1,6,4.69782e-7,ASV_00008,FI1
8,1,7,1.45632e-5,ASV_00008,SE1
9,1,1,1.40935e-6,ASV_00009,UK1
9,1,2,2.34891e-6,ASV_00009,UK2
9,1,3,3.99315e-6,ASV_00009,IT1
9,1,4,3.99315e-6,ASV_00009,IT2
9,1,5,2.34891e-6,ASV_00009,IT3
9,1,6,4.69782e-7,ASV_00009,FI1
9,1,7,8.47957e-5,ASV_00009,SE1
10,1,1,5.47296e-5,ASV_00010,UK1
10,1,2,1.55028e-5,ASV_00010,UK2
10,1,3,1.21674e-4,ASV_00010,IT1
10,1,4,2.81869e-6,ASV_00010,IT2
10,1,7,1.9496e-5,ASV_00010,SE1
11,1,1,3.64081e-5,ASV_00011,UK1
11,1,2,3.92268e-5,ASV_00011,UK2
11,1,3,7.3286e-5,ASV_00011,IT1
11,1,4,5.1676e-6,ASV_00011,IT2
11,1,5,7.04673e-7,ASV_00011,IT3
11,1,7,1.76168e-5,ASV_00011,SE1
12,1,1,6.10717e-6,ASV_00012,UK1
12,1,3,2.41938e-5,ASV_00012,IT1
12,1,4,9.77147e-5,ASV_00012,IT2
12,1,5,2.34891e-5,ASV_00012,IT3
12,1,6,6.34206e-6,ASV_00012,FI1
12,1,7,9.44262e-5,ASV_00012,SE1
13,1,1,1.15801e-4,ASV_00013,UK1
13,1,2,1.36237e-5,ASV_00013,UK2
13,1,3,4.69782e-5,ASV_00013,IT1
13,1,4,4.93271e-6,ASV_00013,IT2
13,1,5,1.2919e-5,ASV_00013,IT3
13,1,6,1.02413e-4,ASV_00013,FI1
13,1,7,1.61605e-4,ASV_00013,SE1
14,1,1,1.25667e-4,ASV_00014,UK1
14,1,2,7.75141e-5,ASV_00014,UK2
14,1,3,1.12043e-4,ASV_00014,IT1
14,1,4,2.02006e-5,ASV_00014,IT2
15,1,1,1.23553e-4,ASV_00015,UK1
15,1,2,9.30169e-5,ASV_00015,UK2
15,1,3,1.55498e-4,ASV_00015,IT1
15,1,4,1.16271e-4,ASV_00015,IT2
15,1,5,2.48985e-5,ASV_00015,IT3
16,1,1,3.44585e-4,ASV_00016,UK1
16,1,2,2.75997e-4,ASV_00016,UK2
16,1,3,2.70125e-4,ASV_00016,IT1
16,1,4,3.85456e-4,ASV_00016,IT2
16,1,5,7.96281e-5,ASV_00016,IT3
16,1,6,2.20798e-5,ASV_00016,FI1
16,1,7,2.83279e-4,ASV_00016,SE1
17,1,1,2.50159e-4,ASV_00017,UK1
17,1,2,2.08348e-4,ASV_00017,UK2
17,1,3,1.1956e-4,ASV_00017,IT1
17,1,4,2.1469e-4,ASV_00017,IT2
17,1,5,6.78835e-5,ASV_00017,IT3
18,1,1,2.22207e-4,ASV_00018,UK1
18,1,2,1.24962e-4,ASV_00018,UK2
18,1,3,2.11872e-4,ASV_00018,IT1
18,1,4,1.17446e-4,ASV_00018,IT2
18,1,5,4.69782e-7,ASV_00018,IT3
18,1,6,9.63054e-6,ASV_00018,FI1
19,1,1,5.87228e-6,ASV_00019,UK1
19,1,3,5.77832e-5,ASV_00019,IT1
19,1,4,2.5838e-6,ASV_00019,IT2
19,1,5,9.63054e-6,ASV_00019,IT3
19,1,6,6.57695e-6,ASV_00019,FI1
19,1,7,1.17446e-5,ASV_00019,SE1
20,1,2,7.28162e-6,ASV_00020,UK2
20,1,5,1.40935e-6,ASV_00020,IT3
20,1,6,1.05701e-4,ASV_00020,FI1
20,1,7,1.52914e-4,ASV_00020,SE1
21,1,1,3.7747e-4,ASV_00021,UK1
21,1,2,2.41703e-4,ASV_00021,UK2
21,1,3,2.95023e-4,ASV_00021,IT1
21,1,4,3.95322e-4,ASV_00021,IT2
21,1,5,1.17446e-4,ASV_00021,IT3
21,1,7,2.34891e-7,ASV_00021,SE1
22,1,3,2.161e-5,ASV_00022,IT1
22,1,5,2.5838e-6,ASV_00022,IT3
22,1,7,8.90237e-5,ASV_00022,SE1
23,1,1,1.47981e-5,ASV_00023,UK1
23,1,3,1.59726e-5,ASV_00023,IT1
23,1,5,4.69782e-6,ASV_00023,IT3
23,1,7,3.28848e-6,ASV_00023,SE1
24,1,1,1.10634e-4,ASV_00024,UK1
24,1,2,1.47981e-5,ASV_00024,UK2
24,1,3,5.28505e-5,ASV_00024,IT1
24,1,4,4.50991e-5,ASV_00024,IT2
24,1,5,2.81869e-6,ASV_00024,IT3
24,1,6,2.48985e-5,ASV_00024,FI1
24,1,7,8.03328e-5,ASV_00024,SE1
25,1,1,2.08818e-4,ASV_00025,UK1
25,1,2,1.73819e-4,ASV_00025,UK2
25,1,3,8.92586e-5,ASV_00025,IT1
25,1,4,2.03416e-4,ASV_00025,IT2
25,1,5,7.09371e-5,ASV_00025,IT3
26,1,1,9.2782e-5,ASV_00026,UK1
26,1,3,2.29958e-4,ASV_00026,IT1
