"","n_nodes","n_edges","density","connectanse","diameter","avg_path","between","mean_cc","mean_degree","cows","V3","V5","V7","V8"
"FI1",309,23298,75.3980582524272,0.489597780859917,3.29668137561179,5.50678771067121,0,0.730744828791355,150.796116504854,100,398136,401738,338083,1037469
"IT1",302,20466,67.7682119205298,0.450287122395547,2.33753782449435,1.58647774526413,0,0.741948488471817,135.53642384106,185,262145,285620,204009,817034
"IT2",552,63310,114.692028985507,0.416305005392041,2.65332206255283,1.60029195928352,0,0.674922954165591,229.384057971014,176,1721316,2032914,1879263,3469041
"IT3",210,2776,13.2190476190476,0.126498063340169,3.48429754026424,17.6918204602415,0,0.489983524089167,26.4380952380952,48,13209,15574,18098,17220
"SE1",456,36783,80.6644736842105,0.354569115095431,2.58338330383268,1.6684306921149,1,0.603290330723826,161.328947368421,96,718354,1024943,1123405,1455879
"UK1",483,71101,147.207039337474,0.610817590611926,2.40108884730988,1.39501559238164,26,0.798362099106465,294.414078674948,243,1805850,1860139,1346182,5900589
"UK2",615,51551,83.8227642276423,0.273038319959747,2.43455952981948,1.77170625777919,0,0.594494659032368,167.645528455285,164,1039623,1419042,1410538,2041339
