from,PF_U,PF_U_sd,num_layers,UniFrac_type
ASV_00096,0.4058867759317042,0.11588381801874482,7,d_UW
ASV_00097,0.42837467441212773,0.11247979414584655,7,d_UW
ASV_00098,0.5028626622909946,0.12141335005465659,5,d_UW
ASV_00099,0.42195489423903676,0.12155040072132138,7,d_UW
ASV_00100,0.44256856017983714,0.09246779770584336,7,d_UW
ASV_00101,0.39451217234352376,0.12948470769392983,7,d_UW
ASV_00102,0.4679719996137204,0.1836548008766052,5,d_UW
ASV_00103,0.47121153942623606,0.13134001868817305,5,d_UW
ASV_00104,0.44734542374231956,0.16483872238236366,7,d_UW
ASV_00105,0.41002346007226453,0.15411169196436347,7,d_UW
ASV_00106,0.37106967641740674,0.16189764807458917,7,d_UW
ASV_00107,0.36521763981850774,0.15179024858705445,7,d_UW
ASV_00108,0.4380246425300526,0.1531410088752133,6,d_UW
ASV_00109,0.4714981307663728,0.12262904939108597,7,d_UW
ASV_00110,0.4125399551826652,0.15774695212374615,7,d_UW
ASV_00111,0.49394508663062997,0.13464268150140712,5,d_UW
ASV_00112,0.42826627784953086,0.10938767663523752,7,d_UW
ASV_00113,0.43843102423626734,0.16951223652505953,7,d_UW
ASV_00114,0.5030273760979588,0.09760894682791232,4,d_UW
ASV_00115,0.47709796292597684,0.08994509996598936,6,d_UW
ASV_00116,0.535371988873379,0.10691613521930282,7,d_UW
ASV_00117,0.40257715140216965,0.13636421114925235,7,d_UW
ASV_00118,0.440945087902051,0.1392731498495288,7,d_UW
ASV_00119,0.4290382845931394,0.09297803706829443,7,d_UW
ASV_00120,0.40172773382874394,0.169255767197042,7,d_UW
ASV_00121,0.38759799488423063,0.08665748966620505,6,d_UW
ASV_00122,0.5361355445507785,0.07778917865795584,5,d_UW
ASV_00123,0.4816344885336009,0.09820740775246502,7,d_UW
ASV_00125,0.38840603140197094,0.10448870533220313,7,d_UW
ASV_00126,0.4394900524697182,0.14368998064201888,7,d_UW
ASV_00127,0.4894297021937811,0.1362197163046944,5,d_UW
ASV_00128,0.4372186222911293,0.12916018083226596,7,d_UW
ASV_00129,0.33717193415528646,0.22365564620698317,6,d_UW
ASV_00130,0.4067904120794964,0.12962691018480388,7,d_UW
ASV_00131,0.4298889553829013,0.08178637847060873,7,d_UW
ASV_00132,0.3429707133938078,0.15698087400506222,6,d_UW
ASV_00133,0.43707054588635086,0.10243281913456699,7,d_UW
ASV_00134,0.43493624084237203,0.10896158177812795,6,d_UW
ASV_00135,0.5316264732402094,0.11806473841326559,7,d_UW
ASV_00136,0.4854597018649607,0.10014614486736712,7,d_UW
ASV_00137,0.483995199734778,0.14185976377758966,5,d_UW
ASV_00138,0.4556651739818153,0.2008610131526904,7,d_UW
ASV_00139,0.3714845863365678,0.09888108931703221,7,d_UW
ASV_00140,0.4505741926766893,0.13760295721651156,7,d_UW
ASV_00141,0.4472982981649376,0.14148370262970178,7,d_UW
ASV_00142,0.35700730714334894,0.1581098165269686,7,d_UW
ASV_00143,0.4080398081493495,0.12791163659691046,7,d_UW
ASV_00144,0.36813532964877094,0.12087126762831772,7,d_UW
ASV_00145,0.4320343547772285,0.171271803317009,6,d_UW
ASV_00146,0.4780774154173103,0.08215828026492289,7,d_UW
ASV_00147,0.42908303871633025,0.11453131186637479,5,d_UW
ASV_00148,0.37656459803786235,0.1448661361258845,7,d_UW
ASV_00149,0.4843709542064163,0.0969402013096995,5,d_UW
ASV_00150,0.46309829431219407,0.09057785395505828,7,d_UW
ASV_00151,0.5078720876695362,0.10114788091389676,7,d_UW
ASV_00152,0.4487185016231021,0.12518430042913217,7,d_UW
ASV_00153,0.5195039998621015,0.09415518978118993,5,d_UW
ASV_00154,0.4770109766290399,0.14710602856302957,5,d_UW
ASV_00155,0.3636263669769594,0.13973343315837644,7,d_UW
ASV_00156,0.39443171525014487,0.11165974579177468,7,d_UW
ASV_00157,0.4551451904746855,0.10968221915969276,7,d_UW
ASV_00158,0.3387712618652159,0.12976203038691092,7,d_UW
ASV_00159,0.45319649920413696,0.09847701788518624,7,d_UW
ASV_00160,0.426895224550247,0.15267830869823068,7,d_UW
ASV_00161,0.3957656042786216,0.18786995567238776,7,d_UW
ASV_00162,0.4285899293392048,0.17212025283533808,6,d_UW
ASV_00163,0.42576515950592264,0.13975597649774646,7,d_UW
ASV_00164,0.5488246111651609,0.07758512837728831,6,d_UW
ASV_00165,0.4222819455041371,0.11954999945697015,7,d_UW
ASV_00166,0.44492741034115235,0.13659928933719545,7,d_UW
ASV_00167,0.42959080846065445,0.25104950743020804,6,d_UW
ASV_00168,0.37972799565358695,0.07691035310427478,7,d_UW
ASV_00169,0.4580972300741384,0.13941090056018218,5,d_UW
ASV_00170,0.47621548982866535,0.10352475347855129,7,d_UW
ASV_00171,0.490082222641685,0.12049738152469475,7,d_UW
ASV_00172,0.4465782821821107,0.15656145603852853,7,d_UW
ASV_00173,0.3493770601079854,0.17754704431077664,7,d_UW
ASV_00174,0.47552570726940346,0.07215408201499736,5,d_UW
ASV_00175,0.18039799919839583,NA,2,d_UW
ASV_00176,0.39028015171583175,0.14996627616247005,6,d_UW
ASV_00177,0.4224480222701067,0.15772074022178648,7,d_UW
ASV_00178,0.36712800656246347,0.23707121822043656,5,d_UW
ASV_00179,0.43347042059325613,0.1250596893562336,7,d_UW
ASV_00180,0.4616278088319359,0.21754750356231056,7,d_UW
ASV_00181,0.49245595216823856,0.11329388490773061,7,d_UW
ASV_00182,0.444228124047341,0.13789454453694464,7,d_UW
ASV_00183,0.3700054245127643,0.14477954383670988,6,d_UW
ASV_00184,0.4533891653411305,0.13517742904047295,6,d_UW
ASV_00185,0.4941502714794579,0.09307181643211031,7,d_UW
ASV_00186,0.42186200582144007,0.14232126400340167,7,d_UW
ASV_00187,0.41482329809314145,0.17257467404865356,7,d_UW
ASV_00188,0.40211540814562696,0.1343164864118309,7,d_UW
ASV_00189,0.38552282146815087,0.22016962867812528,5,d_UW
ASV_00190,0.45279022226395216,0.1110681765277999,6,d_UW
ASV_00191,0.33628003232272363,0.08611540643630208,7,d_UW
ASV_00192,0.4557919854804747,0.08648244422703923,3,d_UW
ASV_00193,0.39604590042783283,0.1632523078784238,7,d_UW
ASV_00194,0.4334503173603309,0.1172248389063958,5,d_UW
ASV_00195,0.4804283242817051,0.09798173911871179,5,d_UW
ASV_00196,0.426262774328518,0.1301830728854365,7,d_UW
ASV_00197,0.43045732914663615,0.1443974180297253,7,d_UW
ASV_00198,0.4840319738497716,0.09835287803153195,7,d_UW
ASV_00199,0.40004735016153403,0.27120877616755884,5,d_UW
ASV_00200,0.4702173817964962,0.1036984651079132,7,d_UW
ASV_00201,0.4701379769192704,0.16131106287988448,7,d_UW
ASV_00202,0.26006845095989184,0.12497232340127021,7,d_UW
ASV_00203,0.42334875880335243,0.1374746785867344,6,d_UW
ASV_00204,0.549534549852848,0.041079381413250675,5,d_UW
ASV_00205,0.4030840436637916,0.16662743438356775,7,d_UW
ASV_00206,0.5118949945210884,0.08756393250580785,6,d_UW
ASV_00207,0.26174025312131954,0.13167713552786803,5,d_UW
ASV_00208,0.4945227032643099,0.12163505826727286,4,d_UW
ASV_00209,0.4181367320994184,0.167488480524628,5,d_UW
ASV_00210,0.4182651497106422,0.08941453111237613,7,d_UW
ASV_00211,0.5208203469981658,0.06100721199503655,7,d_UW
ASV_00212,0.49103218349237254,0.09712860545650055,5,d_UW
ASV_00213,0.27881103880212166,0.18564232963829178,6,d_UW
ASV_00214,0.46220142599695246,0.14739253334848768,5,d_UW
ASV_00215,0.44963006062717203,0.08658901725079368,7,d_UW
ASV_00216,0.5131310309052187,0.14245375450473838,5,d_UW
ASV_00217,0.43365793253276474,0.05988589316208312,6,d_UW
ASV_00218,0.509590369608219,0.16817762210244144,7,d_UW
ASV_00219,0.42223599204063333,0.22568709111684407,7,d_UW
ASV_00220,0.5449181674954502,0.08298456559462929,5,d_UW
ASV_00221,0.40426863978903804,0.16678732447895184,7,d_UW
ASV_00222,0.4609270983382381,0.18435179156698234,5,d_UW
ASV_00223,0.3470112395676658,0.11530551285623766,7,d_UW
ASV_00224,0.34446088757416005,0.1648927174053438,6,d_UW
ASV_00225,0.4224056699262053,0.1361250822390987,5,d_UW
ASV_00226,0.507055015897451,0.10433990533627681,7,d_UW
ASV_00227,0.43689631572091403,0.19233706607815748,5,d_UW
ASV_00228,0.3657162591224097,0.22760280802820804,5,d_UW
ASV_00229,0.3767334992685144,0.1167716347514424,7,d_UW
ASV_00230,0.4556967300308219,0.14618411291625058,5,d_UW
ASV_00231,0.44495877985256194,0.192432684753712,7,d_UW
ASV_00232,0.4638613886720485,0.1297830452206513,7,d_UW
ASV_00233,0.4426366364712482,0.1007080984796862,7,d_UW
ASV_00235,0.4457788093701779,0.11660509644006958,6,d_UW
ASV_00236,0.3515036558987469,0.20192534425289435,7,d_UW
ASV_00237,0.34865757197199654,0.055010256450919545,6,d_UW
ASV_00238,0.4863135975609243,0.19562546919545615,5,d_UW
ASV_00239,0.27208015879626646,0.19459190270730237,7,d_UW
ASV_00240,0.5931346169601075,0.05230893443848464,6,d_UW
ASV_00241,0.5005330847709866,0.11155021551184081,7,d_UW
ASV_00242,0.46775047167110373,0.17981651164359938,7,d_UW
ASV_00243,0.42072337364240964,0.10516670311200825,7,d_UW
ASV_00244,0.49819539598409124,0.1214268453954794,5,d_UW
ASV_00245,0.4929928169913512,0.09271343175059175,6,d_UW
ASV_00246,0.47249205468895616,0.08604361139766724,3,d_UW
ASV_00247,0.4306392495358208,0.09475982902836426,7,d_UW
ASV_00248,0.4352390858537202,0.15583926727650155,6,d_UW
ASV_00249,0.40000268532731886,0.15926221086474698,7,d_UW
ASV_00250,0.440224681202142,0.1334830318205928,7,d_UW
ASV_00251,0.4347094483018086,0.2054571411082572,7,d_UW
ASV_00252,0.47605862136162014,0.1100691980283702,7,d_UW
ASV_00253,0.49813265694462117,0.09196922152756136,5,d_UW
ASV_00254,0.395583528686941,0.13344864807073206,7,d_UW
ASV_00255,0.5397491855905301,0.08819457029356363,5,d_UW
ASV_00256,0.41538025638013876,0.039922287403416766,4,d_UW
ASV_00257,0.40104106523641714,0.18120494318149033,7,d_UW
ASV_00258,0.41669649156512545,0.1605012344949608,7,d_UW
ASV_00259,0.3686508756196577,0.11449135717311879,7,d_UW
ASV_00260,0.49879955723485614,0.057680450043310766,5,d_UW
ASV_00261,0.5049475409695832,0.051232052606689775,6,d_UW
ASV_00262,0.5421829636392308,0.08726419066007852,7,d_UW
ASV_00263,0.4062979508886829,0.08049748735834798,7,d_UW
ASV_00264,0.4139079011968635,0.12315144851260695,7,d_UW
ASV_00265,0.4318642581976726,0.08187297160497883,6,d_UW
ASV_00266,0.4811983085576951,0.1251900625124016,5,d_UW
ASV_00267,0.4654902269204051,0.08869360291029924,7,d_UW
ASV_00268,0.355909188967759,0.04359695053802463,5,d_UW
ASV_00269,0.46936674509105114,0.1266424410035792,7,d_UW
ASV_00270,0.5208909557899918,0.09197766441986921,7,d_UW
ASV_00271,0.39054988424861314,0.21558392194339718,4,d_UW
ASV_00272,0.6045542365006802,0.026901086611854915,4,d_UW
ASV_00273,0.5030972859976337,0.1392182651916762,5,d_UW
ASV_00274,0.502324005854079,0.19013643592342497,7,d_UW
ASV_00275,0.4505824238289119,0.16932607128391652,7,d_UW
ASV_00276,0.43300328565298785,0.15873229428230085,7,d_UW
ASV_00277,0.4882460204099204,0.12691445290516998,7,d_UW
ASV_00278,0.4057239619822123,0.14870190107284587,6,d_UW
ASV_00279,0.3741965575761713,0.22077014747042809,6,d_UW
ASV_00280,0.4221981525457077,0.07692654841603458,7,d_UW
ASV_00281,0.5908898494980943,0.05487292768414197,5,d_UW
ASV_00282,0.3609905454760741,0.15060880610679717,6,d_UW
ASV_00283,0.46415127412282675,0.10537263394705053,6,d_UW
ASV_00284,0.37342093018784683,0.15447526078802226,7,d_UW
ASV_00285,0.3309633094375294,0.17141466469836916,7,d_UW
ASV_00286,0.3692412916930222,0.15549469369968716,7,d_UW
ASV_00287,0.4400753997953851,0.19612336740458336,5,d_UW
ASV_00288,0.4262386339842221,0.12031917943626673,7,d_UW
ASV_00289,0.5259765754378495,0.07313259220250012,5,d_UW
ASV_00290,0.48909002059663687,0.09680869928722156,7,d_UW
ASV_00291,0.41205848383976673,0.09840369218872974,7,d_UW
ASV_00292,0.37740127300137405,0.211951196721411,7,d_UW
ASV_00293,0.36396811197523105,0.19718573326875286,7,d_UW
ASV_00294,0.3947485493820083,0.11077142078917995,7,d_UW
ASV_00295,0.46086217436392096,0.11704040668350638,5,d_UW
ASV_00296,0.45114194827916276,0.13713172740106994,7,d_UW
ASV_00297,0.494359642352309,0.09179731970076212,7,d_UW
ASV_00298,0.466157684861508,0.07069381321170384,6,d_UW
ASV_00299,0.43857377828749344,0.14183230107217057,7,d_UW
ASV_00300,0.5024557500063003,0.07878547216635941,6,d_UW
ASV_00301,0.4249109759331807,0.11953211326647535,5,d_UW
ASV_00302,0.5521975699073687,0.06390434373183457,5,d_UW
ASV_00303,0.4009869173032815,0.11211259888105886,7,d_UW
ASV_00304,0.3883002988394413,0.16491626962848033,6,d_UW
ASV_00305,0.5103675422386276,0.07874706806119908,6,d_UW
ASV_00306,0.4927300837048255,0.035801678169196514,4,d_UW
ASV_00307,0.50180179664949,0.08437821097377594,5,d_UW
ASV_00308,0.5018510879800011,0.11423894203309067,5,d_UW
ASV_00309,0.48138622336900283,0.15885730672342882,7,d_UW
ASV_00310,0.3539429365541584,0.1395876186587443,5,d_UW
ASV_00311,0.45157613435200983,0.15031968589960396,7,d_UW
ASV_00312,0.42217054872498294,0.1261979599735723,7,d_UW
ASV_00313,0.44537948480129597,0.08519155757555387,7,d_UW
ASV_00314,0.4239926288928392,0.10031741715458926,6,d_UW
ASV_00315,0.407038892234033,0.1680229363084519,7,d_UW
ASV_00316,0.4137611368407301,0.03827228095780772,6,d_UW
ASV_00317,0.43493087149251675,0.12338987666951814,4,d_UW
ASV_00318,0.43551115511701044,0.12287879967600011,7,d_UW
ASV_00319,0.5029418424413123,0.055484539507435905,5,d_UW
ASV_00320,0.390648898238531,0.1493775935457076,7,d_UW
ASV_00321,0.4727937933211045,0.13100176830170027,6,d_UW
ASV_00322,0.3318940887923898,0.08663047133802938,4,d_UW
ASV_00323,0.44757379342789505,0.13769234502576774,7,d_UW
ASV_00324,0.4724986351995325,0.10125906654343977,7,d_UW
ASV_00325,0.4068291659852322,0.12144487009971117,6,d_UW
ASV_00326,0.4703384446921548,0.12751497174665408,6,d_UW
ASV_00327,0.43090543650903923,0.09654583382525841,5,d_UW
ASV_00328,0.4584232427810875,0.11105874016522735,7,d_UW
ASV_00329,0.5765001488174919,0.028967797264698992,5,d_UW
ASV_00330,0.49491368893662935,0.1307620287294339,5,d_UW
ASV_00331,0.48488316994595126,0.08236444721292006,7,d_UW
ASV_00332,0.5524728656254437,0.044069896141676196,6,d_UW
ASV_00333,0.42589610048654514,0.15011418849457503,7,d_UW
ASV_00334,0.4605878988509471,0.20425708211060778,7,d_UW
ASV_00335,0.5328405036391772,0.08220426634297513,7,d_UW
ASV_00336,0.4204438516510569,0.17389379492344545,5,d_UW
ASV_00337,0.41577310197278594,0.18803955690944496,5,d_UW
ASV_00338,0.515220536615574,0.0953423208193839,6,d_UW
ASV_00339,0.4491493166129422,0.07550877338447257,6,d_UW
ASV_00340,0.4221224390253977,0.10074584448967047,7,d_UW
ASV_00341,0.43108064927756173,0.14293182261565246,6,d_UW
ASV_00342,0.44720308933448183,0.15467681167375122,7,d_UW
ASV_00343,0.4674258756996966,0.09923768285044067,5,d_UW
ASV_00344,0.40272481593074416,0.08413583787322038,4,d_UW
ASV_00345,0.41662346100670034,0.15895386134265024,5,d_UW
ASV_00346,0.3520162907023118,0.19201042307424412,7,d_UW
ASV_00347,0.38064808890961777,0.13741264307744766,6,d_UW
ASV_00348,0.3829554977690952,0.23813147268288135,6,d_UW
ASV_00349,0.5739243730424071,0.02688307293485227,6,d_UW
ASV_00350,0.44747901475073104,0.1818711784684114,7,d_UW
ASV_00351,0.46988348918661993,0.2290525055501668,7,d_UW
ASV_00352,0.4069799326344614,0.09185948823970323,7,d_UW
ASV_00353,0.3432606899889308,0.17143566672206645,5,d_UW
ASV_00354,0.4158768720049628,0.1735245992889289,5,d_UW
ASV_00355,0.4595380113127767,0.17475921763854396,5,d_UW
ASV_00356,0.5101279375205994,0.09637173145306775,7,d_UW
ASV_00357,0.3461991684383522,0.15445690665969158,5,d_UW
ASV_00358,0.3809071396160171,0.17388933074653898,6,d_UW
ASV_00359,0.42074990131109613,0.07015957096828496,7,d_UW
ASV_00360,0.487626106466005,0.10058854115327699,7,d_UW
ASV_00361,0.4655363291610406,0.1365421587451679,7,d_UW
ASV_00362,0.42967015876412684,0.10815051070367622,4,d_UW
ASV_00363,0.4319039676133829,0.15577494064218517,6,d_UW
ASV_00364,0.43532567288272606,0.2250329731980555,5,d_UW
ASV_00365,0.4147371524917769,0.140620667859191,7,d_UW
ASV_00366,0.45106676659965494,0.13997173481589012,7,d_UW
ASV_00367,0.434403671992744,0.11533919731387815,7,d_UW
ASV_00368,0.37414851712685815,0.22382308957454142,5,d_UW
ASV_00369,0.43450743210520915,0.194002400148632,7,d_UW
ASV_00370,0.5068934693780998,0.06153727219949014,5,d_UW
ASV_00371,0.43746338240958593,0.15548602651118731,7,d_UW
ASV_00372,0.47323736174530584,0.10329017323686604,7,d_UW
ASV_00373,0.41981378652683643,0.1986269947875705,7,d_UW
ASV_00374,0.30938232988602676,0.16507585836101504,7,d_UW
ASV_00375,0.4224611239299192,0.14326667502331508,4,d_UW
ASV_00376,0.5496874110757555,0.11077997863836142,7,d_UW
ASV_00377,0.4209941583875271,0.1567954116854599,7,d_UW
ASV_00378,0.4440965000390549,0.1100903501266581,7,d_UW
ASV_00379,0.41985208382616135,0.17817843785492,7,d_UW
ASV_00380,0.3846860352827124,0.13456914112488622,7,d_UW
ASV_00381,0.47418203623552746,0.1226318639920121,5,d_UW
ASV_00382,0.47169601152459173,0.1210876947261112,7,d_UW
ASV_00383,0.3349507905785942,0.24275132162776014,4,d_UW
ASV_00384,0.39104696552625917,0.12112489154695606,7,d_UW
ASV_00385,0.42567714422872593,0.14831672666710544,7,d_UW
ASV_00386,0.3740800846865322,0.0766864560144955,6,d_UW
ASV_00387,0.5139398513985053,0.1497534842715177,7,d_UW
ASV_00388,0.4715790126295034,0.07772248427084241,6,d_UW
ASV_00389,0.43006599967709247,0.1413842347622143,7,d_UW
ASV_00390,0.48438494224765294,0.18436328257958773,5,d_UW
ASV_00391,0.47021166576809525,0.11959260892414435,5,d_UW
ASV_00392,0.5575139892227511,0.09124446415642307,6,d_UW
ASV_00393,0.4325841465623279,0.20432381897373983,5,d_UW
ASV_00394,0.35861025167359073,0.2540503066778602,5,d_UW
ASV_00395,0.5049751522602943,0.10285432851085535,7,d_UW
ASV_00396,0.37229883191575275,0.2360588926291999,5,d_UW
ASV_00397,0.40163858740501324,0.11481351522461325,7,d_UW
ASV_00398,0.455143629127015,0.12080113191305171,5,d_UW
ASV_00399,0.38511779627989595,0.1747659658075794,5,d_UW
ASV_00400,0.41364138561305974,0.09615496383443226,7,d_UW
ASV_00401,0.21003484810194173,NA,2,d_UW
ASV_00402,0.35915180921331613,0.11907059765458337,7,d_UW
ASV_00403,0.3514765073725711,0.18434159703734654,5,d_UW
ASV_00404,0.4168591886199611,0.11759232175378709,7,d_UW
ASV_00405,0.4044514555264722,0.037616381225733575,4,d_UW
ASV_00406,0.3561052227332544,0.1448027555137561,7,d_UW
ASV_00407,0.41180127924600796,0.17166587222987015,7,d_UW
ASV_00409,0.3740777859459046,0.2176371251839147,6,d_UW
ASV_00410,0.4262657923939377,0.13676407343514524,6,d_UW
ASV_00411,0.4780610980983474,0.15230040120180222,5,d_UW
ASV_00412,0.26441077786282163,0.1589912846618866,6,d_UW
ASV_00413,0.4339457635376396,0.21349562470555122,7,d_UW
ASV_00415,0.5759298134870258,0.03444077383020312,6,d_UW
ASV_00416,0.4917710731955459,0.04048216318917338,6,d_UW
ASV_00417,0.5488512112439377,0.053377017571788136,6,d_UW
ASV_00418,0.4849505375012386,0.07956080311551218,6,d_UW
ASV_00419,0.4395577828908882,0.04170880239680127,4,d_UW
ASV_00420,0.41471985269249867,0.12289019307056909,7,d_UW
ASV_00421,0.42020934372099217,0.10169480172217181,7,d_UW
ASV_00422,0.4313185838651845,0.14791094527423831,5,d_UW
ASV_00423,0.3550909053574274,0.1226451213934338,6,d_UW
ASV_00424,0.4289085914015318,0.2038189992908527,7,d_UW
ASV_00425,0.39436941106214474,0.14878526016645582,7,d_UW
ASV_00426,0.5004269378902092,0.11575842909395923,7,d_UW
ASV_00427,0.522011442866436,0.036624482923658164,4,d_UW
ASV_00428,0.46146024461314206,0.07141985594450151,6,d_UW
ASV_00429,0.45161058766252604,0.17512758694662792,5,d_UW
ASV_00430,0.3778417528858964,0.12368699206181687,6,d_UW
ASV_00431,0.5653811323727288,0.031176736717153507,4,d_UW
ASV_00432,0.3687929318557678,0.058537346342989585,4,d_UW
ASV_00434,0.614350639788811,0.026800078075366142,3,d_UW
ASV_00435,0.3751741240540182,0.14702440684537982,6,d_UW
ASV_00436,0.4140757746764826,0.14426893993658615,6,d_UW
ASV_00437,0.40877027578270675,0.18404679131732235,6,d_UW
ASV_00438,0.481236957647853,0.08227501396124871,7,d_UW
ASV_00439,0.3468792721688647,0.1497504825732072,7,d_UW
ASV_00440,0.5367374263862683,0.05977964418245686,5,d_UW
ASV_00441,0.4610364676997232,0.13131451601093627,7,d_UW
ASV_00442,0.4428602051223066,0.11917552899757661,7,d_UW
ASV_00443,0.4193994127686458,0.16841233210053178,5,d_UW
ASV_00444,0.6180928174119324,0.060212722090699215,6,d_UW
ASV_00445,0.4276307523112376,0.24948314694187185,5,d_UW
