"","sp1","sp2","weight","sp1_inc","sp2_inc","obs_cooccur","exp_cooccur","p_lt","p_gt","sp1_name","sp2_name","level","level_name","edge_type"
"6452",36,188,0.452,41,41,25,27.6,0.11477,0.96531,"ASV_00044","ASV_00805","Farm","Mink","not_significant"
"6453",36,189,0.231,41,21,16,14.1,0.91648,0.21477,"ASV_00044","ASV_00827","Farm","Mink","not_significant"
"6454",36,190,0.242,41,22,13,14.8,0.23136,0.90232,"ASV_00044","ASV_00883","Farm","Mink","not_significant"
"6455",36,191,0.364,41,33,25,22.2,0.96558,0.10214,"ASV_00044","ASV_00888","Farm","Mink","not_significant"
"6456",36,192,0.342,41,31,19,20.8,0.23339,0.89905,"ASV_00044","ASV_00930","Farm","Mink","not_significant"
"6457",36,193,0.286,41,26,19,17.5,0.86822,0.28749,"ASV_00044","ASV_00962","Farm","Mink","not_significant"
"6458",36,194,0.209,41,19,17,12.8,0.99856,0.01114,"ASV_00044","ASV_00973","Farm","Mink","pos"
"6459",36,195,0.364,41,33,23,22.2,0.76506,0.4297,"ASV_00044","ASV_01032","Farm","Mink","not_significant"
"6460",36,196,0.264,41,24,17,16.1,0.77643,0.42127,"ASV_00044","ASV_01074","Farm","Mink","not_significant"
"6461",36,197,0.275,41,25,18,16.8,0.8263,0.35181,"ASV_00044","ASV_01111","Farm","Mink","not_significant"
"6462",36,198,0.242,41,22,18,14.8,0.98484,0.05939,"ASV_00044","ASV_01579","Farm","Mink","not_significant"
"6463",37,38,0.414,28,55,27,25.2,0.98005,0.13963,"ASV_00045","ASV_00046","Farm","Mink","not_significant"
"6464",37,39,0.451,28,60,28,27.5,1,0.54098,"ASV_00045","ASV_00048","Farm","Mink","not_significant"
"6465",37,40,0.436,28,58,27,26.6,0.8484,0.56238,"ASV_00045","ASV_00050","Farm","Mink","not_significant"
"6466",37,41,0.346,28,46,24,21.1,0.98011,0.07607,"ASV_00045","ASV_00051","Farm","Mink","not_significant"
"6467",37,42,0.451,28,60,28,27.5,1,0.54098,"ASV_00045","ASV_00052","Farm","Mink","not_significant"
"6468",37,43,0.233,28,31,18,14.2,0.98634,0.04598,"ASV_00045","ASV_00054","Farm","Mink","pos"
"6469",37,44,0.361,28,48,23,22,0.82082,0.38699,"ASV_00045","ASV_00055","Farm","Mink","not_significant"
"6470",37,45,0.459,28,61,28,28,1,1,"ASV_00045","ASV_00056","Farm","Mink","not_significant"
"6471",37,46,0.451,28,60,28,27.5,1,0.54098,"ASV_00045","ASV_00057","Farm","Mink","not_significant"
"6472",37,47,0.346,28,46,22,21.1,0.79497,0.41101,"ASV_00045","ASV_00058","Farm","Mink","not_significant"
"6473",37,48,0.436,28,58,28,26.6,1,0.1516,"ASV_00045","ASV_00059","Farm","Mink","not_significant"
"6474",37,49,0.316,28,42,22,19.3,0.96431,0.1084,"ASV_00045","ASV_00060","Farm","Mink","not_significant"
"6475",37,50,0.331,28,44,21,20.2,0.77157,0.43258,"ASV_00045","ASV_00061","Farm","Mink","not_significant"
"6476",37,51,0.459,28,61,28,28,1,1,"ASV_00045","ASV_00062","Farm","Mink","not_significant"
"6477",37,52,0.233,28,31,17,14.2,0.95402,0.12153,"ASV_00045","ASV_00063","Farm","Mink","not_significant"
"6478",37,53,0.173,28,23,12,10.6,0.84843,0.30841,"ASV_00045","ASV_00064","Farm","Mink","not_significant"
"6479",37,54,0.324,28,43,21,19.7,0.83948,0.33515,"ASV_00045","ASV_00066","Farm","Mink","not_significant"
"6480",37,55,0.459,28,61,28,28,1,1,"ASV_00045","ASV_00067","Farm","Mink","not_significant"
"6481",37,56,0.324,28,43,23,19.7,0.98427,0.05865,"ASV_00045","ASV_00069","Farm","Mink","not_significant"
"6482",37,57,0.158,28,21,15,9.6,0.99933,0.00408,"ASV_00045","ASV_00070","Farm","Mink","pos"
"6483",37,58,0.211,28,28,17,12.9,0.99202,0.02966,"ASV_00045","ASV_00071","Farm","Mink","pos"
"6484",37,59,0.309,28,41,21,18.8,0.92968,0.17913,"ASV_00045","ASV_00076","Farm","Mink","not_significant"
"6485",37,60,0.203,28,27,17,12.4,0.99609,0.01649,"ASV_00045","ASV_00078","Farm","Mink","pos"
"6486",37,61,0.166,28,22,14,10.1,0.991,0.03416,"ASV_00045","ASV_00080","Farm","Mink","pos"
"6487",37,62,0.339,28,45,21,20.7,0.68751,0.53766,"ASV_00045","ASV_00083","Farm","Mink","not_significant"
"6488",37,63,0.143,28,19,9,8.7,0.66768,0.54759,"ASV_00045","ASV_00084","Farm","Mink","not_significant"
"6489",37,64,0.286,28,38,22,17.4,0.99678,0.01493,"ASV_00045","ASV_00085","Farm","Mink","pos"
"6490",37,65,0.399,28,53,25,24.3,0.8125,0.45153,"ASV_00045","ASV_00086","Farm","Mink","not_significant"
"6491",37,66,0.301,28,40,20,18.4,0.8766,0.2697,"ASV_00045","ASV_00087","Farm","Mink","not_significant"
"6492",37,67,0.376,28,50,23,23,0.64047,0.61988,"ASV_00045","ASV_00090","Farm","Mink","not_significant"
"6493",37,68,0.316,28,42,23,19.3,0.9914,0.03569,"ASV_00045","ASV_00092","Farm","Mink","pos"
"6494",37,69,0.316,28,42,20,19.3,0.75014,0.45241,"ASV_00045","ASV_00096","Farm","Mink","not_significant"
"6495",37,70,0.143,28,19,10,8.7,0.8381,0.33232,"ASV_00045","ASV_00099","Farm","Mink","not_significant"
"6496",37,71,0.173,28,23,13,10.6,0.94075,0.15157,"ASV_00045","ASV_00100","Farm","Mink","not_significant"
"6497",37,72,0.278,28,37,17,17,0.60629,0.60079,"ASV_00045","ASV_00101","Farm","Mink","not_significant"
"6498",37,73,0.429,28,57,26,26.2,0.62885,0.7536,"ASV_00045","ASV_00104","Farm","Mink","not_significant"
"6499",37,74,0.421,28,56,27,25.7,0.96011,0.23249,"ASV_00045","ASV_00105","Farm","Mink","not_significant"
"6500",37,75,0.278,28,37,18,17,0.78707,0.39371,"ASV_00045","ASV_00106","Farm","Mink","not_significant"
"6501",37,76,0.143,28,19,11,8.7,0.93849,0.1619,"ASV_00045","ASV_00107","Farm","Mink","not_significant"
"6502",37,77,0.173,28,23,11,10.6,0.69159,0.51138,"ASV_00045","ASV_00112","Farm","Mink","not_significant"
"6503",37,78,0.203,28,27,15,12.4,0.94622,0.13793,"ASV_00045","ASV_00113","Farm","Mink","not_significant"
"6504",37,79,0.181,28,24,17,11,0.99973,0.00182,"ASV_00045","ASV_00116","Farm","Mink","pos"
"6505",37,80,0.241,28,32,14,14.7,0.46129,0.72942,"ASV_00045","ASV_00121","Farm","Mink","not_significant"
"6506",37,81,0.196,28,26,11,11.9,0.41125,0.7716,"ASV_00045","ASV_00123","Farm","Mink","not_significant"
"6507",37,82,0.181,28,24,16,11,0.99818,0.00892,"ASV_00045","ASV_00126","Farm","Mink","pos"
"6508",37,83,0.429,28,57,27,26.2,0.92159,0.37115,"ASV_00045","ASV_00128","Farm","Mink","not_significant"
"6509",37,84,0.158,28,21,14,9.6,0.99592,0.01815,"ASV_00045","ASV_00130","Farm","Mink","pos"
"6510",37,85,0.414,28,55,26,25.2,0.86037,0.4182,"ASV_00045","ASV_00131","Farm","Mink","not_significant"
"6511",37,86,0.143,28,19,12,8.7,0.98225,0.06151,"ASV_00045","ASV_00133","Farm","Mink","not_significant"
"6512",37,87,0.346,28,46,24,21.1,0.98011,0.07607,"ASV_00045","ASV_00136","Farm","Mink","not_significant"
"6513",37,88,0.324,28,43,21,19.7,0.83948,0.33515,"ASV_00045","ASV_00138","Farm","Mink","not_significant"
"6514",37,89,0.188,28,25,13,11.5,0.85488,0.29614,"ASV_00045","ASV_00144","Farm","Mink","not_significant"
"6515",37,90,0.211,28,28,19,12.9,0.99975,0.00164,"ASV_00045","ASV_00156","Farm","Mink","pos"
"6516",37,91,0.309,28,41,20,18.8,0.82087,0.35596,"ASV_00045","ASV_00157","Farm","Mink","not_significant"
"6517",37,92,0.233,28,31,16,14.2,0.87847,0.25712,"ASV_00045","ASV_00158","Farm","Mink","not_significant"
"6518",37,93,0.316,28,42,23,19.3,0.9914,0.03569,"ASV_00045","ASV_00163","Farm","Mink","pos"
"6519",37,94,0.271,28,36,22,16.5,0.99927,0.00424,"ASV_00045","ASV_00164","Farm","Mink","pos"
"6520",37,95,0.301,28,40,21,18.4,0.95622,0.1234,"ASV_00045","ASV_00171","Farm","Mink","not_significant"
"6521",37,96,0.248,28,33,14,15.1,0.36922,0.80211,"ASV_00045","ASV_00174","Farm","Mink","not_significant"
"6522",37,97,0.203,28,27,15,12.4,0.94622,0.13793,"ASV_00045","ASV_00177","Farm","Mink","not_significant"
"6523",37,98,0.181,28,24,15,11,0.99108,0.03322,"ASV_00045","ASV_00181","Farm","Mink","pos"
"6524",37,99,0.218,28,29,14,13.3,0.72942,0.46129,"ASV_00045","ASV_00185","Farm","Mink","not_significant"
"6525",37,100,0.286,28,38,23,17.4,0.9995,0.00322,"ASV_00045","ASV_00190","Farm","Mink","pos"
"6526",37,101,0.399,28,53,26,24.3,0.95467,0.1875,"ASV_00045","ASV_00197","Farm","Mink","not_significant"
"6527",37,102,0.173,28,23,15,10.6,0.99581,0.01803,"ASV_00045","ASV_00200","Farm","Mink","pos"
"6528",37,103,0.241,28,32,18,14.7,0.97557,0.07368,"ASV_00045","ASV_00201","Farm","Mink","not_significant"
"6529",37,104,0.256,28,34,17,15.6,0.83625,0.32244,"ASV_00045","ASV_00204","Farm","Mink","not_significant"
"6530",37,105,0.15,28,20,9,9.2,0.5703,0.64404,"ASV_00045","ASV_00206","Farm","Mink","not_significant"
"6531",37,106,0.143,28,19,10,8.7,0.8381,0.33232,"ASV_00045","ASV_00209","Farm","Mink","not_significant"
"6532",37,107,0.181,28,24,10,11,0.39371,0.78707,"ASV_00045","ASV_00210","Farm","Mink","not_significant"
"6533",37,108,0.203,28,27,15,12.4,0.94622,0.13793,"ASV_00045","ASV_00218","Farm","Mink","not_significant"
"6534",37,109,0.211,28,28,18,12.9,0.99836,0.00798,"ASV_00045","ASV_00223","Farm","Mink","pos"
"6535",37,110,0.369,28,49,25,22.5,0.9766,0.09593,"ASV_00045","ASV_00224","Farm","Mink","not_significant"
"6536",37,111,0.384,28,51,24,23.4,0.7736,0.47787,"ASV_00045","ASV_00232","Farm","Mink","not_significant"
"6537",37,112,0.248,28,33,21,15.1,0.99957,0.00262,"ASV_00045","ASV_00235","Farm","Mink","pos"
"6538",37,113,0.226,28,30,16,13.8,0.9199,0.18714,"ASV_00045","ASV_00240","Farm","Mink","not_significant"
"6539",37,114,0.414,28,55,25,25.2,0.5818,0.7401,"ASV_00045","ASV_00242","Farm","Mink","not_significant"
"6540",37,115,0.166,28,22,9,10.1,0.37537,0.80345,"ASV_00045","ASV_00248","Farm","Mink","not_significant"
"6541",37,116,0.414,28,55,27,25.2,0.98005,0.13963,"ASV_00045","ASV_00249","Farm","Mink","not_significant"
"6542",37,117,0.301,28,40,23,18.4,0.99773,0.01169,"ASV_00045","ASV_00255","Farm","Mink","pos"
"6543",37,118,0.203,28,27,13,12.4,0.71645,0.47773,"ASV_00045","ASV_00258","Farm","Mink","not_significant"
"6544",37,119,0.188,28,25,14,11.5,0.94314,0.14512,"ASV_00045","ASV_00260","Farm","Mink","not_significant"
"6545",37,120,0.218,28,29,14,13.3,0.72942,0.46129,"ASV_00045","ASV_00265","Farm","Mink","not_significant"
"6546",37,121,0.188,28,25,16,11.5,0.99588,0.01746,"ASV_00045","ASV_00269","Farm","Mink","pos"
"6547",37,122,0.158,28,21,11,9.6,0.8428,0.32044,"ASV_00045","ASV_00270","Farm","Mink","not_significant"
"6548",37,123,0.286,28,38,22,17.4,0.99678,0.01493,"ASV_00045","ASV_00275","Farm","Mink","pos"
"6549",37,124,0.173,28,23,11,10.6,0.69159,0.51138,"ASV_00045","ASV_00277","Farm","Mink","not_significant"
"6550",37,125,0.211,28,28,16,12.9,0.97034,0.08596,"ASV_00045","ASV_00281","Farm","Mink","not_significant"
"6551",37,126,0.15,28,20,11,9.2,0.89786,0.23494,"ASV_00045","ASV_00283","Farm","Mink","not_significant"
"6552",37,127,0.173,28,23,11,10.6,0.69159,0.51138,"ASV_00045","ASV_00288","Farm","Mink","not_significant"
"6553",37,128,0.301,28,40,22,18.4,0.98831,0.04378,"ASV_00045","ASV_00290","Farm","Mink","pos"
"6554",37,129,0.286,28,38,20,17.4,0.94827,0.1376,"ASV_00045","ASV_00292","Farm","Mink","not_significant"
"6555",37,130,0.226,28,30,19,13.8,0.99854,0.0072,"ASV_00045","ASV_00298","Farm","Mink","pos"
"6556",37,131,0.233,28,31,16,14.2,0.87847,0.25712,"ASV_00045","ASV_00309","Farm","Mink","not_significant"
"6557",37,132,0.331,28,44,20,20.2,0.56742,0.65588,"ASV_00045","ASV_00310","Farm","Mink","not_significant"
"6558",37,133,0.181,28,24,8,11,0.0924,0.96861,"ASV_00045","ASV_00311","Farm","Mink","not_significant"
"6559",37,134,0.158,28,21,15,9.6,0.99933,0.00408,"ASV_00045","ASV_00318","Farm","Mink","pos"
"6560",37,135,0.143,28,19,13,8.7,0.99622,0.01775,"ASV_00045","ASV_00323","Farm","Mink","pos"
"6561",37,136,0.188,28,25,13,11.5,0.85488,0.29614,"ASV_00045","ASV_00324","Farm","Mink","not_significant"
"6562",37,137,0.188,28,25,14,11.5,0.94314,0.14512,"ASV_00045","ASV_00329","Farm","Mink","not_significant"
"6563",37,138,0.143,28,19,12,8.7,0.98225,0.06151,"ASV_00045","ASV_00331","Farm","Mink","not_significant"
"6564",37,139,0.256,28,34,22,15.6,0.99987,0.00098,"ASV_00045","ASV_00335","Farm","Mink","pos"
"6565",37,140,0.173,28,23,11,10.6,0.69159,0.51138,"ASV_00045","ASV_00338","Farm","Mink","not_significant"
"6566",37,141,0.181,28,24,16,11,0.99818,0.00892,"ASV_00045","ASV_00341","Farm","Mink","pos"
"6567",37,142,0.181,28,24,17,11,0.99973,0.00182,"ASV_00045","ASV_00342","Farm","Mink","pos"
"6568",37,143,0.241,28,32,18,14.7,0.97557,0.07368,"ASV_00045","ASV_00351","Farm","Mink","not_significant"
"6569",37,144,0.309,28,41,22,18.8,0.97915,0.07032,"ASV_00045","ASV_00356","Farm","Mink","not_significant"
"6570",37,145,0.173,28,23,12,10.6,0.84843,0.30841,"ASV_00045","ASV_00360","Farm","Mink","not_significant"
"6571",37,146,0.15,28,20,13,9.2,0.99123,0.03442,"ASV_00045","ASV_00365","Farm","Mink","pos"
"6572",37,147,0.226,28,30,11,13.8,0.12153,0.95402,"ASV_00045","ASV_00377","Farm","Mink","not_significant"
"6573",37,148,0.271,28,36,23,16.5,0.99991,0.00073,"ASV_00045","ASV_00379","Farm","Mink","pos"
"6574",37,149,0.211,28,28,14,12.9,0.80211,0.36922,"ASV_00045","ASV_00387","Farm","Mink","not_significant"
"6575",37,150,0.181,28,24,14,11,0.96678,0.09569,"ASV_00045","ASV_00388","Farm","Mink","not_significant"
"6576",37,151,0.188,28,25,10,11.5,0.30576,0.84896,"ASV_00045","ASV_00397","Farm","Mink","not_significant"
"6577",37,152,0.248,28,33,18,15.1,0.95859,0.1124,"ASV_00045","ASV_00406","Farm","Mink","not_significant"
"6578",37,153,0.241,28,32,21,14.7,0.99982,0.00123,"ASV_00045","ASV_00425","Farm","Mink","pos"
"6579",37,154,0.339,28,45,18,20.7,0.10406,0.96761,"ASV_00045","ASV_00426","Farm","Mink","not_significant"
"6580",37,155,0.226,28,30,19,13.8,0.99854,0.0072,"ASV_00045","ASV_00435","Farm","Mink","pos"
"6581",37,156,0.361,28,48,25,22,0.98726,0.05892,"ASV_00045","ASV_00452","Farm","Mink","not_significant"
"6582",37,157,0.143,28,19,10,8.7,0.8381,0.33232,"ASV_00045","ASV_00464","Farm","Mink","not_significant"
"6583",37,158,0.241,28,32,16,14.7,0.82423,0.33847,"ASV_00045","ASV_00474","Farm","Mink","not_significant"
"6584",37,159,0.233,28,31,17,14.2,0.95402,0.12153,"ASV_00045","ASV_00477","Farm","Mink","not_significant"
"6585",37,160,0.218,28,29,18,13.3,0.99644,0.0152,"ASV_00045","ASV_00478","Farm","Mink","pos"
"6586",37,161,0.271,28,36,18,16.5,0.84896,0.30576,"ASV_00045","ASV_00481","Farm","Mink","not_significant"
"6587",37,162,0.173,28,23,14,10.6,0.98197,0.05925,"ASV_00045","ASV_00483","Farm","Mink","not_significant"
"6588",37,163,0.143,28,19,13,8.7,0.99622,0.01775,"ASV_00045","ASV_00497","Farm","Mink","pos"
"6589",37,164,0.15,28,20,12,9.2,0.96558,0.10214,"ASV_00045","ASV_00499","Farm","Mink","not_significant"
"6590",37,165,0.181,28,24,13,11,0.90431,0.21761,"ASV_00045","ASV_00513","Farm","Mink","not_significant"
"6591",37,166,0.173,28,23,14,10.6,0.98197,0.05925,"ASV_00045","ASV_00523","Farm","Mink","not_significant"
"6592",37,167,0.158,28,21,13,9.6,0.98185,0.06085,"ASV_00045","ASV_00538","Farm","Mink","not_significant"
"6593",37,168,0.218,28,29,16,13.3,0.94987,0.13005,"ASV_00045","ASV_00543","Farm","Mink","not_significant"
"6594",37,169,0.316,28,42,22,19.3,0.96431,0.1084,"ASV_00045","ASV_00563","Farm","Mink","not_significant"
"6595",37,170,0.256,28,34,21,15.6,0.99902,0.00528,"ASV_00045","ASV_00570","Farm","Mink","pos"
"6596",37,171,0.211,28,28,20,12.9,0.99997,0.00025,"ASV_00045","ASV_00583","Farm","Mink","pos"
"6597",37,172,0.166,28,22,13,10.1,0.96584,0.09939,"ASV_00045","ASV_00587","Farm","Mink","not_significant"
"6598",37,173,0.233,28,31,15,14.2,0.74288,0.44485,"ASV_00045","ASV_00601","Farm","Mink","not_significant"
"6599",37,174,0.158,28,21,10,9.6,0.67956,0.52903,"ASV_00045","ASV_00603","Farm","Mink","not_significant"
"6600",37,175,0.309,28,41,21,18.8,0.92968,0.17913,"ASV_00045","ASV_00621","Farm","Mink","not_significant"
"6601",37,176,0.158,28,21,12,9.6,0.93915,0.1572,"ASV_00045","ASV_00626","Farm","Mink","not_significant"
"6602",37,177,0.143,28,19,11,8.7,0.93849,0.1619,"ASV_00045","ASV_00627","Farm","Mink","not_significant"
"6603",37,178,0.263,28,35,18,16.1,0.89732,0.2284,"ASV_00045","ASV_00638","Farm","Mink","not_significant"
"6604",37,179,0.203,28,27,15,12.4,0.94622,0.13793,"ASV_00045","ASV_00640","Farm","Mink","not_significant"
"6605",37,180,0.173,28,23,13,10.6,0.94075,0.15157,"ASV_00045","ASV_00643","Farm","Mink","not_significant"
"6606",37,181,0.301,28,40,22,18.4,0.98831,0.04378,"ASV_00045","ASV_00645","Farm","Mink","pos"
"6607",37,182,0.158,28,21,11,9.6,0.8428,0.32044,"ASV_00045","ASV_00656","Farm","Mink","not_significant"
"6608",37,183,0.233,28,31,17,14.2,0.95402,0.12153,"ASV_00045","ASV_00683","Farm","Mink","not_significant"
"6609",37,184,0.324,28,43,22,19.7,0.94135,0.16052,"ASV_00045","ASV_00704","Farm","Mink","not_significant"
"6610",37,185,0.218,28,29,17,13.3,0.9848,0.05013,"ASV_00045","ASV_00727","Farm","Mink","not_significant"
"6611",37,186,0.211,28,28,14,12.9,0.80211,0.36922,"ASV_00045","ASV_00729","Farm","Mink","not_significant"
"6612",37,187,0.166,28,22,14,10.1,0.991,0.03416,"ASV_00045","ASV_00786","Farm","Mink","pos"
"6613",37,188,0.309,28,41,19,18.8,0.64404,0.5703,"ASV_00045","ASV_00805","Farm","Mink","not_significant"
"6614",37,189,0.158,28,21,10,9.6,0.67956,0.52903,"ASV_00045","ASV_00827","Farm","Mink","not_significant"
"6615",37,190,0.166,28,22,9,10.1,0.37537,0.80345,"ASV_00045","ASV_00883","Farm","Mink","not_significant"
"6616",37,191,0.248,28,33,14,15.1,0.36922,0.80211,"ASV_00045","ASV_00888","Farm","Mink","not_significant"
"6617",37,192,0.233,28,31,14,14.2,0.55515,0.64599,"ASV_00045","ASV_00930","Farm","Mink","not_significant"
"6618",37,193,0.196,28,26,15,11.9,0.96831,0.09118,"ASV_00045","ASV_00962","Farm","Mink","not_significant"
"6619",37,194,0.143,28,19,11,8.7,0.93849,0.1619,"ASV_00045","ASV_00973","Farm","Mink","not_significant"
"6620",37,195,0.248,28,33,19,15.1,0.98808,0.04141,"ASV_00045","ASV_01032","Farm","Mink","pos"
"6621",37,196,0.181,28,24,14,11,0.96678,0.09569,"ASV_00045","ASV_01074","Farm","Mink","not_significant"
"6622",37,197,0.188,28,25,15,11.5,0.98254,0.05686,"ASV_00045","ASV_01111","Farm","Mink","not_significant"
"6623",37,198,0.166,28,22,12,10.1,0.90061,0.22658,"ASV_00045","ASV_01579","Farm","Mink","not_significant"
"6624",38,39,0.887,55,60,54,54.1,0.90164,1,"ASV_00046","ASV_00048","Farm","Mink","not_significant"
"6625",38,40,0.857,55,58,53,52.3,0.97652,0.27105,"ASV_00046","ASV_00050","Farm","Mink","not_significant"
"6626",38,41,0.68,55,46,44,41.5,0.99742,0.02802,"ASV_00046","ASV_00051","Farm","Mink","pos"
"6627",38,42,0.887,55,60,54,54.1,0.90164,1,"ASV_00046","ASV_00052","Farm","Mink","not_significant"
"6628",38,43,0.458,55,31,30,28,0.98931,0.09026,"ASV_00046","ASV_00054","Farm","Mink","not_significant"
"6629",38,44,0.709,55,48,45,43.3,0.98433,0.10476,"ASV_00046","ASV_00055","Farm","Mink","not_significant"
"6630",38,45,0.902,55,61,55,55,1,1,"ASV_00046","ASV_00056","Farm","Mink","not_significant"
"6631",38,46,0.887,55,60,55,54.1,1,0.09836,"ASV_00046","ASV_00057","Farm","Mink","not_significant"
"6632",38,47,0.68,55,46,40,41.5,0.16869,1,"ASV_00046","ASV_00058","Farm","Mink","not_significant"
"6633",38,48,0.857,55,58,52,52.3,0.72895,1,"ASV_00046","ASV_00059","Farm","Mink","not_significant"
"6634",38,49,0.621,55,42,37,37.9,0.38556,0.90552,"ASV_00046","ASV_00060","Farm","Mink","not_significant"
"6635",38,50,0.65,55,44,39,39.7,0.45963,0.87287,"ASV_00046","ASV_00061","Farm","Mink","not_significant"
"6636",38,51,0.902,55,61,55,55,1,1,"ASV_00046","ASV_00062","Farm","Mink","not_significant"
"6637",38,52,0.458,55,31,26,28,0.10506,0.98674,"ASV_00046","ASV_00063","Farm","Mink","not_significant"
"6638",38,53,0.34,55,23,22,20.7,0.95028,0.25764,"ASV_00046","ASV_00064","Farm","Mink","not_significant"
"6639",38,54,0.636,55,43,38,38.8,0.42185,0.8902,"ASV_00046","ASV_00066","Farm","Mink","not_significant"
"6640",38,55,0.902,55,61,55,55,1,1,"ASV_00046","ASV_00067","Farm","Mink","not_significant"
"6641",38,56,0.636,55,43,38,38.8,0.42185,0.8902,"ASV_00046","ASV_00069","Farm","Mink","not_significant"
"6642",38,57,0.31,55,21,19,18.9,0.68201,0.66363,"ASV_00046","ASV_00070","Farm","Mink","not_significant"
"6643",38,58,0.414,55,28,26,25.2,0.86037,0.4182,"ASV_00046","ASV_00071","Farm","Mink","not_significant"
"6644",38,59,0.606,55,41,37,37,0.69744,0.64909,"ASV_00046","ASV_00076","Farm","Mink","not_significant"
"6645",38,60,0.399,55,27,27,24.3,1,0.02422,"ASV_00046","ASV_00078","Farm","Mink","pos"
"6646",38,61,0.325,55,22,20,19.8,0.71312,0.62907,"ASV_00046","ASV_00080","Farm","Mink","not_significant"
"6647",38,62,0.665,55,45,41,40.6,0.82075,0.50125,"ASV_00046","ASV_00083","Farm","Mink","not_significant"
"6648",38,63,0.281,55,19,16,17.1,0.26973,0.93061,"ASV_00046","ASV_00084","Farm","Mink","not_significant"
"6649",38,64,0.562,55,38,35,34.3,0.86304,0.40603,"ASV_00046","ASV_00085","Farm","Mink","not_significant"
"6650",38,65,0.783,55,53,47,47.8,0.41346,1,"ASV_00046","ASV_00086","Farm","Mink","not_significant"
"6651",38,66,0.591,55,40,35,36.1,0.31799,0.93087,"ASV_00046","ASV_00087","Farm","Mink","not_significant"
"6652",38,67,0.739,55,50,44,45.1,0.28619,1,"ASV_00046","ASV_00090","Farm","Mink","not_significant"
"6653",38,68,0.621,55,42,38,37.9,0.73027,0.61444,"ASV_00046","ASV_00092","Farm","Mink","not_significant"
"6654",38,69,0.621,55,42,38,37.9,0.73027,0.61444,"ASV_00046","ASV_00096","Farm","Mink","not_significant"
"6655",38,70,0.281,55,19,17,17.1,0.61444,0.73027,"ASV_00046","ASV_00099","Farm","Mink","not_significant"
"6656",38,71,0.34,55,23,21,20.7,0.74236,0.59397,"ASV_00046","ASV_00100","Farm","Mink","not_significant"
"6657",38,72,0.547,55,37,33,33.4,0.55857,0.76972,"ASV_00046","ASV_00101","Farm","Mink","not_significant"
"6658",38,73,0.843,55,57,52,51.4,0.95518,0.34646,"ASV_00046","ASV_00104","Farm","Mink","not_significant"
"6659",38,74,0.828,55,56,50,50.5,0.58475,1,"ASV_00046","ASV_00105","Farm","Mink","not_significant"
"6660",38,75,0.547,55,37,36,33.4,0.99758,0.03075,"ASV_00046","ASV_00106","Farm","Mink","pos"
"6661",38,76,0.281,55,19,18,17.1,0.90552,0.38556,"ASV_00046","ASV_00107","Farm","Mink","not_significant"
"6662",38,77,0.34,55,23,20,20.7,0.40603,0.86304,"ASV_00046","ASV_00112","Farm","Mink","not_significant"
"6663",38,78,0.399,55,27,24,24.3,0.54731,0.76792,"ASV_00046","ASV_00113","Farm","Mink","not_significant"
"6664",38,79,0.355,55,24,23,21.6,0.95813,0.23028,"ASV_00046","ASV_00116","Farm","Mink","not_significant"
"6665",38,80,0.473,55,32,27,28.9,0.1215,0.98368,"ASV_00046","ASV_00121","Farm","Mink","not_significant"
"6666",38,81,0.384,55,26,24,23.4,0.81876,0.48772,"ASV_00046","ASV_00123","Farm","Mink","not_significant"
"6667",38,82,0.355,55,24,21,21.6,0.44143,0.8418,"ASV_00046","ASV_00126","Farm","Mink","not_significant"
"6668",38,83,0.843,55,57,52,51.4,0.95518,0.34646,"ASV_00046","ASV_00128","Farm","Mink","not_significant"
"6669",38,84,0.31,55,21,20,18.9,0.93087,0.31799,"ASV_00046","ASV_00130","Farm","Mink","not_significant"
"6670",38,85,0.813,55,55,49,49.6,0.5221,1,"ASV_00046","ASV_00131","Farm","Mink","not_significant"
"6671",38,86,0.281,55,19,19,17.1,1,0.09448,"ASV_00046","ASV_00133","Farm","Mink","not_significant"
"6672",38,87,0.68,55,46,42,41.5,0.84759,0.461,"ASV_00046","ASV_00136","Farm","Mink","not_significant"
"6673",38,88,0.636,55,43,39,38.8,0.7619,0.57815,"ASV_00046","ASV_00138","Farm","Mink","not_significant"
"6674",38,89,0.37,55,25,23,22.5,0.79518,0.52308,"ASV_00046","ASV_00144","Farm","Mink","not_significant"
"6675",38,90,0.414,55,28,25,25.2,0.5818,0.7401,"ASV_00046","ASV_00156","Farm","Mink","not_significant"
"6676",38,91,0.606,55,41,36,37,0.35091,0.91902,"ASV_00046","ASV_00157","Farm","Mink","not_significant"
"6677",38,92,0.458,55,31,28,28,0.68024,0.64843,"ASV_00046","ASV_00158","Farm","Mink","not_significant"
"6678",38,93,0.621,55,42,38,37.9,0.73027,0.61444,"ASV_00046","ASV_00163","Farm","Mink","not_significant"
"6679",38,94,0.532,55,36,33,32.5,0.81883,0.47692,"ASV_00046","ASV_00164","Farm","Mink","not_significant"
"6680",38,95,0.591,55,40,35,36.1,0.31799,0.93087,"ASV_00046","ASV_00171","Farm","Mink","not_significant"
"6681",38,96,0.488,55,33,30,29.8,0.7401,0.5818,"ASV_00046","ASV_00174","Farm","Mink","not_significant"
"6682",38,97,0.399,55,27,22,24.3,0.05476,0.99467,"ASV_00046","ASV_00177","Farm","Mink","not_significant"
