node_id,module,layer_id,flow,node_name,layer_name,short_name
1,1,1,9.62586e-5,ASV_00001,NUDC,UK1
1,1,2,1.48058e-4,ASV_00001,Park,UK2
1,1,3,1.08715e-5,ASV_00001,Bian,IT1
1,3,5,8.906e-6,ASV_00001,Gand,IT3
1,1,7,2.15242e-5,ASV_00001,Raab,SE1
2,1,1,2.82451e-4,ASV_00002,NUDC,UK1
2,1,2,3.68778e-4,ASV_00002,Park,UK2
2,1,3,2.66831e-4,ASV_00002,Bian,IT1
2,1,4,3.05382e-4,ASV_00002,Fran,IT2
2,1,5,6.69604e-5,ASV_00002,Gand,IT3
2,1,7,1.16412e-4,ASV_00002,Raab,SE1
3,1,7,7.44166e-5,ASV_00003,Raab,SE1
4,1,7,1.61898e-5,ASV_00004,Raab,SE1
5,1,1,2.51746e-4,ASV_00005,NUDC,UK1
5,1,2,1.71801e-4,ASV_00005,Park,UK2
5,1,3,2.44883e-4,ASV_00005,Bian,IT1
5,1,4,1.34895e-4,ASV_00005,Fran,IT2
5,1,5,1.89639e-5,ASV_00005,Gand,IT3
6,1,7,1.61898e-5,ASV_00006,Raab,SE1
7,1,3,3.56209e-5,ASV_00007,Bian,IT1
7,3,5,8.72878e-6,ASV_00007,Gand,IT3
7,1,6,4.91741e-5,ASV_00007,Mink,FI1
7,1,7,2.45008e-4,ASV_00007,Raab,SE1
8,1,1,8.48314e-5,ASV_00008,NUDC,UK1
8,1,3,2.27406e-4,ASV_00008,Bian,IT1
8,6,5,2.3811e-6,ASV_00008,Gand,IT3
8,7,6,1.72553e-6,ASV_00008,Mink,FI1
8,1,7,4.58847e-5,ASV_00008,Raab,SE1
9,1,1,6.30686e-6,ASV_00009,NUDC,UK1
9,1,2,1.23114e-5,ASV_00009,Park,UK2
9,1,3,1.64664e-5,ASV_00009,Bian,IT1
9,1,4,1.67918e-5,ASV_00009,Fran,IT2
9,3,5,9.91103e-6,ASV_00009,Gand,IT3
9,7,6,2.65053e-6,ASV_00009,Mink,FI1
9,1,7,2.52279e-4,ASV_00009,Raab,SE1
10,1,1,1.32433e-4,ASV_00010,NUDC,UK1
10,1,2,3.64237e-5,ASV_00010,Park,UK2
10,1,3,2.2383e-4,ASV_00010,Bian,IT1
10,1,4,7.89971e-6,ASV_00010,Fran,IT2
10,1,7,5.65271e-5,ASV_00010,Raab,SE1
11,1,1,7.92588e-5,ASV_00011,NUDC,UK1
11,1,2,9.95363e-5,ASV_00011,Park,UK2
11,1,3,1.57437e-4,ASV_00011,Bian,IT1
11,1,4,1.04196e-5,ASV_00011,Fran,IT2
11,6,5,2.1456e-6,ASV_00011,Gand,IT3
11,1,7,5.53727e-5,ASV_00011,Raab,SE1
12,1,1,1.269e-5,ASV_00012,NUDC,UK1
12,1,3,2.81865e-5,ASV_00012,Bian,IT1
12,1,4,1.63932e-4,ASV_00012,Fran,IT2
12,1,5,3.17486e-5,ASV_00012,Gand,IT3
12,1,6,1.10708e-5,ASV_00012,Mink,FI1
12,1,7,2.85962e-4,ASV_00012,Raab,SE1
13,1,1,2.17926e-4,ASV_00013,NUDC,UK1
13,1,2,2.87912e-5,ASV_00013,Park,UK2
13,1,3,9.82779e-5,ASV_00013,Bian,IT1
13,1,4,1.6799e-5,ASV_00013,Fran,IT2
13,1,5,2.27985e-5,ASV_00013,Gand,IT3
13,1,6,1.57285e-4,ASV_00013,Mink,FI1
13,1,7,3.12983e-4,ASV_00013,Raab,SE1
14,1,1,2.32852e-4,ASV_00014,NUDC,UK1
14,1,2,1.7117e-4,ASV_00014,Park,UK2
14,1,3,1.69876e-4,ASV_00014,Bian,IT1
14,1,4,3.81999e-5,ASV_00014,Fran,IT2
15,1,1,2.03931e-4,ASV_00015,NUDC,UK1
15,1,2,1.73376e-4,ASV_00015,Park,UK2
15,1,3,1.83204e-4,ASV_00015,Bian,IT1
15,1,4,1.87441e-4,ASV_00015,Fran,IT2
15,1,5,2.55285e-5,ASV_00015,Gand,IT3
16,1,1,2.75719e-4,ASV_00016,NUDC,UK1
16,1,2,3.11294e-4,ASV_00016,Park,UK2
16,1,3,1.61699e-4,ASV_00016,Bian,IT1
16,1,4,3.7059e-4,ASV_00016,Fran,IT2
16,1,5,6.31458e-5,ASV_00016,Gand,IT3
16,1,6,2.55466e-5,ASV_00016,Mink,FI1
16,1,7,3.14905e-4,ASV_00016,Raab,SE1
17,1,1,3.03485e-4,ASV_00017,NUDC,UK1
17,1,2,2.0987e-4,ASV_00017,Park,UK2
17,1,3,1.18909e-4,ASV_00017,Bian,IT1
17,1,4,2.54579e-4,ASV_00017,Fran,IT2
17,1,5,5.15594e-5,ASV_00017,Gand,IT3
18,1,1,3.29416e-4,ASV_00018,NUDC,UK1
18,1,2,2.21546e-4,ASV_00018,Park,UK2
18,1,3,2.42531e-4,ASV_00018,Bian,IT1
18,1,4,1.89556e-4,ASV_00018,Fran,IT2
18,1,5,2.86101e-6,ASV_00018,Gand,IT3
18,1,6,1.66312e-5,ASV_00018,Mink,FI1
19,1,1,2.22791e-5,ASV_00019,NUDC,UK1
19,1,3,1.31218e-4,ASV_00019,Bian,IT1
19,1,4,1.70713e-5,ASV_00019,Fran,IT2
19,1,5,2.52974e-5,ASV_00019,Gand,IT3
19,1,6,2.49989e-5,ASV_00019,Mink,FI1
19,1,7,4.95036e-5,ASV_00019,Raab,SE1
20,1,2,2.03773e-5,ASV_00020,Park,UK2
20,1,5,4.93722e-6,ASV_00020,Gand,IT3
20,1,6,1.94341e-4,ASV_00020,Mink,FI1
20,1,7,3.51692e-4,ASV_00020,Raab,SE1
21,1,1,3.68731e-4,ASV_00021,NUDC,UK1
21,1,2,2.99962e-4,ASV_00021,Park,UK2
21,1,3,2.34623e-4,ASV_00021,Bian,IT1
21,1,4,4.31511e-4,ASV_00021,Fran,IT2
21,1,5,9.22439e-5,ASV_00021,Gand,IT3
21,1,7,1.73685e-6,ASV_00021,Raab,SE1
22,1,3,6.51147e-5,ASV_00022,Bian,IT1
22,3,5,8.47568e-6,ASV_00022,Gand,IT3
22,1,7,3.11818e-4,ASV_00022,Raab,SE1
23,1,1,5.97494e-5,ASV_00023,NUDC,UK1
23,1,3,5.14533e-5,ASV_00023,Bian,IT1
23,1,5,1.57643e-5,ASV_00023,Gand,IT3
23,1,7,1.76959e-5,ASV_00023,Raab,SE1
24,1,1,2.43553e-4,ASV_00024,NUDC,UK1
24,1,2,3.79295e-5,ASV_00024,Park,UK2
24,1,3,1.01823e-4,ASV_00024,Bian,IT1
24,1,4,1.03141e-4,ASV_00024,Fran,IT2
24,1,5,1.18935e-5,ASV_00024,Gand,IT3
24,1,6,5.30104e-5,ASV_00024,Mink,FI1
24,1,7,1.88049e-4,ASV_00024,Raab,SE1
25,1,1,2.43426e-4,ASV_00025,NUDC,UK1
25,1,2,1.41578e-4,ASV_00025,Park,UK2
25,1,3,9.34245e-5,ASV_00025,Bian,IT1
25,1,4,2.61105e-4,ASV_00025,Fran,IT2
25,1,5,6.37677e-5,ASV_00025,Gand,IT3
26,1,1,1.28605e-4,ASV_00026,NUDC,UK1
26,1,3,2.31728e-4,ASV_00026,Bian,IT1
26,1,4,3.75003e-4,ASV_00026,Fran,IT2
26,1,5,9.03912e-5,ASV_00026,Gand,IT3
26,1,7,3.76055e-4,ASV_00026,Raab,SE1
27,1,6,2.49274e-4,ASV_00027,Mink,FI1
27,2,7,2.33311e-5,ASV_00027,Raab,SE1
28,1,1,1.06806e-5,ASV_00028,NUDC,UK1
28,1,3,2.40893e-5,ASV_00028,Bian,IT1
28,1,6,2.22469e-5,ASV_00028,Mink,FI1
28,1,7,3.05887e-4,ASV_00028,Raab,SE1
29,1,1,8.82307e-6,ASV_00029,NUDC,UK1
29,1,3,1.07018e-4,ASV_00029,Bian,IT1
29,3,5,9.15636e-6,ASV_00029,Gand,IT3
29,1,6,4.73393e-5,ASV_00029,Mink,FI1
29,1,7,1.37732e-4,ASV_00029,Raab,SE1
30,1,1,4.43744e-4,ASV_00030,NUDC,UK1
30,1,2,1.18345e-4,ASV_00030,Park,UK2
30,1,3,1.90954e-4,ASV_00030,Bian,IT1
30,1,4,2.43356e-4,ASV_00030,Fran,IT2
30,1,5,4.08734e-6,ASV_00030,Gand,IT3
30,1,7,2.58536e-4,ASV_00030,Raab,SE1
31,1,1,1.10734e-4,ASV_00031,NUDC,UK1
31,1,2,1.08003e-5,ASV_00031,Park,UK2
31,1,3,2.52928e-4,ASV_00031,Bian,IT1
31,1,4,1.36126e-4,ASV_00031,Fran,IT2
31,1,5,1.38415e-5,ASV_00031,Gand,IT3
31,1,6,3.40234e-5,ASV_00031,Mink,FI1
