node_id,module,layer_id,flow,node_name,itr,percent
11,1,1,1.18833e-4,ASV_00011,38,0
11,4,2,1.2626e-4,ASV_00011,38,0
11,6,3,2.50663e-4,ASV_00011,38,0
11,2,4,1.11406e-5,ASV_00011,38,0
11,13,5,1.85676e-6,ASV_00011,38,0
11,3,7,6.68434e-5,ASV_00011,38,0
12,1,1,1.48541e-5,ASV_00012,38,0
12,6,3,2.41379e-5,ASV_00012,38,0
12,2,4,2.30238e-4,ASV_00012,38,0
12,5,6,1.29973e-5,ASV_00012,38,0
12,3,7,5.34747e-4,ASV_00012,38,0
13,1,1,3.67639e-4,ASV_00013,38,0
13,4,2,4.45623e-5,ASV_00013,38,0
13,6,3,1.55968e-4,ASV_00013,38,0
13,2,4,1.67109e-5,ASV_00013,38,0
13,8,5,3.52785e-5,ASV_00013,38,0
13,5,6,2.35809e-4,ASV_00013,38,0
13,3,7,4.73474e-4,ASV_00013,38,0
14,1,1,3.9549e-4,ASV_00014,38,0
14,4,2,2.32095e-4,ASV_00014,38,0
14,6,3,2.37666e-4,ASV_00014,38,0
14,2,4,4.82758e-5,ASV_00014,38,0
15,1,1,3.69496e-4,ASV_00015,38,0
15,4,2,2.43236e-4,ASV_00015,38,0
15,6,3,2.35809e-4,ASV_00015,38,0
15,2,4,3.28647e-4,ASV_00015,38,0
15,8,5,4.08488e-5,ASV_00015,38,0
16,1,1,3.8435e-4,ASV_00016,38,0
16,4,2,5.57029e-4,ASV_00016,38,0
16,2,4,5.01326e-4,ASV_00016,38,0
16,8,5,8.72678e-5,ASV_00016,38,0
16,5,6,2.97082e-5,ASV_00016,38,0
16,3,7,4.88328e-4,ASV_00016,38,0
17,1,1,4.5305e-4,ASV_00017,38,0
17,7,2,3.13793e-4,ASV_00017,38,0
17,6,3,1.65252e-4,ASV_00017,38,0
17,2,4,3.63925e-4,ASV_00017,38,0
17,10,5,6.68434e-5,ASV_00017,38,0
18,1,1,5.2732e-4,ASV_00018,38,0
18,4,2,3.23077e-4,ASV_00018,38,0
18,6,3,3.1565e-4,ASV_00018,38,0
18,2,4,2.89655e-4,ASV_00018,38,0
18,8,5,1.85676e-6,ASV_00018,38,0
18,5,6,2.22811e-5,ASV_00018,38,0
19,1,1,2.59947e-5,ASV_00019,38,0
19,6,3,1.85676e-4,ASV_00019,38,0
19,2,4,1.67109e-5,ASV_00019,38,0
19,8,5,3.52785e-5,ASV_00019,38,0
19,5,6,3.34217e-5,ASV_00019,38,0
19,3,7,5.94164e-5,ASV_00019,38,0
20,11,2,2.41379e-5,ASV_00020,38,0
20,10,5,7.42705e-6,ASV_00020,38,0
20,5,6,2.91512e-4,ASV_00020,38,0
20,3,7,4.90185e-4,ASV_00020,38,0
21,1,1,5.1061e-4,ASV_00021,38,0
21,4,2,4.82758e-4,ASV_00021,38,0
21,2,4,5.7931e-4,ASV_00021,38,0
21,8,5,1.13262e-4,ASV_00021,38,0
21,3,7,1.85676e-6,ASV_00021,38,0
22,6,3,1.07692e-4,ASV_00022,38,0
22,12,5,9.28381e-6,ASV_00022,38,0
22,3,7,5.2732e-4,ASV_00022,38,0
23,1,1,9.28381e-5,ASV_00023,38,0
23,6,3,9.46949e-5,ASV_00023,38,0
23,8,5,2.59947e-5,ASV_00023,38,0
23,3,7,1.85676e-5,ASV_00023,38,0
24,1,1,4.45623e-4,ASV_00024,38,0
24,4,2,3.8992e-5,ASV_00024,38,0
24,6,3,1.67109e-4,ASV_00024,38,0
24,2,4,1.374e-4,ASV_00024,38,0
24,10,5,1.48541e-5,ASV_00024,38,0
24,5,6,8.35543e-5,ASV_00024,38,0
24,3,7,3.34217e-4,ASV_00024,38,0
25,1,1,3.62069e-4,ASV_00025,38,0
25,6,3,1.29973e-4,ASV_00025,38,0
25,2,4,3.80636e-4,ASV_00025,38,0
25,10,5,7.98408e-5,ASV_00025,38,0
26,1,1,2.28382e-4,ASV_00026,38,0
26,6,3,2.95225e-4,ASV_00026,38,0
26,2,4,6.12731e-4,ASV_00026,38,0
26,8,5,1.05835e-4,ASV_00026,38,0
26,3,7,5.06896e-4,ASV_00026,38,0
27,3,7,1.11406e-5,ASV_00027,38,0
28,1,1,1.29973e-5,ASV_00028,38,0
28,6,3,4.82758e-5,ASV_00028,38,0
28,5,6,2.97082e-5,ASV_00028,38,0
28,3,7,4.84615e-4,ASV_00028,38,0
29,1,1,9.28381e-6,ASV_00029,38,0
29,6,3,1.91246e-4,ASV_00029,38,0
29,12,5,9.28381e-6,ASV_00029,38,0
29,5,6,8.16975e-5,ASV_00029,38,0
29,3,7,2.45093e-4,ASV_00029,38,0
30,1,1,6.5358e-4,ASV_00030,38,0
30,4,2,1.46684e-4,ASV_00030,38,0
30,6,3,2.6366e-4,ASV_00030,38,0
30,2,4,4.23342e-4,ASV_00030,38,0
30,8,5,5.57029e-6,ASV_00030,38,0
30,3,7,4.41909e-4,ASV_00030,38,0
31,1,1,1.80106e-4,ASV_00031,38,0
31,4,2,9.28381e-6,ASV_00031,38,0
31,6,3,3.45358e-4,ASV_00031,38,0
31,2,4,2.17241e-4,ASV_00031,38,0
31,8,5,1.67109e-5,ASV_00031,38,0
31,5,6,3.52785e-5,ASV_00031,38,0
31,3,7,1.81963e-4,ASV_00031,38,0
32,1,1,6.94429e-4,ASV_00032,38,0
32,4,2,1.16976e-4,ASV_00032,38,0
32,6,3,3.43501e-4,ASV_00032,38,0
32,2,4,6.61007e-4,ASV_00032,38,0
32,8,5,1.13262e-4,ASV_00032,38,0
32,3,7,1.85676e-5,ASV_00032,38,0
33,1,1,1.09549e-4,ASV_00033,38,0
33,7,2,5.01326e-5,ASV_00033,38,0
33,6,3,2.5252e-4,ASV_00033,38,0
33,2,4,1.33687e-4,ASV_00033,38,0
33,10,5,1.48541e-5,ASV_00033,38,0
33,3,7,3.76923e-4,ASV_00033,38,0
34,1,1,4.34482e-4,ASV_00034,38,0
34,7,2,2.78514e-5,ASV_00034,38,0
34,6,3,8.5411e-5,ASV_00034,38,0
34,2,4,3.88063e-4,ASV_00034,38,0
34,8,5,6.31299e-5,ASV_00034,38,0
34,5,6,4.06631e-4,ASV_00034,38,0
35,1,1,4.82758e-5,ASV_00035,38,0
35,7,2,1.70822e-4,ASV_00035,38,0
35,6,3,1.29973e-5,ASV_00035,38,0
35,2,4,5.38461e-5,ASV_00035,38,0
35,10,5,5.57029e-6,ASV_00035,38,0
35,5,6,2.09814e-4,ASV_00035,38,0
35,3,7,4.84615e-4,ASV_00035,38,0
36,1,1,3.67639e-4,ASV_00036,38,0
36,4,2,3.11936e-4,ASV_00036,38,0
36,6,3,3.41644e-4,ASV_00036,38,0
36,2,4,5.12466e-4,ASV_00036,38,0
36,8,5,7.98408e-5,ASV_00036,38,0
36,3,7,5.1061e-4,ASV_00036,38,0
37,1,1,2.82228e-4,ASV_00037,38,0
37,7,2,4.02917e-4,ASV_00037,38,0
37,6,3,1.00265e-4,ASV_00037,38,0
37,2,4,1.07692e-4,ASV_00037,38,0
37,10,5,5.94164e-5,ASV_00037,38,0
37,3,7,5.57029e-5,ASV_00037,38,0
38,1,1,3.39787e-4,ASV_00038,38,0
38,7,2,2.97082e-4,ASV_00038,38,0
38,6,3,1.46684e-4,ASV_00038,38,0
38,2,4,3.41644e-4,ASV_00038,38,0
38,10,5,8.16975e-5,ASV_00038,38,0
39,1,1,2.6923e-4,ASV_00039,38,0
39,4,2,4.54907e-4,ASV_00039,38,0
39,2,4,2.67374e-4,ASV_00039,38,0
39,5,6,1.18833e-4,ASV_00039,38,0
39,3,7,2.15384e-4,ASV_00039,38,0
40,1,1,5.57029e-6,ASV_00040,38,0
40,4,2,3.8992e-5,ASV_00040,38,0
40,6,3,2.93368e-4,ASV_00040,38,0
40,2,4,1.85676e-5,ASV_00040,38,0
40,8,5,2.04244e-5,ASV_00040,38,0
40,5,6,1.85676e-6,ASV_00040,38,0
40,3,7,3.17506e-4,ASV_00040,38,0
41,1,1,1.93103e-4,ASV_00041,38,0
41,7,2,2.6923e-4,ASV_00041,38,0
41,6,3,1.85676e-5,ASV_00041,38,0
41,2,4,2.20955e-4,ASV_00041,38,0
41,10,5,5.94164e-5,ASV_00041,38,0
41,3,7,1.61538e-4,ASV_00041,38,0
42,1,1,4.36339e-4,ASV_00042,38,0
42,4,2,4.6419e-5,ASV_00042,38,0
42,6,3,3.34217e-5,ASV_00042,38,0
42,2,4,9.28381e-6,ASV_00042,38,0
42,10,5,9.65516e-5,ASV_00042,38,0
42,5,6,1.83819e-4,ASV_00042,38,0
42,3,7,4.73474e-4,ASV_00042,38,0
43,1,1,4.5305e-4,ASV_00043,38,0
43,7,2,3.37931e-4,ASV_00043,38,0
43,6,3,1.57825e-4,ASV_00043,38,0
43,2,4,4.27055e-4,ASV_00043,38,0
43,10,5,7.98408e-5,ASV_00043,38,0
44,1,1,5.23607e-4,ASV_00044,38,0
44,4,2,3.1565e-5,ASV_00044,38,0
44,6,3,1.67109e-5,ASV_00044,38,0
44,2,4,4.82758e-5,ASV_00044,38,0
44,10,5,9.28381e-6,ASV_00044,38,0
44,5,6,3.00795e-4,ASV_00044,38,0
44,3,7,3.76923e-4,ASV_00044,38,0
45,1,1,6.27586e-4,ASV_00045,38,0
45,7,2,1.78249e-4,ASV_00045,38,0
45,6,3,2.67374e-4,ASV_00045,38,0
45,2,4,6.27586e-4,ASV_00045,38,0
45,5,6,4.45623e-4,ASV_00045,38,0
45,3,7,4.54907e-4,ASV_00045,38,0
46,1,1,2.84085e-4,ASV_00046,38,0
46,6,3,6.49867e-5,ASV_00046,38,0
46,5,6,6.87002e-5,ASV_00046,38,0
46,3,7,5.34747e-4,ASV_00046,38,0
47,1,1,2.84085e-4,ASV_00047,38,0
47,6,3,1.41114e-4,ASV_00047,38,0
47,2,4,2.87798e-4,ASV_00047,38,0
47,10,5,6.49867e-5,ASV_00047,38,0
48,1,1,3.56498e-4,ASV_00048,38,0
48,4,2,4.95755e-4,ASV_00048,38,0
48,6,3,2.89655e-4,ASV_00048,38,0
48,2,4,4.62334e-4,ASV_00048,38,0
48,8,5,1.03979e-4,ASV_00048,38,0
48,5,6,1.85676e-6,ASV_00048,38,0
48,3,7,3.97347e-4,ASV_00048,38,0
49,1,1,7.42705e-4,ASV_00049,38,0
49,4,2,2.59947e-4,ASV_00049,38,0
49,6,3,3.39787e-4,ASV_00049,38,0
49,2,4,7.98408e-5,ASV_00049,38,0
49,8,5,3.52785e-5,ASV_00049,38,0
49,3,7,4.14058e-4,ASV_00049,38,0
50,1,1,6.62864e-4,ASV_00050,38,0
50,4,2,5.51458e-4,ASV_00050,38,0
50,2,4,5.01326e-4,ASV_00050,38,0
50,8,5,1.11406e-4,ASV_00050,38,0
50,5,6,1.85676e-5,ASV_00050,38,0
50,3,7,7.0557e-5,ASV_00050,38,0
51,1,1,6.77718e-4,ASV_00051,38,0
51,4,2,2.54376e-4,ASV_00051,38,0
51,6,3,3.3236e-4,ASV_00051,38,0
51,2,4,5.57029e-6,ASV_00051,38,0
51,8,5,2.41379e-5,ASV_00051,38,0
51,5,6,2.56233e-4,ASV_00051,38,0
51,3,7,4.4748e-4,ASV_00051,38,0
52,1,1,4.28912e-4,ASV_00052,38,0
52,4,2,5.29177e-4,ASV_00052,38,0
52,2,4,3.39787e-4,ASV_00052,38,0
52,8,5,9.28381e-5,ASV_00052,38,0
52,5,6,1.85676e-6,ASV_00052,38,0
52,3,7,1.09549e-4,ASV_00052,38,0
53,1,1,7.76126e-4,ASV_00053,38,0
53,6,3,4.17771e-4,ASV_00053,38,0
53,2,4,6.31299e-4,ASV_00053,38,0
53,8,5,3.1565e-5,ASV_00053,38,0
53,5,6,4.5305e-4,ASV_00053,38,0
53,3,7,4.17771e-4,ASV_00053,38,0
54,1,1,7.25994e-4,ASV_00054,38,0
54,4,2,4.27055e-5,ASV_00054,38,0
54,6,3,3.1565e-4,ASV_00054,38,0
54,2,4,1.03979e-4,ASV_00054,38,0
54,8,5,1.67109e-5,ASV_00054,38,0
54,5,6,3.8992e-4,ASV_00054,38,0
54,3,7,5.94164e-4,ASV_00054,38,0
55,1,1,7.68699e-4,ASV_00055,38,0
55,7,2,1.00265e-4,ASV_00055,38,0
55,6,3,3.24933e-4,ASV_00055,38,0
55,2,4,6.94429e-4,ASV_00055,38,0
55,8,5,1.07692e-4,ASV_00055,38,0
55,5,6,3.00795e-4,ASV_00055,38,0
55,3,7,1.09549e-4,ASV_00055,38,0
56,1,1,5.51458e-4,ASV_00056,38,0
56,4,2,2.97082e-4,ASV_00056,38,0
56,6,3,3.43501e-4,ASV_00056,38,0
56,2,4,5.47745e-4,ASV_00056,38,0
56,8,5,4.27055e-5,ASV_00056,38,0
56,3,7,6.16445e-4,ASV_00056,38,0
57,1,1,6.05304e-4,ASV_00057,38,0
57,4,2,3.75066e-4,ASV_00057,38,0
57,6,3,2.45093e-4,ASV_00057,38,0
57,2,4,2.30238e-4,ASV_00057,38,0
57,8,5,3.8992e-5,ASV_00057,38,0
57,5,6,3.71352e-6,ASV_00057,38,0
57,3,7,5.03182e-4,ASV_00057,38,0
58,1,1,3.34217e-4,ASV_00058,38,0
58,4,2,4.02917e-4,ASV_00058,38,0
58,6,3,3.41644e-4,ASV_00058,38,0
58,2,4,6.61007e-4,ASV_00058,38,0
58,10,5,3.34217e-5,ASV_00058,38,0
58,5,6,2.19098e-4,ASV_00058,38,0
58,3,7,9.28381e-5,ASV_00058,38,0
59,1,1,5.34747e-4,ASV_00059,38,0
59,4,2,5.01326e-4,ASV_00059,38,0
59,6,3,3.36074e-4,ASV_00059,38,0
59,2,4,4.38196e-4,ASV_00059,38,0
59,8,5,7.0557e-5,ASV_00059,38,0
59,5,6,2.59947e-5,ASV_00059,38,0
59,3,7,5.73739e-4,ASV_00059,38,0
60,1,1,5.19893e-4,ASV_00060,38,0
60,4,2,4.92042e-4,ASV_00060,38,0
60,2,4,4.95755e-4,ASV_00060,38,0
60,5,6,3.58355e-4,ASV_00060,38,0
60,3,7,6.68434e-5,ASV_00060,38,0
61,1,1,4.30769e-4,ASV_00061,38,0
61,4,2,4.45623e-4,ASV_00061,38,0
61,2,4,4.56763e-4,ASV_00061,38,0
61,5,6,2.22811e-5,ASV_00061,38,0
61,3,7,3.76923e-4,ASV_00061,38,0
62,1,1,8.91246e-5,ASV_00062,38,0
62,11,2,3.8992e-5,ASV_00062,38,0
62,6,3,1.15119e-4,ASV_00062,38,0
62,2,4,1.41114e-4,ASV_00062,38,0
62,10,5,3.34217e-5,ASV_00062,38,0
62,3,7,7.0557e-5,ASV_00062,38,0
63,1,1,5.49602e-4,ASV_00063,38,0
63,4,2,1.46684e-4,ASV_00063,38,0
63,6,3,3.30504e-4,ASV_00063,38,0
63,2,4,5.88594e-4,ASV_00063,38,0
63,8,5,4.27055e-5,ASV_00063,38,0
63,5,6,2.37666e-4,ASV_00063,38,0
63,3,7,4.84615e-4,ASV_00063,38,0
64,1,1,4.80901e-4,ASV_00064,38,0
64,7,2,2.87798e-4,ASV_00064,38,0
64,6,3,5.19893e-5,ASV_00064,38,0
64,2,4,4.04774e-4,ASV_00064,38,0
64,8,5,9.28381e-6,ASV_00064,38,0
64,5,6,3.1565e-4,ASV_00064,38,0
64,3,7,2.22811e-4,ASV_00064,38,0
65,1,1,3.02652e-4,ASV_00065,38,0
65,6,3,1.16976e-4,ASV_00065,38,0
65,2,4,2.91512e-4,ASV_00065,38,0
65,10,5,6.68434e-5,ASV_00065,38,0
66,1,1,5.53315e-4,ASV_00066,38,0
66,4,2,5.44031e-4,ASV_00066,38,0
66,2,4,4.60477e-4,ASV_00066,38,0
66,5,6,3.37931e-4,ASV_00066,38,0
66,3,7,5.42174e-4,ASV_00066,38,0
67,6,3,1.85676e-4,ASV_00067,38,0
67,2,4,5.38461e-5,ASV_00067,38,0
67,12,5,9.28381e-6,ASV_00067,38,0
67,3,7,9.84084e-5,ASV_00067,38,0
68,1,1,5.75596e-4,ASV_00068,38,0
68,7,2,2.59947e-4,ASV_00068,38,0
68,6,3,2.45093e-4,ASV_00068,38,0
68,2,4,4.54907e-4,ASV_00068,38,0
68,8,5,7.61272e-5,ASV_00068,38,0
69,1,1,3.43501e-4,ASV_00069,38,0
69,4,2,4.84615e-4,ASV_00069,38,0
69,2,4,5.01326e-4,ASV_00069,38,0
69,8,5,5.01326e-5,ASV_00069,38,0
69,5,6,1.05835e-4,ASV_00069,38,0
69,3,7,1.44827e-4,ASV_00069,38,0
70,1,1,7.20424e-4,ASV_00070,38,0
70,7,2,3.2122e-4,ASV_00070,38,0
70,6,3,3.67639e-4,ASV_00070,38,0
70,2,4,4.12201e-4,ASV_00070,38,0
70,10,5,4.6419e-5,ASV_00070,38,0
70,5,6,3.97347e-4,ASV_00070,38,0
70,3,7,4.6419e-4,ASV_00070,38,0
71,1,1,3.97347e-4,ASV_00071,38,0
71,4,2,3.19363e-4,ASV_00071,38,0
71,6,3,3.2122e-4,ASV_00071,38,0
71,2,4,4.40053e-4,ASV_00071,38,0
71,8,5,1.05835e-4,ASV_00071,38,0
71,5,6,4.06631e-4,ASV_00071,38,0
71,3,7,4.73474e-4,ASV_00071,38,0
72,1,1,4.73474e-4,ASV_00072,38,0
72,4,2,4.95755e-4,ASV_00072,38,0
72,2,4,4.4748e-4,ASV_00072,38,0
73,1,1,5.08753e-4,ASV_00073,38,0
73,7,2,3.45358e-4,ASV_00073,38,0
73,6,3,1.8939e-4,ASV_00073,38,0
73,2,4,3.58355e-4,ASV_00073,38,0
73,10,5,7.61272e-5,ASV_00073,38,0
74,1,1,2.19098e-4,ASV_00074,38,0
74,7,2,8.91246e-5,ASV_00074,38,0
74,2,4,3.10079e-4,ASV_00074,38,0
74,3,7,1.11406e-4,ASV_00074,38,0
75,1,1,3.45358e-4,ASV_00075,38,0
75,7,2,3.11936e-4,ASV_00075,38,0
75,6,3,1.72679e-4,ASV_00075,38,0
75,2,4,3.63925e-4,ASV_00075,38,0
75,10,5,7.0557e-5,ASV_00075,38,0
76,1,1,5.23607e-4,ASV_00076,38,0
76,4,2,5.08753e-4,ASV_00076,38,0
76,6,3,3.36074e-4,ASV_00076,38,0
76,2,4,4.56763e-4,ASV_00076,38,0
76,8,5,1.2069e-4,ASV_00076,38,0
76,5,6,2.74801e-4,ASV_00076,38,0
76,3,7,4.34482e-4,ASV_00076,38,0
77,6,3,1.35544e-4,ASV_00077,38,0
77,2,4,3.86206e-4,ASV_00077,38,0
77,10,5,7.42705e-5,ASV_00077,38,0
78,1,1,5.2175e-4,ASV_00078,38,0
78,7,2,6.68434e-5,ASV_00078,38,0
78,6,3,3.17506e-4,ASV_00078,38,0
78,8,5,2.04244e-5,ASV_00078,38,0
78,5,6,3.60212e-4,ASV_00078,38,0
78,3,7,3.28647e-4,ASV_00078,38,0
79,1,1,6.05304e-4,ASV_00079,38,0
79,7,2,3.69496e-4,ASV_00079,38,0
79,6,3,1.83819e-4,ASV_00079,38,0
79,2,4,4.79045e-4,ASV_00079,38,0
79,10,5,7.24137e-5,ASV_00079,38,0
80,1,1,4.5305e-4,ASV_00080,38,0
80,4,2,4.32626e-4,ASV_00080,38,0
80,2,4,4.97612e-4,ASV_00080,38,0
80,8,5,7.7984e-5,ASV_00080,38,0
80,5,6,3.43501e-4,ASV_00080,38,0
80,3,7,1.05835e-4,ASV_00080,38,0
81,1,1,5.25464e-4,ASV_00081,38,0
81,7,2,2.39522e-4,ASV_00081,38,0
81,6,3,2.98939e-4,ASV_00081,38,0
81,2,4,4.60477e-4,ASV_00081,38,0
81,8,5,9.28381e-5,ASV_00081,38,0
81,5,6,3.80636e-4,ASV_00081,38,0
81,3,7,2.28382e-4,ASV_00081,38,0
82,1,1,4.08488e-4,ASV_00082,38,0
82,7,2,2.04244e-4,ASV_00082,38,0
82,3,7,4.25198e-4,ASV_00082,38,0
83,1,1,5.12466e-4,ASV_00083,38,0
83,4,2,5.88594e-4,ASV_00083,38,0
83,6,3,3.41644e-4,ASV_00083,38,0
83,2,4,3.82493e-4,ASV_00083,38,0
83,8,5,7.42705e-5,ASV_00083,38,0
83,5,6,1.67109e-4,ASV_00083,38,0
83,3,7,4.21485e-4,ASV_00083,38,0
84,1,1,4.82758e-4,ASV_00084,38,0
84,7,2,3.30504e-4,ASV_00084,38,0
84,6,3,3.36074e-4,ASV_00084,38,0
84,2,4,2.87798e-4,ASV_00084,38,0
84,8,5,9.28381e-6,ASV_00084,38,0
84,5,6,2.39522e-4,ASV_00084,38,0
84,3,7,9.09813e-5,ASV_00084,38,0
85,1,1,6.94429e-4,ASV_00085,38,0
85,4,2,5.66312e-4,ASV_00085,38,0
85,2,4,4.49336e-4,ASV_00085,38,0
85,5,6,4.12201e-4,ASV_00085,38,0
85,3,7,4.38196e-4,ASV_00085,38,0
86,1,1,6.68434e-4,ASV_00086,38,0
86,4,2,4.17771e-4,ASV_00086,38,0
86,6,3,3.43501e-4,ASV_00086,38,0
86,2,4,4.77188e-4,ASV_00086,38,0
86,8,5,6.68434e-5,ASV_00086,38,0
86,5,6,1.55968e-4,ASV_00086,38,0
86,3,7,5.94164e-4,ASV_00086,38,0
87,1,1,6.38726e-4,ASV_00087,38,0
87,4,2,1.67109e-5,ASV_00087,38,0
87,6,3,3.47214e-4,ASV_00087,38,0
87,2,4,2.07957e-4,ASV_00087,38,0
87,8,5,5.57029e-6,ASV_00087,38,0
87,5,6,3.04509e-4,ASV_00087,38,0
87,3,7,6.31299e-4,ASV_00087,38,0
88,1,1,7.63129e-4,ASV_00088,38,0
88,4,2,3.63925e-4,ASV_00088,38,0
88,6,3,3.76923e-4,ASV_00088,38,0
88,2,4,4.27055e-4,ASV_00088,38,0
88,3,7,3.76923e-4,ASV_00088,38,0
89,1,1,7.12997e-4,ASV_00089,38,0
89,4,2,3.67639e-4,ASV_00089,38,0
89,6,3,3.43501e-4,ASV_00089,38,0
89,2,4,4.71618e-4,ASV_00089,38,0
89,8,5,1.11406e-5,ASV_00089,38,0
90,1,1,5.49602e-4,ASV_00090,38,0
90,4,2,5.19893e-4,ASV_00090,38,0
90,6,3,3.17506e-4,ASV_00090,38,0
90,2,4,4.6419e-4,ASV_00090,38,0
90,8,5,8.5411e-5,ASV_00090,38,0
90,5,6,1.59682e-4,ASV_00090,38,0
90,3,7,4.82758e-5,ASV_00090,38,0
91,1,1,5.42174e-4,ASV_00091,38,0
91,7,2,3.36074e-4,ASV_00091,38,0
91,6,3,1.78249e-4,ASV_00091,38,0
91,2,4,3.41644e-4,ASV_00091,38,0
91,10,5,5.01326e-5,ASV_00091,38,0
92,1,1,6.36869e-4,ASV_00092,38,0
92,4,2,2.71087e-4,ASV_00092,38,0
92,6,3,3.19363e-4,ASV_00092,38,0
92,2,4,5.49602e-4,ASV_00092,38,0
92,8,5,8.5411e-5,ASV_00092,38,0
92,5,6,2.98939e-4,ASV_00092,38,0
92,3,7,4.71618e-4,ASV_00092,38,0
93,1,1,4.84615e-4,ASV_00093,38,0
93,4,2,1.61538e-4,ASV_00093,38,0
93,6,3,3.30504e-4,ASV_00093,38,0
93,2,4,3.97347e-4,ASV_00093,38,0
93,5,6,4.56763e-4,ASV_00093,38,0
93,3,7,2.41379e-4,ASV_00093,38,0
94,1,1,6.51723e-4,ASV_00094,38,0
94,4,2,2.65517e-4,ASV_00094,38,0
94,2,4,4.49336e-4,ASV_00094,38,0
94,5,6,2.98939e-4,ASV_00094,38,0
94,3,7,1.07692e-4,ASV_00094,38,0
95,1,1,1.02122e-4,ASV_00095,38,0
95,7,2,2.11671e-4,ASV_00095,38,0
95,8,5,1.85676e-6,ASV_00095,38,0
95,3,7,2.6923e-4,ASV_00095,38,0
96,1,1,6.96286e-4,ASV_00096,38,0
96,4,2,4.45623e-5,ASV_00096,38,0
96,6,3,3.02652e-4,ASV_00096,38,0
96,2,4,3.2679e-4,ASV_00096,38,0
96,8,5,4.82758e-5,ASV_00096,38,0
96,5,6,1.44827e-4,ASV_00096,38,0
96,3,7,4.04774e-4,ASV_00096,38,0
97,1,1,6.31299e-4,ASV_00097,38,0
97,4,2,3.3236e-4,ASV_00097,38,0
97,6,3,3.41644e-4,ASV_00097,38,0
97,2,4,4.10344e-4,ASV_00097,38,0
97,8,5,2.59947e-5,ASV_00097,38,0
97,3,7,5.01326e-5,ASV_00097,38,0
98,1,1,3.11936e-4,ASV_00098,38,0
98,6,3,1.22546e-4,ASV_00098,38,0
98,2,4,3.54642e-4,ASV_00098,38,0
98,10,5,7.7984e-5,ASV_00098,38,0
99,1,1,4.19628e-4,ASV_00099,38,0
99,7,2,3.1565e-4,ASV_00099,38,0
99,6,3,2.41379e-4,ASV_00099,38,0
99,2,4,4.36339e-4,ASV_00099,38,0
99,5,6,1.2626e-4,ASV_00099,38,0
100,1,1,6.46153e-4,ASV_00100,38,0
100,4,2,3.93634e-4,ASV_00100,38,0
100,2,4,3.43501e-4,ASV_00100,38,0
100,10,5,7.61272e-5,ASV_00100,38,0
100,5,6,2.04244e-4,ASV_00100,38,0
100,3,7,1.70822e-4,ASV_00100,38,0
101,1,1,6.94429e-4,ASV_00101,38,0
101,7,2,8.16975e-5,ASV_00101,38,0
101,6,3,2.80371e-4,ASV_00101,38,0
101,2,4,4.01061e-4,ASV_00101,38,0
101,5,6,2.91512e-4,ASV_00101,38,0
101,3,7,2.17241e-4,ASV_00101,38,0
102,1,1,4.6419e-4,ASV_00102,38,0
102,7,2,3.2122e-4,ASV_00102,38,0
102,6,3,1.65252e-4,ASV_00102,38,0
102,2,4,4.15915e-4,ASV_00102,38,0
102,8,5,2.41379e-5,ASV_00102,38,0
103,1,1,4.97612e-4,ASV_00103,38,0
103,7,2,3.08222e-4,ASV_00103,38,0
103,6,3,1.48541e-4,ASV_00103,38,0
103,2,4,3.67639e-4,ASV_00103,38,0
