from,to,weight,edge_type,level,level_name
ASV_00001,ASV_00017,0.5684931506849316,pos,Farm,UK2
ASV_00001,ASV_00037,0.8387096774193549,pos,Farm,UK2
ASV_00001,ASV_00038,0.39436619718309857,pos,Farm,UK2
ASV_00001,ASV_00043,0.5782312925170068,pos,Farm,UK2
ASV_00001,ASV_00064,0.7741935483870968,pos,Farm,UK2
ASV_00001,ASV_00068,0.36619718309859156,pos,Farm,UK2
ASV_00001,ASV_00073,0.5337837837837838,pos,Farm,UK2
ASV_00001,ASV_00075,0.4583333333333333,pos,Farm,UK2
ASV_00001,ASV_00079,0.5704225352112676,pos,Farm,UK2
ASV_00001,ASV_00081,0.8187919463087249,pos,Farm,UK2
ASV_00001,ASV_00091,0.5273972602739726,pos,Farm,UK2
ASV_00001,ASV_00094,0.6442953020134228,pos,Farm,UK2
ASV_00001,ASV_00099,0.4513888888888889,pos,Farm,UK2
ASV_00001,ASV_00101,0.864516129032258,pos,Farm,UK2
ASV_00001,ASV_00102,0.5342465753424658,pos,Farm,UK2
ASV_00001,ASV_00103,0.36879432624113473,pos,Farm,UK2
ASV_00001,ASV_00107,0.8535031847133758,pos,Farm,UK2
ASV_00001,ASV_00117,0.5379310344827586,pos,Farm,UK2
ASV_00001,ASV_00126,0.7402597402597403,pos,Farm,UK2
ASV_00001,ASV_00127,0.4825174825174825,pos,Farm,UK2
ASV_00001,ASV_00129,0.5972222222222222,pos,Farm,UK2
ASV_00001,ASV_00144,0.7948717948717948,pos,Farm,UK2
ASV_00001,ASV_00158,0.5238095238095238,pos,Farm,UK2
ASV_00001,ASV_00159,0.6845637583892618,pos,Farm,UK2
ASV_00001,ASV_00162,0.5958904109589042,pos,Farm,UK2
ASV_00001,ASV_00169,0.5208333333333334,pos,Farm,UK2
ASV_00001,ASV_00170,0.5103448275862069,pos,Farm,UK2
ASV_00001,ASV_00176,0.6375838926174496,pos,Farm,UK2
ASV_00001,ASV_00183,0.7046979865771812,pos,Farm,UK2
ASV_00001,ASV_00184,0.8205128205128205,pos,Farm,UK2
ASV_00001,ASV_00186,0.6907894736842105,pos,Farm,UK2
ASV_00001,ASV_00188,0.5675675675675675,pos,Farm,UK2
ASV_00001,ASV_00189,0.3472222222222222,pos,Farm,UK2
ASV_00001,ASV_00194,0.3263888888888889,pos,Farm,UK2
ASV_00001,ASV_00198,0.5906040268456376,pos,Farm,UK2
ASV_00001,ASV_00206,0.4195804195804196,pos,Farm,UK2
ASV_00001,ASV_00213,0.3333333333333333,pos,Farm,UK2
ASV_00001,ASV_00214,0.5675675675675675,pos,Farm,UK2
ASV_00001,ASV_00215,0.5314685314685315,pos,Farm,UK2
ASV_00001,ASV_00221,0.7959183673469388,pos,Farm,UK2
ASV_00001,ASV_00227,0.34265734265734266,pos,Farm,UK2
ASV_00001,ASV_00230,0.3356643356643357,pos,Farm,UK2
ASV_00001,ASV_00235,0.4305555555555556,pos,Farm,UK2
ASV_00001,ASV_00238,0.6164383561643836,pos,Farm,UK2
ASV_00001,ASV_00239,0.48299319727891155,pos,Farm,UK2
ASV_00001,ASV_00244,0.7843137254901961,pos,Farm,UK2
ASV_00001,ASV_00252,0.4195804195804196,pos,Farm,UK2
ASV_00001,ASV_00254,0.7898089171974523,pos,Farm,UK2
ASV_00001,ASV_00257,0.7302631578947368,pos,Farm,UK2
ASV_00001,ASV_00263,0.7039473684210527,pos,Farm,UK2
ASV_00001,ASV_00266,0.48299319727891155,pos,Farm,UK2
ASV_00001,ASV_00272,0.4689655172413793,pos,Farm,UK2
ASV_00001,ASV_00273,0.547945205479452,pos,Farm,UK2
ASV_00001,ASV_00278,0.6621621621621622,pos,Farm,UK2
ASV_00001,ASV_00285,0.43356643356643354,pos,Farm,UK2
ASV_00001,ASV_00286,0.39436619718309857,pos,Farm,UK2
ASV_00001,ASV_00287,0.5862068965517241,pos,Farm,UK2
ASV_00001,ASV_00298,0.6447368421052632,pos,Farm,UK2
ASV_00001,ASV_00300,0.48299319727891155,pos,Farm,UK2
ASV_00001,ASV_00304,0.6326530612244898,pos,Farm,UK2
ASV_00001,ASV_00307,0.6026490066225165,pos,Farm,UK2
ASV_00001,ASV_00313,0.7677419354838709,pos,Farm,UK2
ASV_00001,ASV_00320,0.6,pos,Farm,UK2
ASV_00001,ASV_00321,0.4755244755244755,pos,Farm,UK2
ASV_00001,ASV_00323,0.4236111111111111,pos,Farm,UK2
ASV_00001,ASV_00326,0.43661971830985913,pos,Farm,UK2
ASV_00001,ASV_00333,0.7857142857142857,pos,Farm,UK2
ASV_00001,ASV_00337,0.7777777777777778,pos,Farm,UK2
ASV_00001,ASV_00338,0.5302013422818792,pos,Farm,UK2
ASV_00001,ASV_00339,0.5102040816326531,pos,Farm,UK2
ASV_00001,ASV_00352,0.5405405405405406,pos,Farm,UK2
ASV_00001,ASV_00355,0.4027777777777778,pos,Farm,UK2
ASV_00001,ASV_00368,0.4755244755244755,pos,Farm,UK2
ASV_00001,ASV_00371,0.46258503401360546,pos,Farm,UK2
ASV_00001,ASV_00378,0.5,pos,Farm,UK2
ASV_00001,ASV_00380,0.4897959183673469,pos,Farm,UK2
ASV_00001,ASV_00390,0.5793103448275863,pos,Farm,UK2
ASV_00001,ASV_00391,0.3333333333333333,pos,Farm,UK2
ASV_00001,ASV_00394,0.5138888888888888,pos,Farm,UK2
ASV_00001,ASV_00402,0.6644295302013423,pos,Farm,UK2
ASV_00001,ASV_00411,0.5524475524475524,pos,Farm,UK2
ASV_00001,ASV_00421,0.7364864864864865,pos,Farm,UK2
ASV_00001,ASV_00425,0.6754966887417219,pos,Farm,UK2
ASV_00001,ASV_00429,0.6351351351351351,pos,Farm,UK2
ASV_00001,ASV_00437,0.5874125874125874,pos,Farm,UK2
ASV_00001,ASV_00441,0.4489795918367347,pos,Farm,UK2
ASV_00001,ASV_00447,0.7973856209150327,pos,Farm,UK2
ASV_00001,ASV_00448,0.6040268456375839,pos,Farm,UK2
ASV_00001,ASV_00457,0.3263888888888889,pos,Farm,UK2
ASV_00001,ASV_00458,0.503448275862069,pos,Farm,UK2
ASV_00001,ASV_00464,0.695364238410596,pos,Farm,UK2
ASV_00001,ASV_00468,0.5102040816326531,pos,Farm,UK2
ASV_00001,ASV_00475,0.4482758620689655,pos,Farm,UK2
ASV_00001,ASV_00486,0.5570469798657718,pos,Farm,UK2
ASV_00001,ASV_00496,0.36363636363636365,pos,Farm,UK2
ASV_00001,ASV_00501,0.34507042253521125,pos,Farm,UK2
ASV_00001,ASV_00507,0.44366197183098594,pos,Farm,UK2
ASV_00001,ASV_00517,0.5704697986577181,pos,Farm,UK2
ASV_00001,ASV_00524,0.6066666666666667,pos,Farm,UK2
ASV_00001,ASV_00529,0.5850340136054422,pos,Farm,UK2
ASV_00001,ASV_00538,0.4178082191780822,pos,Farm,UK2
ASV_00001,ASV_00548,0.4178082191780822,pos,Farm,UK2
ASV_00001,ASV_00581,0.3356643356643357,pos,Farm,UK2
ASV_00001,ASV_00586,0.43356643356643354,pos,Farm,UK2
ASV_00001,ASV_00589,0.5454545454545454,pos,Farm,UK2
ASV_00001,ASV_00591,0.34265734265734266,pos,Farm,UK2
ASV_00001,ASV_00593,0.5202702702702703,pos,Farm,UK2
ASV_00001,ASV_00604,0.425531914893617,pos,Farm,UK2
ASV_00001,ASV_00622,0.375,pos,Farm,UK2
ASV_00001,ASV_00628,0.41134751773049644,pos,Farm,UK2
ASV_00001,ASV_00637,0.5136986301369864,pos,Farm,UK2
ASV_00001,ASV_00657,0.4794520547945205,pos,Farm,UK2
ASV_00001,ASV_00669,0.3591549295774648,pos,Farm,UK2
ASV_00001,ASV_00671,0.6351351351351351,pos,Farm,UK2
ASV_00001,ASV_00673,0.45517241379310347,pos,Farm,UK2
ASV_00001,ASV_00721,0.4557823129251701,pos,Farm,UK2
ASV_00001,ASV_00728,0.3724137931034483,pos,Farm,UK2
ASV_00001,ASV_00733,0.5205479452054794,pos,Farm,UK2
ASV_00001,ASV_00742,0.4557823129251701,pos,Farm,UK2
ASV_00001,ASV_00744,0.38461538461538464,pos,Farm,UK2
ASV_00001,ASV_00790,0.3263888888888889,pos,Farm,UK2
ASV_00001,ASV_00806,0.3958333333333333,pos,Farm,UK2
ASV_00001,ASV_00808,0.46938775510204084,pos,Farm,UK2
ASV_00001,ASV_00812,0.34507042253521125,pos,Farm,UK2
ASV_00001,ASV_00832,0.3611111111111111,pos,Farm,UK2
ASV_00001,ASV_00833,0.4125874125874126,pos,Farm,UK2
ASV_00001,ASV_00880,0.5436241610738255,pos,Farm,UK2
ASV_00001,ASV_00979,0.39436619718309857,pos,Farm,UK2
ASV_00001,ASV_00987,0.5472972972972973,pos,Farm,UK2
