from,to,weight,edge_type,level,level_name
ASV_00001,ASV_00009,0.00411522633744856,pos,Farm,UK1
ASV_00001,ASV_00017,0.016872427983539072,pos,Farm,UK1
ASV_00001,ASV_00025,0.013580246913580294,pos,Farm,UK1
ASV_00001,ASV_00029,0.00411522633744856,pos,Farm,UK1
ASV_00001,ASV_00035,0.00411522633744856,pos,Farm,UK1
ASV_00001,ASV_00038,0.012345679012345678,pos,Farm,UK1
ASV_00001,ASV_00043,0.017283950617283904,pos,Farm,UK1
ASV_00001,ASV_00064,0.0102880658436214,pos,Farm,UK1
ASV_00001,ASV_00065,0.011522633744856015,pos,Farm,UK1
ASV_00001,ASV_00068,0.011934156378600846,pos,Farm,UK1
ASV_00001,ASV_00073,0.011111111111111065,pos,Farm,UK1
ASV_00001,ASV_00075,0.011111111111111065,pos,Farm,UK1
ASV_00001,ASV_00079,0.014814814814814791,pos,Farm,UK1
ASV_00001,ASV_00082,0.0102880658436214,pos,Farm,UK1
ASV_00001,ASV_00088,0.010699588477366231,pos,Farm,UK1
ASV_00001,ASV_00091,0.014814814814814791,pos,Farm,UK1
ASV_00001,ASV_00098,0.011111111111111065,pos,Farm,UK1
ASV_00001,ASV_00099,0.0102880658436214,pos,Farm,UK1
ASV_00001,ASV_00102,0.011934156378600846,pos,Farm,UK1
ASV_00001,ASV_00103,0.010699588477366231,pos,Farm,UK1
ASV_00001,ASV_00109,0.011522633744856015,pos,Farm,UK1
ASV_00001,ASV_00117,0.015637860082304573,pos,Farm,UK1
ASV_00001,ASV_00125,0.009053497942386784,pos,Farm,UK1
ASV_00001,ASV_00127,0.011111111111111065,pos,Farm,UK1
ASV_00001,ASV_00129,0.01440329218106996,pos,Farm,UK1
ASV_00001,ASV_00137,0.010699588477366231,pos,Farm,UK1
ASV_00001,ASV_00141,0.0102880658436214,pos,Farm,UK1
ASV_00001,ASV_00144,0.007818930041152286,pos,Farm,UK1
ASV_00001,ASV_00147,0.012345679012345678,pos,Farm,UK1
ASV_00001,ASV_00148,0.011934156378600846,pos,Farm,UK1
ASV_00001,ASV_00152,0.008641975308641952,pos,Farm,UK1
ASV_00001,ASV_00156,0.013168724279835344,pos,Farm,UK1
ASV_00001,ASV_00159,0.012757201646090512,pos,Farm,UK1
ASV_00001,ASV_00162,0.011522633744856015,pos,Farm,UK1
ASV_00001,ASV_00169,0.012345679012345678,pos,Farm,UK1
ASV_00001,ASV_00182,0.009876543209876567,pos,Farm,UK1
ASV_00001,ASV_00198,0.0102880658436214,pos,Farm,UK1
ASV_00001,ASV_00200,0.011111111111111065,pos,Farm,UK1
ASV_00001,ASV_00203,0.013168724279835344,pos,Farm,UK1
ASV_00001,ASV_00212,0.012757201646090512,pos,Farm,UK1
ASV_00001,ASV_00213,0.011111111111111065,pos,Farm,UK1
ASV_00001,ASV_00214,0.013580246913580294,pos,Farm,UK1
ASV_00001,ASV_00216,0.012345679012345678,pos,Farm,UK1
ASV_00001,ASV_00221,0.009876543209876567,pos,Farm,UK1
ASV_00001,ASV_00230,0.011934156378600846,pos,Farm,UK1
ASV_00001,ASV_00239,0.012757201646090512,pos,Farm,UK1
ASV_00001,ASV_00244,0.012757201646090512,pos,Farm,UK1
ASV_00001,ASV_00250,0.0102880658436214,pos,Farm,UK1
ASV_00001,ASV_00253,0.011111111111111065,pos,Farm,UK1
ASV_00001,ASV_00257,0.008641975308641952,pos,Farm,UK1
ASV_00001,ASV_00259,0.012345679012345678,pos,Farm,UK1
ASV_00001,ASV_00263,0.009876543209876567,pos,Farm,UK1
ASV_00001,ASV_00264,0.009465020576131734,pos,Farm,UK1
ASV_00001,ASV_00266,0.010699588477366231,pos,Farm,UK1
ASV_00001,ASV_00269,0.0102880658436214,pos,Farm,UK1
ASV_00001,ASV_00272,0.013580246913580294,pos,Farm,UK1
ASV_00001,ASV_00273,0.013991769547325126,pos,Farm,UK1
ASV_00001,ASV_00280,0.013168724279835344,pos,Farm,UK1
ASV_00001,ASV_00286,0.009465020576131675,pos,Farm,UK1
ASV_00001,ASV_00287,0.009876543209876567,pos,Farm,UK1
ASV_00001,ASV_00300,0.009876543209876567,pos,Farm,UK1
ASV_00001,ASV_00304,0.010699588477366231,pos,Farm,UK1
ASV_00001,ASV_00308,0.013580246913580294,pos,Farm,UK1
ASV_00001,ASV_00313,0.013168724279835344,pos,Farm,UK1
ASV_00001,ASV_00336,0.009465020576131675,pos,Farm,UK1
ASV_00001,ASV_00350,0.01440329218106996,pos,Farm,UK1
ASV_00001,ASV_00354,0.009876543209876567,pos,Farm,UK1
ASV_00001,ASV_00374,0.009465020576131675,pos,Farm,UK1
ASV_00001,ASV_00380,0.011522633744856015,pos,Farm,UK1
ASV_00001,ASV_00390,0.011934156378600846,pos,Farm,UK1
ASV_00001,ASV_00394,0.011522633744856015,pos,Farm,UK1
