from,to,weight,edge_type,level,level_name
ASV_00001,ASV_00017,0.044512195121951204,pos,Farm,UK2
ASV_00001,ASV_00037,0.03780487804878051,pos,Farm,UK2
ASV_00001,ASV_00038,0.042682926829268296,pos,Farm,UK2
ASV_00001,ASV_00043,0.04146341463414632,pos,Farm,UK2
ASV_00001,ASV_00064,0.029268292682926814,pos,Farm,UK2
ASV_00001,ASV_00068,0.03902439024390243,pos,Farm,UK2
ASV_00001,ASV_00073,0.03109756097560972,pos,Farm,UK2
ASV_00001,ASV_00075,0.04085365853658538,pos,Farm,UK2
ASV_00001,ASV_00079,0.06402439024390244,pos,Farm,UK2
ASV_00001,ASV_00081,0.06219512195121953,pos,Farm,UK2
ASV_00001,ASV_00091,0.039634146341463415,pos,Farm,UK2
ASV_00001,ASV_00094,0.04024390243902436,pos,Farm,UK2
ASV_00001,ASV_00099,0.039634146341463415,pos,Farm,UK2
ASV_00001,ASV_00101,0.04146341463414632,pos,Farm,UK2
ASV_00001,ASV_00102,0.04024390243902436,pos,Farm,UK2
ASV_00001,ASV_00103,0.044512195121951204,pos,Farm,UK2
ASV_00001,ASV_00107,0.03048780487804878,pos,Farm,UK2
ASV_00001,ASV_00117,0.04573170731707317,pos,Farm,UK2
ASV_00001,ASV_00126,0.029268292682926814,pos,Farm,UK2
ASV_00001,ASV_00127,0.04878048780487805,pos,Farm,UK2
ASV_00001,ASV_00129,0.057926829268292686,pos,Farm,UK2
ASV_00001,ASV_00144,0.027439024390243903,pos,Farm,UK2
ASV_00001,ASV_00158,0.0341463414634146,pos,Farm,UK2
ASV_00001,ASV_00159,0.04512195121951223,pos,Farm,UK2
ASV_00001,ASV_00162,0.04817073170731711,pos,Farm,UK2
ASV_00001,ASV_00169,0.04817073170731711,pos,Farm,UK2
ASV_00001,ASV_00170,0.042073170731707354,pos,Farm,UK2
ASV_00001,ASV_00176,0.039024390243902474,pos,Farm,UK2
ASV_00001,ASV_00183,0.04756097560975608,pos,Farm,UK2
ASV_00001,ASV_00184,0.03109756097560972,pos,Farm,UK2
