ASV_00002,ASV_00026,ASV_00048,97,0.9702,0.97
ASV_00002,ASV_00026,ASV_00046,93,0.9306,0.93
ASV_00002,ASV_00026,ASV_00040,98,0.9801,0.98
ASV_00002,ASV_00026,ASV_00036,99,0.99,0.99
ASV_00002,ASV_00026,ASV_00035,90,0.891,0.9
ASV_00002,ASV_00026,ASV_00033,99,0.99,0.99
ASV_00002,ASV_00026,ASV_00032,99,0.99,0.99
ASV_00002,ASV_00026,ASV_00030,98,0.9801,0.98
ASV_00002,ASV_00026,ASV_00029,89,0.891,0.89
ASV_00002,ASV_00026,ASV_00028,96,0.9602999999999999,0.96
ASV_00002,ASV_00024,ASV_00452,79,0.7979999999999999,0.79
ASV_00002,ASV_00024,ASV_00426,81,0.7979999999999999,0.81
ASV_00002,ASV_00024,ASV_00249,86,0.855,0.86
ASV_00002,ASV_00024,ASV_00242,88,0.8835,0.88
ASV_00002,ASV_00024,ASV_00232,82,0.8265,0.82
ASV_00002,ASV_00024,ASV_00224,83,0.8265,0.83
ASV_00002,ASV_00024,ASV_00197,88,0.8644999999999999,0.88
ASV_00002,ASV_00024,ASV_00163,77,0.76,0.77
ASV_00002,ASV_00024,ASV_00157,78,0.76,0.78
ASV_00002,ASV_00024,ASV_00138,76,0.76,0.76
ASV_00002,ASV_00024,ASV_00136,82,0.8075,0.82
ASV_00002,ASV_00024,ASV_00131,91,0.8929999999999999,0.91
ASV_00002,ASV_00024,ASV_00128,91,0.9119999999999999,0.91
ASV_00002,ASV_00024,ASV_00105,91,0.9025,0.91
ASV_00002,ASV_00024,ASV_00104,93,0.9119999999999999,0.93
ASV_00002,ASV_00024,ASV_00090,84,0.8075,0.84
ASV_00002,ASV_00024,ASV_00086,89,0.874,0.89
ASV_00002,ASV_00024,ASV_00083,77,0.7695,0.77
ASV_00002,ASV_00024,ASV_00067,95,0.95,0.95
ASV_00002,ASV_00024,ASV_00066,80,0.7789999999999999,0.8
ASV_00002,ASV_00024,ASV_00062,95,0.95,0.95
ASV_00002,ASV_00024,ASV_00059,92,0.9119999999999999,0.92
ASV_00002,ASV_00024,ASV_00058,83,0.7885,0.83
ASV_00002,ASV_00024,ASV_00057,94,0.9405,0.94
ASV_00002,ASV_00024,ASV_00056,95,0.95,0.95
ASV_00002,ASV_00024,ASV_00055,85,0.8265,0.85
ASV_00002,ASV_00024,ASV_00052,92,0.9215,0.92
ASV_00002,ASV_00024,ASV_00051,81,0.8075,0.81
