from,PF_U,PF_U_sd,num_layers,unifrec_type,run
ASV_00001,0.3469553808745522,0.1271257073241841,5,d_1,400
ASV_00001,0.6550644840870619,0.0996609460636819,5,d_UW,400
ASV_00001,0.7604749260450523,0.09111328848499146,5,d_0,400
ASV_00001,0.5413137654325079,0.1128062946628662,5,d_0.5,400
ASV_00002,0.29357216050980317,0.13490195362627652,7,d_1,400
ASV_00002,0.6302602529016809,0.10532008263183693,7,d_UW,400
ASV_00002,0.7276254268910827,0.09933412288183238,7,d_0,400
ASV_00002,0.49746429989976154,0.12889227373965925,7,d_0.5,400
ASV_00003,0.31786339625977716,0.11416315438349897,7,d_1,400
ASV_00003,0.6409611959083706,0.11459604963356813,7,d_UW,400
ASV_00003,0.7285854866794347,0.1015669555955386,7,d_0,400
ASV_00003,0.5151928741533012,0.11731745908504297,7,d_0.5,400
ASV_00004,0.3540840448263633,0.2467104575734273,7,d_1,400
ASV_00004,0.6383564367696862,0.15586149143578723,7,d_UW,400
ASV_00004,0.7322040123401539,0.13923233364397364,7,d_0,400
ASV_00004,0.5310151981791308,0.21278206998067908,7,d_0.5,400
ASV_00005,0.41180902006441655,0.2441688727675005,7,d_1,400
ASV_00005,0.6706364488187962,0.16391700234148787,7,d_UW,400
ASV_00005,0.7681885729308615,0.13439134160844088,7,d_0,400
ASV_00005,0.5802590228908433,0.2065491981187896,7,d_0.5,400
ASV_00006,0.26214224069760356,0.06928001580017842,7,d_1,400
ASV_00006,0.6410294583348908,0.10554554509916071,7,d_UW,400
ASV_00006,0.7373672908854816,0.08179960831802315,7,d_0,400
ASV_00006,0.4887188295031762,0.07750853285935837,7,d_0.5,400
ASV_00007,0.3513931030825403,0.19388595847439563,7,d_1,400
ASV_00007,0.6397172288468258,0.12253262975876515,7,d_UW,400
ASV_00007,0.7215184264234934,0.11189028128022714,7,d_0,400
ASV_00007,0.5240522550971025,0.16691848427621295,7,d_0.5,400
ASV_00008,0.3639479650402908,0.24744793134615797,7,d_1,400
ASV_00008,0.6469988260338383,0.19011169430457742,7,d_UW,400
ASV_00008,0.7302831893316539,0.15955536039158477,7,d_0,400
ASV_00008,0.5381108410367581,0.2325207230495208,7,d_0.5,400
ASV_00009,0.2973831883456376,0.13446279900811267,7,d_1,400
ASV_00009,0.6212542350951535,0.10803762174533128,7,d_UW,400
ASV_00009,0.7237360608108948,0.10172949841914307,7,d_0,400
ASV_00009,0.49290811800474704,0.13231646998906152,7,d_0.5,400
ASV_00010,0.3693119976727615,0.23681365530000548,7,d_1,400
ASV_00010,0.63862726791188,0.18371246781717576,7,d_UW,400
ASV_00010,0.7263368958978158,0.156798146098994,7,d_0,400
ASV_00010,0.538210626763309,0.22201638254014966,7,d_0.5,400
ASV_00011,0.2881187226170692,0.1262037893062684,7,d_1,400
ASV_00011,0.6247735353357746,0.1255408467135781,7,d_UW,400
ASV_00011,0.7192685909338047,0.1121698379145618,7,d_0,400
ASV_00011,0.48579958493689657,0.13255545506223382,7,d_0.5,400
ASV_00012,0.28636471544321257,0.04336153190072379,6,d_1,400
ASV_00012,0.629305656839368,0.07353209115124476,6,d_UW,400
ASV_00012,0.7281411708873249,0.05658020425745018,6,d_0,400
ASV_00012,0.4921703001944515,0.05409534231909583,6,d_0.5,400
ASV_00013,0.3491326567528119,0.20614352905780392,7,d_1,400
ASV_00013,0.6349046734450962,0.13647817691130087,7,d_UW,400
ASV_00013,0.7482743909588871,0.13156783592842533,7,d_0,400
ASV_00013,0.5308791386664853,0.18197818321479986,7,d_0.5,400
ASV_00014,0.28051576853885635,0.06001737914956264,7,d_1,400
ASV_00014,0.6377432689787677,0.08521621063344911,7,d_UW,400
ASV_00014,0.7369743568543728,0.07076237024527565,7,d_0,400
ASV_00014,0.4930445529713525,0.06592455516633754,7,d_0.5,400
ASV_00015,0.25069019189464536,0.07713024393441412,7,d_1,400
ASV_00015,0.6149884858616417,0.1480494543927236,7,d_UW,400
ASV_00015,0.7063766864338111,0.11685536379828011,7,d_0,400
ASV_00015,0.4631164241614484,0.10593102051539076,7,d_0.5,400
ASV_00016,0.2618878589303185,0.09323342523154508,6,d_1,400
ASV_00016,0.6218681259090788,0.13044226386108643,6,d_UW,400
ASV_00016,0.7111616866949422,0.11083179491909217,6,d_0,400
ASV_00016,0.4685861465457779,0.11103699274229337,6,d_0.5,400
ASV_00017,0.3546096906649616,0.16917661058803427,5,d_1,400
ASV_00017,0.6797864441371139,0.12079048965288168,5,d_UW,400
ASV_00017,0.7756440910171113,0.12152131230705943,5,d_0,400
ASV_00017,0.5538638417786736,0.1486985512676124,5,d_0.5,400
ASV_00018,0.2886696623675667,0.12348216354213377,7,d_1,400
ASV_00018,0.6561083114020678,0.1225654055006845,7,d_UW,400
ASV_00018,0.7395142269663131,0.11234032491472987,7,d_0,400
ASV_00018,0.5068339758765806,0.1325467156791892,7,d_0.5,400
ASV_00019,0.2507263185811599,0.04663239034137597,7,d_1,400
ASV_00019,0.6211702421521763,0.09853489045083158,7,d_UW,400
ASV_00019,0.7090581974869832,0.08066949689701693,7,d_0,400
ASV_00019,0.4692330274983693,0.07112608651645695,7,d_0.5,400
ASV_00020,0.31447690461165445,0.19914662263266802,7,d_1,400
ASV_00020,0.5991114258837716,0.13991531668823434,7,d_UW,400
ASV_00020,0.717112332969712,0.13848077090431596,7,d_0,400
ASV_00020,0.4934979996592778,0.17947012348961974,7,d_0.5,400
ASV_00021,0.2882430050835339,0.11184322625741591,6,d_1,400
ASV_00021,0.6596721949647955,0.11138966524053681,6,d_UW,400
ASV_00021,0.7387734425833928,0.10413647555477422,6,d_0,400
ASV_00021,0.5046103182950552,0.11960571380431329,6,d_0.5,400
ASV_00022,0.4028242686326157,0.23109608047529998,7,d_1,400
ASV_00022,0.6714804310819208,0.13363467466487006,7,d_UW,400
ASV_00022,0.7745078877014304,0.12868014016101179,7,d_0,400
ASV_00022,0.5750063741217963,0.18951698897207317,7,d_0.5,400
ASV_00023,0.26001549667165097,0.093858818992813,7,d_1,400
ASV_00023,0.6524179216795482,0.13083165249605452,7,d_UW,400
ASV_00023,0.7340528209508506,0.10702298062354144,7,d_0,400
ASV_00023,0.4858247320553829,0.11219289694438037,7,d_0.5,400
ASV_00024,0.2621345348348159,0.0785572045085956,7,d_1,400
ASV_00024,0.6151903689423229,0.12463046282610463,7,d_UW,400
ASV_00024,0.7126464090931873,0.10207928677060822,7,d_0,400
ASV_00024,0.4703293496336678,0.09736522846697968,7,d_0.5,400
ASV_00025,0.3506930457106596,0.07964573241793364,4,d_1,400
ASV_00025,0.6661727942744825,0.1251187310471924,4,d_UW,400
ASV_00025,0.7644257737898529,0.09906967499068688,4,d_0,400
ASV_00025,0.5435331262296609,0.09633150148354193,4,d_0.5,400
ASV_00026,0.36037723621365036,0.2392303310452535,7,d_1,400
ASV_00026,0.6602578129242274,0.17183411145906202,7,d_UW,400
ASV_00026,0.7408396139384384,0.1462655627307043,7,d_0,400
ASV_00026,0.5463584070729921,0.21618979106460906,7,d_0.5,400
ASV_00028,0.29375198640393657,0.1165129583584404,7,d_1,400
ASV_00028,0.5964636110857539,0.07013548745253698,7,d_UW,400
ASV_00028,0.7031548227645944,0.07840235417817969,7,d_0,400
ASV_00028,0.4842124948331346,0.099820182601149,7,d_0.5,400
ASV_00029,0.30671057846679994,0.09309994935535934,7,d_1,400
ASV_00029,0.6743491015273062,0.1263884024767317,7,d_UW,400
ASV_00029,0.757118995769866,0.10483930978638685,7,d_0,400
ASV_00029,0.5205164253032083,0.1079586615223211,7,d_0.5,400
ASV_00030,0.2919508480243958,0.0798290887891949,7,d_1,400
ASV_00030,0.5863042119982916,0.06562763085802911,7,d_UW,400
ASV_00030,0.7034422412189845,0.06854924000788866,7,d_0,400
ASV_00030,0.48036418954128984,0.07301331534609991,7,d_0.5,400
ASV_00031,0.42069186285910126,0.2330685063931393,7,d_1,400
ASV_00031,0.7182782342850724,0.17292951898904926,7,d_UW,400
ASV_00031,0.7939780997856737,0.13308861395444108,7,d_0,400
ASV_00031,0.6067693706160556,0.20420687540221938,7,d_0.5,400
