6,Farm,IT3,8294112,shuff_farm_006.csv,2023-01-18T08:27:11Z
2,Farm,IT3,8294084,shuff_farm_002.csv,2023-01-18T08:27:13Z
4,Farm,IT3,8294098,shuff_farm_004.csv,2023-01-18T08:27:16Z
1,Farm,IT3,8294077,shuff_farm_001.csv,2023-01-18T08:27:16Z
5,Farm,IT3,8294105,shuff_farm_005.csv,2023-01-18T08:27:17Z
3,Farm,IT3,8294091,shuff_farm_003.csv,2023-01-18T08:27:18Z
12,Farm,IT3,8294154,shuff_farm_012.csv,2023-01-18T08:27:28Z
11,Farm,IT3,8294147,shuff_farm_011.csv,2023-01-18T08:27:30Z
7,Farm,IT3,8294119,shuff_farm_007.csv,2023-01-18T08:27:37Z
10,Farm,IT3,8294140,shuff_farm_010.csv,2023-01-18T08:27:38Z
9,Farm,IT3,8294133,shuff_farm_009.csv,2023-01-18T08:27:41Z
8,Farm,IT3,8294126,shuff_farm_008.csv,2023-01-18T08:27:45Z
14,Farm,IT3,8294168,shuff_farm_014.csv,2023-01-18T08:28:57Z
13,Farm,IT3,8294161,shuff_farm_013.csv,2023-01-18T08:28:58Z
3,Farm,IT1,8294089,shuff_farm_003.csv,2023-01-18T08:32:29Z
4,Farm,IT1,8294096,shuff_farm_004.csv,2023-01-18T08:32:32Z
2,Farm,IT1,8294082,shuff_farm_002.csv,2023-01-18T08:32:32Z
6,Farm,IT1,8294110,shuff_farm_006.csv,2023-01-18T08:32:40Z
13,Farm,IT1,8294159,shuff_farm_013.csv,2023-01-18T08:32:48Z
8,Farm,IT1,8294124,shuff_farm_008.csv,2023-01-18T08:32:50Z
1,Farm,IT1,8294075,shuff_farm_001.csv,2023-01-18T08:32:53Z
5,Farm,IT1,8294103,shuff_farm_005.csv,2023-01-18T08:32:54Z
11,Farm,IT1,8294145,shuff_farm_011.csv,2023-01-18T08:32:54Z
7,Farm,IT1,8294117,shuff_farm_007.csv,2023-01-18T08:33:11Z
10,Farm,IT1,8294138,shuff_farm_010.csv,2023-01-18T08:33:12Z
12,Farm,IT1,8294152,shuff_farm_012.csv,2023-01-18T08:33:13Z
9,Farm,IT1,8294131,shuff_farm_009.csv,2023-01-18T08:33:20Z
7,Farm,FI1,8294120,shuff_farm_007.csv,2023-01-18T08:34:00Z
15,Farm,IT3,8294175,shuff_farm_015.csv,2023-01-18T08:34:07Z
16,Farm,IT3,8294182,shuff_farm_016.csv,2023-01-18T08:34:24Z
14,Farm,IT1,8294166,shuff_farm_014.csv,2023-01-18T08:34:29Z
4,Farm,FI1,8294099,shuff_farm_004.csv,2023-01-18T08:34:36Z
6,Farm,FI1,8294113,shuff_farm_006.csv,2023-01-18T08:34:44Z
2,Farm,FI1,8294085,shuff_farm_002.csv,2023-01-18T08:34:48Z
5,Farm,FI1,8294106,shuff_farm_005.csv,2023-01-18T08:34:49Z
3,Farm,FI1,8294092,shuff_farm_003.csv,2023-01-18T08:34:50Z
1,Farm,FI1,8294078,shuff_farm_001.csv,2023-01-18T08:34:58Z
8,Farm,FI1,8294127,shuff_farm_008.csv,2023-01-18T08:35:06Z
9,Farm,FI1,8294134,shuff_farm_009.csv,2023-01-18T08:35:14Z
12,Farm,FI1,8294155,shuff_farm_012.csv,2023-01-18T08:35:18Z
11,Farm,FI1,8294148,shuff_farm_011.csv,2023-01-18T08:35:19Z
13,Farm,FI1,8294162,shuff_farm_013.csv,2023-01-18T08:35:24Z
10,Farm,FI1,8294141,shuff_farm_010.csv,2023-01-18T08:35:28Z
17,Farm,IT3,8294189,shuff_farm_017.csv,2023-01-18T08:35:32Z
15,Farm,IT1,8294173,shuff_farm_015.csv,2023-01-18T08:35:59Z
18,Farm,IT3,8294196,shuff_farm_018.csv,2023-01-18T08:36:24Z
