ASV_ID,edge_type
ASV_00403,neg
ASV_00404,neg
ASV_00405,neg
ASV_00416,neg
ASV_00419,neg
ASV_00421,neg
ASV_00422,neg
ASV_00459,neg
ASV_00466,neg
ASV_00467,neg
ASV_00473,neg
ASV_00490,neg
ASV_00492,neg
ASV_00499,neg
ASV_00505,neg
ASV_00516,neg
ASV_00517,neg
ASV_00521,neg
ASV_00524,neg
ASV_00530,neg
ASV_00534,neg
ASV_00539,neg
ASV_00554,neg
ASV_00575,neg
ASV_00595,neg
ASV_00597,neg
ASV_00598,neg
ASV_00607,neg
ASV_00610,neg
ASV_00611,neg
ASV_00614,neg
ASV_00629,neg
ASV_00631,neg
ASV_00633,neg
ASV_00639,neg
ASV_00641,neg
ASV_00644,neg
ASV_00647,neg
ASV_00651,neg
ASV_00652,neg
ASV_00653,neg
ASV_00654,neg
ASV_00658,neg
ASV_00659,neg
ASV_00665,neg
ASV_00670,neg
ASV_00675,neg
ASV_00676,neg
ASV_00679,neg
ASV_00682,neg
ASV_00689,neg
ASV_00691,neg
ASV_00699,neg
ASV_00702,neg
ASV_00714,neg
ASV_00717,neg
ASV_00718,neg
ASV_00720,neg
ASV_00721,neg
ASV_00723,neg
ASV_00731,neg
ASV_00735,neg
ASV_00744,neg
ASV_00751,neg
ASV_00752,neg
ASV_00754,neg
ASV_00755,neg
ASV_00763,neg
ASV_00770,neg
ASV_00772,neg
ASV_00779,neg
ASV_00781,neg
ASV_00786,neg
ASV_00793,neg
ASV_00794,neg
ASV_00803,neg
ASV_00806,neg
ASV_00807,neg
ASV_00810,neg
ASV_00819,neg
ASV_00820,neg
ASV_00831,neg
ASV_00842,neg
ASV_00850,neg
ASV_00857,neg
ASV_00858,neg
ASV_00861,neg
ASV_00867,neg
ASV_00874,neg
ASV_00881,neg
ASV_00882,neg
ASV_00887,neg
ASV_00890,neg
ASV_00891,neg
ASV_00893,neg
ASV_00897,neg
ASV_00904,neg
ASV_00905,neg
ASV_00919,neg
ASV_00922,neg
ASV_00923,neg
ASV_00926,neg
ASV_00928,neg
ASV_00949,neg
ASV_00960,neg
ASV_00968,neg
ASV_00974,neg
ASV_00976,neg
ASV_00978,neg
ASV_00981,neg
ASV_00988,neg
ASV_00996,neg
ASV_01006,neg
ASV_01008,neg
ASV_01011,neg
ASV_01016,neg
ASV_01017,neg
ASV_01018,neg
ASV_01024,neg
ASV_01027,neg
ASV_01028,neg
ASV_01036,neg
ASV_01037,neg
ASV_01038,neg
ASV_01040,neg
ASV_01044,neg
ASV_01046,neg
ASV_01049,neg
ASV_01064,neg
ASV_01065,neg
ASV_01069,neg
ASV_01077,neg
ASV_01082,neg
ASV_01084,neg
ASV_01085,neg
ASV_01089,neg
ASV_01092,neg
ASV_01094,neg
ASV_01099,neg
ASV_01106,neg
ASV_01110,neg
ASV_01112,neg
ASV_01120,neg
ASV_01122,neg
ASV_01123,neg
ASV_01132,neg
ASV_01141,neg
ASV_01142,neg
ASV_01157,neg
ASV_01159,neg
ASV_01160,neg
ASV_01161,neg
ASV_01166,neg
ASV_01168,neg
ASV_01169,neg
ASV_01182,neg
ASV_01196,neg
ASV_01198,neg
ASV_01203,neg
ASV_01205,neg
ASV_01206,neg
ASV_01209,neg
ASV_01211,neg
ASV_01220,neg
ASV_01221,neg
ASV_01225,neg
ASV_01229,neg
ASV_01231,neg
ASV_01237,neg
ASV_01240,neg
ASV_01244,neg
ASV_01246,neg
ASV_01248,neg
ASV_01250,neg
ASV_01275,neg
ASV_01278,neg
ASV_01281,neg
ASV_01283,neg
ASV_01286,neg
ASV_01288,neg
ASV_01289,neg
ASV_01290,neg
ASV_01294,neg
ASV_01296,neg
ASV_01304,neg
ASV_01307,neg
ASV_01309,neg
ASV_01319,neg
ASV_01322,neg
ASV_01327,neg
ASV_01330,neg
ASV_01339,neg
ASV_01344,neg
ASV_01364,neg
ASV_01375,neg
ASV_01378,neg
ASV_01381,neg
ASV_01405,neg
ASV_01408,neg
ASV_01415,neg
ASV_01416,neg
ASV_01421,neg
ASV_01446,neg
ASV_01447,neg
ASV_01451,neg
ASV_01453,neg
ASV_01463,neg
ASV_01465,neg
ASV_01474,neg
ASV_01477,neg
ASV_01483,neg
ASV_01485,neg
ASV_01487,neg
ASV_01495,neg
ASV_01498,neg
ASV_01506,neg
ASV_01511,neg
ASV_01528,neg
ASV_01532,neg
ASV_01540,neg
ASV_01541,neg
ASV_01550,neg
ASV_01560,neg
ASV_01569,neg
ASV_01574,neg
ASV_01581,neg
ASV_01587,neg
ASV_01594,neg
ASV_01602,neg
ASV_01603,neg
ASV_01604,neg
ASV_01606,neg
ASV_01617,neg
ASV_01633,neg
ASV_01634,neg
ASV_01649,neg
ASV_01655,neg
ASV_01659,neg
ASV_01666,neg
ASV_01671,neg
ASV_01684,neg
ASV_01685,neg
ASV_01687,neg
ASV_01688,neg
ASV_01693,neg
ASV_01706,neg
ASV_01712,neg
ASV_01723,neg
ASV_01730,neg
ASV_01733,neg
ASV_01735,neg
ASV_01745,neg
ASV_01752,neg
ASV_01756,neg
ASV_01763,neg
ASV_01769,neg
ASV_01774,neg
ASV_01779,neg
ASV_01780,neg
ASV_01795,neg
ASV_01801,neg
ASV_01811,neg
ASV_01813,neg
ASV_01819,neg
ASV_01826,neg
ASV_01828,neg
ASV_01832,neg
ASV_01836,neg
ASV_01839,neg
ASV_01853,neg
ASV_01857,neg
ASV_01860,neg
ASV_01861,neg
ASV_01864,neg
ASV_01866,neg
ASV_01883,neg
ASV_01885,neg
ASV_01891,neg
ASV_01895,neg
ASV_01896,neg
ASV_01905,neg
ASV_01912,neg
ASV_01913,neg
ASV_01917,neg
ASV_01918,neg
ASV_01922,neg
ASV_01926,neg
ASV_01937,neg
ASV_01940,neg
ASV_01957,neg
ASV_01969,neg
ASV_01970,neg
ASV_01984,neg
ASV_01987,neg
ASV_01993,neg
ASV_01997,neg
ASV_02004,neg
ASV_02007,neg
ASV_02008,neg
ASV_02012,neg
ASV_02015,neg
ASV_02026,neg
ASV_02027,neg
ASV_02029,neg
ASV_02034,neg
ASV_02057,neg
ASV_02062,neg
ASV_02066,neg
ASV_02074,neg
ASV_02081,neg
ASV_02112,neg
ASV_02120,neg
ASV_02122,neg
ASV_02131,neg
ASV_02134,neg
ASV_02151,neg
ASV_02155,neg
ASV_02163,neg
ASV_02168,neg
ASV_02173,neg
ASV_02178,neg
ASV_02179,neg
ASV_02207,neg
ASV_02209,neg
ASV_02232,neg
ASV_02242,neg
ASV_02248,neg
ASV_02257,neg
ASV_02265,neg
ASV_02274,neg
ASV_02279,neg
ASV_02289,neg
ASV_02291,neg
ASV_02329,neg
ASV_02336,neg
ASV_02340,neg
ASV_02346,neg
ASV_02349,neg
ASV_02358,neg
ASV_02364,neg
ASV_02367,neg
ASV_02369,neg
ASV_02372,neg
ASV_02375,neg
ASV_02376,neg
ASV_02387,neg
ASV_02393,neg
ASV_02400,neg
ASV_02401,neg
ASV_02405,neg
ASV_02411,neg
ASV_02424,neg
ASV_02450,neg
ASV_02468,neg
ASV_02471,neg
ASV_02486,neg
ASV_02490,neg
ASV_02496,neg
ASV_02514,neg
ASV_02521,neg
ASV_02534,neg
ASV_02535,neg
ASV_02564,neg
ASV_02567,neg
ASV_02578,neg
ASV_02585,neg
ASV_02594,neg
ASV_02595,neg
ASV_02599,neg
ASV_02626,neg
ASV_02629,neg
ASV_02633,neg
ASV_02654,neg
ASV_02663,neg
ASV_02665,neg
ASV_02682,neg
ASV_02683,neg
ASV_02697,neg
ASV_02737,neg
ASV_02738,neg
ASV_02739,neg
ASV_02743,neg
ASV_02764,neg
ASV_02792,neg
ASV_02804,neg
ASV_02837,neg
ASV_02840,neg
ASV_02845,neg
ASV_02863,neg
ASV_02864,neg
ASV_02874,neg
ASV_02898,neg
ASV_02928,neg
ASV_02931,neg
ASV_02941,neg
ASV_02951,neg
ASV_02972,neg
ASV_02974,neg
ASV_02981,neg
ASV_02990,neg
ASV_03041,neg
ASV_03058,neg
ASV_03070,neg
ASV_03086,neg
ASV_03090,neg
ASV_03100,neg
ASV_03114,neg
ASV_03148,neg
ASV_03153,neg
ASV_03167,neg
ASV_03204,neg
ASV_03239,neg
ASV_03254,neg
ASV_03257,neg
ASV_03273,neg
ASV_03297,neg
ASV_03311,neg
ASV_03331,neg
ASV_03346,neg
ASV_03396,neg
ASV_03417,neg
ASV_03432,neg
ASV_03502,neg
ASV_03507,neg
ASV_03513,neg
ASV_03528,neg
ASV_03534,neg
ASV_03637,neg
ASV_03642,neg
ASV_03667,neg
ASV_03773,neg
ASV_03813,neg
ASV_03824,neg
ASV_03853,neg
ASV_03925,neg
ASV_03929,neg
ASV_03996,neg
ASV_04044,neg
ASV_04292,neg
ASV_04303,neg
ASV_04395,neg
ASV_04466,neg
ASV_04490,neg
ASV_04546,neg
ASV_04621,neg
ASV_04674,neg
ASV_04702,neg
ASV_04712,neg
ASV_04751,neg
ASV_05002,neg
ASV_05022,neg
ASV_05196,neg
ASV_05407,neg
ASV_05509,neg
ASV_06002,neg
