ASV_ID,edge_type
ASV_00003,pos
ASV_00004,pos
ASV_00006,pos
ASV_00010,pos
ASV_00014,pos
ASV_00028,pos
ASV_00046,pos
ASV_00212,pos
ASV_00282,pos
ASV_00507,pos
ASV_00584,pos
ASV_00693,pos
ASV_00706,pos
ASV_00722,pos
ASV_00930,pos
ASV_00942,pos
ASV_01122,pos
ASV_01346,pos
ASV_01409,pos
ASV_02045,pos
ASV_02183,pos
ASV_02354,pos
ASV_02556,pos
ASV_00001,neg
ASV_00003,neg
ASV_00004,neg
ASV_00006,neg
ASV_00007,neg
ASV_00008,neg
ASV_00009,neg
ASV_00010,neg
ASV_00011,neg
ASV_00018,neg
ASV_00022,neg
ASV_00028,neg
ASV_00029,neg
ASV_00046,neg
ASV_00053,neg
ASV_00067,neg
ASV_00072,neg
ASV_00074,neg
ASV_00088,neg
ASV_00093,neg
ASV_00094,neg
ASV_00109,neg
ASV_00120,neg
ASV_00126,neg
ASV_00132,neg
ASV_00143,neg
ASV_00152,neg
ASV_00159,neg
ASV_00161,neg
ASV_00170,neg
ASV_00173,neg
ASV_00180,neg
ASV_00191,neg
ASV_00193,neg
ASV_00199,neg
ASV_00201,neg
ASV_00207,neg
ASV_00210,neg
ASV_00213,neg
ASV_00223,neg
ASV_00228,neg
ASV_00231,neg
ASV_00239,neg
ASV_00243,neg
ASV_00257,neg
ASV_00269,neg
ASV_00277,neg
ASV_00278,neg
ASV_00280,neg
ASV_00292,neg
ASV_00293,neg
ASV_00296,neg
ASV_00303,neg
ASV_00309,neg
ASV_00320,neg
ASV_00334,neg
ASV_00346,neg
ASV_00351,neg
ASV_00357,neg
ASV_00358,neg
ASV_00359,neg
ASV_00361,neg
ASV_00363,neg
ASV_00368,neg
ASV_00369,neg
ASV_00374,neg
ASV_00378,neg
ASV_00385,neg
ASV_00390,neg
ASV_00394,neg
ASV_00397,neg
ASV_00400,neg
ASV_00406,neg
ASV_00407,neg
ASV_00412,neg
ASV_00423,neg
ASV_00435,neg
ASV_00437,neg
ASV_00442,neg
ASV_00445,neg
ASV_00446,neg
ASV_00449,neg
ASV_00455,neg
ASV_00459,neg
ASV_00462,neg
ASV_00471,neg
ASV_00473,neg
ASV_00477,neg
ASV_00492,neg
ASV_00498,neg
ASV_00508,neg
ASV_00514,neg
ASV_00520,neg
ASV_00522,neg
ASV_00524,neg
ASV_00529,neg
ASV_00534,neg
ASV_00535,neg
ASV_00538,neg
ASV_00544,neg
ASV_00556,neg
ASV_00557,neg
ASV_00561,neg
ASV_00564,neg
ASV_00576,neg
ASV_00587,neg
ASV_00592,neg
ASV_00595,neg
ASV_00607,neg
ASV_00608,neg
ASV_00615,neg
ASV_00620,neg
ASV_00624,neg
ASV_00628,neg
ASV_00635,neg
ASV_00643,neg
ASV_00651,neg
ASV_00667,neg
ASV_00673,neg
ASV_00678,neg
ASV_00679,neg
ASV_00687,neg
ASV_00693,neg
ASV_00706,neg
ASV_00714,neg
ASV_00724,neg
ASV_00757,neg
ASV_00758,neg
ASV_00765,neg
ASV_00778,neg
ASV_00779,neg
ASV_00780,neg
ASV_00793,neg
ASV_00802,neg
ASV_00804,neg
ASV_00807,neg
ASV_00813,neg
ASV_00823,neg
ASV_00833,neg
ASV_00855,neg
ASV_00863,neg
ASV_00864,neg
ASV_00865,neg
ASV_00873,neg
ASV_00875,neg
ASV_00885,neg
ASV_00888,neg
ASV_00894,neg
ASV_00897,neg
ASV_00914,neg
ASV_00924,neg
ASV_00930,neg
ASV_00931,neg
ASV_00935,neg
ASV_00939,neg
ASV_00942,neg
ASV_00948,neg
ASV_00987,neg
ASV_01003,neg
ASV_01011,neg
ASV_01027,neg
ASV_01044,neg
ASV_01047,neg
ASV_01048,neg
ASV_01053,neg
ASV_01058,neg
ASV_01060,neg
ASV_01086,neg
ASV_01089,neg
ASV_01092,neg
ASV_01108,neg
ASV_01119,neg
ASV_01149,neg
ASV_01154,neg
ASV_01184,neg
ASV_01198,neg
ASV_01209,neg
ASV_01210,neg
ASV_01217,neg
ASV_01218,neg
ASV_01229,neg
ASV_01236,neg
ASV_01243,neg
ASV_01245,neg
ASV_01250,neg
ASV_01253,neg
ASV_01267,neg
ASV_01285,neg
ASV_01328,neg
ASV_01335,neg
ASV_01353,neg
ASV_01375,neg
ASV_01418,neg
ASV_01448,neg
ASV_01461,neg
ASV_01477,neg
ASV_01485,neg
ASV_01494,neg
ASV_01512,neg
ASV_01525,neg
ASV_01544,neg
ASV_01593,neg
ASV_01594,neg
ASV_01635,neg
ASV_01673,neg
ASV_01718,neg
ASV_01742,neg
ASV_01744,neg
ASV_01770,neg
ASV_01779,neg
ASV_01801,neg
ASV_01805,neg
ASV_01809,neg
ASV_01840,neg
ASV_01875,neg
ASV_01898,neg
ASV_01935,neg
ASV_01949,neg
ASV_01997,neg
ASV_02007,neg
ASV_02008,neg
ASV_02016,neg
ASV_02045,neg
ASV_02051,neg
ASV_02062,neg
ASV_02076,neg
ASV_02149,neg
ASV_02152,neg
ASV_02172,neg
ASV_02183,neg
ASV_02309,neg
ASV_02334,neg
ASV_02337,neg
ASV_02354,neg
ASV_02388,neg
ASV_02556,neg
ASV_02680,neg
ASV_02760,neg
ASV_02828,neg
ASV_02849,neg
ASV_02920,neg
ASV_02931,neg
ASV_03446,neg
ASV_03452,neg
ASV_03479,neg
ASV_04313,neg
ASV_04485,neg
ASV_04542,neg
ASV_05322,neg
ASV_05961,neg
ASV_06597,neg
ASV_07614,neg
